source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
data_lpep/23-42-14_1,0.1492303995931894,0.1430440653475351,0.1501522709385033,0.1428208326975401,0.1405528396562559,0.1487325092187632,0.1495381723949892,0.1341993236235869,0.1406634533755794,0.1559603820717564,0.1378277677821312,0.1298569545760912,0.1393194261294644,0.1376202814525175
