source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
data/03-14-54_237,0.1856045398746778,0.1190990547312993,0.7070925825000669,0.1207593780039838,0.1081221587577258,0.2978846130144297,0.1528269710019986,0.4790804014042405,0.2706610671974084,0.0018210653766813,0.0950767931288183,0.0545240516493922,0.0427590580916055,0.3659590602027356
