row,K,training_sample_N,arch,final_loss_mean,final_loss_q10,final_loss_q90,final_loss_median
test,13,1000,ldro_pep,0.0001461316933353829,4.649454540681989e-05,0.00027912212825579913,0.00011439577743462204
test,14,1000,ldro_pep,0.00017768819597181902,4.7229940371609396e-05,0.0003523298346056339,0.00013614764459799448
test,15,1000,ldro_pep,4.825020228828084e-05,1.05019879317397e-05,0.00010212921199126009,3.3566567260612706e-05
test,1,1000,lpep,31.315960744299677,27.96411304252996,34.7328510580448,31.38045398020766
test,2,1000,lpep,9.239491683965461,7.6214306003926895,10.885686656544141,9.228661917395222
test,3,1000,lpep,4.451584198630695,3.4592823874198997,5.522129236636287,4.42691386680573
test,4,1000,lpep,2.0565446320921974,1.5047093915864347,2.663585879504051,2.0391790145762596
test,5,1000,lpep,1.2135220740958121,0.8465284282984245,1.6147539368973443,1.1972816653442355
test,6,1000,lpep,0.7621497956681484,0.5099026176816315,1.0333445044414584,0.7437413708648514
test,7,1000,lpep,0.40587952733576227,0.2582578001392247,0.5689027286163695,0.38901121515966697
test,8,1000,lpep,0.272706219315994,0.16988167989524597,0.3906884566005131,0.2588394144787486
test,9,1000,lpep,0.18658946297359802,0.11140146857056926,0.2735269226311853,0.17571475865672515
test,10,1000,lpep,0.10642583863683833,0.06073932856245309,0.16056913092258934,0.09892638162432946
test,11,1000,lpep,0.07509232109023153,0.04125373202279404,0.1152742225940111,0.06980275961395113
test,12,1000,lpep,0.04769721424052436,0.02534418225167993,0.07573346702517934,0.0436415868495344
test,13,1000,lpep,0.03294161039182849,0.016940592644883904,0.05328185117093684,0.029863991852754547
test,14,1000,lpep,0.022403076360023665,0.011205623413948013,0.03681138212643002,0.020256834670917035
test,15,1000,lpep,0.016112229359449535,0.00789398537947473,0.026745737041979172,0.014462980065155737
ood,1,1000,l2o,34.20585608877023,29.127464213424947,39.41526479868052,33.60867306847442
ood,2,1000,l2o,10.679493492744946,8.1234625251828,13.403619516212157,10.29639159158187
ood,3,1000,l2o,3.419413897506077,2.4586418797804424,4.59422072565223,3.24169963441229
ood,4,1000,l2o,1.1444491047178504,0.44309544255898564,2.1000156953909683,0.8473590841602654
ood,5,1000,l2o,0.41432527064277713,0.13664620062727859,0.7765584707282889,0.29059336799649527
ood,6,1000,l2o,0.29257421493226365,0.05124368504650125,0.6083274733846813,0.1493763448638457
ood,7,1000,l2o,0.13849215251087338,0.017872609938510642,0.29552091713591405,0.061834052118864155
ood,8,1000,l2o,0.112451927553542,0.006528350795110659,0.2556172302050978,0.038280036524349526
ood,9,1000,l2o,0.06990217600383397,0.002217833385418751,0.16016904199901394,0.018669478224524978
ood,10,1000,l2o,0.05236626636150649,0.001235747850280623,0.11706626396174616,0.012315653116351764
ood,11,1000,l2o,0.05996167054444326,0.0009334256365174389,0.13347230757719133,0.012064469805223759
ood,12,1000,l2o,0.061433112548683604,0.0006406041653882302,0.1336263961547553,0.010110020668452378
ood,13,1000,l2o,0.09903429743015797,0.00087033962962669,0.20920211768904678,0.014907079626739126
ood,14,1000,l2o,0.10385379263753498,0.0005606044217071316,0.22606369293012926,0.0133591096051781
ood,15,1000,l2o,0.1334205907370885,0.0005710798468502012,0.28121352683762135,0.015887298863786835
ood,1,1000,ldro_pep,34.20039138247666,29.125987901073024,39.408578974713905,33.604282674545296
ood,2,1000,ldro_pep,9.530883993727175,7.579749283532909,11.772910692488631,9.276658612615513
ood,3,1000,ldro_pep,4.890499252879488,3.459197921928834,6.607153557410088,4.595984025105639
ood,4,1000,ldro_pep,1.858126002234676,1.126554821405405,2.775409502681169,1.657210071726852
ood,5,1000,ldro_pep,1.017571782422412,0.6115502087530104,1.5047806007849251,0.927624154698515
ood,6,1000,ldro_pep,0.2166325343622646,0.12507187395133385,0.32305520252715975,0.20273700196843042
ood,7,1000,ldro_pep,0.09991331801319114,0.05752281194917021,0.15311566561823314,0.09248201003384394
ood,8,1000,ldro_pep,0.1681743529733224,0.019539759381079883,0.36362267807011645,0.07741690923893249
ood,9,1000,ldro_pep,0.6066396437947342,0.06099985571004844,1.3387709305279771,0.27936820012952823
ood,10,1000,ldro_pep,0.007118644524986368,0.0018549790094096032,0.013113596861746523,0.005029117625431613
ood,11,1000,ldro_pep,0.013924563973763376,0.004796957477239331,0.024524943088749064,0.01094597170442417
ood,12,1000,ldro_pep,0.011949055846307427,0.001128853621674807,0.025833426775645294,0.00562669964054797
ood,13,1000,ldro_pep,0.00011380160218136162,3.841590375356776e-05,0.00019550727350208297,7.436384297867649e-05
ood,14,1000,ldro_pep,0.0005540369543299916,7.379530653009771e-05,0.0007564386955330288,0.00022242831907723522
ood,15,1000,ldro_pep,0.0005210019660800516,2.3782069090503833e-05,0.0012105607753567528,0.0001778162961119954
ood,1,1000,lpep,33.253392351272375,29.087376280752412,37.637677023022405,33.16476005456507
ood,2,1000,lpep,10.025988281611705,8.081502972827536,12.242834132787635,9.793761333115036
ood,3,1000,lpep,4.295233167802826,3.343802735521202,5.407099506598333,4.2076770460322965
ood,4,1000,lpep,1.9584767967268313,1.425383770456738,2.553453818284615,1.9083481155508628
ood,5,1000,lpep,1.0549435336429,0.7297582629285619,1.426725407836989,1.0157651445652065
ood,6,1000,lpep,0.6348708365161331,0.4230996513807089,0.8887275991278087,0.6028519045134626
ood,7,1000,lpep,0.3289687423479651,0.207662702768421,0.4716031152102625,0.31202550641217347
ood,8,1000,lpep,0.21512966027366448,0.13052883490760472,0.31486427362574654,0.20169521173567237
ood,9,1000,lpep,0.14429381550943218,0.08509893281274043,0.2167354661228858,0.1350010920758496
ood,10,1000,lpep,0.07991641088398009,0.044142472044331735,0.12325859392552782,0.0731303226152206
ood,11,1000,lpep,0.05537272206936986,0.029423905493117512,0.087644283498466,0.0499084758849027
ood,12,1000,lpep,0.03433227006362596,0.01740772939817132,0.05563905003623682,0.030623436904691503
ood,13,1000,lpep,0.02325366310877228,0.01135068051304532,0.038526283875198755,0.02065685082241429
ood,14,1000,lpep,0.015494689461916369,0.007278876449714758,0.026103758344622998,0.013800753041120762
ood,15,1000,lpep,0.010953531764922314,0.004970194212655321,0.018784525523794948,0.009589950332624003
