row,K,training_sample_N,arch,final_loss_mean,final_loss_q10,final_loss_q90,final_loss_median
test,1,1000,l2o,30.663118859913943,27.19378091483149,34.32825633939172,30.637893049160276
test,2,1000,l2o,8.852614371159707,7.158449093592377,10.627849903973274,8.841725145215234
test,3,1000,l2o,2.9249599593248896,2.19153073562112,3.738389598500408,2.8984594920813835
test,4,1000,l2o,0.460353081436146,0.3153386614935973,0.634626794569963,0.4392110507535337
test,5,1000,l2o,0.17166030353530926,0.10390085750983111,0.2576951668051207,0.15936948226892572
test,6,1000,l2o,0.05866057129116106,0.03273073609724364,0.09150923346576423,0.05405722473766507
test,7,1000,l2o,0.02408830889952479,0.011470346979990022,0.040744473419948773,0.021340122121671586
test,8,1000,l2o,0.006925143008483763,0.0029918811383638044,0.011882223525653027,0.0060469389262485206
test,9,1000,l2o,0.002327113728291728,0.0008870647739406385,0.004092761313121264,0.0019799709363852724
test,10,1000,l2o,0.0012310282807484062,0.00039570331446032753,0.0022952706372117338,0.0010150347727664211
test,11,1000,l2o,0.000664155168793342,0.0001839053741489126,0.0012729770923294431,0.0005287865366881189
test,12,1000,l2o,0.0003861305609457841,9.989902832101955e-05,0.0007573076587649031,0.0003027755354344119
test,13,1000,l2o,0.0002458925481565702,5.892266760476098e-05,0.0004791808586109387,0.00019180184713754998
test,14,1000,l2o,0.00015598264068605367,3.819670580371314e-05,0.0003091266331727375,0.00012187600512280983
test,15,1000,l2o,0.00010739259957238759,2.6289659515494045e-05,0.00021045880821979232,8.277066231463588e-05
test,1,1000,ldro_pep,30.663556714784857,27.19632541657252,34.32961219461744,30.637874439178887
test,2,1000,ldro_pep,8.569414985992077,6.98924820360121,10.18170607263677,8.525920854210995
test,3,1000,ldro_pep,3.794505613287798,2.9073079500552437,4.752246944636495,3.7679079982580204
test,4,1000,ldro_pep,1.3129760314152594,0.9164921384956815,1.7496003253149117,1.2902130663834939
test,5,1000,ldro_pep,0.8154966753547508,0.5413028597076261,1.1256318941263448,0.7910944356548332
test,6,1000,ldro_pep,0.27431959330285033,0.1621405064403771,0.4047008623000166,0.2581077904575836
test,7,1000,ldro_pep,0.12538784504552436,0.07186075093990758,0.18805038401478186,0.11694027044966607
test,8,1000,ldro_pep,0.018836670264523264,0.008049849517400393,0.03296392605914433,0.01664966166095747
test,9,1000,ldro_pep,0.04014065655849184,0.018037623393515022,0.06644057101486299,0.03579210714297174
test,10,1000,ldro_pep,0.005805459536019777,0.002102918412220168,0.010551324146325744,0.0049597977631096
test,11,1000,ldro_pep,0.010819753714486574,0.004838370165182865,0.01849497206366299,0.00952151202243166
test,12,1000,ldro_pep,0.0009666014485210756,0.0003152506738947283,0.001769264743247536,0.0007805290093290991
