iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6
0,0.07006934770596128,0.02185585931187787,0.08272024994948879,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.07037849255199242,0.02185580069153572,0.04365187499206513,0.04726858829300418,9.999999999992654e-07,1.2500022366060448,1.250002236605584,1.2500022366049928,1.2500022366041417,1.2500022366027586,1.2500022366000372,1.250002236591953
2,0.06754331845683266,0.021844045829104312,0.04380141699220985,0.04637171994443588,0.0002009799999999999,1.2504516020769798,1.2504511946602808,1.2504509465865656,1.250450779640727,1.2504506553482362,1.250450556735282,1.2504504747728757
3,0.07005968874308706,0.021820612736683342,0.0018357500084675848,0.04639374813947216,0.0004009599999999988,1.2513482260772395,1.251346936206241,1.251346296184768,1.251345929749209,1.2513456972489585,1.2513455394846094,1.2513454266435833
4,0.0632896517426411,0.021785686181393593,0.0018179580220021307,0.04300753492851485,0.0006009399999999995,1.2526879119851237,1.2526848837897266,1.2526834439744587,1.2526825971804565,1.2526820252757171,1.2526816033861963,1.2526812710326627
5,0.07159447505320386,0.021739100027907955,0.0017675419803708792,0.04715404942319845,0.0008009199999999984,1.2544783923301086,1.2544737068260892,1.254471503244539,1.2544703127670116,1.2544695824877345,1.2544690956122875,1.2544687493039195
6,0.0677327595551305,0.021681014236465995,0.0016717909602448344,0.045966900394284416,0.001000899999999999,1.2567184284932942,1.2567118264878503,1.2567087872233231,1.2567071109906487,1.2567060416027556,1.2567052917820671,1.2567047265336952
7,0.06765231536621666,0.021611543010482598,0.0019190420280210674,0.045640523817532724,0.0012008799999999997,1.2594080587099652,1.259400119538257,1.2593960212938733,1.259393659043846,1.2593921095626948,1.2593909970243617,1.2593901382634967
8,0.0675853662770155,0.0215308469599682,0.002001791028305888,0.0450326104118404,0.0014008600000000003,1.262546686857309,1.262537357514301,1.262532504259525,1.262529766096104,1.2625280356590074,1.2625268364859505,1.2625259314558825
9,0.06821759931990228,0.021439041033919748,0.0017684160266071558,0.045876563019424194,0.0016008399999999992,1.266140462029691,1.266127557278022,1.2661211770506067,1.2661175336719648,1.2661151909085095,1.2661135427246246,1.2661122860609526
10,0.07204271220657539,0.02133598983292975,0.0017368749831803143,0.047936638055601145,0.0018008199999999981,1.2701998632089546,1.2701830402679206,1.2701750655305704,1.2701706695736064,1.2701679787799007,1.2701662043899806,1.2701649452012829
11,0.06631791052235872,0.021222401448185334,0.0017578330007381737,0.044619919807478224,0.0020007999999999988,1.2747103086938412,1.2746868977509347,1.274675871575776,1.274669831378206,1.2746661635088914,1.2746637814408022,1.2746621317134657
12,0.06705447565806454,0.02109831162910048,0.001770292001310736,0.04484679031686707,0.0022007799999999994,1.2796739946719402,1.2796457880364025,1.2796323027460361,1.279624814342461,1.2796202563750976,1.2796173237061803,1.2796153252533624
13,0.06429758646108666,0.02096437515945282,0.0017759579932317138,0.043182556710755785,0.002400759999999999,1.2850834256270447,1.2850494486707815,1.2850308828504176,1.2850193272876256,1.28501152793649,1.285005981021983,1.2850018291252485
14,0.06790778949843816,0.020820272835951153,0.0017640829901210964,0.04564131848529434,0.00260074,1.2909608604746927,1.2909204197937059,1.2908949945260626,1.2908777751864942,1.2908654774415946,1.290856345373225,1.2908492827596707
15,0.06021252609820085,0.020667154164946015,0.0017849580035544932,0.04226658125344319,0.0028007199999999996,1.297282364574478,1.2972305252209375,1.2971927431690955,1.2971649130427079,1.2971437615214187,1.297127156032787,1.2971136504513585
16,0.062232350159484945,0.020505120554692616,0.00178883399348706,0.04234873176662229,0.0030007000000000002,1.3040539206092965,1.3039804709678364,1.3039284182759978,1.3038888825621313,1.3038577921392571,1.3038325475720032,1.3038113714611648
17,0.06469731727427415,0.020333889196523115,0.001966332958545536,0.043700483650643385,0.00320068,1.3112899378421103,1.3111966936971293,1.3111302696955287,1.3110779880223962,1.3110357179617789,1.3110006212972887,1.3109706407170414
18,0.06522199469256462,0.02015367834112331,0.0017804590170271695,0.043627495455967454,0.0034006600000000007,1.3189932145783145,1.3188832067312757,1.3188031378655387,1.3187383655163616,1.3186850536136174,1.3186401530239023,1.3186013206197933
19,0.06485488344074755,0.019965012243255302,0.0017940420075319707,0.04293407381060695,0.0036006399999999996,1.3271612734525637,1.3270337537905605,1.3269397533295224,1.3268625214288532,1.3267984924292515,1.3267442862308687,1.3266971849856044
20,0.06693261368985737,0.01976796626123825,0.0017930830363184214,0.04337000118387444,0.0038006199999999993,1.335805370665315,1.3356560753059985,1.335550383025848,1.3354636961401352,1.3353919644576064,1.3353313013097652,1.3352785624302201
21,0.06074297725103678,0.019563723117672942,0.0017354590236209333,0.04199292543861907,0.0040006,1.344915737867557,1.3447328170891075,1.3446079156583588,1.344505481969624,1.344420717422962,1.344348928398255,1.3442863293274367
22,0.07171836873199183,0.019350724493467142,0.001862583972979337,0.04703318333003939,0.004200579999999999,1.3545707073743003,1.3543397354313182,1.354193331546907,1.3540750628062654,1.3539780149910563,1.3538962433011164,1.353825119882857
23,0.05900307659151528,0.019131992411648865,0.0018081670277751982,0.04035456530603415,0.0044005599999999995,1.364672262607767,1.3643766449759736,1.364197142976096,1.3640543275379116,1.3639379877034883,1.3638403826721677,1.3637557265205522
24,0.06246446622920981,0.018907084559195198,0.001759209029842168,0.04217100282767333,0.004600539999999999,1.3752610154842388,1.3748769476277074,1.3746542153227468,1.37447970002955,1.3743386822844308,1.374221058997738,1.3741195240425004
25,0.062453948584219425,0.01867642730373828,0.0017333750147372484,0.041799935743958384,0.00480052,1.3863388834729269,1.385835814183549,1.3855600729901791,1.3853485923015754,1.3851795310281232,1.385039501823776,1.384919249445995
26,0.06260604375069705,0.018440129047774353,0.001987959025427699,0.042451251667056995,0.0050005,1.397925605005859,1.3972742658139414,1.3969309581915659,1.3966741341182363,1.3964716918186746,1.3963055224563228,1.3961637196852488
27,0.06216344200873371,0.018198833180882692,0.0019014999852515757,0.04097555989385236,0.0052004799999999995,1.409994773243658,1.4091746162900136,1.4087551247233079,1.4084481523916688,1.4082097441651882,1.408016154813211,1.4078523208084996
28,0.06276820987325316,0.017952441958078148,0.0017102910205721855,0.04194760377405416,0.00540046,1.422574803762674,1.4215679793238067,1.4210609941996901,1.420696609527659,1.4204173264928819,1.4201927884561176,1.4200042250427807
29,0.05849488891021908,0.017702671217746224,0.0018774159834720194,0.03956404500750394,0.00560044,1.4356288191765443,1.4343906831207103,1.4337790357421023,1.433347588223321,1.4330211135132431,1.4327609844271993,1.4325439794643793
30,0.05605273363280919,0.017450359520029143,0.0017972500063478947,0.038440495639427155,0.00580042,1.4491392035884612,1.4476301151657083,1.4468914620907496,1.4463768783694242,1.4459906266434062,1.4456845531951077,1.4454302913180135
31,0.060713210728789546,0.01719449702167104,0.0017577920225448906,0.03964486868906942,0.0060003999999999995,1.463141660528953,1.4613313463153195,1.4604598932548527,1.459859958443589,1.4594130463205959,1.4590606868262763,1.4587690327067597
32,0.06008547831458766,0.016935573408588315,0.0017958750249817967,0.039036279504013144,0.00620038,1.4776287607030272,1.4754909575792006,1.4744815919931495,1.473793239610841,1.4732836208602706,1.4728835574480277,1.4725534930766975
33,0.056906166047246715,0.01667497312735455,0.0017582909786142409,0.038154867597180106,0.00640036,1.4925997082474558,1.4900746272650491,1.4889034579236233,1.4881107090015426,1.4875266294665597,1.4870697129466832,1.4866938343952725
34,0.0609557006781202,0.016411868922846275,0.0018662079819478095,0.03928678642022513,0.00660034,1.5080948964466858,1.5051308047879033,1.5037839786673046,1.5028796546434902,1.502217365326509,1.501701936635761,1.5012799252370903
35,0.05644955120108355,0.016147743479446506,0.0017652499955147505,0.03765712416110553,0.00680032,1.524081547950791,1.5206106304720515,1.5190641056747465,1.518032331137008,1.5172799184024752,1.5166963786879955,1.5162201393729287
36,0.060037212906369465,0.015881583210140354,0.0017437920323573053,0.03931267012915115,0.007000299999999999,1.540619372711023,1.5365893330150067,1.5348239977262053,1.533650837109571,1.532797845187385,1.5321381139913859,1.5316012041596507
37,0.0564184614677161,0.015614982075550737,0.0019567079725675285,0.037170479518076026,0.00720028,1.5576520143073012,1.5529991041544162,1.5509885999199857,1.549656162238087,1.548689678201913,1.547943970741844,1.5473386836138647
38,0.05340314625903791,0.015349000831404494,0.0017445409903302789,0.035788481385625154,0.0074002600000000005,1.5751484567199305,1.5697981568466288,1.5675111283449055,1.5659969413445238,1.5648997888216076,1.5640543723788074,1.5633693368131674
39,0.0597602074629267,0.015081949396065292,0.0018029159982688725,0.0380901595580782,0.007600239999999999,1.5932072640542476,1.587077233362331,1.5844976133710542,1.5827949472657683,1.581564778253527,1.5806195719168439,1.5798559147283555
40,0.05778227926910572,0.01481437708807657,0.001712416997179389,0.03742621041905518,0.00780022,1.6118113370541165,1.604834737095283,1.6019422196445365,1.6000395173879156,1.598669132364442,1.5976191718123687,1.5967731245614636
41,0.057820986379290076,0.014546818175373337,0.0017811660072766244,0.03677756629955553,0.0080002,1.6309514825154874,1.6230475467571026,1.619825013338046,1.6177136385860749,1.6161985308781122,1.6150414721357766,1.6141118671163788
42,0.05433963629394254,0.014280723740349905,0.001729541050735861,0.03533153180601988,0.00820018,1.6505881353338026,1.6416681852774844,1.6380744973584622,1.6357281464542723,1.634050807381094,1.6327744895351337,1.6317525362038385
43,0.053453744972825006,0.014016402112350236,0.0017098329844884574,0.03467122865788027,0.00840016,1.6707129960219214,1.6606701968653825,1.6566747378464282,1.654075030219402,1.6522226683607772,1.6508174821799761,1.6496955789176289
44,0.051647935995032895,0.013754339627690364,0.0018075829721055925,0.03351941571496819,0.00860014,1.6912808833879067,1.6800521794286438,1.6756174510580022,1.6727369633470222,1.6706891285300915,1.6691391104310567,1.6679042969280615
45,0.05339832670172824,0.013493967716431274,0.0017864579567685723,0.03473420905255938,0.00880012,1.7123802739400682,1.6998584496326712,1.6949443856206776,1.6917574578084462,1.6894957595416353,1.6877865504813663,1.6864269073072182
46,0.04937746415540345,0.013236944692257321,0.001920917013194412,0.03271215896933326,0.0090001,1.7339430749070508,1.7199758583761109,1.7145376203748595,1.7110140276428865,1.7085150684742958,1.7066272774932432,1.7051260061582865
47,0.049177493148985486,0.012983453729885118,0.0018281670054420829,0.031176974567746877,0.009200080000000001,1.7558953351577125,1.7403875683176409,1.7343902040807209,1.7305057992353108,1.7277522450420062,1.7256729096592254,1.7240200150877005
48,0.05317639565137582,0.012731944033651727,0.00194883398944512,0.03348536046329542,0.00940006,1.7783911240731043,1.7612122292352779,1.7546184410387509,1.7503524108356452,1.7473318883463067,1.7450532775433558,1.7432437489846992
49,0.052632733805710236,0.01248226443267904,0.0017019999795593321,0.033449484528960696,0.00960004,1.8014423302757534,1.782473808886295,1.7752496024191746,1.7705833715174968,1.7672841596010953,1.7647978062443894,1.7628247972370636
50,0.053518602474951306,0.012234633656447636,0.0017459170194342732,0.032998695301391025,0.00980002,1.8250430318772413,1.8041566033119347,1.7962742969126402,1.7911929843304635,1.787606769534385,1.7849079377808699,1.7827687806706531
51,0.04869184704605472,0.011991010519322162,0.0019373749964870512,0.03071119482270071,0.01,1.8490868972950925,1.8261387197157195,1.81754320150186,1.8120104127073848,1.8081120318272368,1.8051823952291592,1.802863232022393
52,0.04919220482200324,0.011755562736847724,0.0017428749706596136,0.030207158622660955,0.009999878165711622,1.87307295929861,1.8479992492620774,1.8386727597071808,1.832677320629594,1.8284599434172375,1.8252951403766482,1.8227930953949725
53,0.05241160017909017,0.011526483337619735,0.0017507500015199184,0.03270568429112851,0.009999512668784518,1.897188169614262,1.8698752864556698,1.8597895843328696,1.853317206219741,1.8487725983390813,1.8453673102912038,1.8426785788599296
54,0.04852650890809455,0.011305178647972333,0.001727666996885091,0.03066028611711802,0.00999890352703249,1.921324536821482,1.8916452570196594,1.8807457145723316,1.8737625751809983,1.868867420961328,1.865204342568731,1.8623153852731966
55,0.04820008605317997,0.011091261962119412,0.0017159159760922194,0.02975153641222344,0.009998050770144252,1.9454370130397407,1.9132791937078901,1.9015366452970472,1.894026926295943,1.8887715304416457,1.8848441374535811,1.8817502525000416
56,0.05105617588824671,0.010883327949733986,0.0017834579921327531,0.0312930703198583,0.00999695443968197,1.9696528223757201,1.9348590810667003,1.9222538086644103,1.9142133380294433,1.9085984752145453,1.9044091350575452,1.901113050250666
57,0.04765592062691019,0.0106822975624298,0.0017445419798605144,0.02929891781235461,0.009995614589079242,1.9938524803504698,1.9562903949406647,1.9427917993253925,1.934204710486739,1.9282207929271895,1.9237631380758844,1.9202603009033952
58,0.046248769039690864,0.010488408860015435,0.0016959999920800328,0.027934206356045464,0.0099940312836385,2.0179682451045524,1.9775033861725813,1.9630892783506217,1.9539448997130855,1.9475864617788519,1.9428574534132828,1.9391460824071884
59,0.04684378244636379,0.010301195801976607,0.0018491250229999423,0.0274353664807824,0.009992204600527814,2.041985704135841,1.9985142002095158,1.983162274376483,1.9734526539371096,1.966718246136427,1.9617195185275422,1.9578028855051746
60,0.04910681445645734,0.01011905982215606,0.0017859999788925052,0.02927948223451325,0.009990134628777144,2.066053293270275,2.019468541515061,2.0031614048556494,1.9928786465226809,1.985764789745539,1.9804943933483312,1.9763710955563238
61,0.0497217951956817,0.00994173957160017,0.0017415420152246952,0.029109378826377215,0.00998782146927399,2.0901760627655324,2.040356539367438,2.023085280299482,2.012230448716012,2.0047411496800676,1.999203717204887,1.9948783226409106
62,0.0457326214826486,0.00976991549533,0.001756959012709558,0.02758900072005097,0.009985265234758489,2.1142622255014807,2.061104058279142,2.0428485455118817,2.0314095090482183,2.0235366267888,2.0177256307781364,2.0131923264302283
63,0.046767568356552186,0.009603237431645739,0.0017476660432294011,0.0276015998148542,0.009982466049817897,2.1383359627127403,2.0817272883201055,2.0624622209592833,2.0504261646346325,2.0421625593502197,2.036073686113314,2.031329757178888
64,0.046482783788350246,0.00944142367507467,0.001794208015780896,0.027384709918490378,0.009979424050880543,2.162399481127922,2.102233552668845,2.0819372244024796,2.069293275948896,2.0606320851026556,2.0542603246383693,2.0493017537433853
65,0.04440743822364003,0.009285130712728781,0.0017123330035246909,0.02535223572149712,0.009976139386209164,2.1863255848992105,2.122502829328464,2.1011601538192393,2.0879043900140855,2.0788458443877067,2.0721932424693748,2.0670229751238836
66,0.04410464939212668,0.009133972723336136,0.0017744170036166906,0.025565950428398487,0.009972612215893682,2.2101696443040493,2.142540485027359,2.1201409385828205,2.106271980074491,2.0968170855583437,2.0898855327409387,2.084505811795241
67,0.043484292126785146,0.008987768170147249,0.0018983749905601144,0.0254264196742115,0.009968842711843402,2.2339459188724136,2.1623725285465425,2.138884617405641,2.1243874356519634,2.114527032120406,2.10731010773425,2.1017160578091256
68,0.047077743056707824,0.0088452787617491,0.001777582976501435,0.02599081127798581,0.009964831057778631,2.257703612051018,2.182093314672231,2.157523242000359,2.1424087248342785,2.13215582937316,2.1246666115842228,2.118870735039516
69,0.04408838723818246,0.008706774195461793,0.0019432089757174253,0.025467392706948547,0.009960577449221733,2.28142508774655,2.201683469264154,2.1760176098505806,2.1602787612199856,2.1496284960875855,2.1418630060536565,2.135861849599297
70,0.04259641483208616,0.008572741138352996,0.0017414159956388175,0.024207597357765735,0.009956082093487582,2.3050432399100855,2.221042170659172,2.1942714664825362,2.177902082163522,2.166850515520586,2.158805409244529,2.1525960280407235
71,0.040746385282642655,0.008443440206873173,0.0017647090135142207,0.022497437598474754,0.009951345209673482,2.328436840485633,2.2401239016527112,2.212232004848374,2.1952244756926294,2.18376872646495,2.1754434658555026,2.169026749388757
72,0.0441957112538905,0.008317484467480096,0.0017884999979287386,0.02427834275172992,0.009946367028648461,2.3517800442551455,2.259079205137216,2.230062775985397,2.2124220149419838,2.2005685226755984,2.1919693726486984,2.1853510118448676
73,0.042576234895735955,0.008195016075083725,0.0017774170264601707,0.023392140838680235,0.009941147793042041,2.375014982170444,2.277891686106769,2.247743062015311,2.22946470128978,2.21721083021603,2.2083358380755453,2.201514184813775
74,0.042010531623547454,0.008076214732233307,0.0017045409767888486,0.022632541372865748,0.009935687757232404,2.3981185252186674,2.29647496922126,2.2652057638479013,2.2462977391460583,2.2336515606225116,2.2245080823937013,2.217489736730286
75,0.04451126237250383,0.007960090283480386,0.001731208001729101,0.024210009836162272,0.00992998718733399,2.4212451922150664,2.314968818344765,2.2825863755404265,2.2630538490660332,2.250018619521538,2.240608151216898,2.233393378440801
76,0.03991746991526958,0.007847645373964752,0.0017297500162385404,0.02218782157107436,0.009924046361184534,2.4442483148916474,2.3332346588958806,2.2997214421773164,2.279552335594498,2.2661182984986983,2.2564321261086993,2.2490128595269443
77,0.040467857142731045,0.007738560851578001,0.0016556659829802811,0.021544708720585462,0.009917865568331524,2.467084336605402,2.351298971907903,2.3166490346058755,2.2958392670840855,2.282003314827632,2.272038737059538,2.264412749692089
78,0.041522418755085666,0.0076324119974651924,0.0017019580118358135,0.02168290397625963,0.009911445110018081,2.489793138393042,2.3691898248397925,2.333415140639881,2.3119692786967367,2.297734040650363,2.2874923605159934,2.2796601615706376
79,0.04089177127072294,0.007529124565640405,0.0018902500160038471,0.021551199073269158,0.009904785299168283,2.5123953816731524,2.3868984249438423,2.3500060154775784,2.327928405269181,2.3132981139760718,2.3027831977476847,2.29474824708126
80,0.037669142018599916,0.007429097879045638,0.001735124969854951,0.02067225227630546,0.00989788646037192,2.5348474782442905,2.4043600051124647,2.366343430350643,2.3436232971786093,2.3285895502472167,2.3177938554602053,2.3095492193420575
81,0.04230435156055467,0.007331178178743268,0.0017398339696228504,0.022033635899262907,0.00989074892986866,2.557284637013899,2.4217240203624755,2.3825987200396765,2.3592441501203703,2.3438146735677745,2.332744814259598,2.324296124257297
82,0.042650396791474234,0.007235084650468454,0.0019305410096421838,0.022493260367938722,0.009883373055531672,2.5797675447426682,2.439017069003795,2.398802045677059,2.37482656449989,2.359011113137615,2.3476741228745177,2.3390265295111936
83,0.041613505954682065,0.007141145813174919,0.00168954097898677,0.021680633226259467,0.009875759196850664,2.6022374678124116,2.45618526596006,2.4148851677687397,2.390296109185633,2.374101721491626,2.362503936036123,2.3536631413101157
84,0.03618475927421699,0.007050625554724919,0.0016895000007934868,0.018417513360563444,0.009867907724914365,2.624409221998356,2.473039318895304,2.43064187115582,2.4054237854283747,2.388836560223728,2.376965395634105,2.367920216363694
85,0.0380287175318918,0.006962774694756481,0.0017303749918937683,0.01876132089823396,0.009859819022392443,2.6463432404512055,2.4896586223602393,2.4461737664007517,2.420334715582323,2.403362165853879,2.3912243744320696,2.381980952022732
86,0.03875509300082318,0.006877257354246706,0.0017306670197285712,0.019097296672410714,0.009851493483516844,2.6681088951628458,2.5060664130363155,2.461530052755069,2.435079818287719,2.4177258657517533,2.4053225675049217,2.3958809033304678
87,0.04009640900465536,0.00679367702999539,0.0018737500067800283,0.01979147532656937,0.00984293151406259,2.6898010658548377,2.5223324944977947,2.476760239165459,2.4497072739000743,2.4319772498336256,2.4193119087473365,2.409674617320357
88,0.03839245419131748,0.006712566799414725,0.001773625030182302,0.017725489270842512,0.009834133531327996,2.711234917012902,2.5383545368490186,2.491767159815861,2.4641172777075595,2.446016770785376,2.433094373309041,2.4232665480257842
89,0.037484323030282166,0.006633590735219344,0.001771375013049692,0.018424548899879233,0.009825099964114322,2.7325209741469774,2.5541783222611167,2.506593166414537,2.478349589146496,2.4598780595351837,2.4466969081866345,2.4366765330047238
90,0.040068122292145125,0.006556096510015899,0.0018322909600101411,0.019280448849493658,0.009815831252704892,2.753759835078672,2.5699036818854384,2.5213481442555477,2.492525028758997,2.4736934872662437,2.4602619791099065,2.450055578309954
91,0.03826338471625054,0.006480339490472522,0.0017697499715723097,0.019336676211066956,0.009806327848843626,2.7749940174562147,2.5854830787710097,2.53596141912202,2.5065554243141133,2.487360604645594,2.473675830260476,2.463281001010492
92,0.03934324073146525,0.006406013196453614,0.001925540971569717,0.018886617522676976,0.009796590215713018,2.796167318433163,2.600984311659438,2.5505079989909154,2.5205254781524116,2.5009706760085946,2.4870341573624257,2.4764512207600164
93,0.038200901530175,0.006333431351509915,0.0019162920070812106,0.018364613229848715,0.00978661882791157,2.8172650602093623,2.6163065311577345,2.5648945551863545,2.534344234854744,2.5144335333256067,2.500247537150913,2.489477911099617
94,0.04009466479377079,0.0062621506210240275,0.0017586250323802233,0.019276517834934843,0.009776414171430657,2.8383996598858396,2.631518905833819,2.5791910316484405,2.5480878140827943,2.5278300724987623,2.5134005622943585,2.502448694670287
95,0.03835434184106497,0.0061924106924612565,0.0016651250189170241,0.018044194034483232,0.009765976743630838,2.8594462099282,2.6465790538302607,2.5933608386825817,2.561715981944763,2.5411181228006825,2.526449397288161,2.5153179597310107
96,0.03853896663389578,0.006124079803021703,0.0017999589908868074,0.018341414017429482,0.00975530705321762,2.8804571542295725,2.6615197905890042,2.607418208401478,2.5752361696005797,2.5543015832614424,2.539396010358821,2.5280871558858866
