split,K,mean,q10,median,q90,accept_rate
test,1,131.68844226139532,89.85066712104793,128.42038418847255,179.75891233526843,0.99
test,2,8.521900042598052,5.979806112866853,8.051443491980393,11.459104980822405,0.01
test,3,3.693795139906726,2.035229512102633,2.9820467111562263,6.48809568892391,0.396
test,4,1.314931268439932,0.7784030728445499,1.2280602989282225,1.9650392995191621,0.576
test,5,0.5564764592328081,0.32097668712179067,0.5023451088022702,0.8493306797073911,0.3
test,6,0.27790273980941765,0.15742881094816955,0.25780942111111643,0.4239009927305937,0.622
test,7,0.1294433685571087,0.06885230592782751,0.11830947027480121,0.2074225081249614,0.358
test,8,0.07032864247915156,0.035466020218149874,0.06398867565550012,0.11010614449080755,0.604
test,9,0.03462707479091642,0.01676822433810966,0.031212279752618075,0.05905756539802665,0.382
test,10,0.01935282887923832,0.008982515993435707,0.017497225981774583,0.031533206289744,0.594
test,11,0.010033493858275329,0.004371187376620045,0.008844526162205595,0.017509893924000167,0.398
test,12,0.00569263434167447,0.002337478177089997,0.005065585363367775,0.009665170490573364,0.6
test,13,0.0030349028230607297,0.0011965759477805986,0.0026477263208818684,0.005440247258833039,0.398
test,14,0.0017419820105671272,0.0006334734306278738,0.0015300719814308266,0.003093844629913257,0.604
test,15,0.0009499716496996192,0.00031552303830780317,0.0007984935865172207,0.001771146836867971,0.408
ood,1,162.7215697200751,40.97114082380824,171.2580493475158,224.09246850431637,0.892
ood,2,14.890136125099186,8.95124814582238,13.952845119684838,21.623136079952687,0.1
ood,3,3.325474907672394,2.2002491793623644,3.0703672383586023,4.700501092693145,0.018
ood,4,1.5078844056232172,0.960747139439758,1.4090770347637003,2.2318368705879417,0.282
ood,5,0.752887654552412,0.4269838575947412,0.6966725750950153,1.1887791015409603,0.514
ood,6,0.32872465119395056,0.18552793880162757,0.3049067050349141,0.5045288176038046,0.266
ood,7,0.17292663198013616,0.09239825194142848,0.1553782096027152,0.27276854727928634,0.392
ood,8,0.09083244759043879,0.04398723127107636,0.08136169780104148,0.1503248674859994,0.41
ood,9,0.04702204705851126,0.02150071043815835,0.04170794420968385,0.08196647618374063,0.352
ood,10,0.025448734302972526,0.011402856757266927,0.022641125979982434,0.04273439396427513,0.378
ood,11,0.013892495710915562,0.00563003373165383,0.01228056779213368,0.023774843195327418,0.384
ood,12,0.007829921248436655,0.0030402931392264436,0.006758607089577184,0.01423746884635244,0.404
ood,13,0.00441285852099979,0.0016036990585261972,0.0037210920584954447,0.007771777398460035,0.386
ood,14,0.0024789270825439367,0.0008632835825268611,0.002077365010028761,0.004643924980287396,0.39
ood,15,0.0014047568276905093,0.0004610510907515186,0.0011654853566079029,0.002613622188481412,0.384
