split,K,mean,q10,median,q90,accept_rate
test,1,22.193905845943,16.41953277131714,21.518472030152875,29.008428772476833,0.0
test,2,11.313775243451785,8.265318839196814,10.86543348222034,14.999060409318531,0.9879032258064516
test,3,7.354119379119016,4.059807277169618,6.960521456956119,11.413370375677598,0.5120967741935484
test,4,5.1561844694463606,2.848274439824276,5.04436726769927,7.832129874155698,0.5161290322580645
test,5,3.0198626254214425,1.7164267391453032,2.9202840991462846,4.276271230110593,0.9717741935483871
test,6,1.2803883751051166,0.48926090890383733,1.1344478163224139,2.1955051138476205,0.9717741935483871
test,7,0.6388167210265108,0.12158894723679768,0.474919147530521,1.2318500231209573,0.5282258064516129
test,8,0.4292057925087081,0.07330138530950876,0.33825352263759356,0.8646801202942158,0.5120967741935484
test,9,0.22928146216463735,0.034123405612330876,0.17649825319971058,0.5006695792382406,0.9879032258064516
test,10,0.09753992827214575,0.007082349414244504,0.0611076108482127,0.23727901628369935,0.9032258064516129
test,11,0.05381848660399577,0.0019074981478169667,0.02246900858084544,0.14778320942810338,0.4596774193548387
test,12,0.03397891943013836,0.0009698078589934767,0.013752163593700573,0.09670215549492417,0.6491935483870968
test,13,0.016772120980063136,0.0003020981188370798,0.00587530426238736,0.049466283141671154,0.967741935483871
test,14,0.00750173017233936,6.414405192174399e-05,0.001758263052101583,0.01854816030861851,0.8306451612903226
test,15,0.0046698571085503114,2.3385319836677356e-05,0.0005440761485608903,0.01275772264531413,0.5080645161290323
ood,1,49.24337273927331,34.56315242413101,49.25612832375537,64.56906603430303,0.0
ood,2,28.00820650457534,17.97552772571964,27.642668250631296,38.237981674952856,0.628
ood,3,20.071556536999953,13.619050696587843,20.43633121193575,26.26233614227977,0.416
ood,4,15.326512646137466,9.495938405937933,15.034750685202638,21.67889015105381,0.688
ood,5,10.53731768772316,5.77438250378018,9.934821274264543,16.40664443876628,0.896
ood,6,7.194641215150526,2.3846639596319137,7.828065902401555,11.489982377727866,0.692
ood,7,5.146582783096525,1.4711420660227756,5.245260255847793,8.966086044922909,0.632
ood,8,3.505186803748426,1.0318581138215475,3.363190465918347,6.2748114332372555,0.78
ood,9,2.084886733057491,0.5163256266310612,1.7124185602927149,4.267774106367904,0.896
ood,10,1.3325532844045165,0.15764807064239086,1.2625012706662275,2.624176816336732,0.672
ood,11,0.9351688661594904,0.06867058381856028,0.8112712121463765,1.9838728981197873,0.616
ood,12,0.6213901290374317,0.03945451518664172,0.46673309886798364,1.5032503862755802,0.816
ood,13,0.3581668600881724,0.018002169077515617,0.17924413515388338,1.0341854913591773,0.884
ood,14,0.21252140286374896,0.003723508724112534,0.12083885107657366,0.5835890435539581,0.644
ood,15,0.15701528392025585,0.002001018480249428,0.0740296647654759,0.435315868064363,0.588
