iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,beta0,beta1,beta2,beta3,beta4,beta5
0,4.896770146203595,0.013343625186105762,0.23100445797899738,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009
1,4.896770146203595,0.01334366692429006,0.38768229202833027,46.431440771084304,1.0000000000000006e-06,1.2499977639343802,1.2499977639343087,1.2499977639343023,1.2499977639343103,1.250002236067694,1.250002236067673,-9.999993959761108e-07,0.28175252512589927,0.43404178278087535,0.531062805405055,0.5987795940554406,0.6489233261224009
2,4.896779498507391,0.013343716160633026,0.3587958330172114,46.44797536286661,1.1800000000000006e-06,1.2499951254034805,1.249995125403035,1.2499951254043171,1.2499951254048622,1.2500048746052856,1.250004874605292,-2.176661114727613e-06,0.28175134513714306,0.43404060279270545,0.5310616254170468,0.598780774044221,0.6489233261224009
3,4.896790530032702,0.013343772929462339,0.004047207999974489,46.44765338035094,1.3600000000000005e-06,1.249992084395068,1.2499920843934853,1.2499920843991439,1.2499920844014651,1.2500079156263362,1.250007915626508,-3.538001576469271e-06,0.28174998515276684,0.4340392428103307,0.5310602654352093,0.5987821340286485,0.6489233261224009
4,4.896803249934042,0.01334383722707325,0.0041502080275677145,46.44727354415969,1.5400000000000005e-06,1.2499886409052037,1.249988640901383,1.2499886409171366,1.2499886409235768,1.2500113591355966,1.2500113591364357,-5.083148475424665e-06,0.28174844517014064,0.43403770283232895,0.5310587254584421,0.5987836740113373,0.6489233261224009
5,4.896817657071233,0.013343909050575637,0.004065749992150813,46.44684629022346,1.7200000000000005e-06,1.2499847949313685,1.2499847949234288,1.24998479495871,1.2499847949731044,1.2500152051362186,1.2500152051385358,-6.8114289562579395e-06,0.2817467251869607,0.43403598285810135,0.5310570054865908,0.5987853939945421,0.6489233261224009
6,4.896833750505072,0.013343988398089144,0.003952709026634693,46.446381374281486,1.9000000000000004e-06,1.2499805464692457,1.2499805464541227,1.2499805465231009,1.2499805465510911,1.2500194536330327,1.2500194536378086,-8.722403041683326e-06,0.2817448251998537,0.43403408288644224,0.5310551055190201,0.5987872939817721,0.6489233261224009
7,4.896851529549259,0.013344075268217908,0.003808625042438507,46.44585704523282,2.0800000000000004e-06,1.2499758955178155,1.2499758954911817,1.2499758956141533,1.249975895663953,1.2500241046267322,1.2500241046354335,-1.081576265972526e-05,0.281742745206745,0.4340320029180847,0.5310530255572095,0.5987893739750798,0.6489233261224009
8,4.896870993630139,0.013344169659927706,0.0038941670209169388,46.4452842509777,2.2600000000000004e-06,1.2499708420734386,1.2499708420292721,1.249970842234085,1.249970842316948,1.250029158120067,1.2500291581348364,-1.3091278249106661e-05,0.28174048520408373,0.434029742952942,0.5310507656019838,0.5987916339779561,0.6489233261224009
9,4.896892142250446,0.013344271572362485,0.004208708996884525,46.44466309149742,2.440000000000001e-06,1.2499653861326965,1.249965386062835,1.249965386386506,1.2499653865172407,1.2500346141149232,1.2500346141385266,-1.5548767511788588e-05,0.28173804518809914,0.4340273029914503,0.5310483256548671,0.5987940739941428,0.6489233261224009
10,4.896914974939385,0.0133443810048506,0.0038612079806625843,46.44399130408444,2.6200000000000003e-06,1.2499595276876476,1.249959527581906,1.2499595280722977,1.2499595282702443,1.250040472616307,1.25004047265263,-1.818808074590362e-05,0.28173542515291344,0.4340246830327124,0.5310457057162913,0.5987966940293069,0.6489233261224009
