iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,beta0,beta1
0,14.212974631750994,0.0810432401699086,0.21645629103295505,,,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208
1,14.212974631750994,0.08104342131361576,0.3425737919751555,169.7437204777774,9.999999999999972e-07,1.249997763932289,1.2499977639322681,-1.0000003196862798e-06,0.2817535251253208
2,14.213000796975932,0.08104396112279665,0.30058508401270956,169.74315449156774,2.980000000000002e-06,1.2499911004680337,1.2499911004658406,-3.979998747973854e-06,0.2817535251253208
3,14.213078769604277,0.08104485960197434,0.0024796249927021563,169.741406248706,4.960000000000007e-06,1.24998000964149,1.249980009619671,-8.939995854470927e-06,0.2817535251253208
4,14.213208550656057,0.08104611675310272,0.002155249996576458,169.73851283286814,6.939999999999998e-06,1.2499644915841166,1.2499644914847452,-1.58799593501386e-05,0.2817535251253208
5,14.213390140995827,0.08104773258275745,0.0021286249975673854,169.7344681604586,8.919999999999989e-06,1.2499445464412313,1.2499445461262966,-2.479986140583771e-05,0.2817535251253208
6,14.213623542357043,0.08104970709791225,0.0022519169724546373,169.72924504114425,1.0899999999999994e-05,1.2499201744261972,1.2499201736325505,-3.5699654460626824e-05,0.2817535251253208
7,14.213908756725187,0.08105204030238458,0.001986832998227328,169.7229027041339,1.2879999999999999e-05,1.2498913758712202,1.2498913741470457,-4.857924854751321e-05,0.2817535251253208
8,14.214245785790723,0.08105473220031764,0.0019364579929970205,169.71537217224412,1.4860000000000003e-05,1.2498581511879385,1.2498581478197137,-6.343852895870012e-05,0.2817535251253208
9,14.214634631450252,0.08105778279401116,0.001998624997213483,169.70672636336266,1.6840000000000008e-05,1.2498205009005992,1.2498204948229485,-8.027734144712764e-05,0.2817535251253208
10,14.215075295458803,0.08106119208413312,0.0019045830122195184,169.69690431685058,1.8819999999999986e-05,1.2497784256418778,1.2497784153516582,-9.909549413255342e-05,0.2817535251253208
11,14.21556777946849,0.08106496006841729,0.002086666994728148,169.68593212828458,2.079999999999999e-05,1.2497319261787336,1.2497319096229578,-0.00011989274597223851,0.2817535251253208
