iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10
0,2.2104076979103766,0.002154720529574749,0.24538879096508026,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134
1,2.2104076979103766,0.00215473120008317,0.39266150002367795,13.898952218070656,9.999999999999159e-07,1.250002236085946,1.2499977639161064,1.249997763916025,1.2499977639160031,1.249997763916002,1.249997763916002,1.2500022360857237,1.2500022360859988,1.2499977639161077,1.2500022360859748,1.2500022360859724,1.0000075238101138e-06,0.2817525251177738,0.4340417827727275,0.5310628053968721,0.5987775940484276,0.6489223261147886,0.6876448540029493,0.7184988534515766,0.7436900465977778,0.7646637176097129,0.7824092432280134
2,2.2104046105104596,0.002154955205422617,0.3447037920122966,13.900807361496877,2.097999999999987e-05,1.250049148305722,1.2499508542659283,1.2499508534351005,1.2499508507728883,1.2499508522374534,1.2499508516971156,1.250049146681493,1.2500491487863719,1.2499508474781258,1.2500491493263053,1.250049149495985,2.1488941925390067e-05,0.2817315465883573,0.43402080459144493,0.5310418249903486,0.5987566141523439,0.6489013461913506,0.6876238740624149,0.718477871397954,0.7436690663746109,0.7646427376523004,0.7824092432280134
3,2.2103462670204137,0.0021553927529670554,0.014132125012110919,13.890148055332554,4.095999999999993e-05,1.2501407261366813,1.2498592486944644,1.2498592791879881,1.2498592680121687,1.2498592643886057,1.2498592592066873,1.2501403953954602,1.2501407352737688,1.2498591596646575,1.250140727146502,1.25014074675593,6.199116159747513e-05,0.28169058794790014,0.43397986085266427,0.531000869321302,0.5987156557305904,0.6488603860830929,0.687582912516372,0.7184368710954402,0.7436281008627308,0.7646017774828402,0.7824092432280134
4,2.2103777870024395,0.002156043892755066,0.014134875033050776,13.883607650185663,6.0939999999999996e-05,1.250276903211897,1.2497228974795684,1.2497230716674241,1.249723039568273,1.2497230162122488,1.2497229568663972,1.2502759261127907,1.2502770005007693,1.2497231668369952,1.2502769662894613,1.2502770455806032,0.000122677257699208,0.2816296408202412,0.43391897346438935,0.5309399521287717,0.5986547268246596,0.6487994430085814,0.6875219675204195,0.7183758208646831,0.7435671591448665,0.7645408442491741,0.7824092432280134
5,2.210430832930269,0.0021569109131016244,0.01387258298927918,13.85932620626879,8.091999999999984e-05,1.2504576769739968,1.249541690863818,1.2495422372639007,1.2495422194683583,1.2495420940197333,1.2495419217045443,1.2504521728632254,1.2504579300878766,1.24954243368629,1.2504577658437286,1.2504580960772427,0.0002036303924940146,0.28154869614323247,0.4338381643435499,0.5308591083337105,0.5985738346099809,0.6487185152923236,0.6874410243437344,0.718294527730007,0.7434862131543375,0.7644599294964304,0.7824092432280134
6,2.2104853516825864,0.002157998007378864,0.014036957989446819,13.836069076695676,0.0001008999999999999,1.250682999089753,1.2493153906195351,1.2493167683654611,1.2493168949175548,1.2493164857223067,1.2493161215941455,1.2506612536109287,1.25068351319868,1.2493169417844567,1.2506830684994674,1.2506839503398177,0.0003048948068628154,0.2814477016188038,0.4337374329605386,0.5307583912941718,0.5984729904072299,0.6486175994903167,0.6873400610043459,0.7181927830059479,0.7433852370041784,0.7643590266199314,0.7824092432280134
7,2.2105385494611185,0.002159286558997691,0.013877791992854327,14.040443013854937,0.00012087999999999997,1.250950052965067,1.2490435167136906,1.2490472851850185,1.2490473901550792,1.2490465818766257,1.249045614371951,1.2509189936956295,1.2509546871925288,1.2490461021903938,1.2509510935799268,1.250949301370875,0.00042566435548709226,0.28132650413893456,0.43361685582097265,0.5306378411074393,0.5983522910074653,0.6484967668848598,0.6872192397161208,0.7180806788289643,0.7432640682090738,0.7642369971511583,0.7824092432280134
8,2.210604831347254,0.0021608040246349908,0.013927208026871085,13.913393941501484,0.00014085999999999992,1.2512273863655865,1.2487236729276552,1.2487491639423973,1.2487389857600497,1.2487342114396238,1.248734764379366,1.2508251864345357,1.251274044405577,1.2487921805216764,1.2512674377515198,1.2512570749732617,0.0005574770784920924,0.2811846137310102,0.4334931334398677,0.5305012378139257,0.5982128939219614,0.6483573101429239,0.687078577980667,0.7180338787860847,0.743121694395209,0.7640945183915137,0.7824092432280134
9,2.2107193321700893,0.0021624881038964233,0.014208207954652607,13.892228937099226,0.00016083999999999998,1.2515114774743274,1.2483550678692608,1.2484228121596477,1.2483916973658558,1.248379309263631,1.2483837250565446,1.2506340612154645,1.2516419277064441,1.2484839387654987,1.251633167710791,1.2516073261457077,0.0006996030099851562,0.2810219428577549,0.43336751944013785,0.5303486262254199,0.5980547622837897,0.6481992352127497,0.6869180740236983,0.7180351712524975,0.7429573567034176,0.7639301724841312,0.7824092432280134
10,2.2108756059274386,0.0021643416557963094,0.014052958984393626,13.86871462949629,0.00018081999999999983,1.251799720192064,1.2479373453187381,1.2480685934458002,1.2480054103075011,1.2479818179833657,1.2479926871019436,1.2503642706091884,1.2520584577498586,1.2481182168263882,1.252048705683201,1.2520001478982765,0.0008516924712901235,0.2808384217420505,0.4332410649682215,0.5301799302175411,0.597877835931315,0.6480225428081502,0.6867377264820103,0.718077716127502,0.7427707856904633,0.7637434919954162,0.7824092432280134
11,2.211038270890106,0.002166368286147419,0.014046458003576845,13.822639778996068,0.0002007999999999999,1.252090053010309,1.2474702026158482,1.2476862721287016,1.247579991177948,1.247541661660476,1.247561644912282,1.2500232013389907,1.252523630450999,1.2476949993359228,1.2525140653690787,1.2524355834213396,0.001013692202227419,0.2806338990850739,0.4331141534403032,0.5299950499815176,0.5976820520705949,0.6478271967847183,0.6865375222623156,0.7181574036469478,0.7425619067149918,0.7635343124851441,0.7824092432280134
12,2.211330608866072,0.0021686033553871054,0.013872417039237916,13.94088816689619,0.00022077999999999996,1.2524329723477075,1.246962690522598,1.2472505392815236,1.2471065271432946,1.2470557483828009,1.2470836034551918,1.249700025894665,1.253030386912523,1.2472589243468242,1.2530138935892703,1.2529086022353957,0.0011982933095669658,0.28040934839287945,0.4329582335939253,0.5297875775651876,0.5974653640556645,0.6476110509036461,0.686317538563411,0.7182354409170484,0.7423367293105634,0.7633064250459051,0.7824092432280134
13,2.211527625629853,0.0021710131233877183,0.013814790989272296,13.730904106884454,0.0002407599999999999,1.252771289491954,1.2464041017334109,1.2467887347500213,1.2465943674673827,1.2465273006427857,1.2465673334175058,1.2492985204164528,1.25358683916435,1.2467595822906714,1.2535663198486615,1.253425050022899,0.0013906163575032036,0.2801634745844702,0.43280373272743655,0.5295641500405357,0.59722985632498,0.6473765833060141,0.6860777247303057,0.7183528859605186,0.7420883072491292,0.7630553599243413,0.7824092432280134
14,2.2117490371795725,0.002173601598863508,0.013996708963532,13.694151892772005,0.00026074,1.2531063205406794,1.245794061913255,1.2462993038271304,1.2460433721065771,1.2459562026760538,1.2460127849035638,1.248823001157859,1.2541928029326335,1.2461994884005108,1.2541711038849888,1.2539848796068953,0.0015921239257761224,0.27989591723806795,0.432649328771279,0.5293246241590149,0.5969754401237072,0.6471237252660523,0.6858180242416627,0.7185065509312643,0.7418168284722907,0.7627812398063856,0.7824092432280134
15,2.2120590771829516,0.0021763716273624973,0.014213250018656254,13.646046934365973,0.00028071999999999993,1.2534367121683618,1.2451324352182962,1.245781414657597,1.245453352563768,1.24534226214278,1.2454200343267605,1.2482769229696886,1.254848075566618,1.2455799629862914,1.254827873694573,1.2545881300612962,0.001802740528957879,0.27960646486213536,0.4324946643568551,0.5290688542685967,0.5967020101906522,0.6468524346946164,0.6855384255907068,0.7186944350139808,0.7415224240758866,0.7624841822653394,0.7824092432280134
16,2.212423223079552,0.00217932626033519,0.01381299999775365,13.600764713300347,0.0003007,1.2537622488040228,1.2444190124007546,1.245233826055023,1.2448241041310437,1.2446853359284458,1.2447892116040673,1.247662685052553,1.255552475687173,1.2449022702013723,1.255536306951974,1.2552348689198018,0.0020230099871693602,0.2792948575466907,0.43233867712341856,0.52879663908476,0.5964094558171726,0.6465626704644438,0.6852389083167733,0.7189150716688556,0.7412052465684483,0.7621643229968637,0.7824092432280134
17,2.2128391295807073,0.002182468912379659,0.014043374976608902,13.55451747319111,0.00032068000000000005,1.2540835328880386,1.2436534312710699,1.2446549851256241,1.244155416038679,1.2439853227173858,1.244120454274772,1.2469820123320354,1.2563058363409103,1.2441676541471023,1.2562960610498157,1.2559251484272032,0.0022538771662418433,0.2789607553249888,0.4321797687725348,0.5285077465915629,0.5960976700249195,0.6462543900267412,0.6849194418996204,0.7191672796675174,0.7408654579996686,0.7618217997588613,0.7824092432280134
18,2.2133000809757863,0.002185803169683382,0.013734249980188906,13.512037763282287,0.00034066,1.2544015659154737,1.242835350779985,1.244043042918816,1.24344710729868,1.243242094716864,1.2434140208622044,1.2462361436653133,1.257108013266757,1.2433772353821628,1.2571068483892909,1.2566590293178985,0.0024964742916902946,0.27860383234058583,0.43201572366394253,0.5282019239933367,0.5957665291409814,0.645927565342411,0.6845799982122435,0.7194502455106365,0.7405032359513353,0.7614567630846325,0.7824092432280134
