iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1
0,0.15221193413955214,0.0810432401699086,0.07484549999935552,,,1.2500000000000002,1.2500000000000002
1,0.15478151635147258,0.08104309967553411,0.03960579197155312,0.08698365816107818,9.999999999992654e-07,1.2500022366063606,1.2500022366057604
2,0.1515966107365319,0.08101488253752416,0.03960933303460479,0.08696650250880927,0.0002009799999999999,1.2504517068554015,1.2504513655177685
3,0.14249914642206712,0.080958730330504,0.0009550419636070728,0.08215302850054827,0.0004009599999999988,1.2513465016372616,1.2513460126539677
4,0.14673895937234668,0.08087458048090204,0.0009785839938558638,0.08475900313999458,0.0006009399999999995,1.2526886215888768,1.2526885925758937
5,0.14570096296293575,0.08076250579267778,0.0009369580075144768,0.08500664618319469,0.0008009199999999984,1.2544791856821034,1.254479241509371
6,0.14839359374010105,0.08062254215477123,0.0008697499870322645,0.08548267143047845,0.001000899999999999,1.2567197458824226,1.256720107377037
7,0.15122915664477748,0.08045489505777201,0.000908166985027492,0.08393419884696253,0.0012008799999999997,1.259408916211958,1.259412112501626
8,0.14410901950600352,0.0802598770234271,0.0009281659731641412,0.08330441155453648,0.0014008600000000003,1.2625473039906936,1.2625516674897934
9,0.14868524164251312,0.08003727274783955,0.0008745419909246266,0.08623426992066573,0.0016008399999999992,1.266143218150321,1.2661457843315973
10,0.15007937167963512,0.07978740208722096,0.0009112079860642552,0.08495187560880497,0.0018008199999999981,1.2701951071580062,1.27019547270392
11,0.14660085160698025,0.07951050558368616,0.0010322079760953784,0.08470142258563111,0.0020007999999999988,1.274704385420481,1.2747024158882396
12,0.147487557033923,0.07920723264166098,0.000841209024656564,0.08259518893070192,0.0022007799999999994,1.279666431532178,1.279662096387608
13,0.14262565131383684,0.07887781143732982,0.000878457969520241,0.08284734635203936,0.002400759999999999,1.2850852624558382,1.2850760442504454
14,0.14593923745814905,0.07852255564303941,0.0009044999605976045,0.08192470650619228,0.00260074,1.290959490446052,1.2909498995048398
15,0.15076618828290878,0.07814117471495231,0.0008542909636162221,0.08501003740479245,0.0028007199999999996,1.2973075553185485,1.297290004540565
16,0.14420857716488425,0.07773459408770333,0.0008970829658210278,0.0822778446368097,0.0030007000000000002,1.3041185175936005,1.3040936919172603
17,0.15253488815642277,0.07730256695018077,0.0009294579504057765,0.08425293665597437,0.00320068,1.3114072107011985,1.3113723291981432
18,0.14555369913040805,0.07684625819354328,0.0008946250309236348,0.08253438022515952,0.0034006600000000007,1.319168260426805,1.3191108119813502
19,0.14562574015387755,0.0763659903370745,0.0010064580128528178,0.08250654354141136,0.0036006399999999996,1.3274058117902867,1.3273141845191434
20,0.14401471087197365,0.07586202928094937,0.0008928750175982714,0.08264175585215162,0.0038006199999999993,1.3361252908193615,1.3359893473054918
21,0.1383149138123137,0.07533586034393312,0.0011073339846916497,0.08010174121507592,0.0040006,1.3453131619447452,1.34512059696518
22,0.1485785657724065,0.07478592705858549,0.0009087909711524844,0.0842543034911916,0.004200579999999999,1.3550071264917907,1.3547482678024518
23,0.14569858823320114,0.07421410030168217,0.0009307499858550727,0.08094651024178405,0.0044005599999999995,1.3651842788622228,1.3648549658098899
24,0.14489352678284792,0.07362003808475075,0.0009539590100757778,0.08262124573624977,0.004600539999999999,1.3758656995681398,1.3754576693833156
25,0.14506511217249712,0.0730057211873738,0.0008644170011393726,0.07967132315312367,0.00480052,1.3870296131584674,1.3865340493806855
26,0.13778935583372154,0.07237246441447263,0.0008889170130714774,0.07864155233386523,0.0050005,1.3986742907136003,1.398064017755508
27,0.14210703373525413,0.07171946081873874,0.0009751670295372605,0.08034007140727635,0.0052004799999999995,1.4108246431365332,1.4100805739698126
28,0.1424552518216565,0.07104745236178052,0.0008485409780405462,0.08043967592646381,0.00540046,1.4234902450734999,1.4225755116511596
29,0.14574538993956196,0.0703551276933994,0.0008990000351332128,0.08337626045654331,0.00560044,1.4367120484292826,1.4355888551257814
30,0.14059087434602655,0.0696462457842569,0.0008633750258013606,0.07789607649650018,0.00580042,1.4504282767064236,1.4490727277190498
31,0.1424690998204385,0.06891940592855815,0.00090170803014189,0.08092556221111152,0.0060003999999999995,1.4646879662105001,1.4630635373590009
32,0.14470463056570368,0.06817501136936344,0.0009134170250035822,0.08149055325495368,0.00620038,1.4795071538283822,1.4775638072587367
