iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,beta0,beta1,beta2
0,10.40592470921716,0.0513697654051916,0.22108866699272767,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195
1,10.40592470921716,0.05136980156551674,0.34276550001231954,19.699226865138705,9.999999999999159e-07,1.2500022360859857,1.249997763916,1.2499977639159991,1.0000076054081938e-06,0.28175252511771015,0.43404278278030195
2,10.405924642624116,0.05137056177281838,0.29640516702784225,19.798867224971254,2.097999999999987e-05,1.2500491430180798,1.2499508579701013,1.2499508579727625,2.191310843812786e-05,0.28173154792617705,0.43404278278030195
3,10.405923526383924,0.05137204083841649,0.002702249970752746,19.797176978781252,4.095999999999993e-05,1.2501407212109068,1.2498592880212238,1.2498592881775585,6.290557848282112e-05,0.28169059508406036,0.43404278278030195
4,10.40592055850246,0.05137423585387917,0.0023509589955210686,19.793872866643742,6.0939999999999996e-05,1.2502769794172337,1.2497230594132445,1.2497230603865255,0.00012404455132904854,0.2816296669159342,0.43404278278030195
5,10.405915338645961,0.05137714452526952,0.002353415999095887,19.78895742527451,8.091999999999984e-05,1.2504579345259306,1.2495421788563754,1.2495421823927275,0.00020535555119803242,0.28154876343137747,0.43404278278030195
6,10.405907599920363,0.051380764379453006,0.0024082910385914147,19.78243246780434,0.0001008999999999999,1.2506836125712888,1.2493166551202886,1.2493166648284586,0.0003068495377278797,0.2814478846876227,0.43404278278030195
7,10.405897080213187,0.05138509248071641,0.0025519580231048167,19.77430238392366,0.00012087999999999997,1.2509540504861478,1.249046498933914,1.2490465212758506,0.0004285322321888886,0.28132703079735116,0.43404278278030195
8,10.405883475043517,0.05139012529200228,0.002164415956940502,19.76457351117417,0.00014085999999999992,1.2512692976207662,1.2487317230746826,1.2487317685738104,0.0005704079950168111,0.2811862020209496,0.43404278278030195
9,10.40586641467764,0.05139585859673461,0.002262125024572015,19.753245929100622,0.00016083999999999998,1.2516294178014538,1.2483723419258759,1.2483724265768426,0.0007324820349083118,0.2810253986203316,0.43404278278030195
10,10.4058454497942,0.05140228743385607,0.002354166004806757,19.74033044553759,0.00018081999999999983,1.2520344904435112,1.2479683717855747,1.2479685186949174,0.000914761430924086,0.2808446210483217,0.43404278278030195
11,10.405820041534522,0.05140940604777752,0.0022159580257721245,19.725835531967707,0.0002007999999999999,1.2524846123109996,1.247519830667574,1.2475200719056005,0.0011172560483958852,0.2806438699099728,0.43404278278030195
12,10.405789552623169,0.0514172078467278,0.002248957986012101,19.709767042062097,0.00022077999999999996,1.252979898882187,1.247026738219152,1.2470271168932197,0.0013399791496531577,0.280423145975193,0.43404278278030195
13,10.405753240431773,0.051425685363901644,0.002106541011016816,19.692132800274347,0.0002407599999999999,1.2535204856847346,1.2464891156380509,1.2464896881886776,0.0015829478932972603,0.2801824501899517,0.43404278278030195
14,10.405710250608406,0.051434830215381866,0.0021953749819658697,19.672944049235,0.00026074,1.2541065295801608,1.245906985727725,1.2459078244398747,0.0018461837358355112,0.27992178374828475,0.43404278278030195
15,10.405659610600635,0.05144463307523609,0.0023702909820713103,19.652213265589168,0.00028071999999999993,1.2547382101964555,1.2452803724070316,1.2452815681668177,0.002129712941948739,0.27964114791873684,0.43404278278030195
16,10.405600224891257,0.05145508363394538,0.002250000019557774,19.62994556082582,0.0003007,1.2554157307216236,1.244609301031941,1.2446109662835225,0.002433566762533074,0.2793405442332201,0.43404278278030195
17,10.405530869637559,0.05146617057319192,0.002253332990221679,19.606155025415127,0.00032068000000000005,1.2561393188721894,1.2438937981577816,1.2438960701171031,0.0027577817441224698,0.2790199744240335,0.43404278278030195
18,10.40545018888078,0.05147788153271321,0.0023912079632282257,19.580854885360612,0.00034066,1.2569092279322795,1.243133891458445,1.2431369355518322,0.0031024000226943897,0.27867944042999176,0.43404278278030195
19,10.405356689842668,0.05149020308530543,0.0023383329971693456,19.55405745325523,0.00036063999999999996,1.257725737413155,1.2423296096223448,1.2423336231767155,0.003467469519830715,0.2783189443908409,0.43404278278030195
20,10.405248739858466,0.05150312070743783,0.002257874992210418,19.525776588602668,0.0003806199999999999,1.2585891536392921,1.2414809823850732,1.241486198566297,0.0038530440918783378,0.2779384887018365,0.43404278278030195
21,10.405124563042012,0.05151661876352705,0.0021598750026896596,19.496020370368573,0.0004006,1.259499810555862,1.2405880400469549,1.2405947320296817,0.004259183843715082,0.27753807583629375,0.43404278278030195
22,10.404982238089845,0.05153068046995736,0.0023843749659135938,19.46481019041621,0.00042057999999999993,1.2604580698774244,1.2396508138813882,1.239659299300945,0.0046859550826784885,0.27711770856645507,0.43404278278030195
23,10.404819695179688,0.05154528788552192,0.0022275830269791186,19.43215647484419,0.0004405599999999999,1.2614643219779513,1.238669335378663,1.2386799810441842,0.0051334307064192395,0.27667738966127564,0.43404278278030195
24,10.40463471446846,0.05156042188041976,0.0023011249722912908,19.398076121135063,0.00046053999999999995,1.26251898529852,1.2376436369065071,1.237656863795431,0.0056016899257776516,0.27621712221871214,0.43404278278030195
25,10.40442492496995,0.051576062120541825,0.002246250049211085,19.362586899526903,0.0004805199999999999,1.2636225072078338,1.2365737510773531,1.2365900396219056,0.006090818614557191,0.2757369094174035,0.43404278278030195
26,10.4041878026148,0.05159218705446824,0.0023641249863430858,19.325698438697284,0.0005005,1.264775363405381,1.2354597108772631,1.2354796065406526,0.006600909148262232,0.2752367546092387,0.43404278278030195
27,10.403920671224618,0.05160877389013808,0.00223612500121817,19.287433715425262,0.00052048,1.26597805859366,1.2343015492883478,1.2343256684603259,0.007132060652293385,0.2747166611844201,0.43404278278030195
