source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8
data_l2o/19-02-39_0,0.2464029114298537,0.6606640340196829,0.6219748109162677,0.6341342441466911,0.6294645749082114,0.6290272748986421,0.6211994024353246,0.6162300900403104,0.6039483783420833
