source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8
data_alista/22-29-17_0,0.3207779794550487,0.3196205882342117,0.3203130120120674,0.3207930202343597,0.3209125651733888,0.3208442893301793,0.3206926295865189,0.320499877868296,0.3202606774142035
