source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8
data_lpep/00-42-23_1,0.3390878018469498,0.31744103917619,0.221703997044298,0.2545558786346749,0.2690180831490509,0.2776490922758463,0.2753976337095979,0.2130172244568555,0.2448543637666001
