source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8
data/21-17-32_27,0.3698395389623472,0.3537401315507988,0.2366276551551108,1.1444973894063757,0.0487413635218649,0.7547875869829412,0.1480542794027144,0.099860591219313,0.1407359240683576
