iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4
0,0.07668980682181012,0.04093939782925032,4.520496180979535,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,0.07904358571962428,0.0409393533305067,3.5414548539556563,0.06670408686481272,9.999999999999159e-07,1.8873510877199209,1.887345592448158,1.8873510877185813,1.8873510877172708,1.887351087717857
2,0.083384399977115,0.04093841913426565,3.439526145113632,0.06866275861435316,2.097999999999987e-05,1.8874087612188388,1.8872878731196232,1.887408787753248,1.8874087682102039,1.887408809491339
3,0.07892126295122136,0.04093659930104122,0.793294328963384,0.06616951148851719,4.095999999999993e-05,1.8875212300677724,1.8871751660254446,1.8875213516555926,1.8875213413940963,1.8875210203470805
4,0.07281767829370575,0.04093390127751553,0.7903398019261658,0.06635263411099095,6.0939999999999996e-05,1.887688243167497,1.887006933840184,1.8876883718778423,1.8876882647234443,1.8876881336542284
5,0.08170481285157477,0.04093031227378414,0.7833673059940338,0.06950225730432083,8.091999999999984e-05,1.887910360934437,1.8867827592203794,1.8879105222360935,1.8879102664667091,1.887911026845679
6,0.08001507518492892,0.040925833361037625,0.830180165823549,0.06908110812387837,0.0001008999999999999,1.888187596239736,1.8865028087657283,1.888187800831335,1.8881873220269931,1.8881893458980221
7,0.06704187099460064,0.04092051806655096,0.8069951508659869,0.06442662120968716,0.00012087999999999997,1.8885178997486913,1.8861652481733309,1.8885180467137481,1.8885169603970566,1.888521820035243
8,0.07133598653100973,0.040914345065015914,0.7847015988081694,0.0659867388164281,0.00014085999999999992,1.8889022706767349,1.8857706045744005,1.8889014505417638,1.8888999278229732,1.888909944140398
9,0.0676501027039092,0.04090733305648348,0.7863256430719048,0.06449562916062024,0.00016083999999999998,1.8893400801868523,1.8853187902684212,1.8893377046570694,1.8893355289046028,1.8893519562756083
10,0.07925794637806276,0.040899423365880073,0.789990080986172,0.06698530087460099,0.00018081999999999983,1.8898328158880275,1.884811293987089,1.8898299767292264,1.8898271902983022,1.889849316641363
11,0.0789845489586221,0.04089060550280134,0.777152620954439,0.06954051473902162,0.0002007999999999999,1.8903816767246149,1.8842470695883473,1.8903787785665653,1.890374681792727,1.8904035171577749
12,0.072903491308426,0.04088090477151728,0.8251693448983133,0.06514356330945086,0.00022077999999999996,1.8909850488820314,1.8836313721878977,1.8909820440011447,1.8909770770446919,1.89100897615911
13,0.07268819774459326,0.04087031045513731,0.7827108439523727,0.06337248929776433,0.0002407599999999999,1.8916421729758337,1.88296752626963,1.891639129609108,1.8916345186713475,1.8916657689308338
14,0.08802490762903063,0.04085861337594778,0.7930105288978666,0.06818143575874398,0.00026074,1.8923579411108062,1.882277899235269,1.8923552466028284,1.8923530499694308,1.8923735692039145
15,0.07649314024564988,0.04084600626674905,0.7773179509676993,0.0679733374226464,0.00028071999999999993,1.893130310046097,1.8815350217393831,1.8931269653738072,1.893126006363142,1.8931369920545866
16,0.07954528431976574,0.04083245364476569,0.7904174318537116,0.06792125645766527,0.0003007,1.8939594491791512,1.8807418664017486,1.8939534895411556,1.8939543190871602,1.89395967050145
17,0.07732301204323816,0.040817992706724184,0.7950237828772515,0.0657447263112485,0.00032068000000000005,1.8948436688622083,1.8799006011402228,1.894835398731442,1.8948377267613554,1.894833743732583
18,0.0774388364438249,0.040802619468362306,0.8062944998964667,0.06617017369336982,0.00034066,1.895783354244092,1.8790102082880973,1.8957724652701324,1.8957765360169376,1.895760704161842
19,0.08978016023826865,0.04078616838613244,0.7826889250427485,0.06954941127290551,0.00036063999999999996,1.8967825480102265,1.8780808229031731,1.8967706924521972,1.8967774399082977,1.896744609007986
20,0.07609675842870324,0.04076880532852999,0.7877504262141883,0.0658788124253916,0.0003806199999999999,1.89783719508038,1.8771075583527725,1.897823328841545,1.8978323390434726,1.8977782067703215
21,0.08548181731153426,0.040750391704184735,0.7771132511552423,0.06840633397065436,0.0004006,1.8989504287992676,1.8760962247234452,1.8989347184946366,1.8989468526300335,1.8988689141272337
22,0.07531672720896754,0.04073123322803671,0.7803695190232247,0.06738365966540992,0.00042057999999999993,1.9001163677289246,1.8750076878601016,1.9000995679410486,1.9001136602990456,1.9000187229497818
23,0.07989569574496971,0.04071111048141486,0.7815183119382709,0.06592828128380789,0.0004405599999999999,1.9013379786950222,1.8738803726642363,1.9013206804603977,1.901338327998886,1.901217584602095
24,0.08196046756370982,0.04069000615217839,0.7963068059179932,0.06743048475735226,0.00046053999999999995,1.9026168633465348,1.8727088066199313,1.9025999128448368,1.9026202555729432,1.9024718215977723
25,0.08519830917565124,0.04066783901359069,0.7949650730006397,0.06835064192971063,0.0004805199999999999,1.9039549842408618,1.8715009824370226,1.9039378832762817,1.9039624175686918,1.903783163623421
26,0.0711850619612027,0.0406449232889792,0.790225971955806,0.06389003211790624,0.0005005,1.90534405929055,1.8702384200079956,1.9053232405828273,1.9053536681711296,1.9051425077197153
27,0.07625118914936685,0.040621178122485106,0.7953275539912283,0.06590894721751377,0.00052048,1.9067875120101072,1.8689203694393428,1.9067642005223255,1.9067996112367374,1.9065485025686268
28,0.07442684638092198,0.040596534719884204,0.7898575610015541,0.06473172914993758,0.00054046,1.9082847645588228,1.8675599922477115,1.9082555612758154,1.9082984310255795,1.9080089195368113
29,0.07285824978666142,0.04057127887513652,0.7838087170384824,0.06827534095919933,0.00056044,1.9098337684604538,1.8660968508224536,1.9097986466735746,1.9098454994540766,1.9095379379118425
30,0.07756275856099237,0.04054506685725917,0.793190959142521,0.06609747820850635,0.0005804199999999999,1.9114396947278638,1.8645955815097668,1.9113974812418868,1.9114479157276876,1.911116844601828
31,0.07827233128158156,0.04051809369225663,0.7896612309850752,0.06925175634331654,0.0006004,1.9131013602863653,1.863002198577635,1.913054262297705,1.9131057392995143,1.9127642439930799
32,0.07162013066247072,0.04049048781434972,0.7944307520519942,0.06633715161014468,0.00062038,1.9148138284819698,1.8613247579366654,1.9147623839369736,1.9148126416805438,1.9144651714623504
33,0.07598352206955017,0.040462090622625416,0.7912517942022532,0.06645154359015823,0.00064036,1.916579817276826,1.8595791579118854,1.9165266269054944,1.916576079888589,1.9162185505125424
34,0.08080432998200741,0.04043268941417429,0.7839604869950563,0.07026683658476783,0.00066034,1.918408921701524,1.857771239279926,1.91835266355255,1.918398459791515,1.918040753191461
35,0.07518096566774357,0.04040253126392639,0.7831849248614162,0.0661754350194984,0.0006803200000000001,1.9202896745949123,1.8558927414561646,1.9202273494005897,1.920271089625828,1.9199280975511361
36,0.07964971736150245,0.04037155999920684,0.7832401951309294,0.0695761037554066,0.0007003,1.92222729626271,1.8539260298996862,1.9221628648333988,1.9222018417239617,1.9218838495956754
37,0.07923980900508817,0.040339589850109214,0.7795780359301716,0.06774968992688787,0.00072028,1.9242240610059076,1.8519152643771606,1.9241567125313512,1.9241911372186222,1.9238975392666138
