tau,sigma,theta
0.14706275104342204,0.061986356446970946,0.8649731076506929
0.15381603264678007,0.4725880364128341,0.6202878011766694
0.08718269170689018,0.4198434324888119,0.629417997605073
0.23190506357889376,0.06921544228025026,0.5244079760987767
0.4546671188457666,0.1684315307535089,1.144934240685512
