iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
0,0.02280551352564026,0.0029637345240131232,2.541121173184365,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081
1,0.02337593322467115,0.0029637115670552365,4.620533104985952,0.02907125341193695,9.999999999999159e-07,1.2426516371454488,1.2426516371448424,1.2426516371438208,1.242651637142094,1.2426516371391305,1.2426516371340253,1.2426516371253769,1.2426516371051013,1.2426516370725416,1.242651637135288,1.0000068400170751e-06,0.28175452513155513,0.4340437827862479,0.5310648054099184,0.5987795940606236,0.6489243261255325,0.687646854011118,0.718500853453882,0.7436920465831901,0.7646647176173081
2,0.022816418213691694,0.0029632306549863276,4.490786065813154,0.028620618588477205,2.097999999999987e-05,1.2426984036205913,1.2426983894570145,1.2426983677537191,1.242698347315623,1.242698333091545,1.2426983204719237,1.2426984105074947,1.2426982183686677,1.2426982789573005,1.2426984735224424,2.197458641958242e-05,0.28177549260964657,0.4340647416498288,0.5310857558000048,0.5988005367226508,0.648945260172555,0.6876678086254977,0.7185217968356064,0.7437130505652801,0.7646647176173081
3,0.023547229368391643,0.0029622910416755807,2.2733294162899256,0.029127967061304143,4.095999999999993e-05,1.2427897467852116,1.2427897167512498,1.242789663093476,1.2427896208945348,1.2427895963968678,1.242789579011854,1.2427897972690398,1.2427893278663622,1.2427895812294383,1.2427898718879644,6.294159148815913e-05,0.28181645074832684,0.4341056873533652,0.5311266913342039,0.5988414642185615,0.6489861802676816,0.6877087627745427,0.7185627417874619,0.7437541011185667,0.7646647176173081
4,0.024191929566680183,0.002960892354185756,2.8929957300424576,0.029130778132066503,6.0939999999999996e-05,1.24292558215382,1.2429256822289734,1.2429256758927552,1.242925671041752,1.2429256859964253,1.2429257108363156,1.2429258582358047,1.2429255122203893,1.2429230408635425,1.2429249298602425,0.00012387292541313913,0.2818774361899392,0.43416668980951706,0.5311877077524715,0.5989024942049076,0.6490472246059551,0.687769805666408,0.7186238126134266,0.7438150125248812,0.7646647176173081
5,0.023317041527316597,0.002959036227519431,2.3474765517748892,0.02909765430347678,8.091999999999984e-05,1.2431060489228014,1.2431061653154505,1.2431062317946728,1.2431063237260687,1.2431064209849827,1.2431065151586724,1.2431067105314515,1.2431059900366728,1.2431010869541244,1.2431042598362891,0.0002048094267971423,0.281958383098272,0.43424766254056285,0.5312687145354321,0.5989835321005315,0.649128287864139,0.6878509003313095,0.7187048623422551,0.7438958105825997,0.7646647176173081
6,0.02274053552988823,0.002956727068194984,2.275221469346434,0.028911046275395827,0.0001008999999999999,1.2433310449830435,1.2433312208288383,1.2433313186564119,1.2433313472230176,1.2433312546177249,1.2433310403260918,1.2433322624455456,1.2433276910846898,1.2433253628878216,1.2433291106026803,0.0003057186311341913,0.28205931631752845,0.43434861047960033,0.5313696480355571,0.5990844070321425,0.6492290491356316,0.6879518842870235,0.7188055866103205,0.7439971649561115,0.7646647176173081
7,0.023212517583442602,0.0029539630894440975,2.3943426609039307,0.02950994616834587,0.00012087999999999997,1.2436008921600206,1.243601012068909,1.2436011233933675,1.243601083656505,1.2436007345002875,1.243600058711168,1.243602637399491,1.2435919855119075,1.2435946234807145,1.2435985307271151,0.0004267387818804646,0.28218031677602073,0.43446962948039397,0.5314906608082111,0.5992053534202608,0.6493498424159695,0.6880729609104568,0.7189261411008373,0.7441182992836729,0.7646647176173081
8,0.022841602696349415,0.002950750093688899,2.5587523407302797,0.02882171569472062,0.00014085999999999992,1.2439151774072361,1.2439152144291818,1.2439154256408849,1.2439154135326116,1.2439148922302603,1.2439138296101162,1.243916574384248,1.2439022555193466,1.2439002563278088,1.2439099896968242,0.0005676763515988401,0.28232123312774415,0.4346105969379358,0.5316316572940882,0.5993463204392514,0.6494907042648183,0.6882138511381143,0.7190666803838653,0.7442583795125842,0.7646647176173081
9,0.020202033822955382,0.0029471413508515188,2.245327732991427,0.02708534490820435,0.00016083999999999998,1.2442733679632232,1.2442727556038067,1.2442720913131409,1.2442708908518052,1.244268877818545,1.2442661597338804,1.2442678590416678,1.244250073507966,1.2442403126962807,1.2442640549445545,0.0007281923991736662,0.28248142911035684,0.43477040460061245,0.5317909699963516,0.5995050286292962,0.6496487277066838,0.6883713252951156,0.7192234990399236,0.7444142974504373,0.7646647176173081
10,0.02172848249884224,0.002943104329978319,2.1692948220297694,0.028223532419147802,0.00018081999999999983,1.2446760999923305,1.2446744606506033,1.2446725561216427,1.244669802627038,1.2446659781705012,1.2446613976951335,1.244660514531011,1.2446423396723876,1.24461411801248,1.2446617953950605,0.000908611307985829,0.2826613543459139,0.4349497738641494,0.5319696723368819,0.5996829667352963,0.6498258616434244,0.6885474664492106,0.7193991493049612,0.7445878524639837,0.7646647176173081
11,0.02265080070606982,0.0029386268441490646,2.6592130782082677,0.028387133293707834,0.0002007999999999999,1.2451231733455286,1.2451207245463154,1.2451176145331608,1.2451132826994493,1.2451076106368282,1.245101170009413,1.245096356491188,1.245080804603842,1.2450236167051822,1.245101273187331,0.0011088645615369354,0.2828612168120378,0.43514907344487125,0.5321682828152732,0.5998807872091647,0.6500228714013195,0.688743151072862,0.7195945576919465,0.7447800319977569,0.7646647176173081
12,0.023008820468205425,0.002933695335849744,2.6039374782703817,0.029124483795673926,0.00022077999999999996,1.2456154691454164,1.2456119535723393,1.245607577700259,1.24560157571627,1.245593957477412,1.2455854426642792,1.245578868315074,1.245560032804482,1.2454879114512318,1.24558904817497,0.001329372491159789,0.2830812353018604,0.43536853869814224,0.5323870598889264,0.6000987641118204,0.6502399789161325,0.6889594558482318,0.7198101902565391,0.7449941493537142,0.7646647176173081
