source_dir,t0,t1,t2,t3,t4,t5,t6
data_l2o/13-10-11_8,0.1432541843848408,0.2324445144409732,0.1086718895370243,0.4899941864781691,0.1086950546433104,0.4126368943275094,0.1565203165645884
