k,l2o_t,ldro_pep_t,lpep_t
1,0.1432541843848408,0.2080198968324303,0.1538561602174365
2,0.2324445144409732,0.1371232365642218,0.1448994363678502
3,0.1086718895370243,0.137760133713311,0.1497883597897482
4,0.4899941864781691,0.230540509535405,0.1467159689039871
5,0.1086950546433104,0.3271692734163156,0.1570621672396035
6,0.4126368943275094,0.0942698081459679,0.1428839938921746
7,0.1565203165645884,0.1899432919760028,0.1547018510913824
