source_dir,t0,t1,t2,t3,t4,t5,t6
data_lpep/23-42-14_1,0.1538561602174365,0.1448994363678502,0.1497883597897482,0.1467159689039871,0.1570621672396035,0.1428839938921746,0.1547018510913824
