iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8
0,0.039874552702309496,0.004101449688187046,0.12851816602051258,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832
1,0.04021583668922994,0.0041014188796315715,0.08500591601477936,0.03128758868135309,9.999999999999159e-07,1.25000223608481,1.2500022360842886,1.2500022360833667,1.2500022360817546,1.250002236078848,1.250002236073309,1.250002236061514,1.2500022360295002,1.2500022358464091,1.0000068946867417e-06,0.2817545251316836,0.4340437827864066,0.5310648054101039,0.5987795940608021,0.6489243261255263,0.687646854010033,0.7185008534465699,0.7436910466053832
2,0.03851556957488061,0.004100775403380177,0.08622449997346848,0.02980438725778155,2.097999999999987e-05,1.25004910987199,1.2500490632522068,1.2500490235365855,1.2500489748120938,1.250048927245516,1.2500488996617418,1.250048906438874,1.250048945812391,1.2500489899973775,2.1958620772865954e-05,0.2817754613168159,0.4340647011422239,0.5310857028866551,0.5988004703442088,0.6489451856647492,0.6876677058317854,0.718521708352393,0.7436910466053832
3,0.03892909479420208,0.004099518209064449,0.0035156250232830644,0.030274663487072032,4.095999999999993e-05,1.250140616708789,1.2501405352919863,1.250140441079399,1.2501403141300103,1.2501401856347818,1.2501401024625385,1.2501401005470383,1.2501401779585672,1.2501402703814117,6.287591676820486e-05,0.2818163600500252,0.43410557499887026,0.5311265445893955,0.5988412779246582,0.6489859643893796,0.6877084678524256,0.7185624689574415,0.7436910466053832
4,0.04047926877495376,0.004097642877976759,0.003411874989978969,0.031254506251114623,6.0939999999999996e-05,1.250276906245281,1.2502768039928978,1.2502767005968487,1.2502765579864836,1.2502763993359078,1.2502762866527595,1.250276275894131,1.2502763702063024,1.250276483127994,0.0001238228538260389,0.2818772991318142,0.4341665106077929,0.5311874724413203,0.5989021923757278,0.6490468638663375,0.6877693568632927,0.7186233557566504,0.7436910466053832
5,0.037890445831216965,0.004095164123130363,0.004090750007890165,0.029294054861141377,8.091999999999984e-05,1.2504576393138471,1.2504573582743115,1.2504570582187606,1.2504567493255028,1.2504564865385146,1.2504563790937993,1.2504565062735955,1.250456832836698,1.2504571455090738,0.00020461357538014465,0.2819580040594288,0.43424712728622517,0.5312680079017159,0.5989826627850054,0.6491272996867542,0.6878497997423229,0.7187038455838426,0.7436910466053832
6,0.04057919290701043,0.004092066566925483,0.0034246660070493817,0.031430318026470935,0.0001008999999999999,1.25068339386452,1.2506829625653066,1.2506824598443136,1.2506820166014856,1.2506816961790888,1.2506816295868557,1.2506819062301584,1.2506824513189416,1.25068293728089,0.0003055373172888878,0.282058856696171,0.43434789901224924,0.5313687160065403,0.5990833270452552,0.6492279476204634,0.6879504656707065,0.7188045600700151,0.7436910466053832
7,0.04001455482245815,0.004088356267262446,0.0033979580039158463,0.03081719270932235,0.00012087999999999997,1.2509540178692224,1.250953333994977,1.2509525917744513,1.2509520108911005,1.2509516662620832,1.2509517225636602,1.2509522833028164,1.250953220357501,1.250954044800606,0.0004265094494061511,0.28217971538900427,0.4344686642329602,0.5314894135860756,0.599203986002438,0.6493486076404216,0.6880711745951458,0.7189253592450988,0.7436910466053832
8,0.03857562954465889,0.004084047597276792,0.0033258749754168093,0.030713324897217488,0.00014085999999999992,1.2512696148211762,1.2512684021143199,1.2512671685357724,1.2512661831287417,1.2512655205351375,1.251265383853169,1.251265899915118,1.2512668939759253,1.2512677341679348,0.0005675689796083978,0.2823205344337133,0.434609297220653,0.5316298797917711,0.5993443065526671,0.6494888173282568,0.6882113218682014,0.7190654931450996,0.7436910466053832
9,0.03962286821435249,0.004079121564586439,0.0032375419978052378,0.030594081660507796,0.00016083999999999998,1.251629712181078,1.2516282774838563,1.251626808527944,1.251625676288956,1.2516249302221418,1.2516247795191446,1.2516253466934681,1.2516264043856753,1.2516272117326086,0.0007285122715780581,0.2824813838498062,0.4347700544028717,0.5317905650794623,0.5995049355704013,0.6496494113296747,0.6883719078032873,0.7192260939412907,0.7436910466053832
