iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5
10,56.079041493670076,8.385016433692101,0.5221588658168912,159.66661598605725,0.0018008199999999981,0.09564823783394563,0.10707575390856337,0.9821143604522906,0.09568378746153228,0.10708178514246741,0.9821096188527344,0.09584071020197038,0.10709403662792408,0.9821047461283421,0.09857855340389277,0.10712514258414554,0.9820826292274683,0.10678399927211563,0.09563756138730078,0.9821041785419172,0.1070607377084266,0.09560738733710498,0.9820693844620745
11,54.487076338924865,7.095862911758586,0.5277883198577911,168.01330157661937,0.0020007999999999988,0.09440278304819055,0.10838141261333951,0.9782072317715285,0.09443549424298756,0.10839226462312428,0.9781970650993816,0.09460617921422015,0.10841330660591543,0.9781868083330038,0.09768682518769008,0.10846436181240748,0.9781476256673288,0.10788625651423278,0.09442771812310966,0.9781825057141935,0.10836907089592854,0.09438094688019555,0.9781295294460355
12,56.71209897745038,5.67826984144286,0.5217792349867523,146.41423577696747,0.0022007799999999994,0.09304991825300551,0.10982794711116979,0.9739254424663474,0.09308223404973505,0.10984525472912682,0.9739088747717375,0.09327389721451478,0.1098783507991984,0.9738921881353514,0.0967665240458366,0.10995689061956909,0.9738301982077373,0.10917595490915699,0.0931112165373955,0.9738851350787792,0.10981270442799332,0.09303818404692028,0.9738036251663073
13,54.887518308866724,4.214121183402482,0.5271068289875984,147.10899494771192,0.002400759999999999,0.09159022516222981,0.11141737355258732,0.9692771293770667,0.09162303849593513,0.1114432367894291,0.9692527837893055,0.0918389350226245,0.11149243405108525,0.9692283306035169,0.09578736804416019,0.11160757842032466,0.9691367653372667,0.11064925208347143,0.0916914172241516,0.9692171129502467,0.11138804289491444,0.09157923072767062,0.969093211814278
14,54.94122734363821,3.51228200598503,0.5237187161110342,124.46747094608969,0.00260074,0.09005918863934102,0.11315730008016237,0.9642542458974734,0.09011928313967761,0.11319168889754956,0.9642278908477299,0.0904449892612509,0.11325816342217643,0.9642042976141437,0.09536260025692289,0.1134143958534489,0.9640915238342431,0.11232665102646057,0.09016003286097625,0.9641427326071268,0.11311025746517742,0.08999467909127808,0.963961440825719
15,54.03717786388585,3.412130324090743,0.5238376189954579,90.84213090349984,0.0028007199999999996,0.08877190256755325,0.11503229769199487,0.9589196852635192,0.08914917191583363,0.11505532736516315,0.958956004285388,0.09014758031565172,0.11510487771326951,0.9590414501889712,0.09603975860296153,0.11522105803116107,0.9591230771746814,0.11420656236938743,0.08848979558113705,0.9585714107510342,0.11502196135924393,0.08826607386200191,0.9583275512036782
16,53.63227264048672,3.3508328357217985,0.5323455238249153,91.59479803609784,0.0030007000000000002,0.08770701859322085,0.11704803160126707,0.9532741673274789,0.08861393840176185,0.11703807261423746,0.9534412127440336,0.09043887347735971,0.11703065303894684,0.9537563443605116,0.09714868490360659,0.11700670180724826,0.9542914377286008,0.11629585500426592,0.08667989451189699,0.9525033659039001,0.11713483820861058,0.08640240140949845,0.9522043980359829
17,51.71524250331784,3.295595107212012,0.5220713631715626,89.81981684742216,0.00320068,0.08685430733756293,0.11920888876774212,0.947321167047941,0.08845830396913584,0.11914357102917905,0.9476849233133653,0.09116734242404596,0.11903547117910701,0.9483537402042646,0.09859990391437626,0.11876159393266689,0.949623807439684,0.11859731535933604,0.08473034290209136,0.9459535797378587,0.11944600741383954,0.0844199949099536,0.9456316736082877
18,52.721682642727934,3.2352296254656583,0.520714714191854,92.19529209773955,0.0034006600000000007,0.08624499991269813,0.1215117561049606,0.9410837612220692,0.08867967509722331,0.12136597435250465,0.9417102266312557,0.09227825567505889,0.12110631693549515,0.9428637763979666,0.10035803936325102,0.12048134418329305,0.9451293290485375,0.12112560390008273,0.08264320227610351,0.938947289849976,0.12195443828604992,0.08234786996962318,0.9386782518433697
19,52.89528221550793,3.1795417271697057,0.5257285030093044,96.77836050205237,0.0036006399999999996,0.08603477217063617,0.12390481690870521,0.9347109271122009,0.08936070050045611,0.12363261853154482,0.9357106673479093,0.09377013380304965,0.12313177317553273,0.9375664538832987,0.10240323296420667,0.1221607209838819,0.9408133174314188,0.12389126052010503,0.08042528507335062,0.9315368824745882,0.12463738668558175,0.08023015756388018,0.9314613340138772
20,50.037528730599526,3.130222559238373,0.5204453188925982,91.36804825944382,0.0038006199999999993,0.08617112685723073,0.12640064282976937,0.9281770365048805,0.09043161815708883,0.12594894247724978,0.929671228683483,0.09559912027485963,0.1251012574304842,0.932485882908516,0.10472196258275088,0.12379887116361721,0.936678203718122,0.12689167560357056,0.07806838761508113,0.9236930224532943,0.12751149864141859,0.07810546984656092,0.9240451858951776
21,48.53651894360527,3.081002319900253,0.5267338328994811,90.41141017432618,0.0040006,0.08662609018716176,0.1290049602955766,0.9214724085463846,0.09185369835958607,0.128316905341804,0.9235824194102006,0.09774113328701585,0.12700996691026914,0.9276298581845639,0.10730775527548522,0.12539452642682752,0.9327247191968513,0.13013305023516586,0.07557516615462119,0.9154256632477843,0.1305855349204361,0.07604481883851506,0.9165662887856084
22,50.05750309435101,3.0291103131876387,0.5272310099098831,98.91750597807282,0.004200579999999999,0.08740431188894612,0.13170389893815337,0.9146338437181575,0.09361163677785753,0.13072410787692645,0.9174672660426624,0.10018387258158624,0.12885413225205722,0.922998956133058,0.11016027247477155,0.12694335984689614,0.9289522527055724,0.13364466757115895,0.07295824476047244,0.9068253602783493,0.133822737321807,0.07412661299880553,0.9092360571129784
23,47.83182332483486,2.7443569836358552,0.5336112729273736,94.25343525617374,0.0044005599999999995,0.0884613493966647,0.13452199952374752,0.9075997616773485,0.09567743912459796,0.13318686958964882,0.9112737104074903,0.10291704434926209,0.13063354547358433,0.9185907692491093,0.1132761114218946,0.12844736134167958,0.9253558109408306,0.137418496758261,0.07021568448654482,0.8978390550948008,0.13725811402848706,0.0724726198494311,0.902257984836875
24,47.67410759639443,2.2949923202081344,0.531318873167038,83.73907362060703,0.004600539999999999,0.08978818021097706,0.1374817781792983,0.9003118217509751,0.09804140239707135,0.13571909361310575,0.9049508847012558,0.10593259845860799,0.13234768143018466,0.9144013369175819,0.11663214800384203,0.12990635735282172,0.9219030900752271,0.1411280772217393,0.06735598882353067,0.8884663497132443,0.14089983562678632,0.07113895247633278,0.895749463384177
25,46.73213252489261,1.9060265449705462,0.532277172897011,82.3225464847698,0.00480052,0.09140346204954726,0.1405742192166765,0.8927891197738954,0.10070879335021836,0.13831098959530455,0.8985068194857764,0.10923214676171907,0.13399423037686733,0.9104259521128558,0.1202250335980561,0.13131341894895107,0.918523772671678,0.1447568512331343,0.06441118164842961,0.8788482969702992,0.14469830358372146,0.07006490308029757,0.8896778495360224
26,46.776572102101824,1.940855088743794,0.5349244419485331,80.63441958684838,0.0050005,0.09328033873255014,0.14382588626559545,0.8849593732840088,0.10366896216160315,0.1409791184912765,0.8918754660239596,0.11281527250775693,0.13557406556564705,0.9066568558721708,0.12403433947256959,0.13265650230766995,0.9149323098482101,0.14830653569915248,0.061405390141885355,0.8690307006449881,0.14865976639003384,0.06924693870201311,0.8840338190692518
27,45.990761336054234,2.3159234191044917,0.5412081410177052,60.709409584445424,0.0052004799999999995,0.09537140523281921,0.147310258867199,0.8766370417976858,0.10689311807780842,0.1437761116324413,0.8848898066313957,0.11664950755811858,0.13709736134899045,0.9030732970456702,0.1275241181380806,0.1337802220746129,0.9090350375221241,0.1517849376800424,0.05833725162424109,0.8589607304493564,0.15280683036976467,0.0686960137467047,0.8788138218143072
28,43.36242198923259,2.7012340275733906,0.5298495038878173,56.268883730955274,0.00540046,0.09754819090899224,0.15106702425962618,0.8677291372157155,0.11029665601954922,0.14673636935522716,0.8774322235115687,0.12066811084656937,0.13858297091509056,0.8996057635882383,0.1302320190218129,0.1343456876982072,0.9011244825715766,0.15520024281546227,0.0552345045454959,0.8486917307286734,0.15719449915632483,0.06844852968309857,0.8740282565819187
29,42.21024849241699,3.0490259509183604,0.5367344380356371,58.4841978026697,0.00560044,0.09965653979465401,0.15511752642399096,0.8581923513671991,0.11376869118835752,0.1498880732841831,0.8693956932445731,0.12478765755308294,0.14006148676491073,0.8960684712223533,0.1320168944522963,0.13408605720207778,0.8916247755903551,0.15855669406496076,0.052150155393041506,0.8383574370239713,0.16187101608788826,0.06854084426252395,0.8696865002390665
30,44.61691199469666,3.3919757693113493,0.5316270021721721,58.943812904927526,0.00580042,0.10183292894408816,0.15945501586602298,0.8480517834625926,0.11741486433101594,0.15323072568532953,0.8607471019419066,0.12908743534389142,0.14154666516545322,0.892283203469059,0.13314529042133239,0.1329361534455477,0.8808535884995446,0.16184288211979952,0.04914328269804181,0.828125200003228,0.1668242735937939,0.06894442423072823,0.8657690138086506
31,43.95558198342301,3.727297670879618,0.5364798328373581,70.55482145440736,0.0060003999999999995,0.10370659101310067,0.1641210403276737,0.8372181288575437,0.12092009667775681,0.15685593614008925,0.8511801100663943,0.1333322323560715,0.1431413047415414,0.8873422467384691,0.13373944006758715,0.13101379396979398,0.8691181572276695,0.16504612038097127,0.046277507443758394,0.8181669857466826,0.17201247199145997,0.06961613006200762,0.8622423344325918
32,40.199751093883805,3.818365906068774,0.5308332180138677,110.5102648524179,0.00620038,0.10487854132189225,0.1690641364736988,0.8258381094214415,0.12383494936592016,0.16075067162245116,0.8407381187079552,0.13715641049069938,0.14485818119471452,0.8809445283278368,0.13390797918289576,0.1285719614045675,0.8568758078329872,0.16814472786864468,0.043607797780113394,0.8086477997905657,0.17732826860217862,0.0704717931197023,0.8590478802306416
33,42.27786289960181,3.7159817329681726,0.5359295739326626,100.072773012375,0.00640036,0.10545713542749353,0.1743148383756544,0.8138694703004545,0.1262621155311054,0.1649260289300792,0.8294175077175022,0.14065256222594955,0.14666524810323636,0.8731703649942119,0.13370096579935625,0.12557639548880717,0.8441110819861388,0.17114503137291717,0.04113949069459068,0.7995837380572425,0.18282281526105915,0.07154052099271754,0.8561919892497424
34,43.635001391520895,3.6270140939971265,0.5556794409640133,66.98956366955856,0.00660034,0.10592394383707493,0.1799140683076721,0.8012675577594688,0.1287628923495771,0.16934562812558132,0.8173656622992229,0.14430237356860046,0.14847738887607384,0.8647013265039949,0.13310171550689076,0.12189146708860235,0.8305633078745024,0.17407455919635975,0.03887341144759597,0.790947822764344,0.18865983360981992,0.07293145649928613,0.8537319347209852
35,41.17542823748191,3.5200766166935624,0.539982374990359,61.37942518800467,0.00680032,0.10645591655659704,0.18583521972088302,0.7881431219901699,0.1315343704778882,0.17393788322050577,0.804818015802808,0.1482679197011956,0.15024045731396424,0.8561673254950379,0.13208279794078473,0.11759347964635851,0.816263573549038,0.17694645074947882,0.03682429920307493,0.7827653592104744,0.19491091711585098,0.07469089372769946,0.8516908404101868
36,39.50896230674833,3.3702061551075624,0.5362483509816229,60.225661722607896,0.007000299999999999,0.10701478944130167,0.19208541903416768,0.7745243327415845,0.13456884819536818,0.17868156363517476,0.7918366526773855,0.15253704604600762,0.15194537481694625,0.8476344551934629,0.130623561931523,0.1127787886221181,0.8012812581547676,0.17977381233992215,0.03501208149272851,0.775072784897696,0.20164024514961315,0.076859026505156,0.8500934290705136
37,37.88606126936033,3.218069547686502,0.5312934089452028,54.121494130210785,0.00720028,0.10815487740148517,0.1984759587513892,0.7608647097642867,0.13829652238816983,0.18328974723280964,0.7794282480075438,0.1571897126795993,0.15358255319318906,0.8390446815612101,0.12878385146532145,0.10753006200908957,0.7856774724151748,0.18256810852944455,0.03345028173925123,0.7679034878949308,0.20890698955031217,0.07946258727402293,0.8489555457687437
38,37.457679629997344,3.1276517201325222,0.5360885460395366,53.65508440095258,0.0074002600000000005,0.1099528009962087,0.2049848417382104,0.7472179834150768,0.14278238567583107,0.1876968579869101,0.7678626903928336,0.16194346310021412,0.15511730168833407,0.828014067325595,0.12713584788051746,0.10194335947803891,0.7695625055943431,0.18532882440543555,0.03214894812741883,0.7612817544938582,0.21669853215100723,0.08250173625854938,0.8482759400095505
39,37.97523486103899,3.1655535382276647,0.5372626110911369,45.634184103554624,0.007600239999999999,0.11213157148454048,0.21167590660079857,0.7334605902117377,0.14774923016667676,0.19192192729479016,0.7571116932071117,0.1652914174600063,0.15636330736728374,0.8147964486166772,0.12567071571273114,0.09610790321496476,0.7529983997393167,0.18806374531006081,0.031094448166141687,0.7551774616311189,0.22502988271550672,0.08597762097696296,0.8480575914380605
40,36.38578474239858,3.1223311794179303,0.5289494758471847,45.98790806754521,0.00780022,0.11457744243570463,0.21851799509329153,0.7196585219847627,0.15304840604996553,0.1959712889363227,0.7471248946149115,0.16697543795817968,0.15713076328120876,0.7996856280415345,0.124364510755622,0.09018336342788014,0.7363047651444026,0.19076121709310687,0.030245137460328784,0.7495504153572344,0.23387912739590233,0.08985731286108448,0.8482790660488628
41,35.31057417418467,2.973485615172922,0.5427246289327741,50.438903647021185,0.0080002,0.11704629400154358,0.2255120609286438,0.7058033713734395,0.1584665544511089,0.19985604321082884,0.7378467717008161,0.1669989116733993,0.15729881635623374,0.7829939470309828,0.12320333652674852,0.08429389773998101,0.7197011268278998,0.19341874959958533,0.02957929718791249,0.7443673587940427,0.243242304736104,0.09413988565715753,0.8489302346721957
42,35.94400837910454,2.7496401692005463,0.5371944210492074,47.8626438165806,0.00820018,0.11967586574427919,0.2326709739092515,0.691849021654298,0.16412852415864954,0.20357961443676,0.729229048933477,0.1656507819804425,0.15679311102970703,0.7649987273562433,0.12217282881277443,0.07852315022638731,0.7033465059362571,0.19603944886214356,0.029078864245939723,0.7395992912577917,0.25315414938279895,0.09883234325474011,0.8500271173315319
43,34.7137342080785,2.4581266537054973,0.5554895799141377,49.957189451344455,0.00840016,0.1222851350162621,0.24000810995171648,0.6777567403977943,0.1698870967118573,0.20714926411144916,0.7212246779999248,0.16305036299991435,0.15560821542835335,0.7459387959030568,0.12126231950987641,0.07293954962157832,0.6873634098010355,0.19862556534865008,0.028732454560241073,0.7352198519693341,0.2636101342217649,0.10392487898395489,0.8515604037490888
44,35.41587604762366,2.155631733765263,0.5572295419406146,44.160802141161135,0.00860014,0.1252015089296635,0.24755835830946155,0.6634295441982965,0.17607077587079648,0.21056314275814156,0.7137940677611389,0.15952950994846707,0.15376356599069313,0.7260286355036171,0.12045806949289152,0.06758126176934773,0.6718407990597911,0.20117240300112352,0.028520155756050505,0.7312007895284466,0.2745846111521255,0.10938441213928829,0.8535067441671635
45,34.08483128375987,1.859958552615642,0.5547764690127224,42.663088433549575,0.00880012,0.12837681919104002,0.2553544223763407,0.6487923541147348,0.1826741037584995,0.2138263222620646,0.7068944083970555,0.15520841300345115,0.1513039275540905,0.7054441057443962,0.11975029939991122,0.062478139783441786,0.6568384316429782,0.2036796261152342,0.028431858520188244,0.7275177004582344,0.2860583601063659,0.1151933997112651,0.8558473596072789
46,31.13960499984001,1.5592377058226703,0.5590911258477718,45.0900853079876,0.0090001,0.13132789239374268,0.26343122191943735,0.6337754277532147,0.18930910549649407,0.21694789428508834,0.700454387088118,0.15008590710069641,0.14829599378383668,0.6843443599067079,0.11913119474876302,0.05765670084157606,0.6424065604911224,0.20614616319184703,0.028460712398743135,0.7241486350392061,0.29797095013762315,0.1213113247569683,0.8585379353369489
47,30.985143038408967,1.2842646914798153,0.552137185819447,42.0614141060752,0.009200080000000001,0.13414218775881978,0.27185335030751234,0.6182584001019452,0.19613557546008184,0.21993375707593948,0.6943955646581097,0.14434668330060862,0.14481933751545098,0.6628755015703561,0.11859323460009792,0.0531282567757919,0.6285745345474898,0.2085731555376172,0.028601553423183542,0.7210742451684254,0.3102767595236597,0.12769502634639723,0.861544943383028
48,33.632949094425946,1.087400480920227,0.5542629270348698,39.849193738866816,0.00940006,0.13744838716621138,0.28065005552065114,0.6021979535863693,0.20376989779052068,0.2227817465471785,0.6885733800385087,0.13840386702139915,0.14101777803059543,0.6413231448423126,0.11812527167367537,0.04891038708824077,0.6154117017794266,0.2109546825663649,0.02882929190592961,0.7182678922989516,0.3228619986550808,0.1342110447757096,0.8647565759039677
49,30.012468287107737,0.9349099293033319,0.5532701979391277,38.19875554256761,0.00960004,0.14055766649605025,0.28997561788196896,0.5853458241471866,0.2117705064407772,0.2255084397990784,0.6825126770857285,0.13216550468623606,0.13692111677420948,0.6197308499360058,0.11772052420655607,0.044998280474210506,0.6029114507373289,0.2132777113379116,0.029143040579269502,0.715713849197945,0.3355386228153166,0.14078568048641624,0.8681093332868743
50,31.341613239738276,0.8586396548891564,0.5546628010924906,38.14539379942117,0.00980002,0.14375965707423854,0.29988301884946433,0.5676857056506587,0.22045387539806766,0.22811358011221933,0.675674818116989,0.12591301092275284,0.13263072059357983,0.5983436690823554,0.11736968498283472,0.04140014574132789,0.5911143498238156,0.21553035883239283,0.02952768421449261,0.7133909304722326,0.3481138119868437,0.14730213414939078,0.8715028851810003
51,29.665255386611275,0.8338645029263625,0.555642302846536,41.006248332211364,0.01,0.14627208213961887,0.3105087821787743,0.5491117373733562,0.22925794401082703,0.2305985865331374,0.6668899026508679,0.11968858047599748,0.12821341293977156,0.5773445429749849,0.11706581455487988,0.03811828112043057,0.5800402533567932,0.21770716874010315,0.02997338001144751,0.7112802375481606,0.3604768137728506,0.15370084406324508,0.8748836577435917
52,29.109660462867335,0.9576555551984477,0.5589477249886841,61.52721589473434,0.009999878165711622,0.14724775799779963,0.3216068226739396,0.5301637649054253,0.2369454424559942,0.2328847139628817,0.6548764893640092,0.11388895860762006,0.12395257049339208,0.5576810917520603,0.11680154053288712,0.03521824140968469,0.5699519274618963,0.2197395286509692,0.03043373158257819,0.7093893002069332,0.37216776859485495,0.1597492506098834,0.8780835934398534
53,28.269499216532218,0.9258080924336313,0.5532529638148844,63.34624117169281,0.009999512668784518,0.1479167778932023,0.33189357295679683,0.5132392761575052,0.24090882719042886,0.2349096286409696,0.6390416938130936,0.10846560706065066,0.11986777024445344,0.5392884138728072,0.11657195550234994,0.03265461285498912,0.5607656053971551,0.22163766582501937,0.030904145145551506,0.7076961632281389,0.38325280541114826,0.16547587026278354,0.8811329998600393
54,28.33839304626098,0.7129901543193591,0.5556321928743273,65.21985512832441,0.00999890352703249,0.14833121984578798,0.34141353544801206,0.4981049884042167,0.24180018724900024,0.23666100721439623,0.6207612357583645,0.10349581004995172,0.11603088885460229,0.5221954920940134,0.1163714071641413,0.030382925592117492,0.5524042037766165,0.22340555944118198,0.03137380532079663,0.7061785537885464,0.3937460697319515,0.17088100924124658,0.8840361486965396
55,28.177340282091293,0.5204549975319005,0.5619290717877448,46.81330376724066,0.009998050770144252,0.1489525940942213,0.3502051801698962,0.4845571924487423,0.24022826482556794,0.23815924737662048,0.6007919644762326,0.09902825101233806,0.11245838045286125,0.5062265905917648,0.1161953925029708,0.028350489937379007,0.5447660281716836,0.22504236277327186,0.03183567723042968,0.7048181560158449,0.403453515887707,0.175861256717704,0.8867015685713272
56,27.177709433065026,0.48852580923499006,0.5571602948475629,24.92989449690686,0.00999695443968197,0.1519631623110323,0.35827539879416537,0.4724176307083973,0.23923712878125875,0.239462214615915,0.579842657095087,0.0953830069622025,0.1091713410586726,0.4912206846563304,0.11603957818004018,0.0264960449766735,0.5377223377871226,0.22652275762507076,0.032266822215696565,0.7035928891253828,0.4117191746745771,0.18007198330292187,0.8888409112042046
57,27.59490228192017,0.49676953417692576,0.5579050118103623,54.84102624415434,0.009995614589079242,0.15644781978098213,0.3656719491640013,0.461529997999384,0.2400606281758599,0.24063170483568272,0.5606857901015229,0.09248406516467843,0.10621283845194858,0.47766398062312376,0.11590073478515589,0.024840192363705882,0.5313089818620776,0.22787029035669168,0.03265787948334518,0.7024822983851385,0.41900462965811985,0.18371488949053702,0.8906051319071026
58,27.900058892726022,0.5265332799611357,0.5607865599449724,59.87433851077377,0.0099940312836385,0.16219947091610687,0.3724398524728247,0.4517569589447546,0.24246939392735123,0.24167853026360306,0.5431683076787831,0.09025758744666995,0.10354890897407347,0.4654490143555837,0.11577513686934938,0.023362377709795077,0.5254755591216635,0.22908337805149495,0.03301112586227472,0.7014755395521959,0.4252845476215839,0.18683980951246176,0.8920345367824296
59,27.962064216227187,0.6232056934239929,0.5543260420672596,37.21198901880946,0.009992204600527814,0.16931125554309223,0.3786226565323236,0.4429776084828284,0.24568271314989062,0.2425835781537099,0.5252548218936673,0.08871292509772814,0.101129508231869,0.4542562285659282,0.11566117083561182,0.02203139877312683,0.5201492672971118,0.23016665235683187,0.033327624202382576,0.70056374990179,0.43040563156503225,0.18936211689403656,0.8930565600224526
60,27.642303706885528,0.7097190796403873,0.5598119008354843,29.910331462115224,0.009990134628777144,0.17699363005996605,0.3842997027013916,0.43508530281670016,0.2467930133263488,0.24325624032761303,0.5058906027425972,0.0876079777565646,0.09887441907069205,0.4436696061865182,0.11556063980179046,0.02082641672462268,0.5152693149381568,0.23116080361516295,0.03364253869055282,0.6997532882107864,0.43466561700453565,0.19141996417037613,0.8937979810303625
61,25.97724216710932,0.7063002497604416,0.5545656369067729,46.51088457108348,0.00998782146927399,0.18418945113670734,0.3895209208106736,0.4279858007661219,0.24557775099792947,0.24372270741575064,0.4857852573115565,0.08666776618020776,0.09675463071019064,0.43374602431713727,0.11547346248372166,0.019748904378264237,0.5108204610083155,0.2320873323943576,0.033964748155904396,0.6990370646088467,0.43843092309898407,0.19320464581714134,0.8944173059826082
62,25.984659020473117,0.6432084140153628,0.5586925609968603,39.22278121518027,0.009985265234758489,0.19121348295298807,0.39432330771003504,0.42159567544955223,0.24247336116483767,0.24399462391654217,0.46515889544196837,0.08592554708550834,0.09471610782461878,0.4243650668118912,0.11539877278776912,0.018785344017872862,0.5067633195030161,0.23295497737846474,0.03429796835697869,0.6984086256643383,0.44173214664382604,0.1947300657168727,0.8949207826752256
63,26.40265162023231,0.5902583960306842,0.5654631298966706,26.796219013050738,0.009982466049817897,0.19902837998034775,0.39872652761530986,0.41584094539560434,0.23822780368085048,0.24410556463512761,0.4441566258120801,0.0854986191271733,0.09268352146806111,0.4153233953800799,0.11533432146159378,0.017919084240895482,0.5030540197988728,0.23374980337377763,0.03463447846700397,0.6978597394759214,0.44406777611479376,0.19573764801652488,0.8950741884565401
64,25.622053839991544,0.5909735123198473,0.5522478071507066,32.3085988127447,0.009979424050880543,0.20822365335843454,0.40273743231896236,0.41065589846002665,0.23520000116531695,0.24416057603848565,0.424174374980814,0.08533609816909465,0.09068998463851206,0.40672070304873004,0.11527800374784691,0.017143869670677114,0.49967266847449315,0.23446987793530946,0.03496531841164953,0.6973784365794773,0.4454826452537511,0.19626123821405722,0.8948904940928974
65,25.667324161927105,0.6302726999524091,0.5522479098290205,42.476311748804854,0.009976139386209164,0.21854598026824887,0.4063878933797038,0.4059820782945519,0.23364749871373425,0.24418352210909683,0.40583255417294706,0.08534956194498686,0.08873856118128702,0.39861180165256854,0.11522885378763607,0.0164550155290198,0.4966000049879841,0.23512258404420655,0.03529021625315998,0.6969569698585698,0.4461270902540301,0.1963941696008512,0.8944306546169792
66,24.38242551016532,0.7662512335464563,0.5587593230884522,28.962795354279187,0.009972612215893682,0.23002363923281005,0.4097200680580414,0.40176740637636943,0.23282036635936437,0.24415673684457773,0.38813814189553625,0.08550605671108381,0.08665319813283419,0.39072041214815095,0.11519009424372988,0.01585542256366069,0.4938129123800855,0.23573807527149243,0.03564638000600912,0.69660840889966,0.44600811101174204,0.1961159272740764,0.8936903267635024
