iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,beta0
0,0.18614756318901748,0.12667157680476443,0.3122243329999037,,,1.2500000000000002,0.0
1,0.1901376136991211,0.12667141386158137,0.17639987502479926,0.08653703336905841,9.999999999999972e-07,1.2500022360694765,0.0
2,0.18769429241535407,0.1266709282643393,0.1779834579792805,0.08672577215920395,2.980000000000002e-06,1.2500088999392487,0.0
3,0.19060611849658327,0.12667011976335973,0.0010231249616481364,0.08749843770424395,4.960000000000007e-06,1.250019995090318,0.0
4,0.1896561548693941,0.1266689899926098,0.0009509169613011181,0.08452257946714509,6.939999999999998e-06,1.2500354991902936,0.0
5,0.19103872038843564,0.1266675366130954,0.0009039579890668392,0.08766560340142196,8.919999999999989e-06,1.250055444464815,0.0
6,0.18910367756724608,0.12666576110187663,0.0008837919449433684,0.08608936773515513,1.0899999999999994e-05,1.2500798108071849,0.0
7,0.19328321420686698,0.12666366019423997,0.0010284999734722078,0.08896018505113888,1.2879999999999999e-05,1.2501086432214727,0.0
8,0.18839500205292495,0.12666123796298293,0.0008999999845400453,0.08603734698027807,1.4860000000000003e-05,1.2501418860502023,0.0
9,0.18058401413859285,0.12665849628069936,0.0008660840103402734,0.08491054324895418,1.6840000000000008e-05,1.2501795138643652,0.0
10,0.18660740283736965,0.1266554313421506,0.0007667500176467001,0.08685135224173166,1.8819999999999986e-05,1.250221579195821,0.0
11,0.18684823450182853,0.12665204721633133,0.000787292025052011,0.08498056651108046,2.079999999999999e-05,1.250268026542134,0.0
12,0.19220781178879381,0.12664833492589353,0.0008301250054500997,0.08871014983564125,2.2779999999999995e-05,1.2503189795004337,0.0
13,0.1920446647687104,0.12664429824446624,0.0009619580232538283,0.08734797825444213,2.476e-05,1.2503743866983013,0.0
14,0.1924767899993445,0.12663994126179262,0.0008474999922327697,0.0859721172238404,2.6740000000000005e-05,1.2504341924541034,0.0
15,0.18424920582232174,0.12663527393663934,0.0008329169941134751,0.08290079632140866,2.8719999999999996e-05,1.2504982605487631,0.0
16,0.18197611236361966,0.12663029428783587,0.0007711670477874577,0.08329992368773402,3.07e-05,1.250566618684964,0.0
17,0.19579622557976112,0.1266249835600062,0.0008352500153705478,0.08812845190694313,3.2680000000000006e-05,1.2506395248871094,0.0
