iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13
0,1.5377221412329167,0.0009719833532335544,0.2646737080067396,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734
1,1.5377221412329167,0.0009719849095135749,0.4279397089849226,13.464276071081095,9.999999999999159e-07,1.2499977639160298,1.2500022360857936,1.2500022360859624,1.2499977639160174,1.2499977639163398,1.2500022360859386,1.2500022360859162,1.249997763916,1.2500022360859977,1.249997763916004,1.2500022360859908,1.2500022360859844,1.2499977639183446,1.2500022360859664,-1.000007590525156e-06,0.2817545251328944,0.4340417827765358,0.5310628053968801,0.5987795940635147,0.6489243261299923,0.687644854002998,0.7184988534515225,0.7436900465977742,0.764663717609696,0.7824082432204039,0.7976233809525421,0.8108189837929142,0.8223766390185734
2,1.537721406573718,0.0009720151650154281,0.3830758329713717,13.480746811480731,2.097999999999987e-05,1.2499508439771392,1.2500491841312888,1.2500491595100598,1.249950849998239,1.2499509123465982,1.2500491982083612,1.2500491578518567,1.2499508499064775,1.2500491464119838,1.2499508551100607,1.2500491442866575,1.250049149606492,1.249953015825518,1.2500491473937432,-2.20009095488125e-05,0.2817755100543826,0.43402961470535756,0.531041825488829,0.5988005808352056,0.6489453189374798,0.6876239082046424,0.7184778738430657,0.7436690662678129,0.7646427378053289,0.7823872621581733,0.7976024015135069,0.8107979766207069,0.8223766390185734
3,1.5377026621082777,0.0009720748918196871,0.030941625009290874,13.469746431373446,4.095999999999993e-05,1.2498592552209196,1.25014081178887,1.2501407583647564,1.249859266791564,1.2498594516035946,1.250140776799129,1.2501406485753541,1.2498592632469485,1.2501407378340912,1.24985927203117,1.2501407304148064,1.2501407389239443,1.249866543301518,1.2501407372647968,-6.301532952488689e-05,0.2818164751497204,0.4340031824240206,0.5310008689213087,0.5988415779830855,0.6489862824005428,0.6875829439534822,0.7184369133365114,0.7436281057618268,0.7646017781082304,0.7823463011251289,0.7975614404329601,0.8107570038484553,0.8223766390185734
4,1.5376671195048737,0.0009721615071125336,0.030432458966970444,13.489086515127921,6.0939999999999996e-05,1.2497229696070067,1.25027724418504,1.2502770697405217,1.2497229966899355,1.249723186196448,1.250277292743088,1.2502769296118295,1.2497230015862208,1.250277008198175,1.2497230362348324,1.2502769812400656,1.2502770052667247,1.2497349802078943,1.2502769987694633,-0.00012405340443384882,0.2818774344620289,0.433974234050552,0.5309399245103107,0.5989024403428918,0.649047272751974,0.6875221212554339,0.7183759740323993,0.7435671658201812,0.7645408398429956,0.7822853557734659,0.7975005026081122,0.8106959383568759,0.8223766390185734
5,1.537610772542099,0.0009722800859583832,0.030941541015636176,13.464614549913573,8.091999999999984e-05,1.249542028538848,1.250458300572511,1.2504580307484727,1.2495420638200356,1.2495420474475267,1.250458296690113,1.2504577720091736,1.2495420847468595,1.250457992063245,1.2495421360961765,1.2504579223849226,1.2504579510872573,1.2495633429054671,1.2504579436654848,-0.000205110004156234,0.2819583690739286,0.43392154265818506,0.5308589946271014,0.5989831985455812,0.6491281909323872,0.6874411953379992,0.7182950523754071,0.7434862527933556,0.7644599228759962,0.7822044310763699,0.7974195837758362,0.8106148904345559,0.8223766390185734
6,1.5375417181320299,0.0009724228837473324,0.030717332963831723,13.487122697378652,0.0001008999999999999,1.2493163585898623,1.2506843487368955,1.2506837579048928,1.2493164369068255,1.2493159999961612,1.2506844905259313,1.2506833105351873,1.2493165023248765,1.2506836822646097,1.249316634089981,1.2506835113525374,1.2506835626257709,1.249344592749624,1.2506835462567452,-0.00030620546451784047,0.28205932215129254,0.4338789859596637,0.5307580652538135,0.5990836862393523,0.6492291696042753,0.6873404000073402,0.7181941491160647,0.7433853637188491,0.7643590313581197,0.7821035166348667,0.7973186942298695,0.8105135346673052,0.8223766390185734
7,1.5374478407101348,0.000972593388172221,0.03089837502921,13.476003510862055,0.00012087999999999997,1.249045968865988,1.2509553586648332,1.2509542241128095,1.2490461128570052,1.2490447492351644,1.250955728935256,1.2509533622614781,1.2490462727148053,1.2509541212072197,1.2490465444345373,1.2509537489612317,1.2509538240225617,1.249078721494306,1.250953808706108,-0.0004273425760478943,0.2821802934323441,0.4338339461832848,0.5306371249537358,0.5992037811079658,0.6493501595202271,0.6872195727165026,0.7180732613085649,0.7432645088198888,0.764238167593779,0.7819826114995218,0.7971978297753276,0.810391773233238,0.8223766390185734
8,1.5373343626149072,0.0009727882793552097,0.030770207988098264,13.010461744246617,0.00014085999999999992,1.248731585825448,1.2512745520379902,1.2512671010589118,1.2487293232864933,1.2487256650403873,1.2512744600010253,1.2512715397131375,1.2487310525279387,1.25126975546285,1.2487376866137905,1.2512678273729103,1.2512646390000879,1.2488877360630661,1.25126859740427,-0.0005683698637600303,0.2823220369607166,0.4337604212639584,0.5304952818074122,0.599331804657616,0.6494913155261179,0.6870809912845033,0.7179322702643522,0.7431236269588943,0.7640974172011884,0.7818407119522337,0.7970570302711205,0.8102583451822412,0.8223766390185734
9,1.5372118143099125,0.0009730248946099023,0.030675375019200146,13.421321120612815,0.00016083999999999998,1.2483758976339225,1.2515953570449514,1.251615047253017,1.248365663593691,1.2483583710324353,1.2516417545360135,1.2516366957090874,1.24837036510517,1.2516257355316507,1.2483833332508065,1.25162507537718,1.2516193900064023,1.2486281218534743,1.2516269190075069,-0.0007280290437174387,0.2824819943312737,0.4336612866265765,0.5303323485126863,0.5994645891901665,0.6496534622791619,0.6869406872664908,0.7177710966742605,0.7429617007764744,0.7639369246767976,0.7816790864972714,0.7968973569893808,0.8101019090053694,0.8223766390185734
10,1.5371067902955604,0.0009733056851598692,0.03053745802026242,13.413084899701387,0.00018081999999999983,1.2479788904842042,1.251913329054168,1.2519977913681484,1.2479551816183485,1.2479411686618282,1.2520575517782477,1.252052151317071,1.2479642574983711,1.2520222358661488,1.2479835104087373,1.2520255067379404,1.2520180832184884,1.2483050594162493,1.2520287648206687,-0.0009063310894687077,0.2826601654543141,0.4335288401254822,0.5301483323107158,0.5996002836975081,0.6498364952862148,0.6867987757321997,0.7175897367038419,0.7427787719040211,0.7637566918083892,0.7814977370484266,0.7967187922186518,0.8099223267313251,0.8223766390185734
11,1.5370250807699777,0.0009736315019963093,0.030516833008732647,13.374049767414267,0.0002007999999999999,1.2475406428652247,1.2522242017370686,1.2524150028698233,1.2474980140885885,1.2474732245246687,1.2525207672440875,1.2525187146900056,1.24751280397085,1.252459565668333,1.2475382320633548,1.2524692247059257,1.2524607712710822,1.2479225849018065,1.2524741797313226,-0.0011032768364328325,0.2828565699129489,0.4333653448903183,0.5299432755529982,0.5997377761465488,0.6500400543857265,0.6866529603056962,0.7173881764416361,0.7425749011852482,0.7635567157043897,0.7812966717601141,0.7965213059822502,0.8097197727444809,0.8223766390185734
12,1.536966473504131,0.0009740031330852759,0.03071291698142886,13.393988754277883,0.00022077999999999996,1.2470608258849163,1.2525243394626804,1.2528670003761946,1.246994132811314,1.246954048159716,1.2530323466064341,1.2530364720992189,1.247016047045468,1.2529379003347627,1.2470475849764922,1.2529560870507725,1.252947460783254,1.2474814561601393,1.2529630885812244,-0.001318981740199015,0.2830712199534085,0.43317232895225843,0.5297171591923123,0.5998736792015887,0.6502643122554307,0.6865042752500012,0.717166424144831,0.7423501415496622,0.7633370016366623,0.781075866321916,0.7963048981376922,0.809493950261181,0.8223766390185734
13,1.5369333909164404,0.0009744223718775553,0.030997084046248347,13.384627089560992,0.0002407599999999999,1.2465392979631251,1.252809523515725,1.253353690673977,1.246443603173974,1.2463831788617243,1.2535920037164943,1.253605019746469,1.2464740574186794,1.2534575932966205,1.2465116295827194,1.253486079566344,1.2534781181359105,1.2469834745618795,1.2534954507864433,-0.0015535079001393582,0.28330411207217093,0.43295075377952,0.5294699898128162,0.600004919398641,0.6505091100141516,0.6863512533471722,0.7169244730928186,0.7421045755270469,0.7630975558708983,0.7808353129405476,0.7960695448270372,0.8092447971507252,0.8223766390185734
14,1.5369273792114364,0.0009748912979217725,0.03061370796058327,13.373433722646789,0.00026074,1.2459759212489767,1.2530769067699246,1.2538749958072886,1.2458465065134114,1.2457601858145952,1.254199383040736,1.2542236585434667,1.245886905644115,1.254019017417819,1.24593044497376,1.2540591296171215,1.2540526924829556,1.2464303544047513,1.2540712121681548,-0.0018069194159923059,0.283555305902329,0.4327013312578877,0.529201777425408,0.6001281304078918,0.6507742646155289,0.6861918662226029,0.7166623125927444,0.7418382887659656,0.7628383865045006,0.7805749955602621,0.7958152198402961,0.8089722248226773,0.8223766390185734
15,1.5369490787151183,0.0009754127889188524,0.031194332987070084,13.324885524735288,0.00028071999999999993,1.245370954133185,1.25332433137994,1.2544307838377449,1.2452030189025451,1.245084513018444,1.2548521629053477,1.2548910191843907,1.2452547062568236,1.2546226789651216,1.2453040506870825,1.254675247763859,1.254671199255205,1.2458260147226532,1.2546903960263034,-0.002079139067657605,0.2838249180969307,0.43242468109430054,0.5289125822811442,0.6002410181859906,0.6510590965937604,0.6860208323735619,0.7163799145137686,0.741551384071849,0.7625594919427485,0.780294894444224,0.7955418390955205,0.8086765231488187,0.8223766390185734
16,1.536996481997406,0.0009759891628916537,0.0306748750153929,13.343675634929658,0.0003007,1.2447239602236642,1.2535499629264533,1.2550219198351096,1.2445130514804008,1.24435553079172,1.255552316744109,1.2556065941124244,1.2445775060121598,1.2552688460179593,1.2446325868097323,1.2553340866577798,1.2553334612114313,1.2451689989723957,1.255352829192877,-0.002370292556596199,0.28411299154608194,0.4321216090061974,0.5286023498586974,0.6003372944096729,0.6513639431100972,0.6858383700525716,0.7160772857498768,0.7412439443218608,0.7622608884075884,0.7799949443917124,0.7952493998174576,0.8083568263734008,0.8223766390185734
