iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.019003177832438507,0.0007652677697838161,0.6242211659555323,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.017336924130623575,0.0007652622572149517,0.2709133329917677,0.013330755252549798,9.999999999999972e-07,1.2500022360668936,1.250002236065694,1.2500022360636058,1.2500022360600334,1.2500022360539904,1.2500022360441512,1.2500022360293392,1.2500022360095893,1.2500022359863925,1.2500022359602443,1.2500022359271332,1.2500022358751166,1.2500022357724692,1.250002235499283,1.25000223387531,9.999986292304503e-07,0.28175452512271865,0.4340437827771317,0.5310648054002535,0.5987795940500034,0.6489243261133186,0.6876468539964005,0.7185008534368184,0.7436920465710904,0.7646657175676833,0.7824102431604343,0.797625380868669,0.8108209836632949,0.8223776387378394,0.8325843815233089
2,0.01752724333142294,0.0007652458212377153,0.2713017499772832,0.01339223504794026,2.980000000000002e-06,1.250008900748362,1.2500088987399305,1.250008898295468,1.2500088998852408,1.2500089025625776,1.2500089053371377,1.2500089072525704,1.2500089079507282,1.2500089078033723,1.2500089067019957,1.2500089041193048,1.250008900349199,1.2500088963970113,1.250008892892244,1.2500088858563532,3.980487006883657e-06,0.28175750483567924,0.4340467626026652,0.531067786046186,0.5987825759723279,0.6489273093809991,0.6876498379948904,0.7185038367315298,0.7436950279075689,0.7646686977686455,0.7824132244859858,0.7976283639824757,0.8108239673207954,0.8223806214343095,0.8325843815233089
3,0.018028715227676913,0.0007652184400922248,0.004927125002723187,0.01345315294173707,4.960000000000007e-06,1.2500199916396075,1.2500199873368345,1.25001999119968,1.250020001846657,1.2500200155861523,1.2500200284976883,1.2500200363987741,1.2500200380901665,1.2500200368734646,1.2500200348425543,1.2500200304610598,1.2500200228929512,1.250020013723339,1.2500200047545025,1.2500199884550323,8.940726915921014e-06,0.2817624648415658,0.4340517252111528,0.5310727528944692,0.5987875478819011,0.6489322857608506,0.6876548155267463,0.7185088087676071,0.7436999880743476,0.764673647272554,0.7824181725643671,0.7976333187312524,0.8108289302834327,0.8223855898145127,0.8325843815233089
4,0.016611368177520038,0.0007651809120420807,0.004969959030859172,0.012959071486683387,6.939999999999998e-06,1.2500355023926413,1.2500354894205954,1.250035478967538,1.2500354681061059,1.2500354466773287,1.250035405082156,1.2500353435787117,1.2500352860231014,1.2500352672870536,1.2500352933374508,1.2500353386726484,1.2500353796518209,1.250035408823582,1.2500354271621008,1.2500354178286197,1.5876604105992533e-05,0.2817693959008873,0.4340586493280965,0.5310796656610973,0.598794440427099,0.6489391413736416,0.6876616063093897,0.7185155001558622,0.7437065649562058,0.7646801492811877,0.7824246812222175,0.7976398971993991,0.8108355947774769,0.8223923266662609,0.8325843815233089
5,0.01823771808747814,0.0007651322504796718,0.004923874977976084,0.01393479219422233,8.919999999999989e-06,1.250055470297001,1.2500554524039473,1.2500554397780363,1.250055423601413,1.2500553855142231,1.2500553073187122,1.250055190207424,1.2500550793604843,1.2500550381424225,1.2500550768661698,1.2500551505988187,1.250055218059241,1.2500552659325261,1.2500552952827764,1.2500552789906396,2.4807043549747502e-05,0.28177832383913504,0.4340675759456326,0.5310885880492324,0.5988033511644114,0.648948024954863,0.6876704358598368,0.718524242039144,0.7437152031659008,0.7646887170498073,0.7824332496899133,0.7976485222204418,0.8108442909782317,0.822401082197076,0.8325843815233089
6,0.017588493287629837,0.0007650723745164973,0.004895999969448894,0.013134653449049419,1.0899999999999994e-05,1.250079823144081,1.2500798008840064,1.2500798048134392,1.2500798209568895,1.2500798198434921,1.2500797633365317,1.2500796364174835,1.2500794960614916,1.2500794389627978,1.2500794874491867,1.2500795784221397,1.2500796521354784,1.2500796915294596,1.2500797022255195,1.2500796541495507,3.569714781653384e-05,0.28178921390335415,0.4340784738000682,0.531099498603186,0.5988142743933057,0.6489589496247815,0.6876813322505858,0.7185350655319441,0.7437259252887336,0.7646993652244568,0.7824438960536314,0.7976592259884129,0.8108550677263281,0.8224119171341527,0.8325843815233089
7,0.019000077540741893,0.0007650010778737566,0.004840750014409423,0.014135809651100116,1.2879999999999999e-05,1.2501086548825098,1.2501086300394866,1.250108676324345,1.2501087632785568,1.2501088426366866,1.2501088492016825,1.2501087453721949,1.2501085963569796,1.250108532436558,1.2501085916408594,1.2501086972680313,1.2501087734314593,1.250108799359297,1.2501087847163153,1.2501086971587205,4.8592562724638586e-05,0.28180211289616586,0.43409139364583643,0.5311124484587245,0.598827256731368,0.6489719535627106,0.6876943257012419,0.7185479994945733,0.7437387662654164,0.7647121342810914,0.7824566583441697,0.7976720379563842,0.8108679474951312,0.8224248535564115,0.8325843815233089
8,0.01822786630883044,0.0007649191829591924,0.004815749998670071,0.013903555120846988,1.4860000000000003e-05,1.2501419353960466,1.250141940758589,1.2501420551040152,1.2501422278833014,1.2501423883373426,1.2501424361145808,1.250142302282912,1.2501420591603625,1.2501418894613774,1.2501418803616475,1.2501419641277893,1.2501420485327468,1.2501420953490407,1.2501421020613743,1.250142010662097,6.348213441259901e-05,0.2818170205274057,0.4341063330865067,0.531127425536495,0.5988422694672617,0.6489869839965307,0.6877093301699211,0.718562910354481,0.7437535258348434,0.7647267481137856,0.782471201707183,0.7976865986704317,0.8108825764017177,0.8224395607227897,0.8325843815233089
9,0.01881621889120125,0.0007648256219886492,0.004910500021651387,0.013888522158803214,1.6840000000000008e-05,1.2501796565779553,1.250179704320364,1.2501799079299347,1.2501802123073604,1.2501805239696169,1.250180697894422,1.250180616521127,1.2501803427623097,1.2501801044064955,1.25018003900281,1.2501800925494069,1.2501801619771784,1.250180197411008,1.2501801905173826,1.2501800692084024,8.035830001251946e-05,0.28183392210540154,0.434123277489789,0.5311444278976892,0.5988593380697187,0.649004109766675,0.687726473614155,0.7185800011189218,0.7437704981348393,0.7647435964826973,0.7824879886772703,0.7977034006960075,0.8108994369904673,0.8224564860072501,0.8325843815233089
