iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,beta0,beta1,beta2,beta3,beta4,beta5,beta6
0,0.05686493197967122,0.00877367767849444,0.11153262498555705,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603
1,0.056770800118177714,0.008773621174203883,0.12806266703410074,0.04378057625350817,9.999999999992654e-07,1.2500022366057881,1.2500022366054286,1.2500022366047574,1.2500022366034442,1.250002236600553,1.2500022365924643,1.2500022365457535,1.0002399374736417e-06,0.28175452536488077,0.43404378301964713,0.5310648056433567,0.5987795942938172,0.6489243263564739,0.6876458540105603
2,0.05478422294057486,0.008762310191370899,0.07533591601531953,0.042524256218913266,0.0002009799999999999,1.2504516417303515,1.2504510443179735,1.2504505036166245,1.250450078342085,1.2504497813578337,1.2504496329022903,1.2504496384562187,0.00020192359882954616,0.28195516728176034,0.4342442151932434,0.5312650680348955,0.598979733000139,0.6491243920398528,0.6876458540105603
3,0.057059148748003365,0.00873975823418724,0.0028199160005897284,0.04286394325873787,0.0004009599999999988,1.2513484636933299,1.2513466607846837,1.251345396939541,1.2513446381055495,1.2513443357506064,1.2513444629112376,1.2513449180356986,0.0006027619152678089,0.28235547250323084,0.4346442337577989,0.5316649204968854,0.5993795261816022,0.6495242190348588,0.6876458540105603
4,0.05141585077382839,0.008706222412620252,0.002701417019125074,0.03947493733814384,0.0006009399999999995,1.2526886867472697,1.2526839995146835,1.252680851757554,1.252678911760789,1.2526779911014871,1.2526779889775677,1.25267864100013,0.0012013332679952338,0.28295280063019695,0.435240770835063,0.5322609249786917,0.5999752195550387,0.650119799639052,0.6876458540105603
5,0.05820565908049792,0.00866151038934234,0.002802708011586219,0.043656441921951755,0.0008009199999999984,1.2544797174408115,1.2544725438341917,1.2544679121262823,1.2544654251128662,1.2544646782456135,1.2544654432731495,1.2544671495079998,0.0020009548679473252,0.28375139692879703,0.4360387429853503,0.5330585791982587,0.6007727996822734,0.650917511110558,0.6876458540105603
6,0.05480691707935122,0.008605907484539103,0.0031100830528885126,0.04225446145493887,0.001000899999999999,1.256720174595155,1.2567099452513772,1.256703305159774,1.25669937896839,1.256697619813979,1.2566978131972644,1.256699310252509,0.0030004919559066807,0.28474976260585755,0.4370362696167019,0.5340555054026134,0.6017693108861891,0.6519137926015162,0.6876458540105603
7,0.054706144773189816,0.008539584166429645,0.002777167013846338,0.04201475129648617,0.0012008799999999997,1.259410206231277,1.2593971606129821,1.2593877305801477,1.259381696956749,1.259378535665961,1.2593779848594533,1.2593791155666514,0.00419949671783228,0.28594785226775044,0.4382331866935478,0.5352515755863013,0.6029648136057469,0.6531089939638687,0.6876458540105603
8,0.054676726543243265,0.008462749457544431,0.002790207974612713,0.041559274034671294,0.0014008600000000003,1.2625493048422083,1.262533305554831,1.2625213898730003,1.262513776992308,1.2625098938459653,1.2625092165395178,1.262510180611434,0.005597217799888168,0.2873448877732265,0.439629084822534,0.5366467856277538,0.6043596732839704,0.6545037725337147,0.6876458540105603
9,0.05521377512277673,0.008375705936544376,0.0027024580049328506,0.04210029772671378,0.0016008399999999992,1.266142987334817,1.2661214288818516,1.2661050576580426,1.266093649808739,1.2660867794346369,1.2660840729250156,1.2660837748593052,0.007195566160386545,0.2889417647502595,0.4412240923742453,0.5382403820167695,0.6059522069654899,0.6560956131359108,0.6876458540105603
