iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3
0,9.19748935376964,0.042809749851116796,0.20990904100472108,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,9.19748935376964,0.04280979798220496,0.3426665419829078,64.7521497736481,9.999999999999972e-07,1.2499977639322681,1.2500022360696403,1.2499977639322866,1.2499977639322755
2,9.197494898292462,0.04280994141235789,0.311355417012237,64.75183882426798,2.980000000000002e-06,1.2499911004659294,1.2500088995671224,1.249991100465502,1.2499911004648436
3,9.197511420926052,0.042810180140684634,0.0030044590239413083,64.75091684632758,4.960000000000007e-06,1.2499800096205735,1.250019990556767,1.2499800096141336,1.249980009609603
4,9.197538921596466,0.04281051416438393,0.0027583750197663903,64.74938165235645,6.939999999999998e-06,1.2499644914888801,1.2500355091003248,1.2499644914568935,1.2499644914388701
5,9.197577400016904,0.0428109434808442,0.0026164580485783517,64.74723361394393,8.919999999999989e-06,1.2499445461393657,1.250055455363939,1.2499445460346121,1.2499445459821519
6,9.197626855920937,0.04281146808652094,0.0024282080121338367,64.74447653490138,1.0899999999999994e-05,1.2499201736655308,1.250079829582157,1.249920173397937,1.2499201732691498
7,9.197687288922456,0.04281208797629726,0.0026911250315606594,64.74110384410939,1.2879999999999999e-05,1.2498913742188018,1.2501086320330486,1.2498913736308952,1.2498913733569494
8,9.197758698435203,0.04281280314445556,0.002906916954088956,64.73711726940985,1.4860000000000003e-05,1.249858147960026,1.2501418630976378,1.2498581468039949,1.2498581462753289
9,9.19784108377461,0.04281361358430027,0.002738833019975573,64.73251752576148,1.6840000000000008e-05,1.2498204950761085,1.2501795232568937,1.2498204929838628,1.2498204920379439
10,9.19793444410468,0.042814519288164744,0.002788207959383726,64.7273021049072,1.8819999999999986e-05,1.2497784157803817,1.2502216131002688,1.2497784122288853,1.2497784106366019
