K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.01,0.1,45.99122590569871,0.137171803,45.99122590569871
1.0,1.0,0.021544346900318832,0.1,46.07624039213684,0.128513451,46.07624039213684
1.0,2.0,0.046415888336127774,0.1,46.25939895374921,0.127160095,46.25939895374921
1.0,3.0,0.1,0.1,46.65400182207016,0.125647974,46.65400182207016
1.0,4.0,0.21544346900318834,0.1,47.50414811096437,0.137934045,47.50414811096437
1.0,5.0,0.46415888336127775,0.1,48.98196118438966,0.121230066,48.98196118438966
1.0,6.0,1.0,0.1,51.24436298046166,0.13945601,51.24436298046166
2.0,0.0,0.01,0.1,25.40964618753945,0.191491595,25.40964618753945
2.0,1.0,0.021544346900318832,0.1,25.466528009772375,0.203896915,25.466528009772375
2.0,2.0,0.046415888336127774,0.1,25.58907617309417,0.200455272,25.58907617309417
2.0,3.0,0.1,0.1,25.853098245740615,0.204074912,25.853098245740615
2.0,4.0,0.21544346900318834,0.1,26.42191648176854,0.193113292,26.42191648176854
2.0,5.0,0.46415888336127775,0.1,27.647398310658648,0.241890667,27.647398310658648
2.0,6.0,1.0,0.1,29.6317498457938,0.233455485,29.6317498457938
3.0,0.0,0.01,0.1,15.225072597063162,0.29336247,15.225072597063162
3.0,1.0,0.021544346900318832,0.1,15.265517233507847,0.292010742,15.265517233507847
3.0,2.0,0.046415888336127774,0.1,15.352652634120034,0.288545346,15.352652634120034
3.0,3.0,0.1,0.1,15.54038006556784,0.306982998,15.54038006556784
3.0,4.0,0.21544346900318834,0.1,15.944826633857295,0.312752772,15.944826633857295
3.0,5.0,0.46415888336127775,0.1,16.816180347712876,0.332423565,16.816180347712876
3.0,6.0,1.0,0.1,18.35531249331688,0.325726935,18.35531249331688
4.0,0.0,0.01,0.1,9.387174853452741,0.438378501,9.387174853452741
4.0,1.0,0.021544346900318832,0.1,9.417232481625929,0.463787052,9.417232481625929
4.0,2.0,0.046415888336127774,0.1,9.481989668982791,0.456439249,9.481989668982791
4.0,3.0,0.1,0.1,9.621504791718719,0.47621774,9.621504791718719
4.0,4.0,0.21544346900318834,0.1,9.922081051992455,0.482263058,9.922081051992455
4.0,5.0,0.46415888336127775,0.1,10.56965293346778,0.474519735,10.56965293346778
4.0,6.0,1.0,0.1,11.915479075083041,0.523748949,11.915479075083041
5.0,0.0,0.01,0.1,5.905992339327558,0.620563908,5.905992339327558
5.0,1.0,0.021544346900318832,0.1,5.929162695050513,0.646843832,5.929162695050513
5.0,2.0,0.046415888336127774,0.1,5.979081744697509,0.640537381,5.979081744697509
5.0,3.0,0.1,0.1,6.086629013888202,0.711175462,6.086629013888202
5.0,4.0,0.21544346900318834,0.1,6.318332647369726,0.677135429,6.318332647369726
5.0,5.0,0.46415888336127775,0.1,6.817522962323803,0.703427318,6.817522962323803
5.0,6.0,1.0,0.1,7.892995923682669,0.73554984,7.892995923682669
6.0,0.0,0.01,0.1,3.931298186477322,1.119097322,3.931298186477322
6.0,1.0,0.021544346900318832,0.1,3.9497162034990856,1.13769518,3.9497162034990856
6.0,2.0,0.046415888336127774,0.1,3.9893965990556453,1.136428672,3.9893965990556453
6.0,3.0,0.1,0.1,4.074885413423685,1.247298975,4.074885413423685
6.0,4.0,0.21544346900318834,0.1,4.259065494430473,1.176587184,4.259065494430473
6.0,5.0,0.46415888336127775,0.1,4.655869451018084,1.195785552,4.655869451018084
6.0,6.0,1.0,0.1,5.510757654860618,1.243722924,5.510757654860618
7.0,0.0,0.01,0.1,2.425247501000982,1.624982828,2.425247501000982
7.0,1.0,0.021544346900318832,0.1,2.440264769068784,1.5717984999999999,2.440264769068784
7.0,2.0,0.046415888336127774,0.1,2.472618452549757,1.6893173369999999,2.472618452549757
7.0,3.0,0.1,0.1,2.5423223920337117,1.697344793,2.5423223920337117
7.0,4.0,0.21544346900318834,0.1,2.6924949404978724,1.741359513,2.6924949404978724
7.0,5.0,0.46415888336127775,0.1,3.016031918686566,1.678926275,3.016031918686566
