iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11
0,0.026835867422077872,0.0016235802486169017,0.12027504201978445,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434
1,0.024150025608471758,0.0016235678119291355,0.15595850005047396,0.018878163833244352,9.999999999992654e-07,1.250002236604677,1.2500022366037817,1.2500022366021553,1.2500022365992913,1.2500022365942907,1.2500022365858856,1.2500022365726782,1.2500022365531758,1.2500022365238406,1.2500022364718395,1.2500022363430057,1.250002235601845,1.0002392601139353e-06,0.2817545253636685,0.4340437830181592,0.5310648056414453,0.5987795942914754,0.6489243263552644,0.6876468542391669,0.718500853680823,0.743692046815605,0.7646657178055069,0.7824102433506611,0.7976243809601434
2,0.026245620373746316,0.001621075064324059,0.08382116601569578,0.020476671610195764,0.0002009799999999999,1.2504521421792505,1.2504522449121822,1.2504522908062679,1.2504521652336709,1.2504518178950923,1.2504513755661755,1.250451204359006,1.2504515519399444,1.2504520958083887,1.250452253524784,1.2504518294357112,1.2504510719405153,0.00020220829187221948,0.28195577251145887,0.4342450229011674,0.5312659418708222,0.5989804833909163,0.6491248153762493,0.6878468928241656,0.7187006267163935,0.7438919467292792,0.7648660744329334,0.7826110824618786,0.7976243809601434
3,0.026798795606890947,0.0016161105676900656,0.004248042008839548,0.020030318930854645,0.0004009599999999988,1.251349675523674,1.2513502195235466,1.2513507785638152,1.2513510735988949,1.2513509296376317,1.2513503758687128,1.2513499468204314,1.2513501647280056,1.2513506438479263,1.251350464547882,1.2513492536302109,1.2513472414554152,0.000603507459561976,0.28235729391521686,0.43464673498780565,0.5316677690912526,0.599382263430973,0.6495262924853409,0.6882478193376512,0.7191009502998744,0.7442918982474381,0.7652660043496877,0.7830112112459241,0.7976243809601434
4,0.026089259244093915,0.0016087000681658265,0.00403075001668185,0.01987328067203951,0.0006009399999999995,1.2526952830915483,1.2526953572088837,1.2526972684021467,1.252699264556586,1.2527005840916572,1.2527009116544665,1.2527008150196133,1.2527010548870958,1.2527011683630118,1.2526998634726687,1.252696613275681,1.252691919421758,0.0012048705176565529,0.28295860828417063,0.4352486321362338,0.5322703115975894,0.5999853035565216,0.6501295021485713,0.688850818258225,0.7197035370337286,0.7448941750758649,0.7658682121421612,0.7836134540146492,0.7976243809601434
5,0.025600672136972848,0.0015989541641196867,0.003961209033150226,0.01963322698878344,0.0008009199999999984,1.2544900029515758,1.25448789689783,1.2544899522628634,1.2544925371000626,1.2544939778329665,1.2544936262602993,1.254492481746054,1.25449211908471,1.2544922847538085,1.2544911067688223,1.2544874489249866,1.2544813582901215,0.002006374809308445,0.2837593179822959,0.43604941989906915,0.5330712077872327,0.6007860157312244,0.6509295163883609,0.6896496378739018,0.720501059178103,0.7456908894646396,0.7666649147227198,0.7844107229495073,0.7976243809601434
6,0.024948027805160672,0.0015869218893920483,0.005295291019137949,0.019089258936671384,0.001000899999999999,1.2567301130028306,1.2567268752141891,1.256728652072589,1.2567310315286768,1.2567321744082876,1.2567314911274965,1.256730434088835,1.2567310555398212,1.2567327988419699,1.256732817754578,1.256729227508708,1.2567215881290066,0.003006047683111809,0.2847586557514314,0.4370485918982689,0.5340701795503029,0.601784581962166,0.6519273571219165,0.6906465092920024,0.7214971055938926,0.7466867537162767,0.7676613835844386,0.785408211586018,0.7976243809601434
7,0.027187993625472202,0.0015726074338362895,0.0038790000253356993,0.02067322840973691,0.0012008799999999997,1.259426582327707,1.2594213666980836,1.2594243559330045,1.25942884788132,1.2594322744600386,1.2594335639761787,1.2594340826229047,1.259436014039711,1.2594384989895113,1.2594380361641269,1.2594324957521288,1.2594217012802187,0.004208420208444158,0.28596062576360815,0.43825110830898617,0.5352735101647742,0.6029886741682122,0.6531319003506433,0.6918510970525868,0.722701552673353,0.7478912692606792,0.7688663206485251,0.786613651228627,0.7976243809601434
8,0.025927061555188764,0.0015561999112196161,0.004578916996251792,0.01993482608085627,0.0014008600000000003,1.2625760227834584,1.2625695613566454,1.2625733438558169,1.2625786824846212,1.2625826353829313,1.262584445385037,1.2625864614823994,1.2625916322439152,1.2625983832728704,1.2626014316808702,1.2625973661356908,1.2625852592419131,0.005611250665663972,0.28736352776558427,0.43965417544376917,0.5366767076360441,0.6043916705379244,0.6545342762361398,0.6932526588221524,0.7241027255732065,0.7492931121466475,0.7702698969826308,0.7880193054031667,0.7976243809601434
9,0.024438255046103908,0.0015380373921119414,0.003969040990341455,0.018953714465133525,0.0016008399999999992,1.2661744564465736,1.2661643683899766,1.2661630059262852,1.2661601080494542,1.2661530033896045,1.2661436810909967,1.2661398097760976,1.2661488469481685,1.266168306916289,1.266187282403487,1.2661968756938595,1.2661913917706855,0.007211807806873459,0.28896313326726103,0.4412510743149273,0.5382695875108836,0.6059787457890363,0.656113962006499,0.6948246890781269,0.7256693827356583,0.750859156351055,0.7718404335920651,0.7895972704503199,0.7976243809601434
10,0.026967761300896783,0.0015179381088623164,0.004077666962984949,0.020406413224895083,0.0018008199999999981,1.2702329894880877,1.2702223312835232,1.2702178114988252,1.2702086705680367,1.2701928770250734,1.270174949814188,1.2701672616300894,1.2701812815598157,1.270213659086217,1.2702483614933164,1.270271538179068,1.2702729453034542,0.009015034001976618,0.2907673647206704,0.4430534431008982,0.5400689192867205,0.607773421992111,0.6579025363944777,0.6966068775777521,0.7274472164033634,0.752636955777385,0.7736228419705947,0.7913869029373095,0.7976243809601434
11,0.025912626829741756,0.0014961911616336073,0.004085624997969717,0.01979487165449996,0.0020007999999999988,1.274749012434307,1.2747371919196782,1.2747294328365857,1.274713287519462,1.2746871042847117,1.2746577191235116,1.2746424697342584,1.2746577436310773,1.2747004144486427,1.2747498538710345,1.274787010706337,1.2747958615675934,0.011018577082925068,0.292772626574472,0.4450567603081116,0.5420690275732705,0.6097683500111953,0.6598903275888931,0.6985866709417655,0.7294206261848322,0.7546083332350889,0.7755973945643647,0.7933681032669705,0.7976243809601434
12,0.025602431274065324,0.001472909257642937,0.0039664170471951365,0.019146544973167458,0.0022007799999999994,1.2797156360489643,1.2797014960389053,1.2796910708400258,1.279669062936627,1.2796350662971079,1.2795992106608418,1.27958397146865,1.279609481490851,1.2796708913364916,1.279741573930766,1.279796945372906,1.279815075919441,0.013217921483303249,0.29497443051514166,0.4472562803366517,0.5442653109124189,0.611959754017797,0.6620755315338124,0.700765763530398,0.7315962525233828,0.7567855101044683,0.7777812753877581,0.7955614419687442,0.7976243809601434
13,0.02429072848626615,0.0014485456450501972,0.003903582983184606,0.018884256940205728,0.002400759999999999,1.2851381759525315,1.2851124084132513,1.2850918867221175,1.285055173729485,1.2850032497061867,1.2849509544133921,1.284927979839256,1.2849596890508246,1.2850392773131067,1.2851324967978024,1.2852073577638596,1.285233296847678,0.015614342485451469,0.29737065949390107,0.4496467681323992,0.5466486075816335,0.6143332778697197,0.6644371022924099,0.7031151315956784,0.7339367232790184,0.7591238931845727,0.7801251023645546,0.7979155563050284,0.7976243809601434
14,0.025613336777483064,0.0014229855151967983,0.004054374992847443,0.01934010340743949,0.00260074,1.2910203917341505,1.2909805200929028,1.2909511973882557,1.2909027805679072,1.29083800650911,1.290776318413331,1.2907533590273854,1.2907975161142065,1.2908982022232494,1.2910131753257805,1.2911038439710907,1.291132193059458,0.018208867470054523,0.299966204896289,0.45223685133534225,0.5492327122680011,0.6169095346471285,0.6670040518978986,0.7056730612282874,0.7364889541205488,0.7616765136822318,0.7826843684015535,0.8004849822229849,0.7976243809601434
15,0.02363179741071962,0.001396967176720803,0.0039738749619573355,0.01845839411223689,0.0028007199999999996,1.29736408160886,1.2972911508464393,1.297234371791897,1.2971514550277294,1.2970480309851733,1.2969529775206006,1.2969154965737706,1.2969727519700647,1.297109135144355,1.29726722084824,1.2973940057720041,1.2974352266469529,0.020999920570559893,0.30275170066345747,0.45500802154006226,0.5519871484134677,0.6196427423182568,0.6697124607131743,0.7083569624552897,0.7391554334894727,0.7643391093146551,0.785357663718438,0.803178212340091,0.7976243809601434
