iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,beta0,beta1,beta2,beta3,beta4
0,0.05619471744003377,0.020885207066979918,0.8142046849243343,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387
1,0.05730746540023215,0.020885106632646182,1.6779273892752826,0.069677591247327,9.999999999999159e-07,1.2426516371462641,1.2426516371456544,1.242651637145438,1.2426516371438643,1.2426516371416523,1.000007332511019e-06,0.2817545251321826,0.4340437827870662,0.5310648054102319,0.5987785940560387
2,0.05592509107739214,0.02088300072563178,1.278019490186125,0.0693334810842332,2.097999999999987e-05,1.2426984061264308,1.2426984068371065,1.242698376340322,1.2426983632175825,1.2426983900801176,2.1982437550873846e-05,0.281775499899965,0.4340647477073977,0.5310857659263694,0.5987785940560387
3,0.057408249532514895,0.020878912583412547,0.6842897702008486,0.0682422052592133,4.095999999999993e-05,1.2427897550067006,1.2427869884552603,1.2427896775052167,1.2427896542874208,1.2427896043771882,6.298155040963467e-05,0.2818157973200936,0.43410570038373414,0.5311267150851468,0.5987785940560387
4,0.058661865597081295,0.020872813930442196,0.6949449060484767,0.06911332628164144,6.0939999999999996e-05,1.2429255672093538,1.2429204035971722,1.2429256659291275,1.2429256650738054,1.2429251498755134,0.0001239330911597553,0.28187618720535984,0.43416668844351824,0.531187711706777,0.5987785940560387
5,0.057092881104509816,0.020864785957151043,0.5975005058571696,0.06715099261663172,8.091999999999984e-05,1.2431059960205013,1.2430896244729692,1.243106163988446,1.2431062275988607,1.2431063263951574,0.0002049390549322711,0.28195444967927435,0.43424763179088227,0.5312686767579734,0.5987785940560387
6,0.05652282062089497,0.0208547544133374,0.6888267090544105,0.06892702665576832,0.0001008999999999999,1.2433309977644058,1.243303789380564,1.2433313163764674,1.2433314012480277,1.243330557975926,0.00030594502515840613,0.2820528468277406,0.4343485976386517,0.5313696526666369,0.5987785940560387
7,0.05743367351592335,0.020842784218333323,0.6261387160047889,0.06851202034002789,0.00012087999999999997,1.243600867985801,1.243554143328158,1.243601201066393,1.2436013142593716,1.2436011667843123,0.00042712422735256275,0.2821692764811013,0.43446962450550797,0.531490691814675,0.5987785940560387
8,0.056501004417600656,0.02082885557939995,0.6514431228861213,0.06720650340165413,0.00014085999999999992,1.243915189504996,1.2438444806578266,1.2439155557017605,1.2439157685472801,1.243917809953079,0.0005682524785242301,0.28230456076468086,0.4346105740106508,0.5316316757581101,0.5987785940560387
9,0.0511624885335039,0.020813039776246954,0.5666952570900321,0.06475166899699719,0.00016083999999999998,1.2442734358864993,1.2441732606683091,1.2442731050854958,1.244272895795875,1.2442764920808584,0.0007290805275560974,0.2824580966749651,0.4347708924124418,0.5317918678472078,0.5987785940560387
10,0.05419368211690184,0.020795352852813424,0.5550718582235277,0.06591578812541957,0.00018081999999999983,1.244676158279364,1.2445343322451192,1.2446746924329772,1.2446738855016062,1.2446814010129466,0.0009098898997978149,0.2826285876178828,0.4349509409258573,0.531971731733054,0.5987785940560387
11,0.055883176294682556,0.020775669297505496,0.6580915008671582,0.06708191429978368,0.0002007999999999999,1.2451232956585314,1.244940966972921,1.2451209397380503,1.2451195497136969,1.2451309719461239,0.0011105591327596185,0.2828193754645818,0.43515096830685923,0.532171584807224,0.5987785940560387
12,0.05659001416696324,0.02075402697835293,0.5855312761850655,0.06822426688687416,0.00022077999999999996,1.2456156800583575,1.2453865721233264,1.245612080729468,1.2456100438447129,1.2456292174857833,0.001331528372494148,0.28302892258164425,0.4353711207111605,0.532391546388265,0.5987785940560387
13,0.05789827585586296,0.020730410544599735,0.6391682508401573,0.06786890626001942,0.0002407599999999999,1.2461530186528667,1.2458739759844273,1.2461484027173977,1.2461459917900066,1.246172841508134,0.0015726197806823692,0.2832578973170838,0.43561146088934755,0.5326317806553781,0.5987785940560387
14,0.05947987811276066,0.020704747619696883,0.6847444218583405,0.06859947796392511,0.00026074,1.2467352075372768,1.2464105747931133,1.2467305621862146,1.2467280557386757,1.2467602863124905,0.0018337840908956866,0.28350830423570594,0.4358722780383954,0.5328925824139851,0.5987785940560387
15,0.05511343761969506,0.02067710341502446,0.6453449972905219,0.0664878385237043,0.00028071999999999993,1.2473611117122543,1.2469948453759796,1.2473576277811496,1.247355011969701,1.2473882915658854,0.0021144982037269383,0.2837795582441475,0.4361531346348302,0.5331734371592146,0.5987785940560387
16,0.05435599751549065,0.020647422133046784,0.7105518109165132,0.06749644805243553,0.0003007,1.24803052698895,1.2476402931520771,1.2480276532293955,1.2480245283157887,1.2480539708406304,0.002414354375599137,0.2840753216132648,0.43645319371842994,0.5334733669352071,0.5987785940560387
17,0.059802087150531875,0.020615630655630483,0.7007561298087239,0.07070379303688192,0.00032068000000000005,1.248746341508793,1.248337818489077,1.2487445893307185,1.2487411598027807,1.2487698866140755,0.0027348638879162476,0.28439351225160503,0.43677420886605794,0.5337943243446611,0.5987785940560387
18,0.052946030065085956,0.020582352821633704,0.4774191132746637,0.06319172264458259,0.00034066,1.2495051743424013,1.249036415390235,1.2495028745163879,1.2494988813395964,1.2495388867414974,0.0030747707289573724,0.2847201646572606,0.43711369757603635,0.5341336633725716,0.5987785940560387
19,0.05974922824289243,0.020547159882560655,0.603261660784483,0.06907180820602453,0.00036063999999999996,1.2503107825469502,1.2497645862962017,1.2503085321789544,1.2503041780511581,1.2503600033929088,0.003435695999883602,0.2850636447263188,0.4374743373780544,0.5344942275879578,0.5987785940560387
20,0.06064070964766487,0.020509717639633992,0.6873039328493178,0.07227497299141797,0.0003806199999999999,1.2511633577213186,1.250561831970129,1.251163090438126,1.2511586080311512,1.2512170491260683,0.0038173992585871608,0.28543452050754997,0.43785675933685786,0.5348766750796403,0.5987785940560387
21,0.05592341421077143,0.020470312046056923,0.6850541839376092,0.06843118851347232,0.0004006,1.2520611237711312,1.2514113386382018,1.2520615812433626,1.2520564097632647,1.2521161474667075,0.004219069766109142,0.2858274644815237,0.4382588280631048,0.5352785962501475,0.5987785940560387
22,0.058413219446938065,0.020428951852574685,0.6360792987979949,0.06898546453779139,0.00042057999999999993,1.2530048451713993,1.252302001448128,1.2530071591960363,1.2530013891708782,1.2530607713516975,0.004641303010634216,0.2862399976580742,0.43868188302461353,0.535701552065646,0.5987785940560387
23,0.057363069142459325,0.020385573085572487,0.691713061183691,0.06852290698788699,0.0004405599999999999,1.2539931320269,1.2532514697691017,1.2539975884236942,1.2539913114715346,1.2540454296577002,0.005083145676397581,0.286676444526719,0.43912489256724146,0.536144491776227,0.5987785940560387
24,0.05678285886673064,0.020340360975737257,0.6007974399253726,0.06795588382651276,0.00046053999999999995,1.2550269465835413,1.2542389897396107,1.2550320952928062,1.2550249227763366,1.2550790730391514,0.0055451845388158096,0.287131151113663,0.4395875519578945,0.5366069617441023,0.5987785940560387
