iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,beta0,beta1,beta2,beta3
0,0.0970795714124959,0.03250784133032087,0.6011368749896064,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796
1,0.09206406963422137,0.03250771333487993,0.23229220800567418,0.06911268999844271,9.999999999999972e-07,1.2500022360692669,1.2500022360689695,1.25000223606813,1.2500022360632717,1.0000000410846211e-06,0.2817545251250144,0.4340437827793466,0.5310638054044796
2,0.09276650995583005,0.032507331859879925,0.2311838329769671,0.06872379525312487,2.980000000000002e-06,1.2500088972688028,1.2500089012387035,1.250008901701991,1.2500089014052687,3.979015328344744e-06,0.28175750587881815,0.43404676368285194,0.5310638054044796
3,0.08949857791656293,0.03250669759787843,0.00181124999653548,0.06785990227415653,4.960000000000007e-06,1.250019981905834,1.25001998252184,1.2500199805423964,1.2500199779129404,8.935897858341522e-06,0.28176246145719447,0.43405171842956586,0.5310638054044796
4,0.09353558710459992,0.0325058086189401,0.0019488329999148846,0.0709197259622301,6.939999999999998e-06,1.2500355115242425,1.2500355157965692,1.2500355113961032,1.2500355047643863,1.5880975384113888e-05,0.281769408071938,0.43405866427939116,0.5310638054044796
5,0.10485376000054339,0.032504661907694486,0.001764833985362202,0.07628965195185812,8.919999999999989e-06,1.2500555371998265,1.2500555513941223,1.250055548005281,1.2500555421526205,2.483793396095358e-05,0.2817783684464547,0.43406762518242636,0.5310638054044796
6,0.09674118096389911,0.03250326157454505,0.0016648329910822213,0.07096663920176939,1.0899999999999994e-05,1.2500799930951956,1.250080013388787,1.2500800189489285,1.2500800268362104,3.57757966110266e-05,0.28178930828088045,0.4340785680648076,0.5310638054044796
7,0.09761253512079286,0.032501605782207975,0.0018102499889209867,0.07260035642646723,1.2879999999999999e-05,1.2501089054892478,1.250108942217513,1.250108956689284,1.2501089785029291,4.8706814563220624e-05,0.2818022456317607,0.4340915084820737,0.5310638054044796
8,0.09880918374845013,0.03249969367833745,0.0020838750060647726,0.07316156810588823,1.4860000000000003e-05,1.250142282261839,1.2501423562693275,1.2501423797347804,1.25014240857619,6.363531441348213e-05,0.281817188890413,0.4341064550077621,0.5310638054044796
9,0.09054183839627122,0.03249753303535967,0.0017111670458689332,0.06872291877647436,1.6840000000000008e-05,1.2501800094523126,1.2501801173039209,1.2501801461346573,1.2501801724737653,8.050810484384511e-05,0.2818340755911829,0.43412334360856025,0.5310638054044796
10,0.09166184135647804,0.03249512147540336,0.0017153340158984065,0.06949243514909649,1.8819999999999986e-05,1.2502221073872504,1.2502222686468418,1.2502223082672486,1.250222329294842,9.933465556747358e-05,0.2818529251497851,0.434142196612381,0.5310638054044796
11,0.09332941268874122,0.032492459968773785,0.0017370000132359564,0.06944348215468335,2.079999999999999e-05,1.2502685867262573,1.2502687896794906,1.2502688382281322,1.2502688557219646,0.00012011802124799348,0.2818737278869125,0.4341630017751153,0.5310638054044796
12,0.09683952853694905,0.032489541562053664,0.0017691670218482614,0.07170707362528693,2.2779999999999995e-05,1.2503195255905297,1.2503198016374808,1.2503198799171233,1.2503199102054166,0.00014289495785918497,0.28189653870725684,0.43418582164205977,0.5310638054044796
13,0.09518854270173563,0.03248637169065239,0.001748999988194555,0.07120418599740354,2.476e-05,1.2503749329414322,1.2503752164688449,1.2503752828376549,1.2503753096032502,0.00016766769820237358,0.28192131722811653,0.43421059555818414,0.5310638054044796
14,0.09553720899155325,0.03248294616705088,0.0020910839666612446,0.07150626861789734,2.6740000000000005e-05,1.2504347943525207,1.250435102771051,1.2504351705874768,1.2504352005231771,0.000194432505251456,0.2819480951325824,0.4342373732020851,0.5310638054044796
15,0.09173602236609608,0.03247927734589584,0.001698666950687766,0.06810557198452194,2.8719999999999996e-05,1.2504989414513972,1.2504992435492628,1.2504993089603962,1.2504993391274817,0.00022311045817174002,0.28197677428700935,0.4342660503167949,0.5310638054044796
16,0.09914090040420062,0.03247534803545353,0.0017384160310029984,0.07238824938948665,3.07e-05,1.2505676089769788,1.2505679367643683,1.2505680275687043,1.2505680911037964,0.0002538118061827592,0.28200748938909886,0.43429677257367505,0.5310638054044796
17,0.09385473427147464,0.03247116607796783,0.0017474580090492964,0.07138208856546407,3.2680000000000006e-05,1.250640758390382,1.2506410638552754,1.2506411385470724,1.2506411998030302,0.00028651674675914243,0.28204018624054117,0.43432946323069865,0.5310638054044796
18,0.09838488626873818,0.032466723305049,0.0018037089612334967,0.07266324011162772,3.466000000000001e-05,1.2507184505604905,1.2507187501391162,1.2507188371214135,1.250718917112537,0.0003212522871012945,0.28207492172106036,0.43436420174472706,0.5310638054044796
19,0.09909171098552826,0.032462020474628955,0.0020607500337064266,0.07227641621792638,3.664e-05,1.2508006383348256,1.2508009908961135,1.250801122867778,1.250801252034002,0.0003579989750857286,0.2821116936683137,0.4344009873096845,0.5310638054044796
