k,l2o_gamma,ldro_pep_gamma,lpep_gamma,l2o_alista_gamma
1,0.2489695806980449,0.2946203649744477,0.3476740096847034,0.3207886605893558
2,0.7128078451825524,1.1821383676202597,0.2449689074925372,0.3193648462705075
3,0.6439101150029988,0.1967073176627738,0.288792927268642,0.3201612084408401
4,0.6574146241277495,0.0691210374072688,0.2867888532879158,0.3208834352010866
5,0.6425765323854099,0.0856899190300298,0.239946674227091,0.3211897011912998
6,0.6546391358467342,0.0927678768982162,0.2432511884855653,0.3212496598477734
