source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5
data_l2o/19-02-39_2,0.2489695806980449,0.7128078451825524,0.6439101150029988,0.6574146241277495,0.6425765323854099,0.6546391358467342
