source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5
data_lpep/00-42-23_1,0.3476740096847034,0.2449689074925372,0.288792927268642,0.2867888532879158,0.239946674227091,0.2432511884855653
