source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5
data/21-17-32_28,0.2946203649744477,1.1821383676202597,0.1967073176627738,0.0691210374072688,0.0856899190300298,0.0927678768982162
