source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5
data_alista/22-29-17_0,0.3207886605893558,0.3193648462705075,0.3201612084408401,0.3208834352010866,0.3211897011912998,0.3212496598477734
