source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
data_lpep/23-42-14_1,0.1481721067840194,0.1455698307083959,0.1467695842112447,0.1418376324281035,0.1431837855338333,0.1509005458635598,0.1422282106790592,0.1319696057170779,0.1324724800255081,0.1560514024257528,0.1415980622392127,0.1260872235126797,0.1375564835089541,0.1363252774215068,0.1378492534997502
