source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
data/03-17-17_239,0.1657234951770461,0.1111845300854189,0.735600642084946,0.2636765312845158,0.1054333020953658,0.3045062849688161,0.1575844980818757,0.2780196957319274,0.2614369552634276,0.0757520881522551,0.2081472732258286,0.1071837690758748,0.1983498882788974,0.0856951161681935,0.4087349776872155
