source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
data_l2o/13-10-11_8,0.1432088104551244,0.2367731551922321,0.1089573741915235,0.495992250831402,0.1534280262603418,0.1025847120096553,0.6153144732981338,0.2949748966729751,0.1569463084652617,0.1418824488061551,0.1620258243334036,0.186027878956775,0.2076945571804972,0.2202726147168589,0.2079103022782044
