iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,beta0,beta1,beta2,beta3,beta4
0,1.8394679787408577,0.026554820174627295,1.88766144705005,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387
1,1.8394679787408577,0.026554775509720765,1.68328976794146,8.418552430649124,9.999999999999159e-07,1.887351087720367,1.887351087720145,1.887351087720354,1.8873455924466576,1.8873455924466527,1.0000076112273957e-06,0.28175452513288307,0.43404378278789446,0.5310628053968708,0.5987785940560387
2,1.8394654907194325,0.02655384365962089,1.559208015911281,9.367182491944252,2.097999999999987e-05,1.8874082123559934,1.887408732817628,1.887408733203627,1.887287947876632,1.8872881966065485,2.1558883249417127e-05,0.2817755050918861,0.4340647627867674,0.5310418253721607,0.5987785940560387
3,1.8394136100159717,0.02655202733951765,0.012565506855025887,9.367480464915744,4.095999999999993e-05,1.8875195772584994,1.8875212517592652,1.887521277019841,1.8871754080784575,1.8871756387759109,6.157628990493408e-05,0.28181646141399647,0.43410572164735306,0.5310008650737128,0.5987785940560387
4,1.839312452975874,0.02654932675600609,0.012335827806964517,9.368065410031065,6.0939999999999996e-05,1.8876852230876586,1.8876885567902089,1.8876887168981649,1.887007975369736,1.8870077169496964,0.00012109821954033503,0.2818773815650358,0.4341666554011673,0.5309399236851545,0.5987785940560387
5,1.8391620293521016,0.026545742465606235,0.012306868098676205,9.36893977393552,8.091999999999984e-05,1.8879051938991496,1.88791045219932,1.8879110453537933,1.8867856510204166,1.8867843629651828,0.00020016686438481852,0.2819582387829764,0.43424755576656365,0.5308589992831416,0.5987785940560387
6,1.8389623815899143,0.026541276045846766,0.012105170171707869,9.3701089323689,0.0001008999999999999,1.8881795284142315,1.8881865839913328,1.8881882464015876,1.8865084346506376,1.8865055593581601,0.0002988151993061161,0.28205898623561737,0.434348408390108,0.5307580886687838,0.5987785940560387
7,1.838713610570515,0.02653593055690147,0.012084278045222163,9.37156601421228,0.00012087999999999997,1.8885082608959414,1.8885163825670201,1.8885202925215174,1.886176323008049,1.8861713114962184,0.00041706954718766047,0.2821795510869373,0.4344691910667909,0.5306371869625737,0.5987785940560387
8,1.838415894199824,0.026529711011841352,0.012216944014653563,9.373327012287943,0.00014085999999999992,1.888891421950338,1.8888989958510034,1.8889071418112444,1.8857893090638143,1.885781636516967,0.0005549516316408999,0.2823198282062732,0.43460987221470476,0.530496287343211,0.5987785940560387
9,1.8380695076739721,0.026522624952374833,0.012125888839364052,9.375397694553616,0.00016083999999999998,1.8893290392821265,1.8893332051725402,1.8893487352550793,1.88534738037872,1.8853365574665144,0.0007124799712671145,0.28247967285543746,0.43477040906115666,0.5303353804858345,0.5987785940560387
10,1.8376748488275612,0.026514683056724664,0.012096872786059976,9.37778983626753,0.00018081999999999983,1.8898211373796965,1.8898173325641348,1.8898449934874713,1.8848505186654514,1.884836100868013,0.0008896705146274125,0.2826588937169462,0.43495074597078814,0.5301544544672792,0.5987785940560387
11,1.837232465547514,0.026505899872806705,0.012176092015579343,9.380511881414474,0.0002007999999999999,1.8903677375705594,1.8903491264365795,1.890395813879417,1.8842986988079096,1.884280294761663,0.0010865371664137923,0.2828572450723207,0.4351508126512196,0.5299534944385279,0.5987785940560387
12,1.8367430888622793,0.02649629475544142,0.012084919959306717,9.383572768339405,0.00022077999999999996,1.8909688576553432,1.8909256139484185,1.8910010671285016,1.883691887880807,1.8836691674707606,0.0013030920016305987,0.28307441716415693,0.4353705219782184,0.5297324822945455,0.5987785940560387
13,1.8362076754975265,0.026485892848002398,0.01195720606483519,9.386989329608667,0.0002407599999999999,1.8916245116733865,1.8915429390529577,1.8916605946312823,1.8830300443211458,1.883002746714386,0.0015393454485926467,0.2833100274755317,0.43560976849601674,0.5294913964574,0.5987785940560387
14,1.8356274533746681,0.02647472621951961,0.012090899981558323,9.390785611565859,0.00026074,1.8923347096537655,1.8921961697807634,1.8923742062819546,1.8823131174541534,1.8822810590632872,0.0017953063872987649,0.28356361142010345,0.4358684271850318,0.529230211752342,0.5987785940560387
15,1.8350039734007404,0.026462835279728675,0.012114760000258684,9.394976106608475,0.00028071999999999993,1.8930994580175593,1.8928790605998922,1.8931416773625251,1.8815410469641003,1.8815041287936372,0.0020709824906845896,0.28383461095002965,0.4361463510462926,0.5289488991333565,0.5987785940560387
16,1.8343391744931692,0.026450270204353088,0.01215706905350089,9.399597778992568,0.0003007,1.8939187590061353,1.8935838016053128,1.8939627471144236,1.880713762610766,1.8806719778102545,0.0023663800858682335,0.28412236467972635,0.436443370631171,0.5286474257214333,0.5987785940560387
17,1.8336354496671479,0.026437092727763532,0.012146467808634043,9.40466825420021,0.00032068000000000005,1.8947926109975815,1.8943007104437564,1.8948371160838386,1.8798311842174829,1.8797846249780477,0.0026815043794714217,0.2844260941288525,0.43675929200690344,0.5283257547493889,0.5987785940560387
18,1.8328957284126488,0.0264233776174391,0.012068829964846373,9.41022358894113,0.00034066,1.8957210091704861,1.8950179679960717,1.895764445123478,1.8788932227745254,1.8788420855249952,0.0030163598066348858,0.28474489454969,0.4370938959988341,0.5279838458674354,0.5987785940560387
19,1.8321235444691246,0.026409214248123283,0.012170002097263932,9.41630883998439,0.00036063999999999996,1.8967039454774455,1.8957213429071702,1.8967443561951562,1.8778997794707835,1.877844370544624,0.003370949889999945,0.2850777217839082,0.43744693880369734,0.5276216549987993,0.5987785940560387
20,1.8313238472364628,0.026395769282478634,0.011951914057135582,9.344361137314468,0.0003806199999999999,1.8977389850412678,1.8962467437742974,1.8977700913933946,1.8768487741213873,1.8767918519520028,0.0037445608502235813,0.28540871904053994,0.4378138841136804,0.5272387456692479,0.5987785940560387
21,1.830548488543779,0.02638309910025652,0.011881851824000478,9.355220878110055,0.0004006,1.8988262903407822,1.8965864315895176,1.8988414913577525,1.8757402797249327,1.8756844801142067,0.004137247884700789,0.28573651850370396,0.4381946018694421,0.5268351090119097,0.5987785940560387
22,1.8298001239169062,0.02637124080989846,0.011841566069051623,9.367265334738438,0.00042057999999999993,1.8999660447272053,1.896736358432335,1.8999584078897538,1.874574384709279,1.8745221953406916,0.00454907220821279,0.28605975480078666,0.4385889750349972,0.5264107405065687,0.5987785940560387
23,1.8290803231638468,0.02636021431337657,0.011954816989600658,9.38050127369619,0.0004405599999999999,1.9011584548263327,1.896695701266231,1.9011207087118907,1.873351193936532,1.8733049266882031,0.004980101773936099,0.2863770779556552,0.4389969026729946,0.5259656402259,0.5987785940560387
24,1.8283898325542731,0.026350026212079762,0.011908769840374589,9.394935594522963,0.00046053999999999995,1.9024037475295104,1.8964661411329016,1.9023282662907413,1.8720708286474077,1.8720325917761222,0.005430410315015943,0.286687145285603,0.4394182930567475,0.5254998131916465,0.5987785940560387
25,1.8277287640251596,0.02634067167670064,0.011862294981256127,9.410554365084197,0.0004805199999999999,1.9037021753971035,1.8960513419016465,1.903580976102574,1.8707334291348177,1.8707050970196724,0.005900078886006426,0.2869886528215791,0.4398530756028906,0.5250132697850242,0.5987785940560387
26,1.8270966993065711,0.026332137103714213,0.011997718829661608,9.427340227462729,0.0005005,1.9050540185430744,1.8954563581255874,1.904878762522854,1.8693391572116598,1.8693223381951154,0.006389196469426085,0.287280350561067,0.4403012045411282,0.5245060263216137,0.5987785940560387
27,1.826492822280379,0.026324402380142813,0.011937193805351853,9.44527849364312,0.00052048,1.906459585924591,1.8946871324596153,1.9062215825872817,1.8678881968076746,1.867884200214454,0.006897860312264489,0.2875610574573069,0.4407626612382139,0.5239781051081172,0.5987785940560387
28,1.825916032552909,0.026317442761403263,0.011922708014026284,9.464369140294215,0.00054046,1.9079192160942455,1.8937500838481387,1.9076094298291209,1.8663807532883347,1.8663905570883927,0.007426176056913478,0.2878296715359308,0.4412374569370353,0.5234295342225213,0.5987785940560387
29,1.825365039157602,0.02631123010356262,0.011941042030230165,9.484600503168615,0.00056044,1.9094332775519804,1.8926518210384395,1.9090423360106061,1.8648170556233388,1.864841273129077,0.007974257862852814,0.2880851823153626,0.44172563373951473,0.5228603480792503,0.5987785940560387
30,1.824838453282196,0.026305734062878377,0.011969804996624589,9.50594371363948,0.0005804199999999999,1.9110021685121168,1.8913989156125564,1.910520368966497,1.8631973543692946,1.8632362019993978,0.008542228263821942,0.2883266717529969,0.4422272622223027,0.5222705867125836,0.5987785940560387
