iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,0.04469748695327097,0.011458027723165416,0.08697666600346565,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.041633493290383426,0.01145799344322431,0.046377334045246243,0.02801568713757338,9.999999999999159e-07,1.2500022360849574,1.250002236084239,1.2500022360834426,1.2500022360825067,1.2500022360813559,1.2500022360798737,1.2500022360778555,1.250002236074892,1.2500022360700325,1.2500022360604242,1.250002236031806
2,0.04475508177413837,0.01145727334790959,0.0466862500179559,0.029956066795502674,2.097999999999987e-05,1.2500492020663068,1.250049204009216,1.2500492081945818,1.2500492106831338,1.2500492119926552,1.2500492126124714,1.2500492128224159,1.250049212778076,1.2500492125580223,1.2500492121639009,1.2500492113383372
3,0.04086486269384676,0.011455870878388848,0.002561291039455682,0.028228701186630064,4.095999999999993e-05,1.250140776367975,1.2501407783452476,1.250140768090753,1.2501407515384626,1.250140732510809,1.2501407126375486,1.2501406925523209,1.250140672481208,1.2501406524579912,1.2501406323357,1.2501406112534923
4,0.041566888100714815,0.011453785044771653,0.0024470409844070673,0.02869711142806632,6.0939999999999996e-05,1.2502770466131499,1.2502770088695485,1.2502769685657087,1.2502769208052273,1.2502768703238665,1.2502768194270397,1.2502767688844278,1.2502767188610415,1.2502766692508311,1.250276619649574,1.2502765682728354
5,0.041205087282947535,0.011451020252200355,0.0023899590014480054,0.02771876057003758,8.091999999999984e-05,1.2504577402020078,1.2504575934521758,1.2504575044466963,1.2504574229529961,1.250457343829904,1.2504572674627137,1.2504571938235796,1.2504571225573504,1.2504570531374433,1.2504569846757108,1.2504569140624056
6,0.04232585680426825,0.011447572063702022,0.0024280829820781946,0.02821648509393318,0.0001008999999999999,1.250682975035279,1.2506828102923004,1.2506826959344137,1.2506825955578897,1.2506825030074655,1.2506824180704172,1.2506823397198379,1.2506822666337527,1.2506821974564448,1.2506821304658586,1.2506820607407612
7,0.03982178113134627,0.011443450808443565,0.0024476670078001916,0.027478575746636206,0.00012087999999999997,1.2509525244418775,1.2509521947063291,1.2509520264514158,1.2509518875545393,1.2509517594391544,1.2509516405853294,1.2509515297184257,1.2509514252997904,1.2509513256718345,1.250951228576554,1.2509511272142446
8,0.04273152418222812,0.011438639543166988,0.0025525419623591006,0.029057210812239827,0.00014085999999999992,1.2512671814236744,1.2512667665452017,1.2512665841741384,1.2512664324219354,1.2512662869217714,1.2512661473270978,1.2512660133017888,1.2512658837429569,1.2512657570870815,1.2512656307726684,1.2512654960615504
9,0.041943180745010536,0.011433145372805188,0.0024895829847082496,0.028391502108105166,0.00016083999999999998,1.2516265928863752,1.2516259827879985,1.251625868738228,1.2516257773399102,1.2516256702380963,1.2516255534828093,1.2516254321411633,1.2516253083291422,1.2516251821668851,1.2516250516316345,1.2516249062628775
10,0.04403868935896174,0.011426960828650056,0.0025678749661892653,0.029192178511368943,0.00018081999999999983,1.252031410628191,1.2520304423230135,1.2520304046367627,1.2520304182831576,1.2520304078510458,1.252030377652977,1.252030334457868,1.252030281850827,1.2520302208162168,1.2520301494754278,1.2520300552610004
11,0.04284279605000365,0.011420089277244909,0.0024311249726451933,0.028942577619723176,0.0002007999999999999,1.2524812639504517,1.252480163064013,1.2524802725317319,1.252480426424493,1.2524805325149855,1.2524805995837778,1.252480639031646,1.2524806576917975,1.25248065862989,1.2524806409575966,1.2524805903960128
12,0.04318925944466291,0.011412530146677079,0.002379082958213985,0.02920376533113646,0.00022077999999999996,1.2529764644481014,1.2529753546158362,1.2529756412424857,1.252975951114601,1.252976181226346,1.2529763474217055,1.2529764673624524,1.2529765522362382,1.2529766079766909,1.2529766352432194,1.2529766182533124
13,0.04288033588786176,0.011404280938162011,0.0023281669709831476,0.02930812892594329,0.0002407599999999999,1.2535170392315533,1.2535161959721304,1.2535167490272638,1.2535172591932482,1.253517645155757,1.253517937608997,1.2535181620967428,1.253518334140048,1.2535184621586684,1.2535185479564328,1.2535185737235803
14,0.040342996934184916,0.011395394728443229,0.002449457999318838,0.0275483540226058,0.00026074,1.2541013836744592,1.254100318878206,1.2541007796000292,1.2541012189718215,1.254101540339895,1.254101772909603,1.2541019421653137,1.2541020632986377,1.2541021439818612,1.254102184645777,1.254102163186526
15,0.040823753362486684,0.011385854707756066,0.0023010000004433095,0.02805070654227044,0.00028071999999999993,1.254730102448004,1.2547285292334642,1.2547287237395381,1.254728963579633,1.2547291162197487,1.2547292004212263,1.2547292372417773,1.2547292390591762,1.254729211159536,1.254729151366787,1.2547290320830966
16,0.03898416239193058,0.011375688080504022,0.002370750007685274,0.02759957546873873,0.0003007,1.2554029524744375,1.255399997593878,1.2553994642206137,1.255399153987681,1.255398828821074,1.2553984781321657,1.2553981123411737,1.2553977385504769,1.255397358373724,1.2553969660856752,1.2553965275550656
17,0.044014928730026034,0.011364809929430255,0.0024481670116074383,0.02973273208438155,0.00032068000000000005,1.2561224341763757,1.25611860971476,1.256117596132406,1.2561169381665225,1.2561163175643622,1.2561156981622525,1.2561150808677337,1.2561144685208985,1.2561138601558364,1.2561132475556287,1.2561125908158877
18,0.03646240821008965,0.011353370361835997,0.0024542079772800207,0.025367120246919308,0.00034066,1.256881587388891,1.2568767595254842,1.256874914519918,1.2568734948093214,1.2568721604872344,1.256870877416236,1.2568696467895688,1.256868468814442,1.2568673382321773,1.2568662414396972,1.2568651294457056
19,0.04562909045565122,0.011341192308025315,0.0025180000229738653,0.030184803303138174,0.00036063999999999996,1.2576886629197543,1.257683811223326,1.2576815521593006,1.2576797006044926,1.257677944579306,1.2576762604849554,1.257674653396276,1.257673123975725,1.2576716656077718,1.2576702619697087,1.257668857120521
20,0.041662483726196846,0.011328365673817002,0.0023237919667735696,0.028651776299422733,0.0003806199999999999,1.2585417462018502,1.2585360843316413,1.2585329661876465,1.2585303465542845,1.2585279007957313,1.2585255989030681,1.2585234387018644,1.2585214129398394,1.2585195072163997,1.2585176975173882,1.2585159168948652
