iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
0,0.02531817205684355,0.0031301160151349433,4.534675213042647,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081
1,0.026944288688428457,0.003130083123383232,6.660393001977354,0.03235146358398263,9.999999999999159e-07,1.8873510877187807,1.8873510877178266,1.8873510877173025,1.8873510877149944,1.88735108771205,1.8873510877051627,1.8873510877018909,1.8873510876609292,1.88734559274867,1.8873510877078923,1.0000069942390595e-06,0.281754525131752,0.43404378278677486,0.531064805410651,0.598779594061762,0.6489243261272559,0.6876468540141082,0.7185008534593417,0.7436920465917035,0.7646647176173081
2,0.028445979243897312,0.003129366753146976,5.851205409038812,0.032664045043711856,2.097999999999987e-05,1.8874087506822637,1.8874087904622117,1.8874085581144582,1.8874087835756097,1.8874088021373276,1.8874087597708178,1.8874084494423267,1.8874081367992026,1.8873749306348018,1.8874084566655822,2.198859060227351e-05,0.28177552688855967,0.43406472464886314,0.5310857743580711,0.5988005731310854,0.648945323979419,0.6876678357033295,0.7185218466450577,0.743713042703758,0.7646647176173081
3,0.026464271903436094,0.00312798574453001,3.6061846290249377,0.031383352615162015,4.095999999999993e-05,1.8875212190651358,1.8875213047069237,1.887520459774526,1.8875212488016615,1.8875213299532563,1.8875213374435171,1.887518264262099,1.8875202525218064,1.8873958014057892,1.8875209556698898,6.291807621653109e-05,0.28181647354724776,0.43410549842151697,0.5311266069977109,0.5988414318715335,0.648986233566067,0.6877084874390826,0.7185626433949521,0.7437529620893608,0.7646647176173081
4,0.023889612022306356,0.003126017443311584,4.5943839980755,0.029882479247097683,6.0939999999999996e-05,1.8876881933042962,1.8876882010526772,1.8876867338359566,1.8876866332155322,1.887686375242011,1.887685403124957,1.8876836834163715,1.8876362062539758,1.887323265003401,1.8876882903869014,0.00012365230343378125,0.2818771839558466,0.43416603279176486,0.5311869428718725,0.5989016293054594,0.6490462468423125,0.6877687515902029,0.7186219395099299,0.743804281394731,0.7646647176173081
5,0.02781994805103124,0.003123349713728765,3.4814506738912314,0.032171656569932754,8.091999999999984e-05,1.887910262334945,1.8879102694031995,1.8879077046911414,1.8879073748444075,1.8879068180423748,1.887905195871794,1.8879040167011114,1.8878070400862634,1.88732127527833,1.8879095335405909,0.00020444200689665837,0.2819579760302127,0.43424651152463056,0.5312673116631929,0.5989818778392281,0.649126356274358,0.6878491684175744,0.7187014048904031,0.7438768213958944,0.7646647176173081
6,0.02677012489737307,0.003120020647783054,4.046029919059947,0.03163901410729891,0.0001008999999999999,1.8881873460170506,1.8881873598617505,1.8881830097013776,1.888183269404008,1.8881819868508578,1.8881796423396977,1.8881796344686201,1.8880105170813681,1.8873315047616448,1.8881860337754413,0.0003052317727627992,0.28205878090876385,0.4343468029134041,0.5313676121662729,0.5990820400809826,0.6492263557631536,0.687949550241117,0.7188002345946486,0.743969123369636,0.7646647176173081
7,0.02160126256683843,0.0031161163818355527,3.3358065059874207,0.027971304543212318,0.00012087999999999997,1.8885176369864374,1.8885168516972632,1.8885115497210498,1.8885106479160647,1.8885081226989475,1.8885022139642695,1.8884988603101411,1.888260709706071,1.8872609604093764,1.8885194910093084,0.00042526695344883344,0.2821785254841838,0.4344662493340716,0.5314867708943269,0.5992009062875641,0.6493447393785592,0.6880671136584149,0.7189165300846102,0.7440732022507827,0.7646647176173081
8,0.023909808442630662,0.0031116287608164007,3.2652919271495193,0.030532096319864515,0.00014085999999999992,1.8889025631349166,1.8888997205176374,1.8888965726325375,1.888891990196943,1.8888894390228763,1.8888760228571935,1.8888552781918408,1.8885807613475558,1.8870734463285068,1.8889108206757312,0.0005651196856471696,0.28231762992892917,0.4346059839555589,0.531625943669187,0.599339912702433,0.6494830555057901,0.6882024223549569,0.7190521723062598,0.7441755874788089,0.7646647176173081
9,0.02199625566715868,0.003106573190734108,2.968055837089196,0.028708081867605678,0.00016083999999999998,1.8893410310633854,1.8893349748091581,1.8893359946758614,1.8893251553043373,1.8893213541687932,1.8892965373200084,1.889267019905357,1.8888894239075917,1.8868230208519288,1.8893602084065764,0.000724321395044007,0.2824756737292948,0.434765250493873,0.5317843014594618,0.5994978091784641,0.6496397266097982,0.6883565479836586,0.719205261023116,0.7442910938726381,0.7646647176173081
10,0.026899937410703168,0.003100858144717693,3.7153714331798255,0.030711772428344664,0.00018081999999999983,1.8898341980371256,1.889826165889647,1.8898293286860626,1.8898151756393602,1.889809673813215,1.8897750976462313,1.8897410260559817,1.8891674009570556,1.8865952399601478,1.8898619599337343,0.0009034447317509912,0.2826540951433401,0.4349443194261413,0.5319629237991287,0.5996760488542143,0.6498168806738023,0.6885323096373142,0.7193783204641695,0.744431829112216,0.7646647176173081
11,0.026173874408940492,0.0030944482482776125,3.0356174828484654,0.030976341975247942,0.0002007999999999999,1.8903831486461236,1.8903736914033047,1.8903749586860883,1.8903612294301648,1.8903539718961975,1.8903126911855723,1.8902674132983444,1.8895168727386502,1.8864188732001177,1.8904080957862204,0.0011028628007293468,0.2828530098656888,0.43514270860428944,0.53216126137891,0.599874058571977,0.6500141643016493,0.6887280483509696,0.7195719560570902,0.7445971232699222,0.7646647176173081
12,0.02392971697905513,0.0030874088347758438,2.9772706059738994,0.030733595312778878,0.00022077999999999996,1.890987177658527,1.8909753278371157,1.8909780428569647,1.8909609761149264,1.8909532262215798,1.8909025180508199,1.890830292520255,1.8899539762551123,1.8861720175791932,1.8910180763800117,0.0013222189002189274,0.2830715035786458,0.4353616487872136,0.5323796321877188,0.6000921077423125,0.6502313335727851,0.6889415592498945,0.7197860866450931,0.7447772452382696,0.7646647176173081
13,0.02396281627567358,0.003079764684252087,3.049219800857827,0.030180077181749178,0.0002407599999999999,1.891645589189158,1.8916313695515898,1.8916381217004874,1.8916110739578977,1.8916049476209307,1.891544347013282,1.8914383940928705,1.8904739686683432,1.8858392695897646,1.8916819951958517,0.0015612722814952662,0.28330972763981044,0.4356010940976908,0.5326174409061111,0.6003294709266056,0.6504677809055402,0.6891731292231501,0.7200207568548416,0.7449663077008453,0.7646647176173081
14,0.030799330804029613,0.00307132387044403,3.528248011134565,0.03357274324064117,0.00026074,1.8923621245818172,1.892347287468021,1.8923538412513945,1.892323754591437,1.8923199621215052,1.892254479828918,1.8921122918074638,1.8910710295609305,1.8855952657164017,1.892394109839996,0.001821640969363189,0.2835699271123025,0.4358613477819684,0.53287713104528,0.6005891754719419,0.6507273683853474,0.6894285527158973,0.7202795358995424,0.7451868788555747,0.7646647176173081
15,0.025228305473541192,0.0030622142823519445,3.2052112128585577,0.0309400830417413,0.00028071999999999993,1.893134698141254,1.8931184459533636,1.8931213829268978,1.8930910383763573,1.893089039742325,1.893021017233457,1.8928389578478038,1.8917290658236487,1.8854139624364772,1.8931512621325612,0.002102375864943264,0.28385019953262963,0.43614068201164696,0.5331561679863984,0.6008681571010182,0.6510064181338893,0.6897036973404634,0.7205581685597343,0.7454327684364136,0.7646647176173081
16,0.027429071748690328,0.0030524091152131414,3.3505475169513375,0.03107450887651953,0.0003007,1.893963372600788,1.8939455557909863,1.8939393101520492,1.8939145997362585,1.893914459876011,1.8938484755034413,1.8936233479548374,1.892453236427899,1.8853114742788368,1.8939492529321003,0.0024035119203109235,0.2841508471062997,0.43643879933971924,0.5334547190874146,0.601166862200865,0.6513058104800978,0.6899996986762911,0.7208578932588688,0.7457054411365891,0.7646647176173081
