eta,l2o,ldro_pep,lpep,l2o_alista
1e-06,0.0,0.0,0.0,0.0
5e-06,0.0,0.0,0.0,0.0
1e-05,0.0,0.0,0.0,0.0
5e-05,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0
0.0005,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0
0.005,0.04435483870967742,0.012096774193548387,0.0,0.0
0.01,0.09274193548387097,0.04032258064516129,0.0,0.0
0.05,0.3548387096774194,0.1975806451612903,0.0,0.0
