source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13
data_lpep/00-42-23_1,0.2660216199679519,0.2658774241920227,0.2660219840125136,0.2660218099835337,0.2659852765681901,0.2658834061926983,0.2660216700925385,0.2658780565823367,0.2660070587435156,0.2658777203086649,0.2660209018885635,0.2660120276885004,0.2658789024953498,0.2658782709660342
