eta,l2o,ldro_pep,lpep,l2o_alista
1e-06,0.0,0.0,0.0,0.0
5e-06,0.0,0.0,0.0,0.0
1e-05,0.0,0.0,0.0,0.0
5e-05,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0
0.0005,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0
0.005,0.023092369477911646,0.007028112449799197,0.0,0.0
0.01,0.060240963855421686,0.02108433734939759,0.0,0.0
0.05,0.3684738955823293,0.17269076305220885,0.0,0.0
