source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13
data/23-35-56_27,0.299521296284071,0.9327966740846731,0.2332217151618359,0.1578396839560565,0.0493018717797083,0.2688057546070603,0.5841380804245458,0.0424150987967089,0.4543638804339665,0.686710984127033,0.4933388370763267,0.662177899816747,1.008554355713061,1.150286307349469
