source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13
data_l2o/19-02-39_0,0.2424576404951229,0.6697684448040491,0.6297931483204491,0.638544902050642,0.6316228791192167,0.6272871090351908,0.6175789438497488,0.6084351030637314,0.5965944034718935,0.5853905490396029,0.573033203041853,0.561388619867406,0.5494968651651552,0.5380076765782122
