source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13
data_alista/22-29-17_0,0.3209472254209696,0.3198091930577382,0.3202578733684106,0.3204848579132306,0.3204209359449995,0.3202102256886396,0.3199282505941055,0.3196029188656754,0.3192388981559313,0.3188557583090914,0.3184319127073471,0.3179986035765605,0.3175619956768147,0.317136789067087
