row,K,training_sample_N,arch,final_loss_mean,final_loss_q10,final_loss_q90,final_loss_median
ood,14,1000,l2o,719949.5485310296,0.21126309133515378,292825.9287429781,0.9843166848905689
ood,15,1000,l2o,6042580.4523307895,0.14011972821264324,4026452.2636805708,0.7816352175334487
ood,1,1000,ldro_pep,48.87215424327637,34.32415325678421,64.44430654212341,48.965079653921684
ood,2,1000,ldro_pep,31.69056584742,22.95998479174683,41.0045714987909,31.948246779077806
ood,3,1000,ldro_pep,25.474289062133344,16.659804071979956,34.9072430677467,25.340430674756043
ood,4,1000,ldro_pep,18.467054308750104,13.235231052062396,23.788847209538144,18.75330435148258
ood,5,1000,ldro_pep,17.444046204224417,12.442785948550387,22.370841886407316,17.683428595659525
ood,6,1000,ldro_pep,15.285861518217596,9.658108303279569,21.213774451998617,15.252022399663643
ood,7,1000,ldro_pep,9.57937787451,5.305839533457895,14.24568956331361,9.320876054855443
ood,8,1000,ldro_pep,6.578461802032946,3.798628446146691,9.400380738292041,6.437677541405677
ood,9,1000,ldro_pep,7.058257580685144,4.239080308212011,10.078902899077583,6.9150885736800305
ood,10,1000,ldro_pep,6.341596952982917,3.4810472234960184,9.51872691327016,6.153294610524517
ood,11,1000,ldro_pep,4.061281657169538,2.038481832031038,6.325155919098638,3.8967549417515066
ood,12,1000,ldro_pep,1.5379990829790968,0.42975364882171085,2.880000523662735,1.4154533208611468
ood,13,1000,ldro_pep,0.875330960483884,0.17000135916086875,1.7421418960019088,0.7393195981429876
ood,14,1000,ldro_pep,1.459391006264399,0.4227715397060287,2.702031838126496,1.331418497876797
ood,15,1000,ldro_pep,0.8220405110426825,0.16224135983424012,1.6244575176379334,0.7048308086472783
ood,1,1000,lpep,48.678383332333226,33.63284766275433,63.72757080556433,49.05910678503613
ood,2,1000,lpep,30.324761231097103,21.8552047222911,39.016737641807815,30.552484906641013
ood,3,1000,lpep,24.050304473596903,17.453901322869758,30.904518249103003,24.225179932558472
ood,4,1000,lpep,18.79899385589783,13.497966325935796,24.175445480405156,19.095325322809394
ood,5,1000,lpep,16.242751286578418,11.448055735118206,20.936165888827386,16.4118017499228
ood,6,1000,lpep,14.766512233189681,10.306818985537603,19.304725076864578,14.856907024377183
ood,7,1000,lpep,12.57170823046497,8.525388180855089,16.60283226279335,12.604801201919795
ood,8,1000,lpep,10.80311331656597,7.0172475366920555,14.53446849885926,10.792346762644886
ood,9,1000,lpep,10.388012990653937,6.699831483737764,14.03808143682511,10.346185934395525
ood,10,1000,lpep,9.142772409724872,5.7736571543217465,12.556758136738088,9.039182737123056
ood,11,1000,lpep,8.313475681673621,5.187917374901023,11.566449037832513,8.172649938510283
ood,12,1000,lpep,7.3754466004519035,4.533544279413083,10.426528093244158,7.211103943655861
ood,13,1000,lpep,6.15025919296444,3.488753040228832,8.822669857920904,5.959978430997385
ood,14,1000,lpep,6.000181755406662,3.3850226944260813,8.633391099690094,5.80271135480546
ood,15,1000,lpep,5.062972496498668,2.7625978371499516,7.426668947470849,4.937559799472782
ood,1,1000,l2o_alista,50.438232424392844,33.68893707584427,66.25117937152525,50.94414504593918
ood,2,1000,l2o_alista,29.836726009091386,21.111192552859567,39.106768231742784,30.000526770024837
ood,3,1000,l2o_alista,22.03880432113447,15.80506314909336,28.354353948795115,22.21602861145268
ood,4,1000,l2o_alista,17.903210269612675,12.759311182350007,23.07668619605223,18.169099741523222
ood,5,1000,l2o_alista,15.067371615368058,10.525871366274343,19.68021914049399,15.172918854288778
ood,6,1000,l2o_alista,12.896803312009034,8.818812379901214,17.008698057757794,12.926349619167834
ood,7,1000,l2o_alista,11.14488190354502,7.298775669727671,14.955443199455523,11.139689285023692
ood,8,1000,l2o_alista,9.688887612381052,6.190514681160661,13.21354828250523,9.593658956940157
ood,9,1000,l2o_alista,8.461033251480229,5.284916694466941,11.739434850542041,8.3267103111822
ood,10,1000,l2o_alista,7.408792745070743,4.553242007925854,10.474588381119936,7.246922195209265
ood,11,1000,l2o_alista,6.499713030450274,3.7923598442508504,9.26089467725675,6.324416985067925
ood,12,1000,l2o_alista,5.708055103036372,3.14887151942735,8.297211517779983,5.54331106271389
ood,13,1000,l2o_alista,5.014494068839445,2.736120359862982,7.367935339170607,4.881890214980713
ood,14,1000,l2o_alista,4.406905342077801,2.308689048647247,6.582082726156322,4.245572479379305
ood,15,1000,l2o_alista,3.873010717513745,1.9818548650084016,5.941727631002112,3.7050556770281506
