row,eta,K,training_sample_N,arch,frac_solved
test,0.05,15,1000,l2o,1.0
test,0.05,1,1000,ldro_pep,0.0
test,0.05,2,1000,ldro_pep,0.0
test,0.05,3,1000,ldro_pep,0.0
test,0.05,4,1000,ldro_pep,0.0
test,0.05,5,1000,ldro_pep,0.0
test,0.05,6,1000,ldro_pep,0.0
test,0.05,7,1000,ldro_pep,0.024193548387096774
test,0.05,8,1000,ldro_pep,0.2217741935483871
test,0.05,9,1000,ldro_pep,0.13709677419354838
test,0.05,10,1000,ldro_pep,0.3588709677419355
test,0.05,11,1000,ldro_pep,0.9354838709677419
test,0.05,12,1000,ldro_pep,1.0
test,0.05,13,1000,ldro_pep,1.0
test,0.05,14,1000,ldro_pep,1.0
test,0.05,15,1000,ldro_pep,1.0
test,0.05,1,1000,lpep,0.0
test,0.05,2,1000,lpep,0.0
test,0.05,3,1000,lpep,0.0
test,0.05,4,1000,lpep,0.0
test,0.05,5,1000,lpep,0.0
test,0.05,6,1000,lpep,0.0
test,0.05,7,1000,lpep,0.0
test,0.05,8,1000,lpep,0.0
test,0.05,9,1000,lpep,0.0
test,0.05,10,1000,lpep,0.004032258064516129
test,0.05,11,1000,lpep,0.016129032258064516
test,0.05,12,1000,lpep,0.07661290322580645
test,0.05,13,1000,lpep,0.3024193548387097
test,0.05,14,1000,lpep,0.33064516129032256
test,0.05,15,1000,lpep,0.6411290322580645
test,0.05,1,1000,l2o_alista,0.0
test,0.05,2,1000,l2o_alista,0.0
test,0.05,3,1000,l2o_alista,0.0
test,0.05,4,1000,l2o_alista,0.0
test,0.05,5,1000,l2o_alista,0.0
test,0.05,6,1000,l2o_alista,0.0
test,0.05,7,1000,l2o_alista,0.0
test,0.05,8,1000,l2o_alista,0.0
test,0.05,9,1000,l2o_alista,0.016129032258064516
test,0.05,10,1000,l2o_alista,0.07661290322580645
test,0.05,11,1000,l2o_alista,0.20967741935483872
test,0.05,12,1000,l2o_alista,0.43951612903225806
test,0.05,13,1000,l2o_alista,0.6532258064516129
test,0.05,14,1000,l2o_alista,0.842741935483871
test,0.05,15,1000,l2o_alista,0.9395161290322581
test,0.1,1,1000,l2o,0.0
test,0.1,2,1000,l2o,0.0
test,0.1,3,1000,l2o,0.0
test,0.1,4,1000,l2o,0.07258064516129033
test,0.1,5,1000,l2o,0.5887096774193549
test,0.1,6,1000,l2o,0.9112903225806451
test,0.1,7,1000,l2o,0.9798387096774194
test,0.1,8,1000,l2o,1.0
test,0.1,9,1000,l2o,1.0
test,0.1,10,1000,l2o,1.0
test,0.1,11,1000,l2o,1.0
test,0.1,12,1000,l2o,1.0
test,0.1,13,1000,l2o,1.0
test,0.1,14,1000,l2o,1.0
test,0.1,15,1000,l2o,1.0
test,0.1,1,1000,ldro_pep,0.0
test,0.1,2,1000,ldro_pep,0.0
test,0.1,3,1000,ldro_pep,0.0
test,0.1,4,1000,ldro_pep,0.0
test,0.1,5,1000,ldro_pep,0.0
test,0.1,6,1000,ldro_pep,0.008064516129032258
test,0.1,7,1000,ldro_pep,0.6209677419354839
test,0.1,8,1000,ldro_pep,0.967741935483871
test,0.1,9,1000,ldro_pep,0.9112903225806451
test,0.1,10,1000,ldro_pep,0.9838709677419355
test,0.1,11,1000,ldro_pep,1.0
test,0.1,12,1000,ldro_pep,1.0
test,0.1,13,1000,ldro_pep,1.0
test,0.1,14,1000,ldro_pep,1.0
test,0.1,15,1000,ldro_pep,1.0
test,0.1,1,1000,lpep,0.0
test,0.1,2,1000,lpep,0.0
test,0.1,3,1000,lpep,0.0
test,0.1,4,1000,lpep,0.0
test,0.1,5,1000,lpep,0.0
test,0.1,6,1000,lpep,0.0
test,0.1,7,1000,lpep,0.012096774193548387
test,0.1,8,1000,lpep,0.08064516129032258
test,0.1,9,1000,lpep,0.13709677419354838
test,0.1,10,1000,lpep,0.4112903225806452
test,0.1,11,1000,lpep,0.6451612903225806
test,0.1,12,1000,lpep,0.8548387096774194
test,0.1,13,1000,lpep,0.9838709677419355
test,0.1,14,1000,lpep,0.9838709677419355
test,0.1,15,1000,lpep,1.0
test,0.1,1,1000,l2o_alista,0.0
test,0.1,2,1000,l2o_alista,0.0
test,0.1,3,1000,l2o_alista,0.0
test,0.1,4,1000,l2o_alista,0.0
test,0.1,5,1000,l2o_alista,0.0
test,0.1,6,1000,l2o_alista,0.004032258064516129
test,0.1,7,1000,l2o_alista,0.056451612903225805
test,0.1,8,1000,l2o_alista,0.24596774193548387
test,0.1,9,1000,l2o_alista,0.6209677419354839
test,0.1,10,1000,l2o_alista,0.8548387096774194
test,0.1,11,1000,l2o_alista,0.967741935483871
test,0.1,12,1000,l2o_alista,0.9959677419354839
test,0.1,13,1000,l2o_alista,1.0
test,0.1,14,1000,l2o_alista,1.0
test,0.1,15,1000,l2o_alista,1.0
ood,0.01,1,1000,l2o,0.0
ood,0.01,2,1000,l2o,0.0
ood,0.01,3,1000,l2o,0.0
ood,0.01,4,1000,l2o,0.0
ood,0.01,5,1000,l2o,0.0
ood,0.01,6,1000,l2o,0.0
ood,0.01,7,1000,l2o,0.0
ood,0.01,8,1000,l2o,0.004
ood,0.01,9,1000,l2o,0.004
ood,0.01,10,1000,l2o,0.008
ood,0.01,11,1000,l2o,0.012
ood,0.01,12,1000,l2o,0.068
ood,0.01,13,1000,l2o,0.104
ood,0.01,14,1000,l2o,0.16
ood,0.01,15,1000,l2o,0.3
ood,0.01,1,1000,ldro_pep,0.0
ood,0.01,2,1000,ldro_pep,0.0
ood,0.01,3,1000,ldro_pep,0.0
ood,0.01,4,1000,ldro_pep,0.0
ood,0.01,5,1000,ldro_pep,0.0
ood,0.01,6,1000,ldro_pep,0.0
ood,0.01,7,1000,ldro_pep,0.0
ood,0.01,8,1000,ldro_pep,0.0
ood,0.01,9,1000,ldro_pep,0.0
ood,0.01,10,1000,ldro_pep,0.0
ood,0.01,11,1000,ldro_pep,0.0
ood,0.01,12,1000,ldro_pep,0.06
ood,0.01,13,1000,ldro_pep,0.252
ood,0.01,14,1000,ldro_pep,0.072
ood,0.01,15,1000,ldro_pep,0.268
ood,0.01,1,1000,lpep,0.0
ood,0.01,2,1000,lpep,0.0
ood,0.01,3,1000,lpep,0.0
ood,0.01,4,1000,lpep,0.0
ood,0.01,5,1000,lpep,0.0
ood,0.01,6,1000,lpep,0.0
ood,0.01,7,1000,lpep,0.0
ood,0.01,8,1000,lpep,0.0
ood,0.01,9,1000,lpep,0.0
ood,0.01,10,1000,lpep,0.0
ood,0.01,11,1000,lpep,0.0
ood,0.01,12,1000,lpep,0.0
ood,0.01,13,1000,lpep,0.0
ood,0.01,14,1000,lpep,0.0
ood,0.01,15,1000,lpep,0.0
ood,0.01,1,1000,l2o_alista,0.0
ood,0.01,2,1000,l2o_alista,0.0
ood,0.01,3,1000,l2o_alista,0.0
ood,0.01,4,1000,l2o_alista,0.0
ood,0.01,5,1000,l2o_alista,0.0
ood,0.01,6,1000,l2o_alista,0.0
ood,0.01,7,1000,l2o_alista,0.0
ood,0.01,8,1000,l2o_alista,0.0
ood,0.01,9,1000,l2o_alista,0.0
ood,0.01,10,1000,l2o_alista,0.0
ood,0.01,11,1000,l2o_alista,0.0
ood,0.01,12,1000,l2o_alista,0.0
ood,0.01,13,1000,l2o_alista,0.0
ood,0.01,14,1000,l2o_alista,0.0
ood,0.01,15,1000,l2o_alista,0.0
ood,0.05,1,1000,l2o,0.0
ood,0.05,2,1000,l2o,0.0
ood,0.05,3,1000,l2o,0.0
ood,0.05,4,1000,l2o,0.0
ood,0.05,5,1000,l2o,0.0
ood,0.05,6,1000,l2o,0.004
ood,0.05,7,1000,l2o,0.012
ood,0.05,8,1000,l2o,0.044
ood,0.05,9,1000,l2o,0.168
ood,0.05,10,1000,l2o,0.352
ood,0.05,11,1000,l2o,0.46
ood,0.05,12,1000,l2o,0.532
ood,0.05,13,1000,l2o,0.6
ood,0.05,14,1000,l2o,0.68
ood,0.05,15,1000,l2o,0.64
ood,0.05,1,1000,ldro_pep,0.0
ood,0.05,2,1000,ldro_pep,0.0
ood,0.05,3,1000,ldro_pep,0.0
ood,0.05,4,1000,ldro_pep,0.0
ood,0.05,5,1000,ldro_pep,0.0
ood,0.05,6,1000,ldro_pep,0.0
ood,0.05,7,1000,ldro_pep,0.0
ood,0.05,8,1000,ldro_pep,0.004
ood,0.05,9,1000,ldro_pep,0.0
ood,0.05,10,1000,ldro_pep,0.004
ood,0.05,11,1000,ldro_pep,0.052
ood,0.05,12,1000,ldro_pep,0.864
ood,0.05,13,1000,ldro_pep,0.988
ood,0.05,14,1000,ldro_pep,0.884
ood,0.05,15,1000,ldro_pep,0.988
ood,0.05,1,1000,lpep,0.0
ood,0.05,2,1000,lpep,0.0
ood,0.05,3,1000,lpep,0.0
ood,0.05,4,1000,lpep,0.0
ood,0.05,5,1000,lpep,0.0
ood,0.05,6,1000,lpep,0.0
ood,0.05,7,1000,lpep,0.0
ood,0.05,8,1000,lpep,0.0
ood,0.05,9,1000,lpep,0.0
ood,0.05,10,1000,lpep,0.0
ood,0.05,11,1000,lpep,0.0
ood,0.05,12,1000,lpep,0.0
ood,0.05,13,1000,lpep,0.004
ood,0.05,14,1000,lpep,0.004
ood,0.05,15,1000,lpep,0.012
ood,0.05,1,1000,l2o_alista,0.0
ood,0.05,2,1000,l2o_alista,0.0
ood,0.05,3,1000,l2o_alista,0.0
ood,0.05,4,1000,l2o_alista,0.0
ood,0.05,5,1000,l2o_alista,0.0
ood,0.05,6,1000,l2o_alista,0.0
ood,0.05,7,1000,l2o_alista,0.0
ood,0.05,8,1000,l2o_alista,0.0
ood,0.05,9,1000,l2o_alista,0.0
ood,0.05,10,1000,l2o_alista,0.0
ood,0.05,11,1000,l2o_alista,0.004
ood,0.05,12,1000,l2o_alista,0.004
ood,0.05,13,1000,l2o_alista,0.012
ood,0.05,14,1000,l2o_alista,0.028
ood,0.05,15,1000,l2o_alista,0.06
ood,0.1,1,1000,l2o,0.0
ood,0.1,2,1000,l2o,0.0
ood,0.1,3,1000,l2o,0.0
ood,0.1,4,1000,l2o,0.0
ood,0.1,5,1000,l2o,0.004
ood,0.1,6,1000,l2o,0.056
ood,0.1,7,1000,l2o,0.2
ood,0.1,8,1000,l2o,0.38
ood,0.1,9,1000,l2o,0.472
ood,0.1,10,1000,l2o,0.528
ood,0.1,11,1000,l2o,0.6
ood,0.1,12,1000,l2o,0.6
ood,0.1,13,1000,l2o,0.648
ood,0.1,14,1000,l2o,0.696
ood,0.1,15,1000,l2o,0.652
ood,0.1,1,1000,ldro_pep,0.0
ood,0.1,2,1000,ldro_pep,0.0
ood,0.1,3,1000,ldro_pep,0.0
ood,0.1,4,1000,ldro_pep,0.0
ood,0.1,5,1000,ldro_pep,0.0
ood,0.1,6,1000,ldro_pep,0.0
ood,0.1,7,1000,ldro_pep,0.004
ood,0.1,8,1000,ldro_pep,0.064
ood,0.1,9,1000,ldro_pep,0.032
ood,0.1,10,1000,ldro_pep,0.12
ood,0.1,11,1000,ldro_pep,0.684
ood,0.1,12,1000,ldro_pep,1.0
ood,0.1,13,1000,ldro_pep,1.0
ood,0.1,14,1000,ldro_pep,1.0
ood,0.1,15,1000,ldro_pep,1.0
ood,0.1,1,1000,lpep,0.0
ood,0.1,2,1000,lpep,0.0
ood,0.1,3,1000,lpep,0.0
ood,0.1,4,1000,lpep,0.0
ood,0.1,5,1000,lpep,0.0
ood,0.1,6,1000,lpep,0.0
ood,0.1,7,1000,lpep,0.0
ood,0.1,8,1000,lpep,0.0
ood,0.1,9,1000,lpep,0.0
ood,0.1,10,1000,lpep,0.0
ood,0.1,11,1000,lpep,0.004
ood,0.1,12,1000,lpep,0.02
ood,0.1,13,1000,lpep,0.104
ood,0.1,14,1000,lpep,0.128
ood,0.1,15,1000,lpep,0.324
ood,0.1,1,1000,l2o_alista,0.0
ood,0.1,2,1000,l2o_alista,0.0
ood,0.1,3,1000,l2o_alista,0.0
ood,0.1,4,1000,l2o_alista,0.0
ood,0.1,5,1000,l2o_alista,0.0
ood,0.1,6,1000,l2o_alista,0.0
ood,0.1,7,1000,l2o_alista,0.0
ood,0.1,8,1000,l2o_alista,0.0
ood,0.1,9,1000,l2o_alista,0.004
ood,0.1,10,1000,l2o_alista,0.02
ood,0.1,11,1000,l2o_alista,0.064
ood,0.1,12,1000,l2o_alista,0.18
ood,0.1,13,1000,l2o_alista,0.34
ood,0.1,14,1000,l2o_alista,0.548
ood,0.1,15,1000,l2o_alista,0.72
