iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7,tau_8,sigma_8,theta_8,tau_9,sigma_9,theta_9
18,16624.565734432592,9.865668270940693,3.9064819840714335,182515.46675973965,0.00017082999999999996,0.10220083903596947,0.10032357497226992,1.003069502765024,0.10033710214628373,0.10031497470113472,0.9971432184311683,0.10057208585595045,0.1003592098308746,1.002778202460156,0.1004473915231593,0.1003347721011693,1.0027876524766535,0.10031970403312057,0.10221666286647176,0.9972512746530314,0.10029509373224219,0.1006630099137438,1.002828356751499,0.10032264627278378,0.10033406834906244,0.9972726582504902,0.10034274335412076,0.10031348822507337,1.0028667281836372,0.1003162849412723,0.10200273912379976,1.0028839328687633,0.1003265499525632,0.10108903335674986,0.9970607370319688
19,16643.980657579774,9.888534116988835,3.8738261389080435,176791.27390722462,0.00018081999999999983,0.10232011206156322,0.10021453306306088,1.0034600535736897,0.1002282371491012,0.10020095662250818,0.996816155265815,0.10046049595760002,0.10025218039371095,1.0031046731264606,0.1003548448847676,0.10022572665934697,1.0031328764738836,0.10020519982837661,0.10233229542136804,0.9969760418594833,0.1001692755569043,0.10059926555054846,1.0031402646196468,0.10020732344451967,0.10022274464110581,0.9969393829153168,0.10022029940427864,0.1001922201765197,1.0031816270529161,0.10020186976121317,0.10207240823596059,1.003239809907315,0.1002142204765088,0.1010782769253,0.9967097841558451
20,16664.674159030084,9.912822271484778,3.8347585001029074,170179.39868753447,0.00019080999999999992,0.10244566027271386,0.10009947142025603,1.0038693781415806,0.10011401771298106,0.10008079898966873,0.9964723891736385,0.10034178193561628,0.10014022254266312,1.0034523503091948,0.10026006794228856,0.1001107905641015,1.0034936872910143,0.10008481735941938,0.10245425735680139,0.9966962876049456,0.1000359872925195,0.1005304356514154,1.0034671655507825,0.10008560986775024,0.10010522910340666,0.9965869621856652,0.10008868919191284,0.1000634145451549,1.0034932014067648,0.10008096726046209,0.10214707102227201,1.0036147020693478,0.10009581455547019,0.10106454415740641,0.9963383348852791
21,16686.822647852765,9.938219110468225,3.907365788007155,172518.3295612846,0.0002007999999999999,0.10257722229428261,0.09997848116883971,1.0042994032916883,0.0999948357502607,0.0999546774349997,0.9961152423903341,0.10021496121187937,0.10002292396314365,1.0038196982471257,0.10016028037545441,0.0999903406043653,1.0038697349484038,0.09995810188906379,0.10258272234520945,0.9964145354103477,0.09989493774897143,0.10045837841085843,1.00380818071748,0.09995795599315586,0.09998149324275674,0.9962226604747134,0.09994852350556739,0.09992706722069444,1.0038026237543565,0.09995360999272762,0.10222516533556898,1.004010553658813,0.09997112970035575,0.10104929028120477,0.9959467617152665
22,16710.418460619363,9.965208328810368,4.320186109049246,169035.5934163913,0.00021078999999999987,0.10271547444262458,0.09985131662762367,1.004747258525323,0.0998704200207324,0.09982236757859757,0.9957414052571025,0.1000819358180498,0.09990043582830094,1.0042125462090583,0.10005741371926294,0.09986421493010655,1.004260937403063,0.09982505614394784,0.10271745266549961,0.9961297717123181,0.09974634483415397,0.10038211904290412,1.0041639303165768,0.09982470659669745,0.09985134627344447,0.9958500031497883,0.09979990592955898,0.09978347169452305,1.0041099731137577,0.09981950452563165,0.10230531864361893,1.0044238326560202,0.0998399993016024,0.10103373359735802,0.9955342417732964
23,16735.22918719314,9.993558177705243,3.8841651359107345,176831.35497813337,0.00022077999999999996,0.10286085434206936,0.0997184221838368,1.0052179574627385,0.09974092841044749,0.09968396863612762,0.9953521926118223,0.09994032970921371,0.09977263468827706,1.0046255364142342,0.0999505073639566,0.09973286847116229,1.0046649978566444,0.09968599687830486,0.10285886457549773,0.9958420930697869,0.0995902865424438,0.10030659448943856,1.0045338408701658,0.09968528460981582,0.09971519641725744,0.9954628517952018,0.09964278579728958,0.09963207211434638,1.0044249312026456,0.09967885103411576,0.10238547789320328,1.004855434256471,0.09970270493346216,0.1010183031210161,0.9951025561627809
24,16761.705745344392,10.023353963832172,3.9028430599719286,175941.58381212497,0.00023076999999999993,0.10301294570456919,0.09957950869188031,1.0057100169796143,0.09960622538579245,0.0995396061709381,0.9949466555365295,0.09979079318035272,0.09963970411711787,1.005060338647515,0.09984056844140503,0.09959623324813534,1.0050812569104006,0.0995409256464569,0.10300709179901776,0.995549905918385,0.09942689808609763,0.10023166844477963,1.004918386549459,0.09953971180438292,0.09957303829208507,0.9950598787458312,0.09947696727151603,0.0994729364823655,1.004741807663934,0.09953179841918215,0.10246739103337996,1.0053056297321226,0.09955926308856919,0.10100074392119354,0.994650954799131
25,16789.537151910972,10.054389893249818,3.904326220974326,178899.54709475138,0.0002407599999999999,0.1031722303103617,0.09943493482719282,1.0062246960152852,0.09946671408718862,0.09938932785365315,0.9945266395559679,0.09963270796372817,0.09950150731381957,1.00551501746164,0.09972581634653446,0.09945449111564182,1.0055090976165826,0.09938991396835024,0.10316183290969677,0.9952561381068508,0.09925604834499473,0.10015732019072388,1.0053164142345183,0.09938795076586886,0.09942494915320783,0.9946398619978019,0.09930282102897915,0.09930634087071437,1.005062657673336,0.09937855022032244,0.10255035000997309,1.0057751748646164,0.09940973065246148,0.10098995398315744,0.9941803896842536
26,16818.803742858774,10.08648254028724,3.8943926729261875,177143.20007776766,0.0002507499999999999,0.10333757455071976,0.09928413043945705,1.0067561540908736,0.09932335072692294,0.09923303220468836,0.9941234214155847,0.09946404906569334,0.09935715974090614,1.0059751981109384,0.09960507513874217,0.0993078593177795,1.0059449221518677,0.09923217355364841,0.10332296155163706,0.9949558633613158,0.09907854626946799,0.10008315427725108,1.0057323251620407,0.09922977585600838,0.09927093072136302,0.994202263977577,0.09911935898029191,0.09913196966843588,1.0053745099936438,0.09921873391880613,0.10263103037308632,1.0062581971246662,0.09925421008680317,0.1009826332159637,0.9936917523280931
27,16849.769014597576,10.119770160576335,3.8183663149829954,178415.23174860966,0.00026074,0.10350940758962461,0.09912695016634256,1.0073047728843207,0.0991763232291578,0.09907073019788173,0.9937373148421335,0.09928520122268125,0.09920678349759411,1.0064421832416608,0.09947796799689446,0.09915642177413883,1.006388105218276,0.09906788909115867,0.1034904214065603,0.9946501622049994,0.09889436214957371,0.10000978225296489,1.0061657465413067,0.09906536045331292,0.09911101810562953,0.9937482442265342,0.09892674925183848,0.09894989026753848,1.0056760265486515,0.09905238521234865,0.10270826861109297,1.0067544961942125,0.09909263169403051,0.10098067539487544,0.9931851197276796
28,16882.440907957687,10.154251482435301,3.7936020570341498,177669.44891890572,0.00027072999999999995,0.10368770454883315,0.09896322892399395,1.007870371459975,0.09902565274814393,0.0989024523757554,0.9933683306381355,0.0990965271253253,0.0990504618379964,1.0069167070595375,0.09934432893465427,0.09900025580166807,1.0068385824491175,0.09889692414453374,0.10366425267258433,0.9943381260327775,0.09870349208159632,0.09993725807550059,1.0066168694483315,0.09889480034023461,0.09894515020622503,0.9932780628313816,0.09872523976198073,0.09876034275257907,1.0059655596077304,0.09887959458674363,0.10278245298279047,1.0072656961980444,0.0989249432892584,0.10098657981446602,0.9926602370512383
29,16916.690982868233,10.190120584199166,3.84091078909114,176727.1982359046,0.00028071999999999993,0.10387253126321176,0.09879261761552555,1.0084520304626754,0.0988714565830476,0.09872834012463534,0.9930164585764858,0.09889870749101698,0.09888840309069288,1.0074011773147697,0.09920471913866415,0.09883941893108361,1.0072963251658393,0.09871929735168876,0.1038445420768132,0.9940182320650445,0.09850603535234727,0.0998659098451691,1.0070865422519428,0.09871815323534308,0.09877313707905871,0.992790791106914,0.09851481328929376,0.09856338042682446,1.006238431087352,0.09870041089228743,0.10285442113941844,1.0077923198301009,0.09875091679607922,0.10099853779067108,0.992115874327044
30,16952.64171632004,10.227408771952305,3.9044022490270436,177849.29418421007,0.00029071,0.10406367320684141,0.09861517481562167,1.0090485566093856,0.0987139181165253,0.09854853693322749,0.992681477491779,0.09869235075434377,0.09872087344144513,1.0078979226373697,0.09905922981365259,0.09867393695620572,1.0077603162697466,0.09853517233322388,0.10403112353466522,0.9936922275127613,0.09830199381926248,0.09979629169033812,1.007574678268862,0.09853547965687148,0.09859500046652375,0.9922862681979714,0.09829530185036975,0.09835905502192578,1.0064882597078295,0.09851496416039097,0.10292439420390492,1.00833426520515,0.09857054623739392,0.10101783439752024,0.9915519237710705
31,16990.300487695316,10.266197044887605,3.877226853976026,178754.9332939906,0.0003007,0.10426073697709111,0.09843085387049849,1.0096573208589918,0.09855366143922474,0.09836323890391241,0.9923647136330267,0.09847794297095838,0.09854810306016762,1.0084086275294126,0.09890824044637328,0.09850377275364589,1.0082306098839846,0.09834461781257543,0.10422376531377418,0.9933601484537986,0.09809138066795917,0.0997290811217063,1.0080810780111933,0.09834674200044283,0.09841074312642248,0.9917622356298191,0.09806663609396571,0.0981473939252867,1.0067097915110097,0.09832347396013467,0.10299238040537564,1.008893022084488,0.09838381964502642,0.10104655862218449,0.9909681555326975
32,17029.75178451972,10.307932348016202,4.2862529929261655,171217.24411504186,0.00031068999999999997,0.10446824205177013,0.0982373723251985,1.0102845846888255,0.09839297932390623,0.0981714022175951,0.992076359591632,0.09825548340491318,0.09837000843685666,1.008946509978242,0.09874489200900143,0.09832701960811321,1.0086899423560058,0.09815127465963293,0.10442230126121715,0.993063655477735,0.09787582768102203,0.09965617859850236,1.008612758268144,0.09815214580525138,0.09822053015683228,0.9912239285075045,0.09783170131220173,0.09792802631123725,1.0069636934669575,0.09812292648492368,0.10306824371231177,1.0094361897816069,0.09819097891300185,0.10105650591935755,0.9903685581092116
33,17071.2419256934,10.352623672262562,3.8913468609098345,170713.32427861076,0.00032068000000000005,0.10468586640092002,0.0980347270100817,1.0109291177709738,0.09823206034372883,0.09797322580110901,0.9918170744401863,0.0980252401763184,0.09818674719563558,1.00951288807428,0.09856999507105003,0.09814392352751707,1.0091383062317894,0.0979549778320188,0.10462676786996657,0.9928036801428094,0.09765528330903119,0.09957787154568792,1.0091697041101306,0.09795181340502669,0.0980242746994715,0.9906722912060004,0.0975900451896335,0.09770089903054016,1.0072453050068895,0.09791352932419901,0.1031523004995218,1.009964574088318,0.09799184671490063,0.10105055578362139,0.9897523847212774
34,17114.871315727185,10.400041456005209,3.8926103010307997,160521.43624185643,0.00033067000000000003,0.10491116370652662,0.09782161874302336,1.011582358434415,0.09806829201443547,0.09776870252352594,0.9915733280700574,0.09779127552438782,0.09799928596634826,1.0101180607522051,0.0983873379550575,0.09795367801445906,1.009571973888847,0.09775579751531704,0.10483754332855694,0.9925786729570347,0.09742923175960691,0.09948391857232189,1.0097508834397537,0.09774693798469512,0.09782138778502265,0.9901113208889533,0.09734341232033032,0.09746721970907947,1.0075579545043405,0.0976956170124269,0.10325592415824818,1.010480880235494,0.09778607279041336,0.1010279231578122,0.9891168888752333
35,17160.199510221726,10.45022075229024,3.8604295779950917,169372.01724911446,0.00034066,0.10514598669956839,0.09759941096882663,1.012248457703844,0.09790464297754402,0.09755819539139275,0.9913589305758138,0.09755010754298278,0.09780723557044607,1.0107548982041716,0.09819263691249067,0.09775756154977387,1.009991721717942,0.09755321348023857,0.10505429211059744,0.9923906547252436,0.09719816810249346,0.09938542401056574,1.0103575463881818,0.09753656418481244,0.09761227417158044,0.9895404685801238,0.09708907641806881,0.09722552377706808,1.0078896541033522,0.09746916381012626,0.10336705028808169,1.0109835259138942,0.09757375050063216,0.10099540196132001,0.9884635714529443
36,17207.76917493793,10.503054875102116,3.8943698641378433,168371.34590687262,0.0003506499999999999,0.10538979795024474,0.09736798035113581,1.0129239505700525,0.09774078452818202,0.0973418765498039,0.9911717937483312,0.09730263436422625,0.0976111900990475,1.011426165425069,0.0979861606454063,0.09755565782581228,1.0103954618149122,0.09734704281899775,0.10527705105167481,0.9922398690292703,0.09696202041616592,0.09928210717354062,1.0109896190049057,0.09732094004961477,0.09739684704464548,0.9889619350904585,0.09682678817309885,0.09697582714297492,1.0082351999547805,0.09723435009895633,0.10348674327719107,1.0114729443150559,0.09735478014133084,0.10095572034232721,0.9877917728873333
37,17257.566859762857,10.55854419160265,3.825045700185001,167959.98873726276,0.00036063999999999996,0.10564209413617709,0.09712729745451931,1.0136026911119005,0.09757698327871384,0.09712017120626103,0.991011435946084,0.09704999730603969,0.09741140906431828,1.0121341771609336,0.09776858435363682,0.09734794157353575,1.0107834535971132,0.09713691358352625,0.10550540782010064,0.9921291172558185,0.09672059217448023,0.09917222930435796,1.011646274135764,0.09710054772104963,0.09717493350337238,0.988380416275553,0.09655588422200304,0.09671845589608882,1.0085781242423024,0.09699149178187105,0.10361490396150758,1.0119499145525246,0.09712901530789954,0.10091355407409897,0.9871005542968996
38,17309.417960687366,10.616413654396522,3.9015586199238896,168939.064227694,0.00037062999999999994,0.10590241633042563,0.09687763107871014,1.0142837061284473,0.0974135335210275,0.09689334568169529,0.9908793410814304,0.09679144207166418,0.09720854962468489,1.0128768382328803,0.09753989717503807,0.09713514900089082,1.0111572790465553,0.0969223377100399,0.10573944495429785,0.9920571964654769,0.09647380304068456,0.09905919840360763,1.0123275967649463,0.09687526922036697,0.09694659115793194,0.9877965761792854,0.09627573783827903,0.09645270836281658,1.00890971714319,0.09674083448102797,0.1037491929828022,1.0124171386275167,0.09689649811631725,0.10087618685187669,0.986390238870085
39,17363.832216830935,10.676504175238756,3.8532329639419913,168871.8197532671,0.0003806199999999999,0.10617011792761703,0.09661878495446756,1.0149612345521815,0.09725061618202421,0.09666167637323987,0.9907746898740748,0.09652794660901991,0.09700306911293119,1.0136558894563785,0.09729978202599758,0.09691729038339857,1.0115172130388386,0.0967028324466842,0.10597886487872304,0.9920241615464651,0.09622153040858483,0.09894308498984233,1.0130332443469454,0.09664532366675668,0.09671172407653314,0.9872134445426916,0.09598617120334317,0.0961789103204053,1.009219062632499,0.09648281325970191,0.10388917538205113,1.0128787497902572,0.09665700796270615,0.1008495597605065,0.9856598057048357
40,17420.489377509064,10.738585393089048,3.9286974428687245,180589.42367969468,0.00039061,0.10644538255580031,0.09635227722350202,1.0156578283097897,0.0970889926005039,0.09642570577737047,0.9907024398235845,0.09625485838453271,0.09679456354701266,1.014454969941563,0.0970466132515315,0.09669670857936483,1.0118630790027556,0.09647831365579429,0.10622499267495315,0.9920246081753693,0.09596372366141805,0.09884415036263042,1.013763375651968,0.09640957616276424,0.09647182598717872,0.9866254788905536,0.09568532327552666,0.09589353615196433,1.009486004625137,0.0962181869433463,0.10401273329802069,1.0133458188843607,0.09641229039946726,0.10083888763216584,0.9849157772623061
41,17479.95593108483,10.800833804760883,4.327930286061019,169971.19050961113,0.0004006,0.1067288500154124,0.0960797998500043,1.016412970137622,0.09691897874933265,0.09618813515470143,0.9906520959704903,0.0959682603023286,0.09658725801674915,1.0152582715424827,0.0967967833429761,0.09647045999879345,1.0122437984072437,0.09624957695655335,0.10647788607002709,0.9920910540204169,0.09569992092682549,0.09874087709509836,1.0145153291567393,0.09616955396311205,0.09622595678648863,0.9860442363829677,0.09537307404187036,0.0955974493685913,1.009653249328617,0.0959516708336691,0.10414022002687029,1.0138905882903968,0.09616016817901352,0.10088148187323537,0.9841445526764052
42,17541.39214150769,10.86086032626682,3.9305247880984098,157400.64208129718,0.00041058999999999985,0.10700939037209348,0.09580210234033733,1.0172114382772488,0.0967408899510744,0.09595025391113024,0.9906083701900976,0.09567294397326885,0.09637950957179922,1.016082619806586,0.09654427776732001,0.0962360966278077,1.0126199850112325,0.0960159515629522,0.10674338986277904,0.9922019079317292,0.0954301263500109,0.09861768051282208,1.015287528379329,0.09592673393566897,0.09597451820196584,0.9854963623689141,0.09505120365654816,0.09528824615672113,1.0097772089662345,0.09568220889504754,0.10430153560555115,1.0145098883025783,0.09590320444294623,0.10095056205511911,0.9833530770207178
