iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10
0,0.03149187702127301,0.002154720529574749,0.1197837499785237,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134
1,0.02954582645915442,0.002154703805466871,0.07838449999690056,0.022366269833485285,9.999999999992654e-07,1.250002236604959,1.2500022366042107,1.2500022366029016,1.250002236600686,1.2500022365969865,1.2500022365909391,1.250002236581165,1.250002236564813,1.250002236533809,1.2500022364558292,1.2500022360161853,1.0002394347798652e-06,0.28175452536399614,0.4340437830186089,0.5310648056421364,0.5987795942926285,0.6489243263572659,0.6876468542425859,0.7185008536861579,0.7436920468220021,0.7646657178013024,0.7824092432280134
2,0.031342849062139695,0.002151343474898134,0.08374233398353681,0.02395273906236524,0.0002009799999999999,1.2504521105581552,1.250452192628746,1.250452282229813,1.250452283074018,1.2504522358289365,1.2504522134830887,1.2504522508360711,1.250452285467392,1.2504522118556665,1.2504519926110182,1.2504516726228967,0.00020219638672488955,0.28195575712273424,0.43424503583738255,0.531266035574668,0.5989807706749654,0.6491254468637664,0.6878479508734049,0.7187019757247449,0.7438932257078998,0.7648669425702215,0.7824092432280134
3,0.028811265740226768,0.0021447172567328468,0.003901541989762336,0.02234401035167301,0.0004009599999999988,1.2513488001740147,1.251348683492502,1.2513481340891497,1.2513469591002113,1.251345220344114,1.2513431247352211,1.2513409956921753,1.2513391422830393,1.2513377328388002,1.2513367456268414,1.2513357757658852,0.0006030346842678372,0.2823564762215244,0.4346454392377279,0.5316659192621361,0.5993799182532206,0.6495236653249842,0.6882451362940342,0.7190981823925063,0.7442886830913974,0.7652619856935181,0.7824092432280134
4,0.02920569928429094,0.002134845088763403,0.004036333994008601,0.022744596301958738,0.0006009399999999995,1.2526934823813587,1.252692609631985,1.2526909079011006,1.2526878090199132,1.252683381323339,1.2526780137735103,1.2526724713028106,1.2526676619892765,1.25266417620049,1.2526619498990412,1.2526597944365259,0.0012038781680342799,0.28295694434748486,0.43524536446630463,0.5322650035140881,0.5999778402653643,0.6501201309636221,0.6888399769767878,0.7196914682998353,0.7448807597132607,0.76585336963005,0.7824092432280134
5,0.029116015283490213,0.0021217635637151896,0.0039619169547222555,0.02213331829615759,0.0008009199999999984,1.254484738620001,1.2544819850049147,1.2544787855221817,1.2544739663419082,1.2544676366969805,1.2544604409066025,1.254453466363964,1.2544478606822285,1.2544442076812434,1.2544421324491322,1.2544394870611135,0.002003639822733865,0.28375589061367523,0.43604355358839364,0.5330623076433262,0.6007741178595866,0.650915306745259,0.6896341155548612,0.7204848206244646,0.7456737240830333,0.7666463585463357,0.7824092432280134
6,0.029741672427079664,0.002105522116136123,0.00387766701169312,0.022508631448557494,0.001000899999999999,1.2567239646693749,1.256720215622101,1.2567159677231514,1.2567102010804416,1.256703327936361,1.2566961760273836,1.2566897745738832,1.2566850304750932,1.2566822253794372,1.256680665874273,1.2566774303081516,0.003002679643423599,0.2847546176641829,0.4370416714083553,0.5340598384591996,0.601771115402993,0.6519118875079041,0.6906304586728,0.7214811551841653,0.7466702863598392,0.7676433139232148,0.7824092432280134
7,0.02793551084382397,0.002086392564368344,0.0037830420187674463,0.02167836176408424,0.0012008799999999997,1.2594103315648757,1.2594025510658058,1.2593952262010606,1.2593859557878144,1.259375229503794,1.2593643688793472,1.2593550858512976,1.2593488587587187,1.2593460083851458,1.2593451673131149,1.2593413764167043,0.004199840033404964,0.2859502275700749,0.4382356096525205,0.5352519153554578,0.6029610530772505,0.6530995095910742,0.6918158520090768,0.7226648014701862,0.747853031747703,0.7688261123917735,0.7824092432280134
8,0.029759405034689497,0.002064358523693061,0.0037218750221654773,0.022920712423421422,0.0014008600000000003,1.262551849940312,1.2625401615290615,1.262529597241238,1.2625163876062775,1.2625010034954172,1.2624851273866005,1.262471060910477,1.2624608751782358,1.2624550894168525,1.2624518656424624,1.2624443294908383,0.00559841013301443,0.28734757679697437,0.439631165952356,0.5366454699297099,0.6043522288832444,0.6544879798692679,0.6932015122379473,0.7240479339471458,0.7492343368620908,0.770206515130387,0.7824092432280134
9,0.029107424641157106,0.0020395544882870443,0.0037406249903142452,0.022422014501991404,0.0016008399999999992,1.2661464386962473,1.266128663560936,1.2661159934123953,1.2660999098181127,1.2660805903004602,1.2660603127723535,1.266042045490921,1.266028158165777,1.2660189206908874,1.2660117407517506,1.2659978042711317,0.007196779093597587,0.28894441372834206,0.4412265953577717,0.538239351665985,0.6059441047927043,0.65607746939314,0.6947884769481719,0.725632578142567,0.7508171927877696,0.7717882677351448,0.7824092432280134
