iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8
0,4.651176745780412,0.01543345816443953,0.2110966250183992,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,4.651176745780412,0.015433481835445956,0.36031241703312844,22.51308067817635,9.999999999999159e-07,1.2500022360859804,1.249997763916,1.2499977639160025,1.2499977639160011,1.2500022360859948,1.2499977639160025,1.2499977639160145,1.2499977639160031,1.2499977639160085
2,4.651179910244439,0.015433978449171819,0.32307933300035074,22.51301065111906,2.097999999999987e-05,1.2500491493072257,1.2499508516475621,1.2499508516481475,1.249950851651403,1.2500491493150745,1.2499508516461244,1.2499508516519908,1.249950851638157,1.249950851634406
3,4.651246299683082,0.015434948004092229,0.007868000015150756,22.51183581745545,4.095999999999993e-05,1.2501407417022614,1.2498592657301466,1.2498592657556935,1.2498592658681722,1.2501407421472772,1.2498592659041272,1.249859266023049,1.2498592651916964,1.2498592648293438
4,4.65137591114133,0.015436390499485619,0.0075270000379532576,22.509517013248853,6.0939999999999996e-05,1.2502770164710055,1.2497230112819033,1.2497230114468976,1.2497230121101102,1.2502770191710173,1.2497230124275405,1.2497230131294532,1.2497230078937414,1.2497230056163957
5,4.651568738963057,0.015438305943069367,0.007563749968539923,22.506056559743254,8.091999999999984e-05,1.250457977662219,1.2495420956448544,1.2495420962678856,1.2495420986079833,1.2504579874027757,1.2495420998307405,1.2495421024250044,1.249542083294988,1.2495420750124517
6,4.651824775684214,0.015440694350029188,0.007528958027251065,22.501451485639347,0.0001008999999999999,1.2506836292617887,1.2493165288167296,1.2493165305331133,1.2493165368865782,1.2506836558457806,1.249316540335413,1.249316547519275,1.249316494848321,1.2493164720921066
7,4.652144011695866,0.015443555748328511,0.007757499988656491,22.495719109166178,0.00012087999999999997,1.2509539743467981,1.2490463233175453,1.2490463273169925,1.2490463418579798,1.2509540355083497,1.2490463498147542,1.2490463664925167,1.2490462451213988,1.2490461928610186
8,4.652526435932277,0.01544689017965928,0.007811249990481883,22.488847962113816,0.00014085999999999992,1.2512690146657883,1.2487314943910088,1.2487315025929318,1.248731532163941,1.2512691392893924,1.2487315483007795,1.248731582495667,1.2487313352205023,1.2487312290948978
9,4.652972035708917,0.01545069770787679,0.007785499969031662,22.480827153660556,0.00016083999999999998,1.2516287500404513,1.2483720595977446,1.248372074947828,1.2483721299970334,1.25162898213234,1.24837215979958,1.248372223722026,1.2483717637511769,1.2483715670000992
10,4.653480797861535,0.015454978416698193,0.007705791969783604,22.47168358759228,0.00018081999999999983,1.2520331774149,1.2479680392821515,1.2479680660636863,1.2479681616451168,1.2520335807720975,1.2479682130094905,1.2479683244900508,1.2479675265785288,1.2479671864469914
11,4.654052708239296,0.015459732414998725,0.007224417000543326,22.46132550298524,0.0002007999999999999,1.252482290373603,1.2475194565559196,1.2475195005618038,1.2475196576166607,1.2524829536221411,1.2475197411960945,1.2475199252287021,1.2475186160338487,1.247518060062837
12,4.654687752341728,0.015464959838276948,0.007591959030833095,22.449800590667312,0.00022077999999999996,1.2529760785916357,1.2470263372574337,1.2470264061042862,1.247026652875548,1.2529771208788714,1.247026782623971,1.2470270732286775,1.2470250203354851,1.2470241520888887
13,4.655385915331548,0.01547066085130393,0.00769641698570922,22.437125960533223,0.0002407599999999999,1.2535145270721948,1.2464887099166333,1.2464888136207282,1.2464891870692016,1.2535161045101433,1.2464893809111122,1.2464898230598118,1.2464867228739687,1.2464854174615079
14,4.656147182274309,0.015476835650372575,0.0077628339640796185,22.423264214663096,0.00026074,1.2540976149791003,1.2459066060722577,1.245906757219423,1.2459073048576568,1.2540999280493244,1.2459075850786359,1.2459082370813965,1.2459037019719557,1.2459018013373633
15,4.656971538565291,0.015483484471614304,0.00765625003259629,22.408183010199846,0.00028071999999999993,1.2547253151881312,1.2452800598186646,1.2452802739388926,1.2452810557350749,1.2547286164233622,1.2452814493343107,1.2452823852198955,1.2452759298517944,1.24527323822635
16,4.657858971127441,0.01549060758368041,0.0076445830054581165,22.391943210005373,0.0003007,1.2553975939013753,1.2446091082493929,1.2446094045091314,1.2446104947377659,1.2554021965768312,1.2446110338364436,1.244612346639382,1.244603372478541,1.244599650909165
17,4.658809466844168,0.015498205294332617,0.0075724999769590795,22.374422902863056,0.00032068000000000005,1.2561144100063708,1.243893791514384,1.2438941928155904,1.2438956823971237,1.2561206967159009,1.243896404477829,1.2438982092292992,1.243885989024473,1.2438809506261028
18,4.659823013789987,0.015506277948605344,0.007421125017572194,22.355719336657724,0.00034066,1.2568757145619538,1.2431341526571729,1.2431346862995885,1.2431366850500316,1.2568841469944356,1.2431376334698663,1.2431400707095208,1.2431237314291854,1.243117035980815
19,4.660899600687683,0.015514825937164476,0.007522833009716123,22.335748731903866,0.00036063999999999996,1.257681448661717,1.2423302378872008,1.2423309356355636,1.2423335750504538,1.2576925787807764,1.2423347988856217,1.2423380386587293,1.2423165439372634,1.2423077929173014
20,4.66203921862775,0.015523849692936445,0.0073523749597370625,22.3145183292247,0.0003806199999999999,1.2585315434021278,1.2414820965727877,1.241482995229843,1.2414864312098062,1.258546024657447,1.241487984934378,1.2414922310994057,1.2414643628398132,1.2414530947716338
21,4.663241860412305,0.015533349690403712,0.007385834003798664,22.292055544231513,0.0004006,1.2594259205113767,1.2405897808629118,1.240590922981514,1.240595338624452,1.2594445197264779,1.2405972822505649,1.240602777275813,1.2405671158049665,1.2405528009817843
22,4.664507519993555,0.015543326448418852,0.007471040997188538,22.268332652752683,0.00042057999999999993,1.260364489280167,1.2396533463564312,1.2396547804731652,1.239660389435568,1.2603881003075457,1.2396627879098687,1.239669818154737,1.2396247221759957,1.2396067581195525
23,4.665836193716215,0.015553780532238298,0.007379791990388185,22.243266546133253,0.0004405599999999999,1.2613471484493741,1.2386728517014016,1.2386746325877616,1.2386816822780335,1.261376804776323,1.2386846046858266,1.2386935062659812,1.2386370919159664,1.2386147993091223
24,4.667227880049907,0.015564712546885552,0.007695375010371208,22.216950875614952,0.00046053999999999995,1.2623737836385658,1.2376483587485336,1.237650548504005,1.2376593237951832,1.262410673195277,1.2376628428328371,1.2376740070200491,1.2376041261224304,1.2375767442971803
25,4.668682578917167,0.01557612314781902,0.007389832986518741,22.189301297812463,0.0004805199999999999,1.2634442662068512,1.2365799327911737,1.2365826008257441,1.2365934278585329,1.263489747213014,1.2365976185811094,1.236611498544586,1.236525716355911,1.2364923997384913
26,4.670200293736026,0.015588013035981296,0.007725708012003452,22.160291679076327,0.0005005,1.264558453120464,1.2354676428904652,1.235470865829716,1.2354841161169567,1.264614069745495,1.235489054272692,1.2355061722331584,1.235401744716938,1.235361560125511
27,4.671781030753133,0.015600382957995984,0.007501750020310283,22.129937176739876,0.00052048,1.2657161860241162,1.2343115611482085,1.2343154236190783,1.2343315184458494,1.265783686132948,1.234337278643928,1.234358233326893,1.2342320835077096,1.2341840072862436
28,4.673424799108746,0.015613233700056224,0.007631624990608543,22.098167743266387,0.00054046,1.2669172931248303,1.2331117629371233,1.233116358163872,1.2331357728433356,1.2669986443047832,1.2331424262546868,1.2331679015565487,1.2330165949919083,1.2329595109661762
29,4.675131609520799,0.01562656609851917,0.007574042014311999,22.06506878464237,0.00056044,1.2681615824537216,1.2318683277215767,1.2318737575541925,1.2318970261372597,1.2682589922921432,1.2319046378835934,1.2319354116347436,1.2317551324513802,1.2316878304799044
30,4.676901477818067,0.015640381019530067,0.007587541011162102,22.03057088665079,0.0005804199999999999,1.2694488493684264,1.2305813379961497,1.2305877138123928,1.230615434039808,1.2695647823315104,1.2306240615145512,1.2306610141411192,1.2304475382430125,1.2303687127779153
31,4.678734419363534,0.01565467937941939,0.007585250015836209,21.99460416427245,0.0006004,1.270778868149153,1.2292508799055757,1.229258322726886,1.2292911617271909,1.2709160673143516,1.2293008501244758,1.2293449754976806,1.2290936454130363,1.2290018959658913
32,4.68063045515925,0.015669462141523035,0.007682333001866937,21.95729889655528,0.00062038,1.2721513917220746,1.2278770433797523,1.22788568436431,1.2279243835846627,1.2723129028586977,1.2279351629214843,1.227987577239504,1.2276932771642903,1.2275871087292998
33,4.682589610881094,0.015684730301005704,0.007263957988470793,21.918466294439664,0.00064036,1.273566155373735,1.226459922006255,1.2264699025748993,1.226515284286795,1.2737553468764105,1.2265271645544171,1.2265891182905793,1.226246246892829,1.2261240716907478
34,4.684611914123625,0.015700484888299712,0.007598958967719227,21.878245072477064,0.00066034,1.2750228731174886,1.2249996125352176,1.2250110856220924,1.2250640586118688,1.275243459420305,1.2250770261091228,1.2251499161253532,1.2247523585901607,1.2246124977931314
35,4.686697395938671,0.015716726971469922,0.007475290971342474,21.836535151626634,0.0006803200000000001,1.2765212374322896,1.2234962155462792,1.2235093458732622,1.223570911892748,1.2767773030459815,1.2235849244590744,1.2236703047250301,1.2232114064522943,1.2230520935308622
36,4.688846091133753,0.015733457656579127,0.007329209009185433,21.79328478705868,0.0007003,1.2780609168636807,1.2219498358626488,1.2219647993961076,1.222036060126248,1.2783569416662819,1.222051040634892,1.2221506361895849,1.2216231760883796,1.2214425616070934
37,4.691058039753971,0.01575067807588657,0.007349999970756471,21.74860749573178,0.00072028,1.279641558431996,1.220360580996692,1.2203775668929564,1.220459730232751,1.2799824429574973,1.2204755624131183,1.220591282213421,1.2199874431960043,1.2197835989260897
