iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,beta0,beta1
0,0.15221193413955214,0.0810432401699086,0.10230887500802055,,,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208
1,0.1547815163514726,0.08104305902514969,0.07027212501270697,0.09860875639547138,9.999999999999159e-07,1.250002236085735,1.2500022360851353,1.0000073992029095e-06,0.2817535251253208
2,0.15159656421678594,0.08103925956178971,0.06946949998382479,0.09863862353233077,2.097999999999987e-05,1.250049151797609,1.250049116169153,2.1981133912222438e-05,0.2817535251253208
3,0.1425166641222186,0.08103185808968795,0.0012667080154642463,0.09315743608416423,4.095999999999993e-05,1.2501405306050934,1.2501404803597134,6.284542036523294e-05,0.2817535251253208
4,0.14679329700657182,0.08102084100773385,0.00119329197332263,0.09612720110616242,6.0939999999999996e-05,1.2502765362295887,1.2502765347799725,0.00012366388617287392,0.2817535251253208
5,0.14580982902350234,0.08100620848170366,0.001236042007803917,0.09647787664437557,8.091999999999984e-05,1.2504572200403665,1.250457234336229,0.0002044562207834376,0.2817535251253208
6,0.1485763723198458,0.08098795441134513,0.0011590409558266401,0.09706288654889401,0.0001008999999999999,1.2506826563451554,1.2506827179421032,0.00030525127777892067,0.2817535251253208
7,0.15149932347631614,0.08096609330413418,0.0012782920384779572,0.09533033387717788,0.00012087999999999997,1.250952606039243,1.2509529841238056,0.00042593669157784753,0.2817535251253208
8,0.14448312137817007,0.08094064441242567,0.0012216250179335475,0.09476231222941882,0.00014085999999999992,1.2512670172588078,1.2512675751470033,0.0005664827503203491,0.2817535251253208
9,0.14920120730503736,0.08091155811113158,0.001260375021956861,0.09820184499042144,0.00016083999999999998,1.2516265844704197,1.2516270756324515,0.0007271922386183523,0.2817535251253208
10,0.15073466719656203,0.080878854536479,0.0011429170262999833,0.09683994914381283,0.00018081999999999983,1.2520310042586646,1.2520314518835947,0.0009079207274684696,0.2817535251253208
11,0.1474183359716624,0.08084253857916868,0.0011370840365998447,0.09665743564420105,0.0002007999999999999,1.252480246446865,1.2524807315080697,0.0011086448429522213,0.2817535251253208
12,0.1484629280117285,0.0808026646281492,0.0012687499984167516,0.0944294743297068,0.00022077999999999996,1.2529736886025176,1.2529743103021709,0.0013290755469169803,0.2817535251253208
13,0.14379899423241366,0.08075922686338095,0.0011717500165104866,0.0948648596957212,0.0002407599999999999,1.2535115320430523,1.2535122105054242,0.00156929082215324,0.2817535251253208
14,0.14731525080466962,0.08071223846381073,0.001222957973368466,0.09385951628288451,0.00026074,1.2540934109872224,1.2540947923740215,0.0018291142774559586,0.2817535251253208
15,0.1524254701632426,0.08066160711063036,0.0011882499675266445,0.09774623430133264,0.00028071999999999993,1.2547209727661035,1.2547225528417176,0.0021092672309424598,0.2817535251253208
16,0.1460684265721917,0.08060742084219054,0.0012964170309714973,0.09470053051496115,0.0003007,1.255392882349272,1.2553950267577378,0.002409138211067281,0.2817535251253208
17,0.15471144860318456,0.08054959448277053,0.001191957970149815,0.09728642015165999,0.00032068000000000005,1.2561104014273747,1.256113157282695,0.0027292737711184173,0.2817535251253208
18,0.147965886341183,0.08048822059225241,0.0011985410237684846,0.09562837736338418,0.00034066,1.2568727826467763,1.2568753662277443,0.00306932266876369,0.2817535251253208
19,0.1483414896270254,0.08042329025101072,0.0012397499522194266,0.09579858920480203,0.00036063999999999996,1.257680152545063,1.2576819975486064,0.003429322571072261,0.2817535251253208
20,0.14705914045422008,0.08035478348965581,0.0011980420094914734,0.09620200309120375,0.0003806199999999999,1.2585327709269334,1.258533556852192,0.0038093693619212065,0.2817535251253208
21,0.14159519534356,0.08028283908995057,0.0011010830057784915,0.09350095516255709,0.0004006,1.2594290398789676,1.2594283887910347,0.004208729985610077,0.2817535251253208
22,0.1523971929561804,0.08020718638500976,0.0011003330000676215,0.09858997739850164,0.00042057999999999993,1.2603723227465493,1.2603701841617407,0.004628880866228684,0.2817535251253208
23,0.149743011458387,0.08012802179816744,0.001084374962374568,0.09495324455337802,0.0004405599999999999,1.2613600751526661,1.2613569891607797,0.005068665069123055,0.2817535251253208
24,0.14941667637958309,0.08004522133245835,0.001316124980803579,0.0972342504722837,0.00046053999999999995,1.262394038770452,1.2623903643116194,0.005528833556020636,0.2817535251253208
25,0.14983040506893244,0.07995898324446855,0.0011448750155977905,0.09415485259617676,0.0004805199999999999,1.2634718807839804,1.2634679502025163,0.006008322618213956,0.2817535251253208
26,0.14289788326839237,0.07986938113341194,0.0012101249885745347,0.09358958417866693,0.0005005,1.2645933873628181,1.2645879875893704,0.006507011307615731,0.2817535251253208
27,0.14777120229733753,0.07977623991889556,0.0011432499741204083,0.0957876624410307,0.00052048,1.265760517762571,1.265753437510087,0.007025743467936835,0.2817535251253208
28,0.14858115842040084,0.07967954037498838,0.0010894169681705534,0.09677044321901958,0.00054046,1.2669743033041148,1.266963602101725,0.007564948137118303,0.2817535251253208
29,0.15257963705842872,0.07957902421194983,0.0011428340221755207,0.10028606770158659,0.00056044,1.2682378942906074,1.2682223071841308,0.008125993014171724,0.2817535251253208
30,0.14748341167677845,0.07947514476416433,0.0011677920119836926,0.09447254820931163,0.0005804199999999999,1.2695454965211501,1.2695244832277541,0.008706273291336228,0.2817535251253208
31,0.15012945462235347,0.07936760567047624,0.0011735829757526517,0.09827659370468418,0.0006004,1.2709011182673184,1.2708738251427463,0.009307535050035653,0.2817535251253208
32,0.15295945132153632,0.07925633297179226,0.0011296250158920884,0.09973433333392528,0.00062038,1.2723062535065235,1.2722707959056043,0.009930405212195993,0.2817535251253208
33,0.14724034138972367,0.07914164607607546,0.0011576249962672591,0.09595707081977838,0.00064036,1.2737565834189344,1.2737123695895058,0.010572933463253005,0.2817535251253208
34,0.14553727205750114,0.07902365057177205,0.0011514590005390346,0.09508594240612418,0.00066034,1.2752513091906943,1.2751967856613884,0.0112347308254916,0.2817535251253208
35,0.15099381988077662,0.07890208518702986,0.0011281670304015279,0.0979980130596691,0.0006803200000000001,1.2767940582845556,1.2767272977652626,0.011917366116819818,0.2817535251253208
36,0.15211887261015755,0.07877698338951143,0.0013406670186668634,0.09787579212209777,0.0007003,1.278384644447455,1.2783036205461382,0.01262071728878009,0.2817535251253208
37,0.14535097354196236,0.07864862895434492,0.0011837920174002647,0.09517455014536752,0.00072028,1.2800196375398118,1.2799224115826928,0.013343228332844126,0.2817535251253208
38,0.1450843141291,0.07851690629242591,0.0011115000233985484,0.0961796413577553,0.00074026,1.2817005440056513,1.2815856139491506,0.014085525397435968,0.2817535251253208
39,0.14193182073980587,0.07838213481048033,0.0011361250071786344,0.09307494777056512,0.00076024,1.283423215373625,1.2832898650361024,0.01484573728741633,0.2817535251253208
40,0.14601139759951506,0.07824410539543766,0.001138291961979121,0.0954326805879339,0.0007802200000000001,1.2851915685028314,1.2850362114574594,0.015625552197697373,0.2817535251253208
41,0.15197125462710462,0.07810240236778877,0.0012767500011250377,0.09900258030454097,0.0008002,1.2870108569261054,1.2868306539928347,0.016427241469501967,0.2817535251253208
42,0.14828067147450555,0.07795734623361295,0.001113042002543807,0.09614808347701764,0.00082018,1.2888765252787209,1.2886705452064555,0.017248751255911108,0.2817535251253208
43,0.16020679092234721,0.07780824648308902,0.0011213329853489995,0.10207561331874847,0.00084016,1.2907977011947491,1.2905649227293658,0.018094050524029483,0.2817535251253208
44,0.15114482115415745,0.07765580470398209,0.001204584026709199,0.09709849206547178,0.00086014,1.2927661676887108,1.2925041665415564,0.01895947257890704,0.2817535251253208
45,0.14148264844057348,0.07750073510590222,0.0011602499871514738,0.09150772242045209,0.00088012,1.2947728578774889,1.29447952589301,0.019840987549126055,0.2817535251253208
46,0.14756271153066583,0.0773423921062312,0.001269708969630301,0.09589652732660241,0.0009001,1.296825834188299,1.296500352835638,0.020742092271370735,0.2817535251253208
47,0.1487438534785046,0.07718045773263107,0.0011555409873835742,0.09893307178006035,0.0009200800000000001,1.2989306821235103,1.298568879488877,0.02166518583515975,0.2817535251253208
48,0.14646339271332282,0.07701537250875379,0.001173167023807764,0.09614325593323252,0.0009400599999999999,1.3010823349391356,1.3006790533032773,0.022607992853505388,0.2817535251253208
49,0.1538814794164672,0.07684672666700208,0.001097833039239049,0.09908744105210071,0.00096004,1.3032862647115595,1.3028366269487908,0.023572855912690416,0.2817535251253208
50,0.1467628407962476,0.07667509635825982,0.0011780409840866923,0.09467197948630916,0.00098002,1.305533794595065,1.3050370002681535,0.02455592270183395,0.2817535251253208
51,0.14861965182929732,0.07650015100579471,0.001247208972927183,0.09683721308043836,0.001,1.3078294774396293,1.3072847732347443,0.025559131540550114,0.2817535251253208
52,0.1486539552022087,0.07632537566276211,0.0011985410237684846,0.09767625610380723,0.0009999878275373446,1.3101293150919826,1.3095325097422745,0.026563225414921923,0.2817535251253208
53,0.14836405775853753,0.07615106699803698,0.0011610829969868064,0.09563650332108053,0.0009999513107426476,1.312429038056956,1.3117770033977796,0.027566339487722157,0.2817535251253208
54,0.1474384185449635,0.07597685723308968,0.0011500000255182385,0.09803685072152854,0.0009998904513956854,1.3147334763034415,1.3140230023349877,0.02857057899275481,0.2817535251253208
55,0.14844901941335864,0.07580267383559024,0.0011840000515803695,0.09847060220380235,0.000999805252462657,1.3170430033233795,1.3162725087526772,0.029576102653988266,0.2817535251253208
56,0.14660509687737344,0.07562908998495936,0.001097082975320518,0.09446704142090986,0.0009996957180960385,1.3193492439378718,1.318519475427433,0.030579265230375477,0.2817535251253208
57,0.14662845094882762,0.07545604968271515,0.001280625001527369,0.09516949847047423,0.0009995618536343797,1.321654313525689,1.3207620935900524,0.031580990917592054,0.2817535251253208
58,0.15236055353762326,0.07528312121794456,0.0011247079819440842,0.09757646484894747,0.0009994036656020464,1.3239630931703035,1.3230074783570425,0.03258340098975579,0.2817535251253208
59,0.1421969473310862,0.07511097311887789,0.0012369999894872308,0.09336237167075452,0.0009992211617088995,1.3262670012679219,1.3252462721240057,0.0335827727237829,0.2817535251253208
60,0.13748184458379673,0.07493990808809559,0.0012644579983316362,0.09148713670403971,0.0009990143508499217,1.3285631490500538,1.327472268324143,0.03457786230005721,0.2817535251253208
61,0.1435872737017268,0.07476953905794141,0.001138749998062849,0.09319292215450906,0.0009987832431047822,1.3308558490443554,1.3296919163411507,0.03557054656533838,0.2817535251253208
62,0.1471413855170562,0.07459918992523554,0.0012080830056220293,0.09778169368215728,0.0009985278497373468,1.3331549903410769,1.3319125478977314,0.03656510708193328,0.2817535251253208
63,0.14055967858723098,0.07442967280916335,0.0012027909979224205,0.0919897668375627,0.0009982481831951274,1.3354480461522684,1.3341263390032212,0.037556127960832325,0.2817535251253208
64,0.13882581016339296,0.07426095430732506,0.0012475000112317502,0.09196712897682528,0.0009979442571086772,1.3377358233270344,1.3363329337645111,0.03854396629849027,0.2817535251253208
65,0.14143181164147448,0.07409282043908165,0.0011283329804427922,0.0936024515880758,0.0009976160862909245,1.3400226119331902,1.3385324803081047,0.039530479877014225,0.2817535251253208
66,0.14667356960495478,0.07392473337971707,0.0011772919679060578,0.0964614208646976,0.0009972636867364526,1.3423142827129546,1.3407345961712673,0.040518201171589795,0.2817535251253208
67,0.13958290569325146,0.0737573642035215,0.001108707976527512,0.09239918701689571,0.000996887075620718,1.3446021525008007,1.34292958449091,0.04150339007999733,0.2817535251253208
68,0.14086029495491428,0.07359034527489812,0.0011800840147770941,0.09527153802787659,0.0009964862712992153,1.3468929690240243,1.3451190187754898,0.04248895464989964,0.2817535251253208
69,0.1485022984358606,0.07342330366670982,0.0011393750319257379,0.09689992346449061,0.0009960612933065818,1.3491895333209325,1.3473120075124672,0.043476097552374256,0.2817535251253208
70,0.145895950494529,0.07325649167541848,0.0011370830470696092,0.09570124997307262,0.000995612162355645,1.3514889195197706,1.3495042533570611,0.04446355912099347,0.2817535251253208
71,0.14088613210838957,0.07309016500677672,0.0011512089986354113,0.09348538406178543,0.0009951389003364144,1.3537860570545253,1.3516951921874347,0.04544916419257522,0.2817535251253208
72,0.1487596822274877,0.07292398661727642,0.0011403330136090517,0.09611761195562331,0.0009946415303150127,1.3560869596400233,1.353886728680682,0.046435494267657945,0.2817535251253208
73,0.1375093719344916,0.07275863148671104,0.0012671659933403134,0.09174982561472779,0.0009941200765325531,1.3583821420078537,1.3560701365985433,0.04741848725429039,0.2817535251253208
