K,mean,worst,cvar_0.01,cvar_0.05,cvar_0.1
1,0.6656479845596397,1.2802806804633526,1.276273094264133,1.1613831225530111,1.0655476360964755
2,0.5636831613806623,1.0838978084112507,1.0804457305232034,0.9833509866618577,0.9022166660427864
3,0.47748142296475393,0.917971323327853,0.9149710543958005,0.8327994252169599,0.7641002377986176
4,0.40456477010230235,0.777644683038053,0.7749989374260431,0.7054218383432234,0.6472493729478376
5,0.34287139437294656,0.6589110366343561,0.6565703906954441,0.5976322249182806,0.5483799250940466
6,0.29066787128388966,0.558437834645355,0.5563496065929959,0.5064117339191899,0.4647082823903955
7,0.2464924570679411,0.47341153907332306,0.47153552958380296,0.4292144247266815,0.39389727776036365
8,0.20910770278966637,0.40145346787189906,0.39975836390581776,0.3638804543151693,0.33396717340168197
9,0.1774680306220303,0.3405499651300842,0.3390096664617668,0.3085839600793502,0.2832440512418744
10,0.15068981812783847,0.28900391540516873,0.28759628113716124,0.2617821695565201,0.2403130239693685
11,0.1280258786186774,0.2453802306655954,0.24408268708686515,0.22217075198195885,0.20397750821946095
12,0.10884363711261241,0.20845884822090963,0.2072533894469331,0.18864367605819363,0.17322319636491423
13,0.09260788412157343,0.1772079746406322,0.17608052038974098,0.16026622132279048,0.1471926586765296
14,0.0788659998316643,0.15075661976319002,0.14969525248497992,0.13624728662475066,0.12516042409587938
15,0.06723488481027404,0.1283685647735572,0.12736296892319415,0.11591746085123304,0.10651227929123863
16,0.05739018918205391,0.10941891317209386,0.10846060336316507,0.09870986576763909,0.09072802790241771
17,0.049057425376178986,0.09337930132567182,0.09246107712951619,0.08414485506773575,0.07736788481079918
18,0.04200430947048792,0.07980274712791681,0.07891851410035333,0.07181689254787733,0.06606260313992755
19,0.036034197893421195,0.06831092492399349,0.06745552472746741,0.06138208754119613,0.056494059052085835
20,0.030980733896476022,0.05858361987964933,0.057752686497254235,0.05254956838421203,0.048394842919135206
21,0.02670309228153556,0.050349809216754145,0.04953964372298991,0.04507322592043578,0.041539186004096076
22,0.023082065300427144,0.04338020309652443,0.04258761927174422,0.038744761565196385,0.03573613131691244
23,0.02001678450818665,0.03748051348867302,0.0367028676228346,0.03338798558676194,0.030827239962336182
24,0.017421900006967958,0.03248640123581919,0.03172145568328254,0.028853631159062858,0.026676352063049247
25,0.015225138485430357,0.028258769707970144,0.027504630499598136,0.025015258431992333,0.023162562507645194
26,0.013365310080605299,0.02467988751480131,0.023934951570598186,0.021765962585626592,0.020187997482682154
27,0.011790674614852477,0.021650106804984248,0.020913017254802387,0.019015261119808564,0.017671480683924295
28,0.010457418178849289,0.019085085634729985,0.01835469400164951,0.016686569987051324,0.015543152496301147
29,0.009328458321615942,0.01691343698051756,0.016188771172795536,0.014715069016343577,0.013745806080112822
30,0.008372416484390152,0.01507473886346077,0.014354976082857088,0.01304589361395304,0.012227033110906317
31,0.007562730137876719,0.013517850118565765,0.012802293929893342,0.011632606602166033,0.010941046887650319
32,0.006876919375608157,0.012199484861824999,0.011488769687844378,0.010444328543636614,0.009854301770682871
33,0.0062959552718047625,0.011083005919159701,0.010418163694871127,0.009439789035860274,0.00893663191939393
34,0.0058037277938879535,0.010137403584671642,0.009517627389182402,0.008589053271118429,0.008159421367755089
35,0.005386609617741617,0.009336431241622286,0.008754851943237468,0.007873526467408496,0.007502657787623396
36,0.005033067689888388,0.008657873752024718,0.008108677303328704,0.0072784113900435056,0.006950998594493239
37,0.0047333337070182,0.008082928221589887,0.00756119359924952,0.006780260459692074,0.006486827514263735
38,0.004479142794243234,0.0075956798791726125,0.007097241916147611,0.006361486725820251,0.0060956958766920895
39,0.004263504700266708,0.007182658461130748,0.006703991747819534,0.006009444924726406,0.005767893029656293
40,0.004080493834383536,0.006832462735042849,0.006370583353177345,0.005718793073914213,0.005492191176708996
41,0.003925100130978384,0.00653544269657916,0.006087825046760072,0.005473527490593709,0.005260362395214537
42,0.0037930813993330625,0.006283430580929792,0.005847936985420972,0.005273486621406369,0.005063936938685048
43,0.0036808468971373724,0.0060695131908741606,0.0056443343093778705,0.005103641152925647,0.004897895927054958
44,0.0035853604385374395,0.005887839195255927,0.005471443592796746,0.004959353138899383,0.004759194405795882
45,0.0035040498357026286,0.005733456026409173,0.005324547487564065,0.004836697361069572,0.004642452001652709
46,0.0034347386339589735,0.005602171830137163,0.005199653229774391,0.004732351092816511,0.004545502470480807
47,0.0033755842613662,0.005490438620171682,0.005093381343620109,0.004643501959486032,0.0044629457857223885
48,0.0033250269378930124,0.005395253380104907,0.0050028714403624495,0.004567769666050462,0.004392571369931335
49,0.003281747666517063,0.005314074356062178,0.00492570248657939,0.00450430242224219,0.004332508481912812
50,0.003244629055446031,0.00524475020681796,0.004859825319209505,0.004450707078330595,0.004281238791114443
