iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0
36,120.1788912410496,99.18267834722542,0.11971414019353688,63.84421357974346,0.007000299999999999,0.18252764271787025,0.19796614502583504,0.7349986959812902
37,116.64185427164144,98.0460401802051,0.11982154985889792,62.0840330499967,0.00720028,0.18640994477774395,0.204493036359602,0.7191793387820841
38,117.85157076788255,96.88627764319969,0.12072217091917992,65.81736729426798,0.0074002600000000005,0.18992873335900323,0.21131320539823367,0.7029211611940259
39,120.72337329236291,95.69913990929554,0.11954425205476582,67.94744950632015,0.007600239999999999,0.19305135003277682,0.2184340240696002,0.6862475054694256
40,115.6288228175527,94.47607299343743,0.11940474901348352,62.92655806043275,0.00780022,0.19592400031373075,0.22586516699054798,0.6691830808188284
41,114.6665213157407,93.2216559981629,0.11997896688990295,71.04188873923427,0.0080002,0.19807211562302238,0.23360447666492473,0.651775808315607
42,116.3361061083454,91.92045057316793,0.11996662500314415,65.90885671509493,0.00820018,0.1998782745102176,0.24167115044184065,0.634044115495349
43,114.65060678666492,90.57186218068465,0.12008682801388204,72.99386057568759,0.00840016,0.20094910272166158,0.250062822083352,0.6160469979579806
44,116.4119139518431,89.16074670726285,0.12014588620513678,64.47491183478596,0.00860014,0.20194430238992941,0.25880398407342864,0.5978051442498493
45,113.77495739195759,87.68449915525443,0.11973623395897448,66.36289152599618,0.00880012,0.2026819187240754,0.2679037053294945,0.579365840562523
46,107.74582930352489,86.14156483069544,0.1189558559563011,82.95795773633039,0.0090001,0.20228217827712006,0.27733220850436996,0.5608365159633093
47,108.39564905611752,84.51679208829414,0.14342054608277977,83.39426796740554,0.009200080000000001,0.2009006318543626,0.28710767238551904,0.5422534685487085
48,116.58100070495503,82.80032494372034,0.12038854812271893,71.74990398908372,0.00940006,0.19946229449367156,0.2972821479484456,0.5236140794824922
49,107.89210507602701,80.98250112498454,0.11982757993973792,89.4463888071861,0.00960004,0.19707731759495778,0.3078252467692075,0.5050363943120143
50,112.85523036996061,79.05403757993268,0.12041755486279726,82.8720943438568,0.00980002,0.1942577566105763,0.31878168991413436,0.4865326310008436
51,109.22619872817964,77.0030830342705,0.12146647716872394,95.820649081059,0.01,0.19065548609284805,0.33013799690810536,0.46819633301019203
52,107.93228991147403,74.86517178066407,0.11909503792412579,90.91518430013758,0.009999878165711622,0.18662660061481273,0.3416926795721725,0.4504137339126509
53,104.96954488518178,74.10255945526733,0.11923241289332509,107.2688004493484,0.009999512668784518,0.18192793199769292,0.35341813614739176,0.43324406881516514
54,104.77950734934184,74.21998218146264,0.11987483804114163,67.58142678522158,0.00999890352703249,0.18122584113502574,0.36423958393414596,0.41793831004964116
55,105.18566201436802,73.85902843552881,0.11940503306686878,68.03278755841603,0.009998050770144252,0.18338404623864774,0.3742083472867824,0.4042770386907239
56,102.73276195956323,73.12953776448238,0.12018642108887434,64.70945003551034,0.00999695443968197,0.18774579758767151,0.3833765368476652,0.39206927292916516
57,103.94559454364679,72.1010511028454,0.11949217598885298,67.32583293390172,0.009995614589079242,0.19389529786692186,0.3917960459751966,0.3811484311779485
58,105.44385152877263,70.82057779645815,0.11914477194659412,70.90041320885936,0.0099940312836385,0.20155147003546858,0.3995177976919338,0.371368905725364
59,106.20676884461855,69.32157647299907,0.11908011301420629,73.80866054292878,0.009992204600527814,0.21051425915129132,0.4065911876915685,0.3626031573735087
60,105.32421874509888,67.62890717098405,0.11823243601247668,75.85690497533062,0.009990134628777144,0.2206350227303103,0.4130636867061594,0.3547392449850525
61,99.601091391032,65.76173845613528,0.11910793092101812,71.26461441661026,0.00998782146927399,0.23179914858652964,0.41898057189808846,0.34767871881076673
62,99.80605171233991,63.73533787183567,0.11944515397772193,75.63151035995769,0.009985265234758489,0.24391534943144177,0.4243847539510631,0.34133482826648265
63,101.95741012802144,63.13326058621072,0.11862174002453685,79.98145097424272,0.009982466049817897,0.25690883127780234,0.42931668665169687,0.3356309856349041
64,100.03791730780073,62.84379510023774,0.11958760395646095,95.72379418284362,0.009979424050880543,0.2678489242245604,0.43504452189850773,0.3285097390281907
65,101.63329559068882,62.326287109161434,0.11857992294244468,96.72485069337367,0.009976139386209164,0.2767516463937547,0.44147247161981307,0.3201318025685081
66,98.05319241562687,61.58824787026397,0.11840421590022743,95.60460094371004,0.009972612215893682,0.28364691039548023,0.44851023739989243,0.3106942599650067
67,96.9950482863475,60.63752281811125,0.11880691209807992,102.18653850136697,0.009968842711843402,0.28855405722646976,0.45606284183352214,0.3004277881257037
68,95.81123671345942,59.48364275039063,0.11949739209376276,117.93858736180559,0.009964831057778631,0.291483120513983,0.4640234491901844,0.2895890732153765
69,99.27821746756167,58.134637805913485,0.11910539399832487,98.3827254608801,0.009960577449221733,0.2928412010381529,0.4724611381236946,0.27820266783734543
70,97.0066232980722,56.60069647908392,0.11887194309383631,112.2417721892848,0.009956082093487582,0.29264684950988745,0.48128829944413337,0.26651131844934384
71,99.9659455554187,55.821939149239896,0.11943235481157899,101.01055169918789,0.009951345209673482,0.2912309340355076,0.4905599439665164,0.25457607080795724
72,97.77285545167827,55.661726540719066,0.11958156106993556,85.64640046919706,0.009946367028648461,0.2921888730315673,0.4990368095352631,0.24399833174487695
73,99.76224670757792,55.15924074238322,0.11919467896223068,91.17850651591891,0.009941147793042041,0.29519332284373084,0.5067789989883432,0.2346093419259395
74,96.88674041661073,54.35778731955468,0.12024840293452144,87.79839692552714,0.009935687757232404,0.29998535197885456,0.5138435767470744,0.22626348140574837
75,93.4514562168672,53.29208930815216,0.11944397003389895,84.43649452263665,0.00992998718733399,0.3063573453773264,0.520284401059523,0.21883480562472998
76,92.55431863100522,51.99036840128896,0.11941252904944122,85.00547256641666,0.009924046361184534,0.3141405606371566,0.526152045981953,0.21221413871106037
77,93.22895959513649,50.488354274978676,0.11937634204514325,87.14546129460176,0.009917865568331524,0.32319599652336184,0.5314938000692347,0.2063066217276719
78,90.55069422446645,50.058786802192586,0.11940623703412712,113.35295395289224,0.009911445110018081,0.33000031910081373,0.5375205146056782,0.19956755695997486
79,95.08146937587314,49.34932111116856,0.11986794578842819,106.80612847675454,0.009904785299168283,0.33479604793335677,0.5442084384160858,0.19208675011229553
80,94.17773698725841,48.380173082157455,0.12025073589757085,109.2758094596449,0.00989788646037192,0.3377175841160523,0.5514798168569365,0.18403954527092914
81,93.23105846424667,47.84783057197857,0.11948051094077528,112.95821310715135,0.00989074892986866,0.338909513397971,0.5592711031305755,0.1755924950078801
82,90.58929883928896,47.322144727799646,0.11918475502170622,85.08566022116585,0.009883373055531672,0.34205268031135094,0.5663699168449707,0.16811835408546355
83,95.28091543938143,46.50786641389729,0.11920020100660622,99.71074830535287,0.009875759196850664,0.34692139169606967,0.5728328420707774,0.161494468233541
84,87.5329841864679,45.43608654848873,0.11970942583866417,82.90933847582235,0.009867907724914365,0.35332974955611707,0.5787127484534507,0.15561524807298702
85,91.79699190129597,45.15623291962909,0.11805655201897025,93.2989336388492,0.009859819022392443,0.3611230417649887,0.5840588530535652,0.15038957725907312
86,90.45164613305894,44.72231641829726,0.11911600199528039,153.93266377440548,0.009851493483516844,0.3665287133945922,0.5899332588491247,0.1446402796509643
87,91.81501453030955,43.9932071603439,0.11811379203572869,113.41330061548496,0.00984293151406259,0.3699149351062149,0.5964257839764916,0.1383341548807819
88,90.99266364540057,42.99496740217889,0.11815783707424998,122.15143506758383,0.009834133531327996,0.37141840704443396,0.6034417684291588,0.13164548957761762
89,90.84181581653775,42.42556566354361,0.1179930861108005,104.7611270582551,0.009825099964114322,0.3713301765058249,0.6110307873938576,0.12462472644655984
90,92.21554124993042,42.10005068228767,0.11824450991116464,102.93152358869007,0.009815831252704892,0.37327648708314004,0.6179352133061996,0.11844074827985844
91,89.24129952813439,41.47329523246924,0.11783549399115145,96.83632264931653,0.009806327848843626,0.3770239667123799,0.624212511970734,0.11298387024632477
92,91.96365492830228,40.57773893030982,0.11778615997172892,103.91140606856641,0.009796590215713018,0.3823786532974137,0.6299161120805004,0.10816024987387414
93,90.10450313216353,39.7981448912272,0.11796144093386829,100.64202549221406,0.00978661882791157,0.3891779307147106,0.6350955295188396,0.10388940860236094
94,84.86589809588902,39.399029181512276,0.11802269890904427,155.64714827354985,0.009776414171430657,0.39365117652175524,0.640798024454522,0.09927721705433323
95,88.73766206707776,38.701830411736594,0.11786425998434424,136.26823137325113,0.009765976743630838,0.3960727634770989,0.647046406415005,0.09434774435087004
96,86.73267966820315,38.18952192485454,0.11784068401902914,129.09616915444948,0.00975530705321762,0.396658217329355,0.6538120677060083,0.08918184336556759
97,88.29683059690484,37.77196890086458,0.11864897888153791,102.86556790001792,0.00974440562021666,0.39915483934073726,0.6599577619562171,0.08463757584155233
98,85.99415575131674,37.069807374321286,0.11787338391877711,94.55562570677672,0.009733272975948424,0.4033531849923218,0.6655370988068464,0.08063260601869486
99,87.60111634407076,36.64469668258968,0.11811505793593824,102.80421013786821,0.009721909663002288,0.40907725167344816,0.6705996326297555,0.07709661287131818
100,87.41616996027363,36.23669582282158,0.11934232013300061,141.4001309410942,0.009710316235210091,0.4126116786881732,0.6762464114652902,0.07326879362220008
101,86.44134424257476,35.53162852949527,0.11830890108831227,138.36513716528253,0.009698493257619149,0.4141643156161081,0.6824240232175768,0.06922366591911354
102,85.80888691164068,35.2950519737642,0.11832743906415999,127.62304044179534,0.009686441306464712,0.41396475560160384,0.6891295642558926,0.06501407926818072
103,89.32155202255667,35.00154427445467,0.11816686997190118,106.16283847425262,0.009674160969141874,0.4157196890843632,0.6952160918324946,0.06132433248801246
104,88.17496814468903,34.41712232530481,0.11831765109673142,104.69444753367979,0.009661652844176954,0.41921404936469986,0.70073777424651,0.058083622439060706
105,86.90089871114469,33.572099705696004,0.11816180706955492,103.2435720861187,0.009648917541198314,0.42426658629013264,0.7057445782578422,0.05523174440286575
106,84.4432957297489,33.727083229951695,0.11812661308795214,99.33412983146694,0.009635955680906654,0.43072343207526836,0.7102824919744144,0.052717381715233734
107,84.58184500384334,33.584705989707196,0.11866265488788486,146.4113391372177,0.009622767895044761,0.4348893745861271,0.7154037940854263,0.049983501230656105
108,85.97556296453011,33.12274473357077,0.1185511841904372,137.70722844892308,0.009609354826366708,0.4369950310112847,0.7210782418194521,0.0470711084314944
109,83.26298024659006,32.37291570059818,0.11846542498096824,156.7240929037601,0.009595717128606544,0.437204681140721,0.7271815923662652,0.04407235484485355
110,85.50984615637401,31.649095533726822,0.11788802105002105,136.7568273621597,0.009581855466446418,0.4357645620370895,0.7337634778242133,0.041002731838172365
111,83.69118620575098,31.5492182191957,0.11816708603873849,103.12190821269657,0.009567770515484183,0.4363617458378091,0.7397322779065993,0.03832610841681393
112,86.3403978459074,31.14659895750401,0.11797775002196431,109.8568125790512,0.009553462962200483,0.4387690762920997,0.7451424126003973,0.03598693360797837
113,81.98740416591139,30.47332755710161,0.11777591402642429,100.959988174387,0.009538933503925276,0.4427946828641071,0.7500439579932447,0.03393824386606869
114,82.94713119011354,30.5545011965346,0.1181679810397327,102.00461823505539,0.009524182848803865,0.4482754133298751,0.7544828995642866,0.032140243231882026
115,81.78310825065412,30.440478168429152,0.11829833104275167,152.57771049991405,0.009509211715762368,0.45155045779407316,0.7594778122205835,0.03023099892817532
116,81.91536233388673,30.00892023831209,0.11840165103785694,162.69402178380327,0.009494020834472686,0.45281797025885306,0.7649388498020654,0.028256357018839502
117,81.23419135771195,29.287080715234346,0.11807167390361428,161.8384515552716,0.009478610945316945,0.4522853412585615,0.770824213592845,0.02624934206038991
118,87.74344801313754,29.230398999951344,0.11910921614617109,125.78861873327193,0.009462982799351401,0.4502263684604248,0.777273540538671,0.0241956361275275
119,87.13319042475212,29.232471122036852,0.2655137339606881,113.58432684097467,0.009447137158269843,0.450213978882435,0.7831172664571965,0.022413933333526145
120,82.54469803347553,28.930505312325575,0.1183019729796797,103.55354586171025,0.009431074794366457,0.4520194848754917,0.7884098226475241,0.020864494432778772
121,83.73420429507706,28.35689558814087,0.11836172407492995,104.89257899806773,0.009414796490498206,0.4554491969862232,0.793201190541933,0.019513893398254812
122,85.05671889255129,27.699483646041003,0.11817055498249829,111.60993297234886,0.009398303040046649,0.46033803452774824,0.7975371787056077,0.018333952940467628
123,85.10500004172371,27.643041885304054,0.11810580617748201,141.30411493967827,0.009381595246879296,0.4631276764635007,0.8025009147161228,0.017089554215955725
124,81.40244737033933,27.262369523905107,0.1197839321102947,177.77676231597178,0.009364673925310414,0.4639742973046964,0.8078979337605687,0.015830171755227163
125,84.81896132167758,27.07541512883738,0.1183927848469466,152.60496698651045,0.009347539900061343,0.463111391096716,0.8137747624218937,0.014558798377518226
126,83.41953406052312,26.90631078432464,0.11810245807282627,108.74801281846013,0.009330194006220302,0.46412249532653704,0.8190947944881304,0.013457491081053374
127,81.34717866974412,26.457665301815297,0.11889224383048713,106.45970604078781,0.009312637089201685,0.4668050245440202,0.8239088357050112,0.012501164009963199
128,85.69073273632961,26.540986443258966,0.11827744520269334,116.76673961576107,0.009294870004704857,0.470986252497896,0.8282634074343952,0.01166875003682454
129,83.56895935800942,26.47448485823133,0.1184326191432774,177.2060356117933,0.009276893618672453,0.47310599419386673,0.8331058132512013,0.010816896324465803
130,80.63394567876941,26.079987159427105,0.11843863711692393,175.66985884630063,0.009258708807248167,0.47336726543299457,0.8383709814620467,0.009960859975150909
131,79.74644031865296,25.593763407862753,0.11834802315570414,171.91768808093752,0.009240316456734052,0.47197044392840215,0.8440277761215995,0.009112195100313433
132,85.42053430475795,25.511070992189843,0.11852434882894158,115.32871132898525,0.009221717463547325,0.47246487623539013,0.8491456144444745,0.00837923437843616
133,82.60289079005344,25.146524728698978,0.11795248184353113,114.22110819115285,0.009202912734176675,0.47464456162429963,0.8537740992749847,0.007744606194770497
134,83.38789061176925,25.363561211087642,0.11873142910189927,112.58484928090112,0.009183903185138079,0.47833370205171477,0.8579585832817096,0.007193761611008872
135,80.83396866076231,25.306519288532105,0.11868445388972759,182.29497716465252,0.009164689742930143,0.4800271526399302,0.8626079693507883,0.006636312931403577
136,81.7748404287965,24.915387683078688,0.11842244095169008,186.0327645924357,0.009145273343988932,0.4799271246214201,0.8676679309259027,0.006080964718219918
137,81.85291402617531,24.547272427897624,0.11830879910849035,187.34229902832283,0.009125654934642336,0.4782275951517483,0.8731025475888807,0.005535255772804581
138,79.94877096406783,24.516774083579882,0.1187887832056731,106.49699440059513,0.009105835471063953,0.47840995004642267,0.8780166560240341,0.0050652600763809435
139,81.03617040863067,24.205935871926158,0.118421999970451,111.65361115746961,0.009085815919226475,0.4802685056706301,0.8824585436827508,0.004659428281537163
140,79.7233610111495,24.2441726147743,0.11852813209407032,103.09355032757958,0.009065597254854615,0.4836275195391611,0.88647229851195,0.004308111535794931
141,79.50904054341083,24.202308636766624,0.118447634158656,186.02428615929546,0.00904518046337755,0.48505045800588,0.8909434288414978,0.003955796746544055
142,78.89281809777776,23.819942960097762,0.11823157710023224,207.9675712977427,0.009024566539880893,0.4847272018256254,0.8957802138939228,0.003609662139067982
143,80.62461254891471,23.771724980604052,0.11851681908592582,173.74797990541532,0.009003756489058193,0.4828647279617379,0.901027167420303,0.0032699670950530496
144,83.5703631917387,23.77261256434045,0.11832642601802945,116.16004486725845,0.00898275132516197,0.4828594209446736,0.905769191345386,0.002978191275195712
145,79.56011447541074,23.49689002119891,0.11881474498659372,106.86145781422493,0.008961552071954277,0.484508013891241,0.9100534556488762,0.002726916645267867
146,80.93995596139592,23.201584230335403,0.11813940899446607,108.98118682475179,0.008940159762656805,0.4876365948335702,0.9139229786995455,0.002509959851399283
147,81.1764430349915,23.17384422752273,0.11873782309703529,163.3872307079705,0.008918575439900538,0.48889835955829625,0.9183161328446324,0.0022918239053681473
148,81.29843193158028,22.832955300613143,0.11834844714030623,178.4086658592559,0.008896800155674905,0.4884777948339406,0.9231399186115492,0.002077174292948727
149,82.40342967224501,22.7803016681798,0.11822859290987253,113.77909770007278,0.008874834971276547,0.4897320351403141,0.9274971495209056,0.0018928044915202324
150,78.99701577851576,22.69528613061799,0.11830547987483442,218.69295597061597,0.008852680957257558,0.4893009426985572,0.9322061535327061,0.0017140397408239975
151,80.4928530065279,22.489497522922772,0.11848669801838696,108.92647526412347,0.00883033919337333,0.49053138850588957,0.9364589276703916,0.0015605739222139805
152,80.38370447578983,22.734239935384103,0.11858846899122,107.47311367013462,0.008807810768529916,0.4932470942702846,0.9402985498007765,0.001428478016391916
153,81.12479559333481,22.67488863306729,0.11838477291166782,188.57480430140902,0.008785096780730956,0.494151948896332,0.944582166860067,0.0012979819662995746
154,83.25677584104807,22.262397115571538,0.11822378495708108,167.98069858011712,0.008762198337024175,0.4934460818538624,0.9493183745364799,0.0011697652943569532
155,81.3209615447521,22.360822654512944,0.11835962603799999,178.96901568499308,0.00873911655344741,0.49130075787996264,0.9544354090982948,0.0010461640604289336
156,81.51525886659347,22.41729835612747,0.11826024414040148,113.82908134232736,0.008715852554974233,0.4909630798568977,0.959056228992254,0.0009407394370228911
157,79.83266237787092,22.204672160472672,0.11897848104126751,112.08978080253664,0.008692407475459107,0.49223440878882346,0.9632276716425182,0.0008505767540890075
158,80.82842021277884,21.751435991365277,0.11847621900960803,112.07112012752572,0.00866878245758213,0.49494438651906936,0.9669923832500199,0.0007732593922833272
159,83.97919333480718,22.271378192994916,0.11839294689707458,120.27916308145613,0.008644978652793346,0.49894614139317506,0.9703891503420017,0.0007067801586805794
160,82.43331050479756,22.522328419200505,0.11811030190438032,204.1173784818121,0.00862099722125662,0.5010391948811136,0.9742229059937874,0.0006413554612185474
161,78.9601500528072,22.387158527723656,0.11800038884393871,196.5792222903062,0.008596839331793086,0.5014158690173365,0.9784363406752429,0.0005778104773640139
162,79.54354276795385,21.899921252055606,0.1183475439902395,199.21590949903705,0.0085725061618242,0.5002590090430677,0.9829893450277952,0.0005168324078348752
163,81.72612464740531,21.283532548515755,0.11867217719554901,200.278566465424,0.008547998897314337,0.49774206242425056,0.9878654980506942,0.0004588969798673233
164,78.98493433166198,21.40378086412244,0.11817131517454982,108.79824901900311,0.008523318732712993,0.49702307687228403,0.9922662167277004,0.0004096786399988598
165,77.78851724802588,21.256603972333806,0.11889481800608337,103.23177653752481,0.008498466870896572,0.4979030730558238,0.9962367215804565,0.00036775328049275756
166,79.81815963411617,21.028013905781414,0.11871437914669514,110.67361055586287,0.008473444523109757,0.5002112382323712,0.9998181355692306,0.00033194348045776506
167,77.88945807172804,20.966340499330403,0.13836654904298484,252.29800797440882,0.008448252908906481,0.5008135715203661,1.0037372021810578,0.00029783518788996724
168,78.53125460722299,20.923648191392907,0.11843675607815385,235.92790821609276,0.00842289325609048,0.4998938734655963,1.0079784208602036,0.000265537467103755
169,78.88362106574354,20.810658931541344,0.11861215997487307,110.21370626848199,0.008397366800655453,0.5005694558636367,1.011803887478586,0.000238048881562788
170,79.81267249727773,20.818770090874917,0.11833211407065392,111.58349604685209,0.008371674786724825,0.502669086348606,1.0152534952130097,0.00021458976141825766
171,82.96295369127543,20.732255209814806,0.11830965895205736,176.54437888927134,0.008345818466491113,0.5031252604294519,1.0191751381881942,0.00019183166653426506
172,76.46146371815026,20.555823312725078,0.11825905507430434,255.6098031554006,0.008319799100154882,0.5020931622640877,1.0233779484563803,0.0001704664244950804
173,81.16454182033435,20.463880388507302,0.11815993301570415,116.08496133506144,0.008293617955863345,0.5026429049677857,1.0271678869101284,0.0001523158216135492
174,79.72630190128794,20.52680304061183,0.11822531605139375,112.63114574189854,0.008267276309648533,0.5046041756485955,1.030584677103967,0.00013685424842853274
175,77.53353042294633,20.426648591855255,0.1185320969671011,239.32139604998127,0.008240775445365122,0.5049415089217568,1.0343444902796943,0.0001221859166934289
176,79.05019235340481,20.26541668635123,0.11886177095584571,239.3264308612288,0.008214116654627854,0.5038295538930725,1.038417210573559,0.00010838449714651196
177,79.81867940058073,20.189731797401045,0.11797823198139668,110.73896310358245,0.008187301236748575,0.5042820869816796,1.0420888409664837,9.667223041344939e-05
178,79.64545452808814,20.187555294376484,0.11818508384749293,116.94366868060737,0.008160330498672923,0.5061302363410115,1.0453981022532153,8.670581287343464e-05
179,80.60788939616354,20.07813608454957,0.1184219759888947,234.0470008627325,0.00813320575491662,0.5063917703962681,1.0490690666482907,7.724901963273838e-05
180,77.44816078695153,20.030657049179663,0.1184414979070425,255.4933600286962,0.008105928327501413,0.50523322251422,1.0530309255260002,6.840202493066317e-05
181,81.23797487330953,19.966284159401113,0.1183446201030165,118.29885622814975,0.008078499545890629,0.5056181191965138,1.0566016897601929,6.090224508806695e-05
182,78.91906113300196,19.818483769792664,0.11825486086308956,111.98427081151347,0.008050920746924387,0.5073795263716813,1.0598192335431647,5.452720204305996e-05
183,76.70371421584828,19.70397559466839,0.11843210505321622,237.688953072543,0.008023193274754443,0.5075852112858744,1.0633821855668366,4.850807309180925e-05
184,81.94277815981557,19.83451872566523,0.11823797086253762,230.08184995717752,0.007995318480778672,0.5064059675971808,1.0672824682514157,4.285363760006911e-05
185,79.25165024191233,19.777589602811652,0.1189166319090873,114.08027143728908,0.007967297723575205,0.5067463567044919,1.070796916835446,3.806666845879604e-05
186,81.98675418732006,19.494039379469427,0.11841158708557487,121.8741283329372,0.00793913236883622,0.5084417527098036,1.0739629956119288,3.4003051327422516e-05
187,78.42174946134509,20.045601796235477,0.11844777408987284,109.77818566689767,0.007910823789301368,0.5113497286676815,1.0768146551458657,3.054398600959841e-05
188,79.17148079729958,20.226665345261853,0.11818364495411515,246.45576063964572,0.007882373364690881,0.5126105816794856,1.0800210684326192,2.7261967548132747e-05
189,79.99000637327185,20.015021690931874,0.11811511497944593,259.91824448784007,0.007853782481638316,0.5123953656924469,1.0835284924309356,2.4181063837102275e-05
190,78.91607613733322,19.44751664515216,0.11839724401943386,236.31845548345834,0.007825052533622976,0.5108676916862026,1.0873289297230961,2.130458712556524e-05
191,78.2172366633145,19.538131703736013,0.11875894805416465,229.15455672867046,0.007796184920902,0.5081781170491907,1.0914089898631736,1.8640154247274727e-05
192,77.02877616609406,19.71444217784907,0.11864546407014132,103.4783170525376,0.007767181050442099,0.5071239261200301,1.095084418594904,1.639615416467309e-05
193,80.6323160544484,19.647767837760746,0.11803769506514072,116.76723017839865,0.0077380423358510055,0.5075225835730439,1.0983945941262554,1.4501223193567232e-05
194,78.52678605658488,19.36444363758043,0.11962189408950508,110.60946273760923,0.007708770197308559,0.5092166281465257,1.1013751947145263,1.2896720367872887e-05
195,77.16615312367557,19.01513476370347,0.11832221318036318,107.7002435748513,0.007679366061497494,0.5120695992305828,1.1040585214480327,1.1534391645212299e-05
