K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.1,0.1,70.40517779055041,0.506742354,70.40517779055041
1.0,1.0,0.21544346900318834,0.1,74.15198880409515,0.47434066,74.15198880409515
1.0,2.0,0.46415888336127786,0.1,81.85696980678364,0.5683716,81.85696980678364
1.0,3.0,1.0,0.1,89.10791794785922,0.348027549,89.10791794785922
1.0,4.0,2.1544346900318834,0.1,95.86573798210316,0.309380533,95.86573798210316
1.0,5.0,4.6415888336127775,0.1,100.0000000857716,0.313265009,100.0000000857716
1.0,6.0,10.0,0.1,100.00000005574812,0.310817714,100.00000005574812
2.0,0.0,0.1,0.1,53.97571005123779,0.779790494,53.97571005123779
2.0,1.0,0.21544346900318834,0.1,56.71292500405801,0.869983861,56.71292500405801
2.0,2.0,0.46415888336127786,0.1,62.569537352275084,0.843263395,62.569537352275084
2.0,3.0,1.0,0.1,74.07635436294768,0.778993246,74.07635436294768
2.0,4.0,2.1544346900318834,0.1,84.83319572608426,0.558773891,84.83319572608426
2.0,5.0,4.6415888336127775,0.1,93.46005022869157,0.500167272,93.46005022869157
2.0,6.0,10.0,0.1,100.00000004138764,0.51519618,100.00000004138764
3.0,0.0,0.1,0.1,44.39803231771415,1.081318947,44.39803231771415
3.0,1.0,0.21544346900318834,0.1,46.4238909554236,1.151977558,46.4238909554236
3.0,2.0,0.46415888336127786,0.1,50.7511655102293,1.099061753,50.7511655102293
3.0,3.0,1.0,0.1,60.05583268022188,1.048132444,60.05583268022188
3.0,4.0,2.1544346900318834,0.1,75.03709280509374,1.070796735,75.03709280509374
3.0,5.0,4.6415888336127775,0.1,85.18297287758335,0.824193727,85.18297287758335
3.0,6.0,10.0,0.1,96.06207800387018,0.746682528,96.06207800387018
4.0,0.0,0.1,0.1,38.674712784677126,1.5942420309999998,38.674712784677126
4.0,1.0,0.21544346900318834,0.1,40.34072130944042,1.5896807929999999,40.34072130944042
4.0,2.0,0.46415888336127786,0.1,43.72723634929071,1.505110189,43.72723634929071
4.0,3.0,1.0,0.1,50.88765751769117,1.6292944089999999,50.88765751769117
4.0,4.0,2.1544346900318834,0.1,65.25594087210804,1.483197106,65.25594087210804
4.0,5.0,4.6415888336127775,0.1,78.95461988336486,1.227259532,78.95461988336486
4.0,6.0,10.0,0.1,89.18527705218422,1.180163182,89.18527705218422
5.0,0.0,0.1,0.1,34.19995618592587,2.350917595,34.19995618592587
5.0,1.0,0.21544346900318834,0.1,35.48641882760138,2.235112499,35.48641882760138
5.0,2.0,0.46415888336127786,0.1,38.10836394282555,2.182782263,38.10836394282555
5.0,3.0,1.0,0.1,43.69557089857105,2.437033268,43.69557089857105
5.0,4.0,2.1544346900318834,0.1,55.683218086148095,2.350050408,55.683218086148095
5.0,5.0,4.6415888336127775,0.1,72.56453043103238,2.477058938,72.56453043103238
5.0,6.0,10.0,0.1,83.57961961848973,1.657149627,83.57961961848973
6.0,0.0,0.1,0.1,30.450804396072783,3.647514005,30.450804396072783
6.0,1.0,0.21544346900318834,0.1,31.539818204559342,3.3271554119999998,31.539818204559342
6.0,2.0,0.46415888336127786,0.1,33.67821216067476,3.66719326,33.67821216067476
6.0,3.0,1.0,0.1,38.20630428839693,3.362965812,38.20630428839693
6.0,4.0,2.1544346900318834,0.1,47.92317179457506,3.286718091,47.92317179457506
6.0,5.0,4.6415888336127775,0.1,65.45888322759582,2.634526104,65.45888322759582
6.0,6.0,10.0,0.1,79.01982079114106,2.467454528,79.01982079114106
7.0,0.0,0.1,0.1,27.33368488781311,4.814355057,27.33368488781311
7.0,1.0,0.21544346900318834,0.1,28.181802016686014,5.463414827,28.181802016686014
7.0,2.0,0.46415888336127786,0.1,29.945869190679414,4.426545246,29.945869190679414
7.0,3.0,1.0,0.1,33.671264892229736,4.422221263,33.671264892229736
7.0,4.0,2.1544346900318834,0.1,41.66206818009009,4.215881348,41.66206818009009
7.0,5.0,4.6415888336127775,0.1,57.98585803621488,4.036333388,57.98585803621488
7.0,6.0,10.0,0.1,74.56286218008105,3.541540993,74.56286218008105
8.0,0.0,0.1,0.1,25.501954370187498,8.249053057,25.501954370187498
8.0,1.0,0.21544346900318834,0.1,26.353515961590375,9.023813195,26.353515961590375
8.0,2.0,0.46415888336127786,0.1,27.857003894836005,6.08048491,27.857003894836005
8.0,3.0,1.0,0.1,30.983242984616695,8.690778725,30.983242984616695
8.0,4.0,2.1544346900318834,0.1,37.65755982579145,5.562888468,37.65755982579145
8.0,5.0,4.6415888336127775,0.1,51.931504159302754,6.000093903,51.931504159302754
8.0,6.0,10.0,0.1,70.62737422505258,4.697443771,70.62737422505258
9.0,0.0,0.1,0.1,23.84876853433696,9.452369454,23.84876853433696
9.0,1.0,0.21544346900318834,0.1,24.64547072382254,8.77064631,24.64547072382254
9.0,2.0,0.46415888336127786,0.1,25.954546877715952,8.291471598,25.954546877715952
9.0,3.0,1.0,0.1,28.61065985333982,7.921364024,28.61065985333982
