iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4
0,0.08754429933053305,0.033575127045157575,0.2530052070505917,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,0.08940523415167988,0.03357504535091414,0.3086188263259828,0.05909330656013722,9.999999999999972e-07,1.2426516371300536,1.2426516371296252,1.24265163712896,1.2426516371276692,1.242651637123852
2,0.08768005001351153,0.03357480200868021,0.6171476519666612,0.05868044545778614,2.980000000000002e-06,1.2426582800868116,1.2426582792744216,1.2426582779298856,1.24265827689267,1.2426582761157476
3,0.08951504251028389,0.03357439680521937,0.004476522095501423,0.059434869846359824,4.960000000000007e-06,1.242669340978559,1.242669339474373,1.2426693359909968,1.242669333645608,1.242669332105474
4,0.09029381615394627,0.033573829612419614,0.004216810222715139,0.05879224463700186,6.939999999999998e-06,1.2426848096299654,1.2426848186943258,1.2426848186428157,1.2426848177208445,1.2426848170569398
5,0.08948316695508324,0.03357310082916298,0.004065920133143663,0.05912594230663116,8.919999999999989e-06,1.242704697956128,1.2427047052780484,1.2427047083926468,1.2427047101419928,1.2427047117398593
6,0.08860753358785921,0.033572210031617845,0.003906348254531622,0.05923392196017604,1.0899999999999994e-05,1.2427290029238947,1.242729015209034,1.2427290232126662,1.2427290273421976,1.2427290301004912
7,0.09032604941647591,0.033571156769996925,0.003911467734724283,0.06031971903985517,1.2879999999999999e-05,1.2427577547473418,1.242757759439068,1.242757769968624,1.2427577758267871,1.2427577795272116
8,0.08846630951831545,0.03356994246085711,0.004431791603565216,0.058625662455504636,1.4860000000000003e-05,1.2427909034054618,1.2427908952674986,1.2427909122373755,1.2427909239938792,1.2427909320952706
9,0.08244150439224068,0.03356856995868591,0.00449448311701417,0.05717018909841389,1.6840000000000008e-05,1.24282840287257,1.2428283746152395,1.242828376046487,1.2428283716519344,1.2428283638705877
10,0.08625487752372434,0.03356703705459424,0.004231269937008619,0.05847798524295581,1.8819999999999986e-05,1.24287030866632,1.2428702421059814,1.24287021627725,1.2428701877417045,1.2428701580327846
11,0.08762154577356729,0.03356534268451054,0.003258713986724615,0.05827395625386451,2.079999999999999e-05,1.2429165993450073,1.242916519134073,1.2429164748480954,1.2429164256290073,1.2429163754547663
12,0.08948898969100404,0.03356348524713985,0.003493465017527342,0.059989827732474375,2.2779999999999995e-05,1.2429673730705697,1.242967253676747,1.2429671824817672,1.2429671075484066,1.242967033735332
13,0.0904949665869629,0.03356146510969065,0.003841416910290718,0.05931258326312609,2.476e-05,1.243022586288268,1.2430224153515845,1.243022332309388,1.2430222463988436,1.2430221614696455
14,0.09178250655517933,0.03355928080398933,0.004147740080952644,0.05945602878294283,2.6740000000000005e-05,1.2430822309335827,1.2430820511720198,1.24308198028934,1.243081899807608,1.2430818176269824
15,0.08662054176591186,0.03355693558523303,0.0047612437047064304,0.057802337333419655,2.8719999999999996e-05,1.2431461895024518,1.2431460778273031,1.2431460521396624,1.243145991714905,1.243145918018621
16,0.08530402827523781,0.03355443375692227,0.003936578053981066,0.05701561553020073,3.07e-05,1.2432144263458795,1.243214418495039,1.2432144175173852,1.2432143573357493,1.2432142766898324
17,0.09294474632714524,0.03355176350488446,0.0045002116821706295,0.060797100262272884,3.2680000000000006e-05,1.2432872305422897,1.2432873561827906,1.2432873975069563,1.2432873506250066,1.2432872739503618
18,0.08454855603945884,0.0335489413411026,0.003667956218123436,0.05671645185995967,3.466000000000001e-05,1.243364303289119,1.2433644598285087,1.2433645077107691,1.2433644560320438,1.2433643724793983
19,0.09321987739527347,0.03354594935675566,0.004814344923943281,0.06100888362854461,3.664e-05,1.2434459902641883,1.2434461934027394,1.243446270448737,1.2434462319453365,1.2434461550331586
20,0.09438026550856154,0.033542783936412704,0.004315739963203669,0.06147006184035221,3.8620000000000006e-05,1.2435322934775328,1.2435326486384397,1.2435328152572416,1.2435328215062968,1.2435327700059922
21,0.08874984845062406,0.03353945819627618,0.004050449002534151,0.05932507070622619,4.0600000000000004e-05,1.2436230369987213,1.2436235198491339,1.243623747180576,1.2436237765836042,1.2436237341226206
22,0.09180355038598842,0.03353596452173755,0.004800364840775728,0.060413430021716265,4.2579999999999996e-05,1.2437183029996735,1.2437189764331054,1.2437193001256406,1.243719373169794,1.2437193537833966
23,0.08991301461491648,0.03353231020838828,0.007534883916378021,0.05885724412938119,4.4559999999999993e-05,1.2438179201999635,1.24381883060616,1.2438192686983214,1.2438193989689612,1.2438194148173232
24,0.09017196847291108,0.03352849550919415,0.004605142865329981,0.05953746105420183,4.654e-05,1.243922007060917,1.243923080757949,1.2439236207881041,1.2439238009393105,1.2439238458902984
25,0.08759556467814816,0.03352452715743136,0.0038577979430556297,0.057846396251054095,4.8519999999999996e-05,1.244030331061213,1.244031583738016,1.2440322001745259,1.2440324017938889,1.2440324490819061
26,0.09076599627443462,0.03352039221625548,0.004064759239554405,0.0603996243283956,5.05e-05,1.2441432405365043,1.2441446534879606,1.2441453462499739,1.2441455758898705,1.2441456322291893
27,0.0879805497954384,0.0335160982307701,0.004163660109043121,0.05891450512251534,5.2480000000000006e-05,1.244260509411024,1.244262134221024,1.2442628755964882,1.2442631077461586,1.244263154924016
28,0.09432883523200697,0.03351162970695846,0.004318671301007271,0.06147786116913986,5.4460000000000004e-05,1.2443824987987222,1.244384373910861,1.2443852063857903,1.2443854801111642,1.2443855521148899
29,0.08737556363209607,0.033507009911347994,0.004478772170841694,0.057882585442864815,5.644000000000001e-05,1.2445086786564612,1.2445107838017209,1.244511693591048,1.2445120011786066,1.2445120932306406
30,0.09061831788444652,0.03350222924833276,0.0055916802957654,0.05897845846194704,5.842e-05,1.2446392047710289,1.2446416238762092,1.2446426314677979,1.244642979753933,1.2446430980614689
31,0.08916742942268915,0.03349728780382058,0.004024769179522991,0.059713813829558926,6.04e-05,1.2447742518419644,1.2447768961160057,1.244777970291937,1.2447783480693344,1.2447784880816197
32,0.0885731838963542,0.033492188715984576,0.004325421992689371,0.059810758843951144,6.238000000000001e-05,1.2449138637814108,1.244916543245065,1.2449176054015016,1.2449179641256805,1.2449180900560544
33,0.08463251217511186,0.03348694349747152,0.004009629134088755,0.057655440018423626,6.436e-05,1.2450576080432763,1.2450603207932351,1.2450612757204278,1.2450615352731316,1.2450615811881856
34,0.08992300314413462,0.03348153786888956,0.003736657090485096,0.05929100727068265,6.634e-05,1.2452058055496449,1.245208516390377,1.2452093599990746,1.2452095239002579,1.245209497485395
35,0.08950862095613814,0.03347597380952211,0.004193610046058893,0.05921589142529233,6.832000000000001e-05,1.2453584524818735,1.2453610947810245,1.2453617990688204,1.2453618539403475,1.2453617501449779
36,0.08773830666717286,0.03347025327929931,0.0037299469113349915,0.058786904255717816,7.03e-05,1.2455154432236895,1.245518036566084,1.245518562656817,1.245518483884222,1.2455182869041763
37,0.08512104250165614,0.03346438367379246,0.004272181075066328,0.057548091828241554,7.228e-05,1.245676509650398,1.2456791431896226,1.2456794823637536,1.2456792436356796,1.245678922141856
38,0.08694176478128596,0.033458357615634954,0.004850274883210659,0.05833484509507315,7.426e-05,1.2458418516506196,1.2458445651978267,1.2458447532136343,1.2458443630491691,1.245843911624655
39,0.08691275858733388,0.03345217950407078,0.004185831174254417,0.058106745446104155,7.624e-05,1.246011474501176,1.2460141447672886,1.2460142082028776,1.246013691341239,1.2460131270309
40,0.08189066968007647,0.03344586453539349,0.004216230008751154,0.056533114217686926,7.822e-05,1.2461850209324015,1.2461876180823672,1.2461874681626812,1.2461867359928323,1.2461859747895807
41,0.08838879074422948,0.03343938870591656,0.004720443859696388,0.05897710990304341,8.020000000000001e-05,1.246363100054698,1.2463655840476333,1.2463651704924388,1.2463641975044,1.246363229382473
42,0.086003928837881,0.033432764849034804,0.0045483727008104324,0.05691773270934452,8.218e-05,1.246545169513515,1.2465476056218092,1.246547006248856,1.2465458416347255,1.2465446987887718
43,0.08644164194688504,0.033425989666841134,0.004097219556570053,0.05791858866618546,8.416000000000001e-05,1.2467315528104783,1.246733908526868,1.2467330323363932,1.2467316170269194,1.2467302615999174
44,0.08726104699510343,0.03341905780533272,0.003558955155313015,0.05832655107873301,8.614e-05,1.246922380187872,1.2469245331501058,1.2469233869642347,1.2469217299273698,1.2469201656331008
45,0.09667491387724411,0.03341191852318182,0.00436225114390254,0.06224414296744185,8.812e-05,1.2471185317171105,1.2471208138959577,1.247119576832019,1.2471178013411437,1.2471161253633622
46,0.0921702171364272,0.03340460983196782,0.004180520307272673,0.05990025552978283,9.010000000000001e-05,1.2473194382534967,1.2473217650603123,1.2473204431862035,1.2473185869092254,1.247316840845232
47,0.08621633200949896,0.03339715393846,0.004180591087788343,0.05763441341279962,9.208000000000001e-05,1.2475244094619564,1.247526870813228,1.2475254538784997,1.247523481965999,1.2475216264227942
48,0.09015196408633547,0.033389533880777866,0.003942398354411125,0.05985393804464276,9.406e-05,1.2477342006365293,1.2477365297413947,1.2477349572871301,1.2477328688027602,1.2477309210290413
49,0.09208324028204347,0.03338173605011968,0.004083398729562759,0.05992317734210987,9.604e-05,1.2479486642861268,1.247951066666356,1.2479494686824557,1.2479473536654397,1.2479453859444187
50,0.08829852085565086,0.03337378150725652,0.004423671867698431,0.059457438518474785,9.802e-05,1.248167758520548,1.2481701015606719,1.2481683360002847,1.2481660790022138,1.2481640006396455
51,0.08866906317413933,0.03336566996287853,0.004603372886776924,0.059303393329699396,0.0001,1.2483914355650327,1.2483935146596878,1.2483915386195303,1.248389131990148,1.2483869446733982
52,0.08699068064958687,0.03335757263588022,0.003909647930413485,0.05796779655946682,9.999879371991704e-05,1.2486147814430284,1.248616637879072,1.2486144424989736,1.2486118672168267,1.2486095466052363
53,0.08811720458199024,0.03334948948250554,0.004773424006998539,0.058432293884848,9.999517493846056e-05,1.2488380595978372,1.2488394213929157,1.248836956519056,1.2488341989424983,1.248831746415773
54,0.09056701496804513,0.03334140050221588,0.005186417140066624,0.05935579552160952,9.998914383200487e-05,1.2490614680012435,1.249062399578859,1.249059720223604,1.249056822753208,1.2490542741729196
55,0.08394821867699245,0.033333341761212505,0.004555782303214073,0.05617042850486193,9.998070069449754e-05,1.2492839773468067,1.2492846054141058,1.2492817774857714,1.2492787545838488,1.249276097788822
56,0.091445999927885,0.03332526449441456,0.004785674158483744,0.06091886906545312,9.996984593744525e-05,1.2495072418359663,1.2495074340489882,1.2495043739446052,1.249501187885282,1.249498408802476
57,0.0859395348657779,0.03331720236272305,0.005267348140478134,0.05722016981860488,9.99565800898935e-05,1.2497298914249717,1.2497299553566952,1.2497267189145416,1.249723373209304,1.2497204600326468
58,0.08818602548305003,0.033309146699945044,0.00401459913700819,0.05862988976081158,9.994090379840098e-05,1.249952554221294,1.2499523259126761,1.2499489196495648,1.2499454301931867,1.2499423930544797
59,0.08685686041989825,0.033301103415206035,0.004214690066874027,0.05738995732515887,9.992281782700807e-05,1.250174735908062,1.250174400637894,1.2501709111543946,1.2501673177416,1.2501641753808248
60,0.08362579952400781,0.03329308269795256,0.003990578930824995,0.05763527889691825,9.990232305719945e-05,1.250396693295784,1.2503960023998026,1.2503922974175754,1.250388504738137,1.250385173883474
61,0.0886717430567821,0.03328505543504543,0.003814367111772299,0.059569011812713825,9.98794204878613e-05,1.2506190203767764,1.2506178632262483,1.2506139023938512,1.2506099010334315,1.2506063775876817
62,0.09065005316822099,0.033277010070433904,0.004066410008817911,0.05984475227298196,9.985411123523256e-05,1.2508416511237141,1.2508402716679718,1.2508361476387817,1.2508319873011164,1.2508283077965918
63,0.08889081520875103,0.03326896539561745,0.004520133137702942,0.058301005045478485,9.982639653285048e-05,1.2510640431294062,1.2510626776503684,1.2510585135519328,1.2510542668563351,1.2510504839734744
64,0.08643350925173765,0.03326093646835685,0.004205009900033474,0.05749938398632311,9.979627773149053e-05,1.2512859976466695,1.251284750998289,1.2512805405631704,1.2512762035490022,1.2512723170732387
65,0.09033898114781148,0.033252898732499155,0.004508202895522118,0.059920303680053896,9.976375629910064e-05,1.2515083892824546,1.251507138278761,1.2515028478370023,1.251498411578324,1.2514944253808216
66,0.08511901328288843,0.03324488874244382,0.004001709166914225,0.0574137909310479,9.972883382072952e-05,1.251730417427142,1.2517288416145316,1.251724383807107,1.251719796636871,1.2517156707713641
67,0.08517004429508868,0.033236896993262245,0.0036420258693397045,0.05772830478841751,9.969151199844953e-05,1.2519521502471,1.251950216837233,1.251945477962196,1.2519406567749687,1.2519363304829023
68,0.09619362862327999,0.03322886482689738,0.004125069826841354,0.06149538003240299,9.965179265127358e-05,1.252174733866111,1.2521726240896425,1.252167785822179,1.2521629011590656,1.2521585290941917
69,0.07975081954418413,0.033220896880126076,0.004565482959151268,0.05474395165553683,9.960967771506666e-05,1.2523960325257952,1.2523934695766292,1.2523883338458144,1.2523832257597134,1.2523786738387666
70,0.09391159289622329,0.03321289996877877,0.004153269808739424,0.0603787881036251,9.956516924245131e-05,1.2526178390728422,1.252615070183311,1.252609801527393,1.2526046106095683,1.2526000109152198
71,0.0892282736123371,0.033204900152006944,0.004846245050430298,0.059867132312671455,9.951826940270775e-05,1.252840072219775,1.2528368274079782,1.2528313440194878,1.2528260421655575,1.2528213849507914
72,0.0918862695955972,0.033196889152923056,0.00425758957862854,0.06004750601031716,9.946898048166793e-05,1.2530626535073361,1.253058937324266,1.2530532701211858,1.253047882167916,1.2530431951688463
73,0.08459349772984319,0.033188909404967555,0.004613683093339205,0.05629147050461597,9.941730488160438e-05,1.253284252994514,1.2532802579639832,1.2532744788603596,1.2532690108876752,1.253264266749813
74,0.08990492689755077,0.03318092210043143,0.003814097959548235,0.05977399254719992,9.936324512111292e-05,1.2535061509795653,1.2535018901593564,1.2534959746800671,1.253490404971908,1.253485591063746
75,0.09196919990247054,0.03317292177519248,0.00400213897228241,0.059646747323164655,9.930680383499e-05,1.2537281864995327,1.2537238721851403,1.2537179625107466,1.2537123836035677,1.253707572142717
