iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,beta0,beta1,beta2,beta3
0,0.0970795714124959,0.03250784133032087,0.11307325004599988,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796
1,0.09206406963422137,0.03250771330414744,0.07225579197984189,0.06911268999844271,9.999999999992654e-07,1.250002236606162,1.2500022366058647,1.2500022366050245,1.2500022366001649,1.0002401476144693e-06,0.28175452536512086,0.43404378301945284,0.5310638054044796
2,0.09276650991955723,0.032481991931704465,0.07226391701260582,0.06872379523265908,0.0002009799999999999,1.2504515281961293,1.2504517960056438,1.2504518273125138,1.2504518076199396,0.0002019142109277468,0.2819555565868098,0.434244824337481,0.5310638054044796
3,0.08946922257109806,0.032430771614523776,0.002335083030629903,0.06784225921600787,0.0004009599999999988,1.2513479064635782,1.251347890855219,1.2513477147772687,1.2513474953055197,0.0006026203693030485,0.2823561567359331,0.43464535322266984,0.5310638054044796
4,0.09344317708422706,0.03235397264876872,0.0017939999816007912,0.0708675006296263,0.0006009399999999995,1.2526936715362647,1.2526939237090637,1.2526934964160237,1.2526928821774195,0.0012039933794839098,0.28295766093710256,0.4352467740604429,0.5310638054044796
5,0.1046546615905225,0.03225143529239905,0.0019164590048603714,0.07618414462547522,0.0008009199999999984,1.254494238124423,1.254495259016098,1.2544948274080145,1.2544941857485687,0.0020082154657748786,0.2837621853992301,0.4360513043321708,0.5310638054044796
6,0.09643271783314691,0.03212368827668868,0.001818792021367699,0.07079507173489295,0.001000899999999999,1.2567446793393087,1.256745896795862,1.2567460262389731,1.2567463802384506,0.0030125399020984257,0.28476668096669067,0.43705596120818374,0.5310638054044796
7,0.09713875037272633,0.031970773612633875,0.0019374580006115139,0.07234038665495955,0.0012008799999999997,1.2594485097122994,1.259450466061887,1.2594508282434411,1.2594518558217258,0.004218066691246008,0.2859727682686974,0.43826207309306664,0.5310638054044796
8,0.09814028078669723,0.031792865179492535,0.0022609169827774167,0.07279451700370511,0.0014008600000000003,1.262607788989565,1.26261178703461,1.2626118155006518,1.262612235661262,0.0056251827755112015,0.28738121682017986,0.43967032792801486,0.5310638054044796
9,0.0897068030855306,0.031591001595799036,0.0033265829551965,0.0682352836231707,0.0016008399999999992,1.2662129699011373,1.2662175373039841,1.2662159138427482,1.2662137103306657,0.007228739300018487,0.288985996993602,0.4412743809902137,0.5310638054044796
10,0.09057539188740854,0.03136530589678939,0.0022662499686703086,0.06887348583093407,0.0018008199999999981,1.2702674937526486,1.2702728894163635,1.2702687537260615,1.2702621067726771,0.009029527531910247,0.29078883363654373,0.4430760689790944,0.5310638054044796
11,0.09197827177858223,0.031116266719032244,0.002080584003124386,0.06865570445609265,0.0020007999999999988,1.2747739832294647,1.2747767293846548,1.2747680284001632,1.2747550487685944,0.011027674822847243,0.29278861124016897,0.4450738232086768,0.5310638054044796
12,0.09513144828265246,0.030843653084082028,0.0017376250470988452,0.07075275880936185,0.0022007799999999994,1.2797420580307082,1.2797422944950776,1.2797286695738603,1.279708310940717,0.013226665484937884,0.2949905754511458,0.44727341807098303,0.5310638054044796
13,0.09317397361980902,0.030548496670538768,0.0018299589864909649,0.07001053606679246,0.002400759999999999,1.2851745253836417,1.2851612076015866,1.2851352088442143,1.2851023599892788,0.015626482208379873,0.29739036467115637,0.4496681473439463,0.5310638054044796
14,0.09313678538467184,0.030230912554460768,0.0017131249769590795,0.07013732285821614,0.00260074,1.291072289745546,1.2910419062169696,1.2910005825856055,1.2909512089696282,0.018226693325782074,0.2999910840805252,0.45226251868546613,0.5310638054044796
15,0.08908352315432734,0.029892656278442165,0.0019964579842053354,0.06651943759918146,0.0028007199999999996,1.297420464740327,1.2973631216581054,1.297300669587909,1.2972285265291763,0.021019181833143476,0.3027826938385936,0.4550454332417867,0.5310638054044796
16,0.09588243103194927,0.029532701177337955,0.0019871669937856495,0.07057183905452327,0.0030007000000000002,1.304245446585336,1.304156080215187,1.3040689544423458,1.3039705475543397,0.024014818917860278,0.3057783921199016,0.4580308041918347,0.5310638054044796
17,0.09021483777218235,0.029152530307156182,0.0017776250024326146,0.06921073588918414,0.00320068,1.3115453621419313,1.3114079837431603,1.3112833709509322,1.31114612470388,0.02721108581413448,0.3089719012255275,0.46120932085127814,0.5310638054044796
18,0.0941789585794941,0.02875204704752197,0.0019344169995747507,0.07018930510781643,0.0034006600000000007,1.319328703049532,1.3191334801535488,1.318964579619828,1.3187800616315704,0.030610296379496346,0.3123689915738412,0.4645886007455161,0.5310638054044796
19,0.09438850214350003,0.028332065816014756,0.002345082990359515,0.06961654311258306,0.0036006399999999996,1.3275945310664228,1.3273328922704553,1.3271114304300413,1.326870585652604,0.03421060720955769,0.3159691252421573,0.46816756804807563,0.5310638054044796
20,0.08910756370409145,0.027894290469837858,0.0026066669961437583,0.06739666766361761,0.0038006199999999993,1.3363299403589057,1.335990700078676,1.3357028952931012,1.3353895286876492,0.03800472460658345,0.3197648863455457,0.47193701387157205,0.5310638054044796
21,0.08847321511122674,0.02743996451009288,0.0019782499875873327,0.06687615804892852,0.0040006,1.345539741693543,1.3450967704638508,1.344722912422719,1.3443174556389956,0.04199284659568442,0.3237516078642059,0.4758902274119352,0.5310638054044796
22,0.09728997410686782,0.02696798490562474,0.0024807919980958104,0.0691661955418117,0.004200579999999999,1.355245672273169,1.354686231048139,1.3542212052379943,1.3537175628959541,0.04618358449798647,0.3279443222821452,0.48004672326130077,0.5310638054044796
23,0.08467404306409015,0.0264825301336342,0.0018554580165073276,0.06464792723641372,0.0044005599999999995,1.3654188968370635,1.3646941979832254,1.3641080668448644,1.3634786926613538,0.05056090653130143,0.33231431699290387,0.48436971648342153,0.5310638054044796
24,0.08783641123236285,0.025982472705615,0.0018336659995839,0.06756782321464219,0.004600539999999999,1.3760950859403913,1.3751636606763427,1.3744230371584898,1.3736363682385542,0.055139027086977835,0.3368802907663108,0.4888770870689295,0.5310638054044796
25,0.09031639212716311,0.025467891736984802,0.0018272500019520521,0.06801170656045913,0.00480052,1.3872811965182954,1.3861125739301874,1.3851884359881055,1.384213061594218,0.05991961085017528,0.34164964309341295,0.4935776815947341,0.5310638054044796
26,0.09077784936349581,0.024938953158658964,0.0016840830212458968,0.06859762946696032,0.0050005,1.398986766817693,1.3975593202093215,1.3964237560731498,1.3952269701084592,0.06490522966804928,0.34662998290484665,0.4984797346185785,0.5310638054044796
27,0.08736936876161529,0.024398132291430563,0.0019231660407967865,0.06674194649691557,0.0052004799999999995,1.4112015223836487,1.409468755261695,1.4080846056344403,1.4066272382062515,0.07008829257336913,0.3518060255557308,0.5035647902401104,0.5310638054044796
28,0.07972498652448443,0.023849346313159086,0.0017542910063639283,0.06214307581727739,0.00540046,1.423875384013839,1.4217758015498159,1.4200918182650515,1.4183243999067225,0.07544438180348764,0.35714910872281264,0.5087997258321314,0.5310638054044796
29,0.07942357664381583,0.023293649734828052,0.002142750017810613,0.06153409859693923,0.00560044,1.4370129935718006,1.4344666905655588,1.4324344921176893,1.4303090484591077,0.08097374365155012,0.3626545857699925,0.5141802445318481,0.5310638054044796
30,0.08267749538019788,0.022729742698509907,0.0019217090448364615,0.06338697582104513,0.00580042,1.4506459523102164,1.4475950553377157,1.445163953157606,1.442629837205753,0.08668853283479508,0.3683459066437609,0.5197301091516638,0.5310638054044796
31,0.08007929071842528,0.022160144973455524,0.002045624947641045,0.061631529399467755,0.0060003999999999995,1.4647642323569614,1.4611206673302812,1.45822251654865,1.455219709718818,0.09258066232867107,0.37420585088046154,0.5254263673861889,0.5310638054044796
32,0.0828669990704212,0.02158452005277193,0.00203670805785805,0.061887376320685014,0.00620038,1.4793755548336707,1.4750701129767103,1.4716455023078603,1.46811979088362,0.09865305850955453,0.3802468531533668,0.5312846719804762,0.5310638054044796
33,0.08054269302059215,0.02100462611570562,0.002466582984197885,0.06116921248319639,0.00640036,1.494484735664755,1.4894221091685806,1.4853881758552872,1.4812725833186988,0.10490456465405364,0.38646054557023934,0.5372894801057482,0.5310638054044796
34,0.07992864542441275,0.02042105196120191,0.0022105840034782887,0.061140087229875885,0.00660034,1.5101030621088496,1.5041773526774063,1.4994496097053527,1.494671719040686,0.11133853475361988,0.39284931701133885,0.5434427638496795,0.5310638054044796
35,0.08027674392990007,0.019834330434438406,0.0018457080004736781,0.060604269056057834,0.00680032,1.526228510016371,1.5193401511819142,1.5138428726434225,1.5083321144268513,0.11795180101318067,0.3994154977573466,0.5497501311189599,0.5310638054044796
36,0.08193769555899005,0.019244099923594937,0.0018417909741401672,0.06303360601669229,0.007000299999999999,1.542929550944527,1.5349359377074157,1.5285673659800243,1.5222399162286404,0.12477109110583802,0.4061745438284083,0.556218465473736,0.5310638054044796
37,0.08046074821088436,0.018652515495922388,0.002023500041104853,0.060255774436474424,0.00720028,1.560153144334357,1.5509289794998244,1.5436044510338272,1.5363857627381587,0.13177115984814186,0.4131095760013983,0.5628368025811217,0.5310638054044796
38,0.07896356346421461,0.018061215994230648,0.0016949169803410769,0.05928979045042564,0.0074002600000000005,1.5778937039442917,1.5672973859894783,1.5589110982442191,1.550715766441708,0.13894723597839126,0.420212794257376,0.5695911022009772,0.5310638054044796
39,0.08003258152598824,0.017469911918136884,0.001902042014990002,0.060240139261721844,0.007600239999999999,1.5961856792503433,1.5840738610634224,1.574505823361215,1.5652364864713137,0.14631036729036684,0.4274994776093303,0.5764939912340213,0.5310638054044796
40,0.07642141525453276,0.016882129933138777,0.0018165830406360328,0.05689420841461585,0.00780022,1.6149689859094793,1.6011718647423878,1.5903013561458217,1.5798721353696872,0.15383094186819465,0.43493172060644797,0.5835062640599659,0.5310638054044796
41,0.07327325549911637,0.01629940360915168,0.0017987499595619738,0.05625420508911341,0.0080002,1.6342519641448279,1.6185546327437128,1.6062382438513534,1.5945471487106728,0.16151040949240786,0.442498890195014,0.5906091991859005,0.5310638054044796
42,0.07507734471201402,0.0157210534146487,0.00196229200810194,0.05596738493313543,0.00820018,1.654029071366303,1.636268210794287,1.6223755887220692,1.6093254466093467,0.16934627785978115,0.45022068882624905,0.5978294672590939,0.5310638054044796
43,0.0705145372138776,0.01515079630294364,0.002070541027933359,0.05181540642330905,0.00840016,1.6742025868791703,1.65421954901949,1.6386092282784288,1.6241052137851872,0.17729755303421774,0.45805610856299633,0.6051224411513245,0.5310638054044796
44,0.07064670300115206,0.014588556057251376,0.0018937080167233944,0.05240686862849388,0.00860014,1.694820775716475,1.6724132207331757,1.6549347851087794,1.6388792983831502,0.18537846531706131,0.46601058489355945,0.6124907168413787,0.5310638054044796
45,0.07145851276167196,0.014034070105860302,0.0017447500140406191,0.05283907436583987,0.00880012,1.7159154170726907,1.690862671442991,1.671362827285929,1.6536568069234432,0.19360301703667232,0.474097332364944,0.6199454518853822,0.5310638054044796
46,0.06983176699084825,0.013489147339265636,0.0017740000039339066,0.05157229584962332,0.0090001,1.7374779296561433,1.7095179410827996,1.6878245159963752,1.6683650262100393,0.2019612043628468,0.4822956164221711,0.6274606658526498,0.5310638054044796
47,0.06851748250042142,0.012955727092721006,0.0017236669664271176,0.049589492373437925,0.009200080000000001,1.75947268794082,1.7283171334893612,1.7042655791453898,1.682965904596416,0.21043312498663594,0.4905776779649995,0.6350084076199741,0.5310638054044796
48,0.06812182066236197,0.012434960952430223,0.0017369160195812583,0.047720684862984794,0.00940006,1.781856810282721,1.7472274232900011,1.7206713238779172,1.6974600927192143,0.21900017903452373,0.49892944657713995,0.6425797735390636,0.5310638054044796
49,0.07075417890221129,0.011924607860581918,0.0017521250410936773,0.049557158908100404,0.00960004,1.8047009874950375,1.7663563812114533,1.7371185560414242,1.711899018495,0.22769777716733872,0.5074089166992335,0.6502259234586233,0.5310638054044796
50,0.06644239170314153,0.011427592182021247,0.0018887080368585885,0.04746451104464009,0.00980002,1.8279727910077626,1.7855988710689343,1.753487803836236,1.7261693335864619,0.23650288300483663,0.5159686288731195,0.6578927234570062,0.5310638054044796
51,0.06544552239243699,0.010946030185514833,0.0018049170030280948,0.04497262460564373,0.01,1.85159882897352,1.8048805536668298,1.7696965379680483,1.7402016470051553,0.24539039995311213,0.5245817667693078,0.6655473576832411,0.5310638054044796
52,0.0630721346151526,0.010490026382975878,0.0020767500391229987,0.043588794697760336,0.009999878165711622,1.8750919417725862,1.8237823443069576,1.7854010189723024,1.7537051048027021,0.25416918844013164,0.5330563345590434,0.6730219528525201,0.5310638054044796
53,0.06435137890139964,0.010058527379638202,0.001781208033207804,0.04235258204662936,0.009999512668784518,1.8984195010780196,1.8423278811355406,1.8006305764317714,1.7667165841312868,0.2628345684802076,0.5414053939465457,0.6803314934634986,0.5310638054044796
54,0.06231255609858808,0.009651902500781169,0.002035458048339933,0.03973428115322693,0.00999890352703249,1.9215087837827218,1.8604728855470276,1.8153829945213529,1.7792558778117513,0.27135697022062305,0.5496021606157585,0.687461748667221,0.5310638054044796
55,0.06374869074406758,0.009268716541603736,0.0017581660067662597,0.03906165786613865,0.009998050770144252,1.944356101960782,1.8782526459619715,1.829714815369609,1.7913835244540797,0.2797443349691649,0.5576677321186868,0.6944359546438413,0.5310638054044796
56,0.06624547766455494,0.008906637733107245,0.0018621250055730343,0.04052356881266854,0.00999695443968197,1.967061786434304,1.895756287023985,1.8436965474578884,1.8031637033637462,0.2880325101604989,0.565643461978326,0.7012982373156559,0.5310638054044796
57,0.0647155182141013,0.00856570102564079,0.001721374981570989,0.03960551396730757,0.009995614589079242,1.9896223645068845,1.9129503572800308,1.8573173289303455,1.8146004388348564,0.2962213343335091,0.5735168752461547,0.7080327844369357,0.5310638054044796
58,0.061578060500072834,0.008247184234598567,0.0017883750260807574,0.03748648483088247,0.0099940312836385,2.0119995446172814,1.929751262378503,1.870456042050468,1.8255989056276356,0.3042862528144911,0.5812381283436766,0.7145813091478332,0.5310638054044796
59,0.06114843946487519,0.007950695199730618,0.0017687079962342978,0.036063217065654685,0.009992204600527814,2.0341609429219596,1.946138695725307,1.8831528863557483,1.8361949659557668,0.31221963799818725,0.5888013565504346,0.7209470130091036,0.5310638054044796
60,0.06287944123076077,0.007675805876108781,0.001669083023443818,0.034594904677517836,0.009990134628777144,2.056068352931087,1.9621302135457235,1.8954174549044265,1.8464172927648996,0.32001134765516326,0.5962075029414787,0.7271303885430447,0.5310638054044796
61,0.06124732591917638,0.007421977253787077,0.0020271670073270798,0.033685497740492946,0.00998782146927399,2.0777194601892695,1.9777264386341504,1.9072654288546544,1.8562748040384582,0.32766178844697125,0.6034566634406652,0.7331327997742174,0.5310638054044796
62,0.060151194350071026,0.007189366051225042,0.001698375039268285,0.030650011178448188,0.009985265234758489,2.0989923905274854,1.992915242232199,1.918702959521137,1.8657871566545394,0.335135214636239,0.6105345841788107,0.7389472198478536,0.5310638054044796
63,0.061712374602826074,0.006976236604197927,0.0018250829889439046,0.03251762282895131,0.009982466049817897,2.1200443723719276,2.007729189281585,1.9298034360677394,1.8750147767573768,0.34248142010586635,0.6174663804145797,0.7446066841665915,0.5310638054044796
64,0.058229701728556675,0.006784057952970841,0.0018625830416567624,0.0274771073854304,0.009979424050880543,2.1406579536452734,2.0220569401184743,1.9404703476166985,1.8838889294008125,0.34962956607782236,0.6241861647148714,0.7500409646235041,0.5310638054044796
65,0.05750398003696236,0.006613135873284015,0.002296374994330108,0.023472141416938663,0.009976139386209164,2.160696157840252,2.035800433977011,1.9507030172946456,1.892443192091212,0.35652486400848205,0.6306318021300749,0.75521424535924,0.5310638054044796
66,0.05667863920564027,0.0064625904564669856,0.002587833034340292,0.02107233525316852,0.009972612215893682,2.180093351712759,2.0490125724447457,1.9604962899858016,1.9007042127579132,0.36314289913016123,0.6367909093672457,0.7601024382418832,0.5310638054044796
67,0.05752410652796758,0.0063295361513076905,0.0017538340180180967,0.024290851882968652,0.009968842711843402,2.199084424767424,2.0618622801838256,1.969945982140447,1.9087102104764122,0.36956501857796253,0.6427506263047497,0.7647880972953626,0.5310638054044796
68,0.057233317688343145,0.006214434282595687,0.001865458965767175,0.018895231670755384,0.009964831057778631,2.21743335131667,2.0742352541488627,1.979031398077127,1.916494159471797,0.37570899071698005,0.6484296909650605,0.7692067057780568,0.5310638054044796
69,0.05780373777303908,0.006115162913979574,0.0017739589675329626,0.02156660355586514,0.009960577449221733,2.2353613556774152,2.086187172519674,1.9877933078431163,1.9240820732906727,0.3816562370111704,0.653886556837871,0.7734052012704891,0.5310638054044796
70,0.057420072464162225,0.00603099245638732,0.0018422499997541308,0.017916980044538393,0.009956082093487582,2.2526787728064273,2.0977385136950097,1.9962810479889876,1.9315018505473864,0.3873611443663835,0.6591272810431623,0.7774049846137167,0.5310638054044796
71,0.05652644357689293,0.005960831975846679,0.0017129580373875797,0.01978137549282768,0.009951345209673482,2.2696053692623415,2.1088438535728047,2.004483814442002,1.9387337655183194,0.3928784829517296,0.6641313630923733,0.7811784988833023,0.5310638054044796
72,0.05360790942962932,0.005904304992550055,0.001880333002191037,0.01423562657989205,0.009946367028648461,2.2858640270320487,2.119406829372132,2.0123967947730725,1.9458025007870283,0.3981204691965182,0.6688332067232058,0.7846843415846869,0.5310638054044796
73,0.05688235846596568,0.0058594588421109215,0.0018187499954365194,0.014609586297249375,0.009941147793042041,2.301508139190577,2.1296942810802744,2.020105758702084,1.9528149798157488,0.4031058293852803,0.6733072021268419,0.7879793659208322,0.5310638054044796
74,0.05601938436736993,0.0058253631470668735,0.0017965830047614872,0.0156171157072468,0.009935687757232404,2.3166743706943964,2.139517700902917,2.027621760673267,1.9597251046474882,0.4079072842904345,0.6775759744295292,0.7910935404555334,0.5310638054044796
75,0.05508942333282449,0.005801397538389447,0.0017472920008003712,0.013616781361229199,0.00992998718733399,2.331328028764799,2.1487825287098095,2.0348657227387843,1.9664915829874765,0.41249748118816715,0.6815699531055512,0.7939528734158429,0.5310638054044796
76,0.057476679789524115,0.005785863632244528,0.002218084002379328,0.009915081527311952,0.009924046361184534,2.3452225908423943,2.1578168468249697,2.0419397380512105,1.9732020077533279,0.41679692239168503,0.6853365696653059,0.7966075855229798,0.5310638054044796
77,0.0569060255177429,0.005777581988578631,0.0018254580209031701,0.00939954190879807,0.009917865568331524,2.358415543159621,2.1665776222123316,2.048870009500003,1.9799245954355909,0.42082585917597803,0.6888610046773871,0.7990352847055131,0.5310638054044796
78,0.05889141146971371,0.005775439333126668,0.0021352500189095736,0.010569986775666318,0.009911445110018081,2.3710682047331155,2.1750734681446287,2.0557652770438692,1.9867116377220024,0.42462981384854387,0.6921665507836992,0.8012925826018269,0.5310638054044796
79,0.05491106884153884,0.005777963439091989,0.0020167920156382024,0.005406711674297648,0.009904785299168283,2.3828421731802,2.1832968701011564,2.0625203595567183,1.9935319103550317,0.42809429671603094,0.695175274093889,0.803292625036176,0.5310638054044796
80,0.056060667965123205,0.00578460375046703,0.001833292015362531,0.008474897819723654,0.00989788646037192,2.3940842060067977,2.191289429452009,2.069128741721444,2.000336404545436,0.431331660872303,0.6979525235858844,0.8050804332571518,0.5310638054044796
81,0.0593868341341105,0.005794580619243041,0.0018032920197583735,0.008392607684186456,0.00989074892986866,2.4048203981760055,2.199066961291758,2.07569631491884,2.0071998759450693,0.4343741856069984,0.7005493952807059,0.8067138959207752,0.5310638054044796
82,0.05734057480111501,0.005806777612429241,0.0018257920164614916,0.005148532107691885,0.009883373055531672,2.414912191552958,2.2063747009453123,2.0821706351763862,2.014093655668273,0.4371792357619341,0.7028753650287737,0.8081228132494773,0.5310638054044796
83,0.057006330353635275,0.005820542780100036,0.0019406659994274378,0.005693874186461913,0.009875759196850664,2.4244701319467787,2.2132607762704257,2.0885582462808503,2.0210561503256073,0.43977444817213157,0.7049571520265394,0.809351524404501,0.5310638054044796
84,0.0554185411112583,0.0058333875255406715,0.0019206660217605531,0.004513910875160528,0.009867907724914365,2.4330967855109775,2.219874591440456,2.0949132539335813,2.0281148601045516,0.4420183043142831,0.7067195358175876,0.8103235509623073,0.5310638054044796
85,0.056687803331860756,0.005845958699048738,0.002241084002889693,0.004495469440376662,0.009859819022392443,2.4411414434005874,2.226325329102369,2.1012554415520306,2.0352500632028154,0.44404421501155367,0.7082929234414045,0.8111420727509202,0.5310638054044796
86,0.057947138446987435,0.00585776887038403,0.0017372919828630984,0.0037344275789178137,0.009851493483516844,2.4486385822995813,2.232469960928134,2.107522493839659,2.0424356553120613,0.4458626654298793,0.70964368912946,0.8117756021189589,0.5310638054044796
87,0.05732724236460138,0.005867907473319136,0.0021004999871365726,0.0034657445202892255,0.00984293151406259,2.4554923415537115,2.2383568155284173,2.1137332234839246,2.0496535251840964,0.4474497567699974,0.7107701027916692,0.8122112071199853,0.5310638054044796
88,0.05720840374355847,0.005874836392052742,0.0018068330246023834,0.005389995059429342,0.009834133531327996,2.4615854684069562,2.2440811307973276,2.120051367591359,2.057089073981236,0.4487485273274941,0.7116499799346172,0.8124802856937972,0.5310638054044796
89,0.05811051558048466,0.005878752288374472,0.0017297500162385404,0.005654173832722736,0.009825099964114322,2.4669081723673725,2.2497612321196025,2.126375234411028,2.0646376785882263,0.4497921468305073,0.7123670335946168,0.8125998322566098,0.5310638054044796
90,0.06017576342912027,0.005881611171253997,0.0017570420168340206,0.004235658139861659,0.009815831252704892,2.471910948559762,2.255389863864905,2.1327051717297056,2.0722458172055136,0.45072771772732323,0.7130126621364816,0.8126590548618248,0.5310638054044796
91,0.05723428006027397,0.005881235882733249,0.0018902500160038471,0.0054425720133226,0.009806327848843626,2.4762876779067984,2.2609096448231947,2.1390010161641477,2.0799267327687208,0.45143416056624047,0.7134632793475271,0.8125465527073925,0.5310638054044796
92,0.057299040197205386,0.0058784066664456175,0.0016964999958872795,0.004073912456123323,0.009796590215713018,2.480262101577798,2.266267479133643,2.14534309555493,2.0877369592098898,0.45198602737841204,0.7137524542748049,0.8123103608822305,0.5310638054044796
93,0.05750417428877494,0.005873184560647915,0.0017248750082217157,0.004085506918685649,0.00978661882791157,2.483905344629373,2.271426936403196,2.151682342351482,2.0956229146079237,0.45239462808823194,0.7138613533893957,0.8119324798604799,0.5310638054044796
94,0.05270834037524779,0.005864144738273945,0.0017015839694067836,0.006237491658229238,0.009776414171430657,2.4870033034918144,2.2761907969387534,2.1579491220888163,2.103603060341766,0.4525881403696344,0.7136962641307861,0.8113416685255254,0.5310638054044796
95,0.05533583963336324,0.00585427591465055,0.0017075829673558474,0.00363374550705831,0.009765976743630838,2.49001328977208,2.2807484670292526,2.164147749577133,2.1115547309059743,0.4527395183907117,0.7134295483047943,0.8106463792439567,0.5310638054044796
96,0.05741028201805896,0.005842253041874416,0.001679792010691017,0.004158093245967613,0.00975530705321762,2.492707982786531,2.2851550383933557,2.1703779030869663,2.119586000302482,0.4527732046297625,0.7130342435517826,0.8098524308531426,0.5310638054044796
97,0.05803563786289622,0.005827791657115098,0.0017301670159213245,0.0048718090323894,0.00974440562021666,2.495101736023832,2.2894622151425703,2.1766994376677062,2.1277752043393057,0.45267503391701414,0.7124963267540924,0.8089710959576826,0.5310638054044796
98,0.05472703261394466,0.00580901855894017,0.0017902079853229225,0.009580852002903017,0.009733272975948424,2.4968085570015344,2.2938051199916987,2.183055562516203,2.136062555560324,0.45231406493526866,0.7117675665257422,0.8079497540635455,0.5310638054044796
99,0.05381657468516472,0.005788698231907281,0.001745999965351075,0.004453109923313874,0.009721909663002288,2.4982589725834217,2.2979112216126643,2.1893778311586485,2.144388229316676,0.4518646047614866,0.710923837035111,0.8068395484164907,0.5310638054044796
100,0.05573901486501842,0.005767782000707822,0.0017584169982001185,0.00370267565497877,0.009710316235210091,2.4996374291640273,2.3018968047286346,2.195712606005501,2.1527538881454626,0.45137977979915483,0.710015027949,0.8056832965364378,0.5310638054044796
101,0.059458492379689615,0.005745164667127966,0.002031707961577922,0.005339872843602766,0.009698493257619149,2.50067430385112,2.305727495845274,2.202161228939885,2.161278914620946,0.4507943728002748,0.7090302696534859,0.8045031641396331,0.5310638054044796
102,0.055515991163746004,0.005722955178104549,0.001711042015813291,0.0028406903552963252,0.009686441306464712,2.5017066248189916,2.3093955582613193,2.208488901119093,2.169715479351712,0.4502191259952625,0.7080292379702807,0.8032925374182296,0.5310638054044796
103,0.05805064981249919,0.005699297740995542,0.0017362500075250864,0.005485889604086276,0.009674160969141874,2.5024348022977776,2.313008029407474,2.214874209970293,2.1782499337000214,0.44954562566683737,0.706957579074708,0.8020343549861282,0.5310638054044796
104,0.05460044732488341,0.0056762776688014495,0.0020828329725190997,0.003559904811068871,0.009661652844176954,2.5032743701846463,2.3165536091048686,2.2211265182720528,2.1866759988043203,0.44889390117388334,0.705855988214507,0.8007192632414528,0.5310638054044796
105,0.0582847625190882,0.005651096393694641,0.0017282080370932817,0.008713922722797088,0.009648917541198314,2.5035359858003097,2.320267568721353,2.227436861898025,2.1951818110475396,0.44807405024189634,0.7047180300873871,0.7993586814615863,0.5310638054044796
106,0.05414405659337721,0.005626449760276587,0.0016854999703355134,0.0035437849881692213,0.009635955680906654,2.5039302855410797,2.323751709464602,2.233648572936447,2.2036490762775207,0.4472765157017001,0.7035056542382625,0.7979323741670822,0.5310638054044796
107,0.054704374051404984,0.00560106349187735,0.0017944580176845193,0.004994141972344047,0.009622767895044761,2.504119898849325,2.3270880195926695,2.239874042594399,2.2121710905780345,0.44641142532575934,0.702217841301484,0.7964586669869538,0.5310638054044796
108,0.05486881163970554,0.0055748254497260665,0.0021488339989446104,0.0057249790650955885,0.009609354826366708,2.504059060037041,2.3302114198035326,2.246061298766103,2.220712381989872,0.44546157391361274,0.7008275771404343,0.7949144634648841,0.5310638054044796
