iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11
0,0.026835867422077872,0.0016235802486169017,0.11553208297118545,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434
1,0.024150025608471758,0.0016235678148240644,0.15174229204421863,0.018878163833244352,9.999999999999159e-07,1.250002236084052,1.2500022360831566,1.2500022360815306,1.2500022360786673,1.2500022360736673,1.2500022360652645,1.2500022360520604,1.2500022360325627,1.2500022360032343,1.2500022359512457,1.2500022358224416,1.2500022350814533,1.000006429746125e-06,0.2817545251308383,0.4340437827853291,0.5310648054086154,0.5987795940586459,0.6489243261224356,0.6876468540063391,0.7185008534479966,0.7436920465827813,0.7646657175726883,0.7824102431178579,0.7976243809601434
2,0.02624562038869953,0.0016233073140830248,0.0844145420123823,0.02047667162162362,2.097999999999987e-05,1.2500491972311083,1.2500492079527066,1.2500492127412886,1.2500491996325114,1.2500491633757478,1.250049117201636,1.2500490993206383,1.2500491355807644,1.2500491923189245,1.2500492087334776,1.2500491643552663,1.2500490846306311,2.2003796737519963e-05,0.2817755330022299,0.43406478989836145,0.5310858017014088,0.5988005645539356,0.6489452548541672,0.6876677357177695,0.7185217074391416,0.7437129138185307,0.7646866324840644,0.782431208394955,0.7976243809601434
3,0.02681026311863089,0.0016227979279662456,0.00443470902973786,0.020038793090181653,4.095999999999993e-05,1.2501408557268425,1.250140912343451,1.2501409700951331,1.250141000223821,1.2501409843572748,1.2501409255220253,1.2501408794016127,1.250140900690598,1.2501409499843843,1.2501409320557295,1.2501408077719351,1.2501405999660065,6.299862819442693e-05,0.2818165506223881,0.43410582733105313,0.5311268510802158,0.5988416090660857,0.6489862679937568,0.6877086917413268,0.7185626007140201,0.7437537680286627,0.7647274839170314,0.7824720801633224,0.7976243809601434
4,0.026123324009311773,0.0016220388364187527,0.0039467919850721955,0.019899009450371687,6.0939999999999996e-05,1.2502772159033315,1.2502772307459649,1.2502774293822942,1.2502776348607338,1.2502777682602104,1.25027779721841,1.2502777817896742,1.2502778028808148,1.250277814634904,1.2502776837501446,1.250277354407079,1.2502768767047692,0.00012398264871466038,0.2818775303708505,0.4341668683797618,0.5311879591639943,0.5989027684900887,0.6490474444091691,0.6877698454762028,0.7186237108082114,0.7438148452935711,0.7647885539067104,0.7825331544679681,0.7976243809601434
5,0.02566620454957574,0.0016210359526197388,0.003999458975158632,0.019683110308322167,8.091999999999984e-05,1.2504583223976988,1.2504581373276602,1.2504583678021666,1.2504586520843777,1.250458817159358,1.2504587930908995,1.2504586783733693,1.250458632922067,1.250458634314528,1.2504584971106758,1.2504581102090926,1.25045748549809,0.00020496537159484977,0.2819584355844825,0.43424779051114326,0.5312689016201674,0.5989837029453031,0.6491283195679518,0.6878506102745398,0.7187043515571432,0.7438954058860796,0.7648691088391208,0.7826137582992788,0.7976243809601434
6,0.025055847470178274,0.00161978736932665,0.0038630000199191272,0.019169988830939424,0.0001008999999999999,1.2506837239982669,1.2506834724183105,1.250683719017995,1.2506840334042737,1.2506842186515348,1.250684198560111,1.250684104512383,1.2506841400153401,1.2506842613638156,1.2506842012325095,1.25068378648268,1.2506829961188568,0.0003057506990999104,0.28205919354626446,0.43434855436184033,0.5313696690282068,0.5990844561415589,0.64922902697037,0.6879512434498551,0.7188049154095781,0.7439959516014937,0.7649697032343128,0.7827144363247722,0.7976243809601434
7,0.027365837057700338,0.0016182848668986108,0.0038796250009909272,0.020806485904142864,0.00012087999999999997,1.2509544274034603,1.2509540671376982,1.250954512148924,1.2509551212451275,1.2509556107081776,1.2509558394081821,1.250955918802532,1.2509560663236823,1.250956219989273,1.2509560621096665,1.2509554085731083,1.2509542915222673,0.00042679876309795954,0.2821802122134587,0.4344696679425283,0.531490903156072,0.5992058063639575,0.6493504586979221,0.6880727071447917,0.7189263795522728,0.7441174231331448,0.7650912060328426,0.7828359714239903,0.7976243809601434
8,0.026163885502775697,0.001616536740141465,0.003920165996532887,0.02011123965464124,0.00014085999999999992,1.2512699778099294,1.2512696560355216,1.2512703265519634,1.2512711872210898,1.251271892950197,1.2512722937369702,1.2512725579102648,1.25127296658007,1.2512734186903152,1.2512734719939422,1.251272856776078,1.2512715816136888,0.0005678883916799087,0.2823213301823952,0.4346108787121676,0.5316322056302614,0.5993471755263614,0.6494918527695676,0.6882140919572707,0.7190677650264229,0.7442588720474848,0.7652327874583206,0.7829777008654032,0.7976243809601434
9,0.02472935324125819,0.0016145655515896553,0.00404512498062104,0.019174746071879568,0.00016083999999999998,1.2516298541445512,1.2516294593134765,1.251629896726135,1.251630280965698,1.2516302528221361,1.2516298362294584,1.2516295971740292,1.2516302019658156,1.251631545261058,1.2516327914563288,1.2516332476474248,1.2516325482242716,0.0007287539076749135,0.2824821413480466,0.434771563141543,0.5317926510274412,0.5995072390119862,0.6496513987888182,0.6883730765207305,0.7192263353623222,0.7444173726084237,0.7653916052193354,0.7831370685596681,0.7976243809601434
