i,K,obj_val
0.0,1.0,11.194324637688762
1.0,1.0,16.86525671756479
2.0,1.0,11.93780084042714
3.0,1.0,8.799590356295612
4.0,1.0,10.531857037928969
5.0,1.0,10.959189387183926
6.0,1.0,15.477884428768416
7.0,1.0,16.85938963079893
8.0,1.0,12.6705531639491
9.0,1.0,12.133300109312009
10.0,1.0,10.324255386789448
11.0,1.0,6.967394572295221
12.0,1.0,11.872836282004627
13.0,1.0,8.685904803476634
14.0,1.0,10.034664796373155
15.0,1.0,12.39435010185094
16.0,1.0,10.419307487782113
17.0,1.0,13.806027058226928
18.0,1.0,11.87641267445747
19.0,1.0,10.6408863483007
20.0,1.0,11.936331755924776
21.0,1.0,9.376760816968993
22.0,1.0,12.625488541836969
23.0,1.0,4.989432158858097
24.0,1.0,9.570270438911813
25.0,1.0,19.190409857474442
26.0,1.0,7.322269507700485
27.0,1.0,11.204891604671626
28.0,1.0,9.257683182712082
29.0,1.0,7.80012738621838
30.0,1.0,7.99578680248045
31.0,1.0,10.717993044239012
32.0,1.0,8.686268596726862
33.0,1.0,12.781470926645332
34.0,1.0,8.212949301921604
35.0,1.0,12.182245202615805
36.0,1.0,8.78216687811117
37.0,1.0,11.447895093730423
38.0,1.0,9.508166684040088
39.0,1.0,10.380217611701475
40.0,1.0,11.200311306718206
41.0,1.0,6.787886834057458
42.0,1.0,8.963401021947506
43.0,1.0,10.663999173161873
44.0,1.0,9.452570837451383
45.0,1.0,7.454552903153265
46.0,1.0,7.249206966268412
47.0,1.0,9.382967152706637
48.0,1.0,8.809018071307833
49.0,1.0,8.00106571304633
50.0,1.0,9.878872595439937
51.0,1.0,10.193567501455412
52.0,1.0,8.988967222703486
53.0,1.0,10.815835209038632
54.0,1.0,9.445233052095505
55.0,1.0,9.703262678528125
56.0,1.0,7.029982974901737
57.0,1.0,17.53143151045562
58.0,1.0,8.223269365536847
59.0,1.0,8.936487530531938
60.0,1.0,11.472168599301279
61.0,1.0,9.759670695355904
62.0,1.0,13.767857432910011
63.0,1.0,9.069465273692092
64.0,1.0,9.916218803707658
65.0,1.0,13.051024934345616
66.0,1.0,9.301750543060455
67.0,1.0,11.936927377610603
68.0,1.0,11.711405514895672
69.0,1.0,11.080883734662358
70.0,1.0,8.21284647743895
71.0,1.0,9.996126151274803
72.0,1.0,9.221405033243087
73.0,1.0,7.79180644381133
74.0,1.0,9.250371696803557
75.0,1.0,12.676981426735907
76.0,1.0,9.938680633902477
77.0,1.0,6.457757946123052
78.0,1.0,10.620033564105618
79.0,1.0,10.703226462151692
80.0,1.0,11.814467663435288
81.0,1.0,11.835042427768505
82.0,1.0,12.208997571335377
83.0,1.0,10.81468440817134
84.0,1.0,12.241014886009907
85.0,1.0,12.889010340898913
86.0,1.0,9.718013713403028
87.0,1.0,11.15079314590791
88.0,1.0,8.552223037019608
89.0,1.0,10.169218122043187
90.0,1.0,12.010006256617093
91.0,1.0,11.045067440645724
92.0,1.0,9.087721659288016
93.0,1.0,13.894315343514307
94.0,1.0,11.736692473441554
95.0,1.0,10.107061404523742
96.0,1.0,10.722860429421628
97.0,1.0,12.433403217535496
98.0,1.0,10.293637282891638
99.0,1.0,12.745542106408713
0.0,2.0,6.258124286892979
1.0,2.0,9.17369014133891
2.0,2.0,6.910793028430384
3.0,2.0,4.715779995540387
4.0,2.0,6.040311142971124
5.0,2.0,6.316784731656182
6.0,2.0,8.07844043165232
7.0,2.0,9.291572122096394
8.0,2.0,6.892410051697217
9.0,2.0,6.844740781348332
10.0,2.0,5.833860714367619
11.0,2.0,3.9190639908325613
12.0,2.0,6.479787128112487
13.0,2.0,5.1137850677169165
14.0,2.0,5.78720542027961
15.0,2.0,7.049757985285737
16.0,2.0,6.311873045205143
17.0,2.0,7.996399914595643
18.0,2.0,6.846522825695291
19.0,2.0,6.092095896610925
20.0,2.0,6.77814435987564
21.0,2.0,5.405016638419423
22.0,2.0,7.300819032268092
23.0,2.0,3.1366294335440745
24.0,2.0,5.114954790923316
25.0,2.0,9.858850291125265
26.0,2.0,4.2103080122559255
27.0,2.0,6.146695810502494
28.0,2.0,4.601144682928574
29.0,2.0,4.49865806767056
30.0,2.0,4.550262580831
31.0,2.0,5.603935332297671
32.0,2.0,4.744116450721859
33.0,2.0,7.084465350742603
34.0,2.0,4.679999348117015
35.0,2.0,6.86414094925677
36.0,2.0,4.747816764937344
37.0,2.0,6.290835787759698
38.0,2.0,5.211886659762542
39.0,2.0,5.753271222673813
40.0,2.0,6.646368405642906
41.0,2.0,3.9012799768239894
42.0,2.0,4.942488354930088
43.0,2.0,6.094098926195769
44.0,2.0,5.144802940856669
45.0,2.0,4.300046531072078
46.0,2.0,4.538661702566619
47.0,2.0,5.165359713175625
48.0,2.0,4.841294581634213
49.0,2.0,4.482718105918108
50.0,2.0,5.453600092745733
51.0,2.0,5.547782050110211
52.0,2.0,5.053606842100632
53.0,2.0,5.991540087002882
54.0,2.0,5.339849272001384
55.0,2.0,5.438291527703202
56.0,2.0,3.9209129001759457
57.0,2.0,9.569325604259541
58.0,2.0,4.417048594387538
59.0,2.0,4.7462444356842175
60.0,2.0,6.566983536522164
61.0,2.0,5.531648250945822
62.0,2.0,7.284042489827966
63.0,2.0,5.024857008251316
64.0,2.0,5.6439163490569735
65.0,2.0,7.0503619104149164
66.0,2.0,5.235401390039845
67.0,2.0,6.4989446471574315
68.0,2.0,6.781047572666747
69.0,2.0,5.851864477310262
70.0,2.0,4.457887959543557
71.0,2.0,5.691296759870983
72.0,2.0,5.120119384713162
73.0,2.0,4.656838771106813
74.0,2.0,4.98273678042033
75.0,2.0,6.76496228658146
76.0,2.0,5.87284118775343
77.0,2.0,3.6791243688360558
78.0,2.0,6.3160641274114635
79.0,2.0,5.695863555722033
80.0,2.0,6.318432430650587
81.0,2.0,6.27004503169397
82.0,2.0,6.49803596593625
83.0,2.0,5.939993514179038
84.0,2.0,6.525801059441137
85.0,2.0,7.72310168788636
86.0,2.0,5.681088358580625
87.0,2.0,5.9131523750298225
88.0,2.0,4.863743473786328
89.0,2.0,6.156415908718072
90.0,2.0,6.50119831376188
91.0,2.0,5.794884717347714
92.0,2.0,5.092660523621786
93.0,2.0,7.842093818911805
94.0,2.0,6.962357348565049
95.0,2.0,5.655876569379341
96.0,2.0,6.22196179886037
97.0,2.0,7.185549759649406
98.0,2.0,5.810108463807559
99.0,2.0,7.301701126838423
0.0,3.0,4.281863235614242
1.0,3.0,6.243753930349205
2.0,3.0,4.793738453794515
3.0,3.0,3.262805755728376
4.0,3.0,4.1560973792052565
5.0,3.0,4.451264466772142
6.0,3.0,5.316771083360624
7.0,3.0,6.480876283796482
8.0,3.0,4.564609526554683
9.0,3.0,4.695152486545398
10.0,3.0,4.07324235937293
11.0,3.0,2.7815143362963903
12.0,3.0,4.362814931781608
13.0,3.0,3.618543698931001
14.0,3.0,3.9840789278397484
15.0,3.0,4.901857160442795
16.0,3.0,4.461920491698709
17.0,3.0,5.6661236975130125
18.0,3.0,4.767107466635658
19.0,3.0,4.237949465914676
20.0,3.0,4.653114394958436
21.0,3.0,3.7927630509012156
22.0,3.0,4.966069667934987
23.0,3.0,2.2824951463129466
24.0,3.0,3.358401561088228
25.0,3.0,6.361481065418324
26.0,3.0,3.0421872908941747
27.0,3.0,4.221268922353311
28.0,3.0,2.947173654148287
29.0,3.0,3.163905086265808
30.0,3.0,3.1373337566630672
31.0,3.0,3.7008345394282953
32.0,3.0,3.257861835054178
33.0,3.0,4.849668977466747
34.0,3.0,3.327840453886532
35.0,3.0,4.64905205385049
36.0,3.0,3.1943795454692623
37.0,3.0,4.272554234479881
38.0,3.0,3.55215073527837
39.0,3.0,3.8909958592650327
40.0,3.0,4.633856923870328
41.0,3.0,2.746290569323101
42.0,3.0,3.4239061030087665
43.0,3.0,4.233565117681327
44.0,3.0,3.4331430254501107
45.0,3.0,3.007862825853869
46.0,3.0,3.2944987219147093
47.0,3.0,3.575366280964471
48.0,3.0,3.343927725985451
49.0,3.0,3.1703023857499644
50.0,3.0,3.748608583083934
51.0,3.0,3.8359234337148997
52.0,3.0,3.3614871429020274
53.0,3.0,4.040306622866261
54.0,3.0,3.629955521779742
55.0,3.0,3.7683836238894663
56.0,3.0,2.6750680766105415
57.0,3.0,6.401854682857243
58.0,3.0,3.038872968114493
59.0,3.0,3.13685349640416
60.0,3.0,4.551034023241195
61.0,3.0,3.7896221706127102
62.0,3.0,4.831222863098272
63.0,3.0,3.4418896317927326
64.0,3.0,3.9551045110475185
65.0,3.0,4.689055351382472
66.0,3.0,3.655234788534978
67.0,3.0,4.296305106272564
68.0,3.0,4.703335204901162
69.0,3.0,3.889902205032766
70.0,3.0,3.060613260462981
71.0,3.0,3.9929075469848225
72.0,3.0,3.5723204447516856
73.0,3.0,3.389753914429292
74.0,3.0,3.3206579353338004
75.0,3.0,4.52755571108383
76.0,3.0,4.183831092147008
77.0,3.0,2.566873413396266
78.0,3.0,4.3500918433671085
79.0,3.0,3.9150182114975323
80.0,3.0,4.21664426028779
81.0,3.0,4.09433661336335
82.0,3.0,4.3440790351080825
83.0,3.0,4.174599478642307
84.0,3.0,4.427731227219799
85.0,3.0,5.494078855393229
86.0,3.0,4.039922805992043
87.0,3.0,3.850522123800637
88.0,3.0,3.416840088176335
89.0,3.0,4.317104324024273
90.0,3.0,4.248193041624835
91.0,3.0,3.8042577659506636
92.0,3.0,3.562500549136322
