iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6
135,14.866005159814605,0.2848143038782112,0.6438833549618721,18.190059837216246,0.009164689742930143,0.44645180140994606,0.7422853774628254,0.011512445393132826,0.18676290374326543,0.18292303170637902,0.013847206473001798,0.06961640806350688,0.06822221584108124,0.2765412029540513,0.08129226295401634,0.0073221674932694636,0.4520102543761567,0.17931502710534317,0.028341122863703987,0.6542479252071015,0.19385427860082094,0.03893729426681102,0.7722058502615237,0.19455590158211156,0.013464465369757376,1.1757803275546783
136,14.992086067272675,0.2793465298200381,0.6353879000525922,18.447392470357116,0.009145273343988932,0.45078760237006293,0.7468096371325238,0.010445485867023522,0.18654381611639015,0.18231377298753879,0.013426831558880031,0.06957586645638461,0.06792597920044606,0.2764887977405847,0.08125627747139398,0.00728878301668363,0.4520036094427098,0.17883116961329443,0.02780666866217965,0.654079948464076,0.19101239294772532,0.037669493066652966,0.771499391731895,0.19355963844186583,0.012448301483034408,1.1730399631725876
137,15.002812472360972,0.34279710222338056,0.6510785529389977,18.628420346903113,0.009125654934642336,0.45644776486923777,0.7508388278658569,0.009527989254943553,0.1863067157287096,0.18168225979890887,0.013033104801753915,0.06952947815545284,0.06759389227810707,0.27643713517651164,0.08121712458682062,0.007250937708272915,0.45199646495151174,0.1783076953079161,0.02721856795448405,0.65389265312389,0.1880576114519808,0.03633499167382447,0.7707609111557095,0.1925436563533933,0.011434942303189697,1.170270690902244
138,14.80503160780593,0.4714100873810459,0.6390086337924004,127.73707355429387,0.009105835471063953,0.45986589814723444,0.7556250514905517,0.00858947845081496,0.18609176496084415,0.1811059181050679,0.01267365218599004,0.06948721361989325,0.06729189254784224,0.27639046100209247,0.08118130204043691,0.007216416240426809,0.45198997915715333,0.177829075077133,0.026684532185966427,0.6537211765221648,0.18537529476534154,0.03513141298145204,0.7700860464512116,0.19161932736384085,0.010545202706494382,1.1677501042701304
139,15.185413856932144,0.4549594960860809,0.6476807040162385,180.16109921601654,0.009085815919226475,0.4612564296493853,0.7610478570206467,0.007656248813757958,0.1859026006759679,0.18058961266690912,0.012344275284285276,0.0694500807192,0.06702615774383608,0.27634898915588196,0.08114932214381007,0.00718595766261089,0.45198426938707803,0.17740150627700663,0.026212014032048238,0.6535686633522167,0.1829825747768985,0.034065476992694535,0.7694802140059355,0.190791213347541,0.00977463365533307,1.1654883022554094
140,14.940927692053885,0.3171669793740364,0.6384046231396496,186.64023936004781,0.009065597254854615,0.4608295349603777,0.7670289446685175,0.006747587266337335,0.18573595725937667,0.1801265850285552,0.0120421912615087,0.06941737242836785,0.0667916820866994,0.2763121052335204,0.08112069411031839,0.007158993840186063,0.4519792328057014,0.17701844090592897,0.025792159450331083,0.6534325802435595,0.18084204964296285,0.033117588446899944,0.7689351377473574,0.19004779590792473,0.00910422892533625,1.1634551585426334
141,14.624426828723461,0.2590554770433805,0.651887393090874,118.86390352886295,0.00904518046337755,0.45879385462051736,0.7735694219686184,0.0058733289016620885,0.18558364257602053,0.17970120131019518,0.011764969073880917,0.06938727942144053,0.06657611356528181,0.27627865001930396,0.08109433952905282,0.007134134250563675,0.45197462765852603,0.17666603697428912,0.025406701650762732,0.6533070352057856,0.17888822500759555,0.03225449511024646,0.7684352339025597,0.1893699987012767,0.008509532377196491,1.1616016759549372
142,14.390682338156905,0.2558848779923736,0.6387234660796821,17.63886973489766,0.009024566539880893,0.45869691317476113,0.7794246847951127,0.005137265702992894,0.18540317772983755,0.1792323848186397,0.011501892115914528,0.06934978916742297,0.06631151070771114,0.2762436329978737,0.08106402903665623,0.007103342105678896,0.45196921154258335,0.17626469047868304,0.024950818049005747,0.6531579364832867,0.17677993641759185,0.031294603925649526,0.7678951935917794,0.18866880274877354,0.007893023615671468,1.1597040660133986
143,14.769785362392412,0.25219361076434627,0.6468971760477871,19.142951198238947,0.009003756489058193,0.4603235821545596,0.7846638727715796,0.00451605232635837,0.18520160649094677,0.17873316685920884,0.011253066443398853,0.06930669642102665,0.06600987356646328,0.27620767500736776,0.08103089896092051,0.007068052871287334,0.4519631853271329,0.17582916254375025,0.024444973909726116,0.6529915673933132,0.1745812839157685,0.030274564409248937,0.7673305892667842,0.18796066083807145,0.007275522828602051,1.157802056826241
144,15.284411524651965,0.24816701254907586,0.637581154005602,20.180828165788412,0.00898275132516197,0.4634907242249526,0.7893505019147871,0.003990460639562552,0.18498543957985109,0.1782154253467998,0.011018453069479527,0.06925966985911498,0.06568228677514598,0.27617136553516675,0.08099599934604107,0.007029598484245794,0.45195673893768185,0.17537304784442095,0.023907814976275317,0.6528137944803587,0.17234966559088782,0.029226681608949395,0.7667556065676275,0.1872601175834918,0.00667390958865945,1.1559307699109094
145,14.50562958778765,0.32256140811411105,0.649310986045748,18.63603881057808,0.008961552071954277,0.4680410710167179,0.7935304478799613,0.003544635366773461,0.18475216174436315,0.17767373643835688,0.010795693475914907,0.06920826450286231,0.0653251561680086,0.27613430875253137,0.0809590956426764,0.006987568445088551,0.4519498058489382,0.17489364204008445,0.023335649561101377,0.6526234241480061,0.1700762219214769,0.02814580083968235,0.7661678043905621,0.18656606526108363,0.00608670846315704,1.1540864141030043
146,14.893734184957253,0.4173675615708284,0.6402845599222928,135.58188088071702,0.008940159762656805,0.47049611607590425,0.7983924637333701,0.003109468476543993,0.18454104895049794,0.17718075318480267,0.010590076653217874,0.06916162735477002,0.06500138116462786,0.2761008286587771,0.08092550766941896,0.006949414730396916,0.4519435252356882,0.1744575737201863,0.022819484163175786,0.6524501003051797,0.16801992564731347,0.02717644083261319,0.7656331104714225,0.18593726288184273,0.005575281225419462,1.1524145131509096
147,15.082098390457777,0.36138864755850336,0.636842839885503,176.04468734709636,0.008918575439900538,0.4710644869631602,0.8038359912659727,0.002693767848493652,0.1843540244261614,0.1767387368823757,0.010399452146716575,0.0691202665699519,0.06471415306190297,0.27607107806644027,0.0808954419421287,0.006915504158296178,0.4519379620120576,0.17406706152830984,0.022361639695044202,0.6522951628222151,0.16618232034716304,0.026317969194248343,0.765152661431555,0.1853729549362039,0.005133857992693649,1.1509124768932935
148,15.065784678976303,0.24299717781875219,0.6472346531227231,159.38261853981692,0.008896800155674905,0.469949365128979,0.8098117932550681,0.002303013890217398,0.18418764831018744,0.17634015973704953,0.010222519465059563,0.06908375431537096,0.06445719347711999,0.276044452604565,0.08086919141894872,0.006885082062823079,0.4519329833544282,0.17372296426889097,0.021951668006052746,0.6521554264539045,0.1645682837010959,0.025551490304520093,0.7647184578310077,0.18490589677226585,0.004749941006506157,1.1495578566016265
149,15.034822889370497,0.2334987707956202,0.6371725739445537,64.13215564039548,0.008874834971276547,0.4673609287181738,0.8164274406781256,0.0019361846300105978,0.1840264639702088,0.17595875309363765,0.010059599332247373,0.06904825646759645,0.06420761173898111,0.27601917918918667,0.08084404466562967,0.006855516031933629,0.45192816299929084,0.17339468782522593,0.021559557817648473,0.6520212006845684,0.16305116598699484,0.0248304176929122,0.7643095378194924,0.18447144145785713,0.004402121217963262,1.1483028520905962
150,14.434894143539053,0.23109365527345888,0.6398564649280161,18.07021799126406,0.008852680957257558,0.4667104377670315,0.8223456389984866,0.0016329096382250315,0.1838340723079695,0.17552532761304185,0.009901054119480687,0.06900540709975604,0.06390685224410132,0.2759909946049586,0.08081525472105038,0.006819783165341208,0.4519224079208246,0.1730237321739392,0.021103934130363943,0.6518659909772165,0.16141258170005018,0.024030359832318843,0.7638698217680243,0.18402536304961378,0.004044269047167994,1.1470357886826192
151,14.72195209777446,0.22823758198495483,0.652936115860939,18.927170085966022,0.00883033919337333,0.4677813259077486,0.8276384267947576,0.0013817824645848153,0.1836190714348129,0.17505563743450533,0.009747993187394945,0.06895731079647802,0.06356941062351337,0.27596084199145965,0.08078403599750549,0.0067796326612866355,0.45191598355432167,0.17262524348255537,0.020606790582140544,0.6516966313295938,0.15970957251357037,0.023185657956749196,0.763413507108233,0.18357927198012966,0.003689883273071866,1.1457838719156015
152,14.717763616148458,0.2249049205740029,0.638970036059618,18.67795730201048,0.008807810768529916,0.4703882667392507,0.8323551237090976,0.0011734848879849597,0.18337711638946322,0.1745417481944359,0.00959956179556049,0.06890296062667912,0.06318846352745384,0.27592810633229464,0.08074985383880458,0.00673422331508684,0.45190873807771875,0.1721929748845,0.020060489338033696,0.6515101489849028,0.1579204977190689,0.022286147643713148,0.7629346161566679,0.18312934076469345,0.0033366577204451877,1.144536138840324
153,14.769702152188598,0.2213340284490485,0.6493328420910984,19.61768756678676,0.008785096780730956,0.4743733381203731,0.8365633087717238,0.001000400678523947,0.18312074935415512,0.17400627918714703,0.009456872611697658,0.0688453729459041,0.06278463018315035,0.27589422515025874,0.08071441069563959,0.006686063789059691,0.45190106882549247,0.17174785621942582,0.019494741858379724,0.6513161598854516,0.1561213888662265,0.02137617604155152,0.7624525145470943,0.18269013931903055,0.0029996083898700594,1.1433274332566834
154,15.113518246488931,0.45655735503528305,0.637168703135103,20.91356404038663,0.008762198337024175,0.47959997329043486,0.8403148102876076,0.0008563011661988427,0.18285409570942252,0.17345680790854726,0.009320475347692052,0.0687854895366239,0.06236463759219997,0.275859592420161,0.08067823558209788,0.006635952912099922,0.4518930887405841,0.17129645396449122,0.018919331637522154,0.6511176836634116,0.15433469000502345,0.02046987745344885,0.7619729216221542,0.18226563253015093,0.0026826815432374447,1.1421664263482236
155,15.116771912572666,0.7836676353206329,0.64944989210926,203.7507741806303,0.00873911655344741,0.4827083959659782,0.8446871634488492,0.000722843402740134,0.18261805333686773,0.17296677459395238,0.009193009123471395,0.06873243315982892,0.06199278798368623,0.2758289162391431,0.08064598122130724,0.006591548921136629,0.4518860280365269,0.17089380220408434,0.018412763057661517,0.6509407752240217,0.15274406255029468,0.019674415396269608,0.7615436488442143,0.18188548375044583,0.0024135072791628544,1.1411256227344435
156,15.526816722892915,0.8423494226003932,0.6360245300456882,272.3153220594254,0.008715852554974233,0.483906589867681,0.8495820947744591,0.000601401211575442,0.18241421756627385,0.17253859138650054,0.009073700127817429,0.0686865626153408,0.06167122728916131,0.27580236795405066,0.08061776345322375,0.00655310104855979,0.45187994379692126,0.17054080840194302,0.017974904922177654,0.6507861216660832,0.15134747535440707,0.018986202120012285,0.7611646726717889,0.18154814772718456,0.0021870135540934333,1.1402002826850353
157,15.273579316313795,0.6093854591889013,0.646569810109213,282.69528177131326,0.008692407475459107,0.4833949907513333,0.8549388252028601,0.0004925760749301939,0.18223986658463606,0.17216689415645814,0.008961779586738494,0.06864728516110123,0.06139566150403359,0.275779604932158,0.08059324001093612,0.006520103241207155,0.45187475789661524,0.17023309962548108,0.017598563143616342,0.6506518229237096,0.15012599384735978,0.01839287326540309,0.7608314795866604,0.18124935214434024,0.001996433699908603,1.139378980385119
158,15.190773907125536,0.27976485136398493,0.6380824570078403,248.65450870919744,0.00866878245758213,0.4813634812884691,0.8607215216952219,0.00039648100362255393,0.1820892204949858,0.1718410975593445,0.008856597798313808,0.06861328348915,0.06115678818631331,0.27575989463017125,0.08057171791454656,0.00649144778609943,0.45187028640805166,0.16996232509805215,0.01727125500615442,0.6505340159423738,0.14904849128537875,0.01787573941503806,0.760536256327654,0.18098318750102452,0.0018343431596228362,1.1386463011510672
159,15.36961399522366,0.20865046607804844,0.6487192700151354,132.62243654969654,0.008644978652793346,0.47799468715016874,0.8669608948972184,0.00031256974775939716,0.18195094601681708,0.17154080013548084,0.008757749222201105,0.0685820782175094,0.06093714438376372,0.2757418652701683,0.0805519859732009,0.006465066847786099,0.4518661799257794,0.16971440268421945,0.016972468406457344,0.6504259871950762,0.14806706563864117,0.01740672136699358,0.7602666806403648,0.18074182891294344,0.0016922731253019789,1.137982151773599
160,14.930974694093813,0.20735653900247897,0.6412849361076951,20.06911600104036,0.00862099722125662,0.4765792103816475,0.8725453402440384,0.0002455313262294834,0.18178519319670314,0.17119349782830606,0.00866071411745672,0.06854504716417226,0.06067425265111226,0.27572089095473523,0.08052986915115189,0.00643351314194791,0.4518612499456527,0.16944121506210566,0.01663119582165734,0.6503046216954347,0.14702824210687118,0.016892642504118496,0.7599826228218788,0.1805048919499787,0.0015501198753243646,1.137335418921308
161,14.294745683719398,0.2056454045039125,0.6388361188583076,19.15094986418792,0.008596839331793086,0.4768956877533639,0.8775340129188128,0.0001920783215762427,0.18159316036220402,0.17080104525464007,0.008564999601030807,0.06850248405415424,0.060370229334822424,0.27569708865753556,0.08050552171087337,0.00639704519240976,0.45185553378014987,0.1691446665801627,0.016251194334324367,0.6501708386752075,0.14593803298549723,0.01633888133376884,0.7596854390685588,0.18027283115607326,0.0014093236649303739,1.1367066021164436
162,14.404185689445606,0.20359330044725682,0.6473272279836237,19.320591808018538,0.0085725061618242,0.4787553590010984,0.8819846784924271,0.0001495533703357903,0.18137875013430665,0.17037040647573112,0.008470801433526461,0.06845525352293044,0.06003144781939824,0.2756708817304422,0.08047937083371647,0.006356428460114264,0.4518491464738092,0.16882978359825246,0.01584089658374565,0.65002705869561,0.1448121264455314,0.01575675975540787,0.7593790593532469,0.1800472496131864,0.0012722861787888046,1.1360991029592997
163,14.818028914895535,0.20130142262867423,0.6412084139883518,20.11839799304625,0.008547998897314337,0.48199639755885065,0.8859536762386925,0.00011580951044522008,0.18114832053175597,0.16991312236475448,0.00837882110636172,0.06840476007029116,0.05966815366625228,0.275642989174272,0.08045209875736654,0.0063128990350947494,0.45184228132842097,0.16850444884932556,0.015412749712436667,0.6498771134172064,0.14367464800135923,0.015162374631166488,0.759069692641387,0.1798305845882325,0.0011419059815719508,1.1355184410237302
164,14.350055337778034,0.2971203983849158,0.6510789189487696,19.037305093675794,0.008523318732712993,0.48647872871497794,0.8894791637468146,8.911314803807447e-05,0.1808973367461949,0.16942074067067728,0.008288150849981281,0.06835005131696005,0.05927334356968403,0.2756128627786643,0.08042327693939628,0.006265613258963338,0.4518347981963635,0.16816400619007718,0.014960369328250699,0.6497187227755397,0.14251142655462065,0.01454801234367822,0.7587535089935677,0.17962111919847515,0.0010169205035569049,1.134959915825004
165,14.29571700649869,0.5076610394095099,0.6392771960236132,164.8601241753947,0.008498466870896572,0.48898010379206663,0.8936046660454151,6.672894338235035e-05,0.18067157318277666,0.16897519736683483,0.008203037176214376,0.06830118784561269,0.058917233688590094,0.27558565872114454,0.08039812030026762,0.006222935432945021,0.451828035113017,0.16786464512529192,0.014556092389306408,0.6495754127170524,0.14149809066927957,0.014001819013078383,0.7584675463007671,0.17947512074821703,0.0009100656183669086,1.1344561278292398
166,14.865592891930744,0.5096073933562323,0.6485627971123904,242.8552674688721,0.008473444523109757,0.48969863832541327,0.8982333164895572,4.8378509888893386e-05,0.18047325055001978,0.16858106052862834,0.00812272925741311,0.06825823734329807,0.05860409045630138,0.27556177500107293,0.08037586965667169,0.006185387068479465,0.4518221017370187,0.1675994079133903,0.014202316186017819,0.6494485226139368,0.1405999689484213,0.013524664529880397,0.7582130696421367,0.17934479805452994,0.0008197373230436174,1.1340053046291905
167,14.537935319241525,0.3120976254173165,0.6409640680067241,253.68485717853613,0.008448252908906481,0.4888237126524054,0.9033037715831033,3.3697166546292477e-05,0.18029954535188567,0.16823311448812464,0.00804687879456471,0.06822057248544702,0.058329262713296255,0.2755408625061209,0.08035621227455633,0.006152404272012406,0.45181690930638124,0.16736457021414466,0.013892668777626876,0.6493362766879694,0.13980400106002047,0.01310738238219869,0.7579866881338441,0.1792284319523824,0.0007431479841200321,1.1336017908182179
168,14.395148477419898,0.19322958891249087,0.6506929958704859,175.80691163481907,0.00842289325609048,0.4865356618601849,0.9088021182241107,2.2269460633183272e-05,0.18014323553268757,0.16791830153944845,0.007975189847334417,0.06818667137477183,0.05808161729933851,0.2755220631694851,0.08033847269724945,0.0061226630428851125,0.4518122374528391,0.16715263834807972,0.013615381460914323,0.6492349775278069,0.13908696431867948,0.012735024142603068,0.757782283896556,0.17912355252659098,0.0006771714209157022,1.1332382150987885
169,14.297714630523968,0.19205452670542514,0.6363084248732775,19.329158416104683,0.008397366800655453,0.4860231942895388,0.9137121291154857,1.3999436777325465e-05,0.1799595683421276,0.1675554039974612,0.00790360458455516,0.06814723981363405,0.05779195392296399,0.27550019913854273,0.08031865325207345,0.006087914412950528,0.451806749354766,0.1669204676662975,0.013304219550780849,0.649123082480496,0.13832582263767235,0.012329718163315,0.7575672580268105,0.17902035090311452,0.0006122102900559033,1.132889209328422
170,14.477078252100165,0.19056522016320943,0.6486274912022054,19.543700768813707,0.008371674786724825,0.48708951062026246,0.9180916775925997,8.189514446348631e-06,0.17975301472364955,0.16715241046508117,0.007832308814699634,0.0681032859352398,0.05746755273948208,0.27547581104385116,0.0802972117625726,0.006049049586894553,0.4518005924673125,0.16667307799549472,0.012967454681434926,0.649003073945607,0.1375349653729709,0.011901520501238315,0.7573452315578825,0.17891989308138537,0.0005494906113177949,1.1325563695328247
171,15.034976638092633,0.1919822639188219,0.6397049650549889,21.680601376279146,0.008345818466491113,0.48956592939885546,0.9219983794651001,4.284038767980312e-06,0.17953151752913277,0.1667238780093966,0.007762357881022308,0.06805641686783977,0.057120861120530164,0.275449774262807,0.08027483232795352,0.006007543129885033,0.4517939909046766,0.16641785501614037,0.012617365212861009,0.6488786321879655,0.13673465159817444,0.0114647062468384,0.7571214264977079,0.17882349841385625,0.0004904267146711416,1.1322420198974468
172,13.83170610391687,0.19279307974665089,0.6494318940676749,73.0816702937514,0.008319799100154882,0.4903163536841335,0.9265342036392923,1.787388200636874e-06,0.1793203732877696,0.16631641119931717,0.00769741239803003,0.06801184732373843,0.05679127500230469,0.2754249968948798,0.08025369906465234,0.005968112634052925,0.4517877026253858,0.16617785866649323,0.01228997982040422,0.6487613750413236,0.13598777625545846,0.01106001845404848,0.7569124405894945,0.17873499797996992,0.00043850908260931675,1.1319547765640257
173,14.700646710107165,0.18635462317380702,0.6378378858789802,66.63986554395073,0.008293617955863345,0.48952856173216697,0.9316795315800117,4.40549911909716e-07,0.17911800535570732,0.16592679194932705,0.0076367582036794245,0.06796923782301605,0.05647619218395206,0.27540128582395257,0.08023365294297455,0.005930439072212504,0.4517816775729198,0.16595128228680842,0.011982186710720754,0.6486504307167635,0.1352882686397545,0.010683192017580412,0.7567166569073324,0.17865368324783035,0.0003927251545019369,1.131692134750087
174,14.44586048209876,0.18494152953133636,0.6462666389998049,19.75637522770296,0.008267276309648533,0.49032243746655446,0.9362701094815911,3.3513709403980486e-09,0.17889334061818754,0.16549757120671652,0.007575666508708481,0.06792231565808271,0.0561275346612998,0.27537509570675245,0.08021214116636041,0.0058887850840773125,0.4517750002115053,0.16571157946195106,0.01165218544673884,0.6485323645151178,0.13456418594783107,0.0102874318420008,0.7565149282933956,0.17857532281636843,0.0003489467273881503,1.1314429709204359
175,14.019727940690231,0.19544624595409277,0.6365250779781491,18.68390382599222,0.008240775445365122,0.4925275934790235,0.9403565430907139,2.3748518805410638e-07,0.17864671891106557,0.16502916004810034,0.007513840219570459,0.06787118447234582,0.05574607134571087,0.2753464678682959,0.08018922684320084,0.005843248544777628,0.45176768309878557,0.16545955561634623,0.011301825031132594,0.6484075638215071,0.13381778401810165,0.009875087601962896,0.7563077429067308,0.17849997122082514,0.00030737154265971867,1.1312068043296344
176,14.298350448379134,0.19028187528593393,0.6498046519700438,83.7130751121238,0.008214116654627854,0.4930564893269581,0.9450199764576882,9.472279758468335e-07,0.17841577199021857,0.16459067872351685,0.007456003809681805,0.06782338951443428,0.05538972073879408,0.27531968410586155,0.08016790321557797,0.005800740811758462,0.4517608356062376,0.1652257564181316,0.010979627879422433,0.6482916134235678,0.13312908695000983,0.00949879496017315,0.7561163208177847,0.17843130747244745,0.00027141636010319056,1.1309921575361686
177,14.454152908532917,0.18080563977705638,0.6398961108643562,79.46184144458957,0.008187301236748575,0.49208937138938535,0.9502084984386091,1.962851027887348e-06,0.178197081691272,0.16417587056938107,0.007401870512460731,0.067778227150512,0.05505311706395007,0.2752943451559602,0.08014787355819322,0.0057606068684193665,0.4517543531723464,0.16500702557747837,0.010680141420551521,0.6481829373661114,0.13248889374762998,0.009151974604339795,0.7559382346060305,0.17836858756810353,0.00024011908790217695,1.1307966964928824
178,14.409118465989572,0.17949459011335236,0.6487199591938406,20.524457776416472,0.008160330498672923,0.4926960819616251,0.9548452475488195,3.1894976346373637e-06,0.1779639074472115,0.16373520527067448,0.007347601822261022,0.06773036727199153,0.05469518524508121,0.27526739149408164,0.08012707397044619,0.005717945003230582,0.4517474431058147,0.16478267576875216,0.010370400345771882,0.6480709419909725,0.13184315816279146,0.008799131730341444,0.7557590846255607,0.17830933182010747,0.00021107201013337667,1.130613854927255
179,14.571164941131407,0.17919663132788985,0.6392493341118097,19.997507447124974,0.00813320575491662,0.4947062422078699,0.958977438019027,4.5464108267579356e-06,0.1777131256921473,0.1632628715936749,0.00729268911800569,0.06767926122650791,0.054311407934385277,0.2752384975411101,0.08010531554779289,0.005672234084878571,0.45174002577746364,0.16455093599713075,0.0100478192557532,0.6479547124625238,0.1311873457730641,0.008437691874288,0.7555776002390606,0.17825323499968151,0.00018405371512543936,1.1304424744045352
180,13.980296135353425,0.1767067715583835,0.6517756839748472,69.34347003170555,0.008105928327501413,0.49508661629351314,0.9636872023794526,5.868987972744821e-06,0.1774760440953888,0.16281689806696628,0.00724166146935043,0.06763104161502134,0.05394963011426342,0.2752111978216769,0.08008490234479691,0.005629168409572363,0.4517330158105599,0.16433439668895392,0.009748842937584238,0.6478459194808498,0.1305781587102261,0.008105448142316727,0.7554088554645337,0.17820208249683533,0.00016071434873505928,1.1302865928298753
181,14.724138635664213,0.2153587435786058,0.6361148250289261,20.80379958444327,0.008078499545890629,0.4968823061091532,0.9679077682927206,7.202976274947996e-06,0.17723094889869095,0.1623474789612705,0.0071903463672546705,0.06758469869849533,0.05356742594470792,0.27518209901121127,0.0800714563682478,0.0055835869193504055,0.45172553399871285,0.16418243187788972,0.009440587347529445,0.6477338218792356,0.13023661772525583,0.007768204832699798,0.7552389711946703,0.17851743348817292,0.00013926075095323898,1.130141280746355
182,14.298995998891662,0.19280793335896648,0.6449145809747279,120.83824126046825,0.008050920746924387,0.49707458953561945,0.9726073408575449,8.37664751738391e-06,0.17700629439567778,0.16191669404420891,0.007141787174956466,0.06754221612103,0.053217999439691424,0.27515546025663445,0.08005905887952497,0.005541930335788358,0.4517186824051597,0.1640428494578001,0.009162601416907843,0.6476314722329714,0.1299224266026015,0.007465895659955836,0.755084203348474,0.17880116999345622,0.00012108825335025242,1.1300100629136085
183,13.879537679368173,0.1732987451823668,0.6391027770005167,96.3593032202065,0.008023193274754443,0.4958387393563441,0.9777578000852128,9.340656861716888e-06,0.1767967977323312,0.16151502826463823,0.0070959741375203065,0.0675025851357778,0.0528930920823094,0.2751306672383575,0.0800473939292706,0.005503221131974742,0.4517123047195271,0.16391246411446422,0.008908060590527246,0.6475368699019506,0.12962822155061526,0.007191049448243273,0.7549418170498332,0.17905630945568957,0.00010555704635636609,1.1298912861050838
184,14.81468785727118,0.17219224020577428,0.6502444269135594,20.80016000210405,0.007995318480778672,0.49616503379017296,0.9823550632447795,1.0252680645103255e-05,0.17656824222739317,0.161079462898378,0.007049394673018775,0.06745922227284325,0.05254098476665335,0.27510383481434664,0.08003416496145326,0.005461303538616415,0.4517053946471063,0.16376964994672227,0.008640958264437,0.6474384030383248,0.12930176782186883,0.006907403506062917,0.7547971669031474,0.17928453738435562,9.124615817456687e-05,1.1297808976335202
185,14.310893039880405,0.1708798765697445,0.6380543429404497,20.063848802020132,0.007967297723575205,0.49788344451324795,0.9864527951337859,1.1109344087949038e-05,0.17632304491496226,0.160614236738721,0.007002092038256146,0.06741263748480368,0.05216546375776128,0.2750752315169413,0.08001961103348985,0.005416632088104905,0.45169802239058016,0.16361670054482444,0.008364573348288778,0.6473369678608151,0.1289493923140818,0.006618317528286094,0.7546512820923195,0.17948871574319022,7.819449700724184e-05,1.1296785499689117
186,14.783035682687672,0.31083329975622365,0.6456956779584289,21.458565063804354,0.00793913236883622,0.5008472651693915,0.9901027468829645,1.190924691407274e-05,0.17606588906203766,0.160128050229507,0.006954836406469511,0.06736377702123408,0.051773761471571464,0.27504538677315105,0.08000411695112557,0.005370071571952931,0.4516903262774383,0.16345723169230564,0.008084298557863018,0.6472341901151619,0.1285804617588035,0.006329135421531863,0.7545060738874237,0.1796714788637931,6.646805688311111e-05,1.1295840571944613
187,14.341386844816398,0.4148598783649071,0.6356510918121785,206.48738898478254,0.007910823789301368,0.5021141355942577,0.9942076552673559,1.2440831965796251e-05,0.17583537315653436,0.1596912353901409,0.0069099327843164735,0.0673199871098951,0.05142305253690769,0.27501863967832163,0.07999021941122977,0.0053283959098080185,0.4516834280523407,0.16331412839053072,0.007836392707063738,0.6471419113125633,0.12824960803227284,0.006074542931064208,0.754375620723647,0.17983595194285126,5.67366131292899e-05,1.1294990979093054
188,14.526594025631859,0.3037343856949399,0.6431495498400182,252.3783895882613,0.007882373364690881,0.5018618655977659,0.998703873662106,1.2713094166498074e-05,0.17563095475471083,0.15930260578454772,0.006867117739179291,0.06728118407043616,0.05111217123551882,0.2749949354016084,0.07997790366626417,0.005291474656674766,0.45167731740808575,0.16318699859693306,0.007618803032479286,0.6470597495859024,0.127955856915876,0.005851865313463609,0.7542592246705081,0.17998399614127777,4.868057148024446e-05,1.1294228235722297
189,14.522764983364219,0.1668378669414551,0.6372760040685534,203.05424119580607,0.007853782481638316,0.5002581733867829,1.0035636055202477,1.2738636853524403e-05,0.17544682024332722,0.15895155702947464,0.006826289952629087,0.06724624922317503,0.05083231220096192,0.2749735989803189,0.07996680289613571,0.005258245068276781,0.4516718164365387,0.16307241417676815,0.007424983045037019,0.6469857217694908,0.12769118430349227,0.005654352617429488,0.754154344339072,0.18011718242572983,4.1949747292946275e-05,1.129354205845963
190,14.154853763298167,0.16600351106691705,0.6471314909867942,19.85298924177724,0.007825052533622976,0.5002172588666816,1.0078980859706732,1.2761629508592886e-05,0.1752416577316057,0.15856229067127528,0.006784606411645381,0.06720747508300064,0.05052243797035738,0.2749500112179042,0.07995440643122023,0.005221489074298369,0.45166573452071496,0.16294833029670713,0.0072182202649949505,0.6469079582093284,0.12740477886033813,0.005447379356592131,0.7540470295763785,0.18023641316829173,3.582416379641315e-05,1.129291051639686
191,14.08944831055751,0.1679670393081466,0.6374453229364008,19.92639994534652,0.007796184920902,0.5015676105522479,1.0117598468753897,1.2782323782233772e-05,0.1750191763586946,0.15814157311852636,0.0067423178825650396,0.06716557390534783,0.050188210563491875,0.2749245817358059,0.07994097629452504,0.005181879557369649,0.45165917728217814,0.16281707446303392,0.00700238728559614,0.6468275362355984,0.12710237884986983,0.005234648693671333,0.7539384623547342,0.1803431824005579,3.0317980492464375e-05,1.1292330646854158
192,13.907435994005045,0.16416710756637232,0.6416888928506523,80.03398914126369,0.007767181050442099,0.5014261701624092,1.016135681436212,1.2554702227711281e-05,0.1748118434508364,0.15774711266745456,0.0067029614746376715,0.06712745629103621,0.04987528130288847,0.27490067132087037,0.07993042746618698,0.005144796798720667,0.45165301335032065,0.16271302832858217,0.006803474507428377,0.6467527355923043,0.12689147392561453,0.005040010717387056,0.7538380367344572,0.18053780334667952,2.5675459822350315e-05,1.1291806803827447
